,rank,caption,score,precision,count,unfunny,somewhat_funny,funny
0,1,"Just for fun, let's send it back.",2.0998243559718968,0.00787048884273741,10248.0,2792.0,3641.0,3815.0
1,2,Did you order the pizza with extra paparazzi?,2.004786597526925,0.01547205229367581,2507.0,746.0,1003.0,758.0
2,3,"The food is ok, but the media coverage is excellent.",2.0026374518157843,0.0074932059000215,9858.0,2715.0,4402.0,2741.0
3,4,And only last week he was the press secretary.,2.000805315079525,0.008147383156156651,9934.0,3271.0,3384.0,3279.0
4,5,I ordered a large with paparazi.,1.9922178988326849,0.014910471952124575,2570.0,744.0,1102.0,724.0
5,6,"""Say, 'Cheese,' "" -Anna Ross, Santa Monica, CA (8 years old)",1.992145899893504,0.00893706221046468,7512.0,2283.0,3005.0,2224.0
6,7,Looks like paparazzi pizza wasn't a typo after all.,1.9782650142993328,0.0105502953959277,5245.0,1589.0,2181.0,1475.0
7,8,"Don't worry, your wife'll never find out. Nobody ever comes here.",1.9709739633558339,0.00773315220507112,10370.0,3370.0,3931.0,3069.0
8,9,I hope you don't mind that I ordered extra paparazzi.,1.9681378626332755,0.008561971545971877,8066.0,2517.0,3289.0,2260.0
9,10,This is the last time we dine at Scaramucci's.,1.966016831788644,0.008493637172418822,9387.0,3343.0,3020.0,3024.0
10,11,"Apparently ""pepperoni pizza"" autocorrects to ""paparazzi posse"".",1.9138264442832968,0.008710502971255571,8274.0,2984.0,3019.0,2271.0
11,12,If you don't like the paparazzis you can just pick them off.,1.9138082673702723,0.01627509961752998,2274.0,791.0,888.0,595.0
12,13,"The D.C. press are so excited to find someone, anyone, in this town who can deliver something.",1.8969964989865489,0.010845082001665816,5427.0,2040.0,1906.0,1481.0
13,14,Did you ask for extra paparazzi?,1.8794995610184373,0.011242173570903784,4556.0,1619.0,1867.0,1070.0
14,15,"Don't ask me how I know, but I think we're about to be served Luigi's one millionth pizza.",1.854041204437401,0.009304621927023013,6310.0,2251.0,2729.0,1330.0
15,16,"They said if it's not on the table before the next White House staff shakeup, it's free.",1.842466930080742,0.010636118796417586,5821.0,2447.0,1844.0,1530.0
16,17,"Apparently, your Italian is as not as good as you think.",1.825087924970692,0.011798374779022056,4265.0,1704.0,1603.0,958.0
17,18,There are things you don’t know about me.,1.82334693877551,0.009892666201763269,6125.0,2472.0,2263.0,1390.0
18,19,It's his last shift before he becomes White House Chief of Staff.,1.8219034812490664,0.009868245893383329,6693.0,2883.0,2119.0,1691.0
19,20,"When I ordered my pizza served ""Trump style"" I imagined it would just be very cheesy and come with extra baloney...",1.8087787918296392,0.011842917893159612,4602.0,2009.0,1464.0,1129.0
20,21,"Pepperoni, paparazzi. He knew what I meant.",1.7920121848028432,0.00979794035269273,5909.0,2418.0,2302.0,1189.0
21,22,It's because we the last two people in New York who still eat gluten.,1.788265306122449,0.010625824681953793,5488.0,2404.0,1842.0,1242.0
22,23,You’ll never guess why they call it Papa Razzi’s Pizza.,1.7829457364341086,0.034575880934723954,516.0,227.0,174.0,115.0
23,24,I reserved the table as Mr. and Mrs. Clooney.,1.7743561030235162,0.010492883910576593,5358.0,2321.0,1925.0,1112.0
24,25,We probably should have asked more questions before ordering 'The Special'.,1.7474466109563602,0.015641508035197833,2154.0,908.0,882.0,364.0
25,26,"I thought ""world famous pizza"" was just....you know.",1.7422980849292256,0.015319470096281894,2402.0,1066.0,889.0,447.0
26,27,Remember when I told you that the pizza here is famous?,1.739808855080944,0.010178769646982009,5127.0,2202.0,2057.0,868.0
27,28,This is nothing. Wait until the cannolis are served.,1.7372881355932204,0.01066372823490394,4838.0,2133.0,1843.0,862.0
28,29,"Now remember, act surprised.",1.7275985663082438,0.011627465349884368,3906.0,1708.0,1554.0,644.0
29,30,Here comes our pizza with everyone on it.,1.7157223448614176,0.011981309519105338,4077.0,1937.0,1362.0,778.0
30,31,"The pizza chef is good, but the marketing director is a genius.",1.7146178436501016,0.0126016970471372,3441.0,1571.0,1281.0,589.0
31,32,Last time you may have over-tipped.,1.688123300090662,0.012873737636672437,3309.0,1584.0,1173.0,552.0
32,33,I just love this place. The pizza with paparazzi is to die for.,1.687326181962654,0.014464347161960175,2517.0,1179.0,946.0,392.0
33,34,It's all about the delivery,1.6829133204098587,0.011938451536261215,3611.0,1683.0,1390.0,538.0
34,35,they'll never find us here...,1.6744744744744744,0.01777708125161213,1665.0,797.0,613.0,255.0
35,36,Is this your first time eating at Paparazzi's?,1.6636363636363636,0.01408068479013365,2640.0,1284.0,960.0,396.0
36,37,"No, I don't think anyone knows about our affair.",1.6545866364665907,0.014471150497141318,2649.0,1350.0,864.0,435.0
37,38,I ordered half mushroom half paparazzi.,1.6522704339051464,0.010183981347873228,4955.0,2434.0,1810.0,711.0
38,39,"Once you win the cartoon caption contest, everything changes ...",1.6505961638154485,0.017831229072185262,1929.0,1046.0,511.0,372.0
39,40,"It always has to be drama with you, doesn't it!",1.6432900432900432,0.021930429802678533,1155.0,600.0,367.0,188.0
40,41,"""It's their new Paparazzi Pizza"".",1.6362948006057547,0.011520587781172802,3962.0,2024.0,1355.0,583.0
41,42,It did kind of sound like you said paparazzi pizza.,1.6322267810518465,0.013845555651411826,2681.0,1363.0,941.0,377.0
42,43,"Next time, we order in English.",1.6303770578863517,0.016737219934858938,1883.0,973.0,633.0,277.0
43,44,"Some like New York-style, some Chicago. I prefer LA.",1.6282051282051282,0.016077377559452186,2106.0,1110.0,669.0,327.0
44,45,"Don't be alarmed but I might have said ""Paparazzi"" instead of ""Pepperoni.""",1.624104717214127,0.011226882593582338,4049.0,2080.0,1411.0,558.0
45,46,Just the way I like it - fresh from the oven with extra paparazzi.,1.619047619047619,0.013138578085358213,3003.0,1568.0,1011.0,424.0
46,47,Please tell me you didn't order extra paparazzi.,1.6187969924812031,0.01929014709918466,1330.0,679.0,479.0,172.0
47,48,"Chefs are so last year, now everyone's into Celebrity Waiters.",1.6084745762711865,0.02099293468338847,1180.0,628.0,386.0,166.0
48,49,I thought we decided against the paparazzi pizza.,1.5917312661498708,0.03542778657057734,387.0,205.0,135.0,47.0
49,50,I can't wait to send it back.,1.5638418079096046,0.017283099821496825,1770.0,1022.0,498.0,250.0
50,51,I'll be honest - I wasn't sure what a publicist did before I hired her.,1.5634118967452302,0.024167685234396996,891.0,511.0,258.0,122.0
51,52,Did you order the extra paparazzi?,1.5634012928891101,0.015591897638945518,2011.0,1122.0,645.0,244.0
52,53,"On second thought, let's get it to-go.",1.5556670010030091,0.021666585672320143,997.0,553.0,334.0,110.0
53,54,And here I thought Papa Razzi's was the name of the restaurant.,1.5489667565139262,0.014747318166533753,2226.0,1267.0,696.0,263.0
54,55,Tonight's dinner is served hot off the press.,1.548016701461378,0.0225764208676432,958.0,548.0,295.0,115.0
55,56,Anything you want to tell me?,1.5441928414901387,0.01946501703520377,1369.0,809.0,375.0,185.0
56,57,I understand the pizza here has gotten a lot of press lately.,1.539494062983996,0.015553957374789169,1937.0,1105.0,619.0,213.0
57,58,It's the annual running of the Bolognese.,1.5387131952017448,0.024149633027480195,917.0,554.0,232.0,131.0
