caption,count,funny,precision,rank,score,somewhat_funny,target_id,unfunny,contest
"My conditioner said it would give me extra body, but I didn't expect it to be yours.",7949,1822,0.008368242588206894,1,1.8896716568121776,3428,612,2699,674
I 'm gonna wash that man right out of my hair.,8356,1991,0.008432494470503838,2,1.8639301101005266,3237,2631,3128,674
Ok you can go down one more time but then you have to save me,9145,2276,0.00820824375066882,3,1.8628758884636414,3339,343,3530,674
"It was a bob cut when you said, ‘I’ll be right back!’",4550,1198,0.012111906462514792,4,1.8305494505494506,1383,13,1969,674
"If you can get up here, I'm hoping you'll take a look at the shower drain.",6457,1515,0.009728359749156477,5,1.829022765990398,2323,799,2619,674
"What part of ""Get out of my hair"" don't you understand?",7494,1703,0.008943621086307701,6,1.8242594075260208,2771,2896,3020,674
"If I had wanted you to come up, I would have braided my hair.",7589,1606,0.008674142513601563,7,1.8198708657267098,3010,1314,2973,674
"I admit it’s no beanstalk, but then again, you’re no Jack.",6947,1602,0.009370929610533532,8,1.8181949042752268,2480,1588,2865,674
"For god's sake Dave, you're 35, just use the stairs.""",6383,1403,0.009645240388640501,9,1.809650634497885,2362,3082,2618,674
Gonna wash that man right outta my hair!,8329,1729,0.008371873536147127,10,1.7854484331852563,3084,260,3516,674
It only grows each time Trump tells a lie.,6342,1550,0.010250558095294005,11,1.7693156732891833,1779,2188,3013,674
Another suitor fails his tress test.,6611,1355,0.009445529181300193,12,1.7649372258357283,2347,1212,2909,674
"Just let your hair down"", you said. Now, deal with it",3942,675,0.011735305132661392,13,1.7229832572298325,1500,2936,1767,674
Well you don't look like your profile picture either.,3712,701,0.012529988429780377,14,1.7122844827586208,1242,189,1769,674
Wait till you see my armpits...,2480,547,0.01627991438427175,15,1.6846774193548386,604,1893,1329,674
A one knight strand.,4410,798,0.011544051456901187,16,1.6560090702947845,1297,1774,2315,674
"Wrong tower. I’m Rogainezel, not Rapunzel.",3585,625,0.012668298156076908,17,1.6532775453277546,1092,2604,1868,674
"A braid’s easier for YOU, maybe.",4829,709,0.010386922384767308,18,1.6508593911782978,1725,2340,2395,674
I'd get out of there before the humidity picks up.,2290,342,0.015230154688258704,19,1.6331877729257642,766,1155,1182,674
I’ve been using Head and Shoulders and Knees and Toes.,1586,266,0.018925983286576565,20,1.6330390920554856,472,921,848,674
This is where we part.,3502,511,0.012256230509989073,21,1.6262135922330097,1171,761,1820,674
Feel about for Sir Harold ... and the pizza guy.,2977,450,0.01344514648847878,22,1.6197514276116896,945,590,1582,674
I should never have gotten tangled up with you!,2117,281,0.01540960211070243,23,1.6140765233821446,738,1844,1098,674
"I'm sorry, but you'll have to come back tomorrow. I'm having a really bad hair day.",4443,579,0.010598254854885117,24,1.6081476479855954,1544,2498,2320,674
If you were on time it wouldn't be this long,4285,581,0.010910126202134718,25,1.6060676779463243,1435,530,2269,674
