target_id,score,precision,count,rank,caption,funny,unfunny,somewhat_funny,contest
27,2.1336806284922067,0.0050272227998294445,23803,1,Going up?,8966,5786,9051,689
4070,2.0465664603595637,0.005683274263406667,20358,2,"Sir, I believe the announcement was actually 'prepare for lunch.'",7189,6241,6928,689
2795,2.001318359375,0.005545076776323564,20480,3,"Go ahead, it's just one small step.",6466,6442,7572,689
312,1.9936694802310084,0.0058946237264443195,18008,4,Shall I call you a shuttle?,5580,5696,6732,689
3924,1.9718673074668855,0.006576903367326472,17062,5,This is Trump Tower—we are all going down.,6067,6550,4445,689
1431,1.9684674373354698,0.006072433725396588,17474,6,"Sir, I have a feeling you’re at the wrong Kennedy center...",5364,5916,6194,689
1216,1.9665578312060947,0.007499507894144228,10107,7,"I can only get you to the penthouse. After that, you’re on your own.",2709,3047,4351,689
946,1.928186274509804,0.006779784881992549,12240,8,Can I assume you’re going to the launch party?,3035,3914,5291,689
1109,1.8889396709323583,0.006831278748053046,13128,9,"Yeah sure. 10, 9, 8, 7...",3376,4836,4916,689
4636,1.8868795991858462,0.00725478423026974,12774,10,I know you’re in there Mrs. Nusbaum and I still expect my Christmas bonus.,3653,5098,4023,689
3407,1.8785905783224819,0.006361418444188297,15666,11,"Look buddy, small step, giant leap, either way - it's the 5th floor.",4130,6032,5504,689
3319,1.8760031649146602,0.008302774753984063,8847,12,Well maybe she misunderstood when you said you needed space.,2217,3314,3316,689
324,1.8734371572713315,0.00807461320522025,9118,13,The Apollo? It’s two blocks down on the right.,2206,3360,3552,689
3904,1.8577676696990904,0.007492867537276918,11432,14,"If you're searching for intelligent life, try another building.",2974,4602,3856,689
418,1.8376805345979736,0.011315282088861265,4639,15,"And please stop calling me ""Houston.""",1062,1814,1762,689
534,1.8304526748971193,0.007472753866025679,10935,16,A Russian gentleman went up before you.,2570,4425,3940,689
1784,1.8066782378708983,0.007116397697971566,12099,17,"I heard the food and service was great, but the place has no atmosphere.",2763,5102,4234,689
1788,1.8063410454155955,0.008987181504090155,7002,18,"Watch the small step, sir.",1433,2789,2780,689
5017,1.7834243892382229,0.007708830156144504,9701,19,"Yes, I guess they do say, ""Dress for the job you want, not the job you have.""",1973,4074,3654,689
658,1.7695024077046548,0.009211768950641713,6230,20,Let me guess......up?,1094,2530,2606,689
1269,1.7621013133208254,0.008291151190605193,7995,21,"Once again, we have touched down safely, Sir.",1472,3374,3149,689
2393,1.7604254918572908,0.007565983901869093,10623,22,"Lift Off"" just means that the elevator is out of service.",2262,4807,3554,689
4721,1.729050279329609,0.013694453349151484,2864,23,"You're lucky.  In my line of work, I have to hold it until my break.",486,1262,1116,689
