,rank,caption,score,precision,count,unfunny,somewhat_funny,funny
0,1,Don't blow my cover. I'm in the middle of a sting operation.,1.8626506024096383,0.027127247965578218,830.0,318.0,308.0,204.0
1,2,Ignore me and I'll go away.,1.846959122632104,0.020462114570498083,2006.0,1019.0,275.0,712.0
2,3,Our parents won't approve; you're Jewish and I'm a Wasp.,1.808764940239044,0.025077344548024204,1004.0,431.0,334.0,239.0
3,4,Could be worse...I could be back at the White House doing press briefings.,1.798780487804878,0.02824567666435928,820.0,367.0,251.0,202.0
4,5,I can't go. I've been elected queen.,1.7794594594594595,0.025711126868455773,925.0,407.0,315.0,203.0
5,6,"You still have two wishes left, right?",1.7542857142857142,0.027064545241255355,875.0,414.0,262.0,199.0
6,7,I got caught in a sting operation.,1.7391304347826086,0.024966047420914926,897.0,398.0,335.0,164.0
7,8,The doctor says it's the worst case of hives he has ever seen,1.7248803827751196,0.03782320351755552,418.0,198.0,137.0,83.0
8,9,I told you I had hives.,1.7149643705463182,0.02672057604113123,842.0,407.0,268.0,167.0
9,10,Hold on a sec. I need to buzz you in.,1.706043956043956,0.02732228366718931,728.0,336.0,270.0,122.0
10,11,Now am I WASP enough for your father?,1.696765498652291,0.028184897256183807,742.0,365.0,237.0,140.0
11,12,"Honey, can you find my epipen?",1.6754716981132076,0.04693135840684354,265.0,134.0,83.0,48.0
12,13,I’m the head beekeeper!!!,1.6727037516170764,0.030693380621966693,773.0,449.0,128.0,196.0
13,14,Go get your bear costume,1.6666666666666667,0.03346062785107326,534.0,278.0,156.0,100.0
14,15,Worker bee was the only job I could get with my liberal arts degree.,1.666083916083916,0.03174887744240789,572.0,292.0,179.0,101.0
15,16,"Hang on, I'll buzz you in.",1.665271966527197,0.046919401982305,239.0,116.0,87.0,36.0
16,17,Air Bee&Bee,1.664804469273743,0.03290594314001983,537.0,276.0,165.0,96.0
17,18,I've been busy.,1.655813953488372,0.02998991507486714,645.0,336.0,195.0,114.0
18,19,... It began when wax started building up in my ears.,1.6546310832025115,0.03086782118270388,637.0,341.0,175.0,121.0
19,20,"Honey, beelieve me, for NYC it's pretty spacious.",1.648648648648649,0.031398139473710736,592.0,313.0,174.0,105.0
20,21,"Remember me as I was when you have honey, honey.",1.6473509933774837,0.034753042143482175,604.0,364.0,89.0,151.0
21,22,Is he still President?,1.6455696202531649,0.03978834212219408,395.0,218.0,99.0,78.0
22,23,So you thought it just meant White Anglo-Saxon Protestant?,1.6417112299465242,0.03156353193666616,561.0,293.0,176.0,92.0
23,24,I traded our cow for these magic bees.,1.6401446654611211,0.03478642113457458,553.0,320.0,112.0,121.0
24,25,"It's just like being a real wasp, but without the cocktails and sanctimony.",1.6328600405679514,0.035083331742563145,493.0,273.0,128.0,92.0
25,26,The ringing in my ears was nothing compared to this buzzing.,1.6318897637795275,0.03569515121801545,508.0,292.0,111.0,105.0
26,27,Has your mother left?,1.6305309734513274,0.03607530820666368,452.0,247.0,125.0,80.0
27,28,"I get my news from BuzzFeed, mostly.",1.6302186878727634,0.03216384224546983,503.0,258.0,173.0,72.0
28,29,"Look, she means nothing to me. YOU'RE my queen.",1.624113475177305,0.06565005557176122,141.0,79.0,36.0,26.0
29,30,And for my third wish I said I wanted to be the head of a large organization.,1.62227602905569,0.03856568421772478,413.0,234.0,101.0,78.0
30,31,"No, Air Bee & Bee.",1.6212121212121209,0.03617482824807785,462.0,260.0,117.0,85.0
31,32,"I'm sorry, I only date WASPs.",1.615909090909091,0.034513498696509326,440.0,232.0,145.0,63.0
32,33,What? I told you I worked with drones.,1.6104513064133017,0.0349603500144848,421.0,222.0,141.0,58.0
33,34,Less is less.,1.6095238095238096,0.036305855640355,420.0,230.0,124.0,66.0
34,35,"She's still a queen, Carol. When she invites you in, you go.",1.6046511627906976,0.03681932713023388,387.0,208.0,124.0,55.0
35,36,"""Can you please bring me my yellow jacket""?",1.600515463917526,0.037136213912150925,388.0,212.0,119.0,57.0
36,37,I just wanted to see what all the buzz was about.,1.5978835978835981,0.03640612580441002,378.0,201.0,128.0,49.0
37,38,"Your Grandmother was right Doris, they do have knees!",1.5971428571428572,0.04108606850791529,350.0,202.0,87.0,61.0
38,39,It's an Air Bee-n-Bee.,1.5940860215053765,0.03898055585917822,372.0,211.0,101.0,60.0
39,40,Leave? But they just made me queen.,1.5916666666666666,0.04021135356763381,360.0,208.0,91.0,61.0
40,41,"It's small, but it has a sense of community.",1.5899053627760251,0.041759759365983744,317.0,179.0,89.0,49.0
41,42,I found this place through Air Bee and Bee.,1.5867052023121386,0.04132946512312928,346.0,203.0,83.0,60.0
42,43,I'm part of an undercover sting operation.,1.58600583090379,0.04037368583544721,343.0,196.0,93.0,54.0
43,44,I understand this isn't what you expected from therapy. I just know I'm happy now.,1.583832335329341,0.04145671272285443,334.0,194.0,85.0,55.0
44,45,At least I don't live with my parents.,1.5797546012269938,0.040922166290340414,326.0,186.0,91.0,49.0
45,46,Just go. I'll only end up hurting you.,1.5775577557755776,0.04232539111937955,303.0,173.0,85.0,45.0
46,47,I can't come home. They elected me queen.,1.5772870662460567,0.042549391224514184,317.0,186.0,79.0,52.0
47,48,"And ""they"", as you call them, happen to LOVE my humming.",1.5765472312703583,0.041648445918989786,307.0,174.0,89.0,44.0
48,49,"I do love you, but I'm just not ready to leave the nest.",1.5732899022801303,0.041922282567089963,307.0,176.0,86.0,45.0
49,50,The ad said 'Air Bee n Bee',1.5688073394495412,0.04940518171683031,218.0,125.0,62.0,31.0
50,51,The constant buzzing sound is driving me nuts.,1.5675675675675675,0.04769643768415237,296.0,191.0,42.0,63.0
51,52,"And don't call me ""Honey"".",1.5602836879432624,0.04400898555101567,282.0,166.0,74.0,42.0
52,53,"If I'd known your mother is a witch, I would have been nicer to her.",1.55956678700361,0.046914300074593934,277.0,172.0,55.0,50.0
53,54,"After a while it's like, what bees?",1.553903345724907,0.045685577238149616,269.0,162.0,65.0,42.0
54,55,Is your mother gone yet?,1.5517241379310345,0.044858181764689024,261.0,153.0,72.0,36.0
55,56,"Not gay, Deborah... I'm a queen.",1.5352697095435686,0.046664358666908816,241.0,145.0,63.0,33.0
56,57,This is definitely worse than the doghouse.,1.532751091703057,0.04774152464835396,229.0,138.0,60.0,31.0
57,58,It's more of a buzzing than a ringing.,1.5324675324675323,0.048603012686536926,231.0,142.0,55.0,34.0
58,59,Tell the little troublemaker there's a pinata in the park.,1.5324675324675323,0.047427020721256714,231.0,139.0,61.0,31.0
59,60,"To be fair, you cropped your profile picture too.",1.5253164556962024,0.057283620110819576,158.0,96.0,41.0,21.0
60,61,"Finally! An organic, sustainably-sourced tiny house!",1.5233644859813085,0.046693857193830866,214.0,125.0,66.0,23.0
61,62,"I said behave yourself, not bee hive yourself.",1.517073170731707,0.0529363160840995,205.0,132.0,40.0,33.0
62,63,"I actually do find you attractive, witty, and educated. But, trust me, you will meet someone better than me. Plus, I'll die within minutes if we have sex.",1.517073170731707,0.05062739892880618,205.0,127.0,50.0,28.0
63,64,You're not the queen here.,1.517073170731707,0.047709427542000936,205.0,121.0,62.0,22.0
64,65,"Well, I think I'm a keeper.",1.517073170731707,0.04513390563784872,205.0,116.0,72.0,17.0
65,66,They have a tasting room.,1.5148514851485149,0.048232501560685176,202.0,120.0,60.0,22.0
66,67,Can you go get my EpiPen ?,1.5125628140703518,0.05030706002573268,199.0,122.0,52.0,25.0
67,68,So you put on a flowery dress and think I'll just fly back?,1.5112359550561798,0.052993164709534114,178.0,109.0,47.0,22.0
68,69,"One sec, I'll buzz you in.",1.5102040816326532,0.050372654155557695,196.0,120.0,52.0,24.0
69,70,Never tell an angry wizard to buzz off.,1.5102040816326532,0.05140098767718199,196.0,122.0,48.0,26.0
70,71,It replaces acupuncture in our new health plan,1.5102040816326532,0.0519075154283752,196.0,123.0,46.0,27.0
71,72,I'm on an undercover sting operation.,1.5101010101010102,0.05050120479641351,198.0,122.0,51.0,25.0
72,73,I think I found out what's been making the noise.,1.5081967213114753,0.05248228031568021,183.0,113.0,47.0,23.0
73,74,I wanted to know what all the Buzz was about,1.5077720207253886,0.0482415141179691,193.0,114.0,60.0,19.0
74,75,Maybe I just need some space.,1.5026455026455026,0.04662680947637676,189.0,109.0,65.0,15.0
75,76,The Queen will see you now.,1.5,0.051699554213899115,184.0,114.0,48.0,22.0
