caption,count,funny,precision,rank,score,somewhat_funny,target_id,unfunny,contest
I am pleased to announce that Dopey will be leaving us to pursue a career as White House Chief of Staff.,14161,5922,0.006793245619463936,1,2.1579690699809335,4554,1628,3685,661
"To be honest, finding out that you're all gay is a bit of a relief.",11521,3585,0.00728020287622827,2,2.0116309348146864,4485,2953,3451,661
"Remember guys , when the prince comes you’re just my sisters kids.",11586,3403,0.007146835549159723,3,1.9956844467460728,4730,257,3453,661
"Grouchy, you'll be Press Secretary, Dopey you'll be Attorney General...",9052,2713,0.008602757757002498,4,1.9237737516570923,2936,58,3403,661
Don't tell me.  Let me guess. Creepy is behind me.,8778,2223,0.008290564751103376,5,1.8914331282752335,3379,2470,3176,661
"So, which one of you is ‘Wealthy’?",8627,2206,0.008614470348389473,6,1.8482670685058538,2906,2261,3515,661
"I would prefer, ""Hello, Snow White"". Not ""Hi, Ho""",5711,1520,0.0108486642974368,7,1.832078445105936,1712,2991,2479,661
This shot is for the USC application!  Pretend you know how to skate!,7577,1878,0.00925544841249873,8,1.8110069948528442,2389,1339,3310,661
I am now Snow Caucasian and you are the seven little persons.,6662,1578,0.009730634004474051,9,1.8050135094566195,2207,2150,2877,661
OK. 10 more minutes. Then off to work you go.,2740,543,0.014240826507125938,10,1.8014598540145985,1110,3008,1087,661
"Yes, they do make you look taller!",7043,1230,0.00870809841014201,11,1.7555019167968196,2861,2593,2952,661
Good news ! The boss called and you're all hired. The company is downsizing.,6709,1377,0.009452695308132456,12,1.7472052466835595,2259,2094,3073,661
Is Gropey still in the Snow White House?,5108,1141,0.011261160988321904,13,1.721613155833986,1404,1595,2563,661
It doesn't matter if you're whistling or not.  OSHA says you have to wear a helmet.,6995,1238,0.008917849345532167,14,1.7185132237312366,2550,2719,3207,661
"How are all my little adjectives.""",5787,1107,0.010084265895330128,15,1.7102125453602903,1896,1082,2784,661
"Global warming has forced some changes to ""Disney on Ice"".",5855,1051,0.009855747778388525,16,1.700939368061486,2002,1848,2802,661
"Hurry, we need to go meet the other Democratic candidates!",6853,1358,0.009422064778343535,17,1.695024077046549,2047,1278,3448,661
"We’ve hired a lobbyist to represent our interests in Washington, D.C. His name?  Sleazy.",7147,1404,0.009209346576690392,18,1.6918986987547222,2137,3278,3606,661
"Unlike Sleeping Beauty, I'm not afraid of small pricks on spinning wheels",5035,1064,0.011260165489255217,19,1.6854021847070506,1323,2573,2648,661
"Well, this is a Grimm scene.",5822,1046,0.00994302931434111,20,1.6839574029543112,1890,1365,2886,661
"Oh, good - you're all here except Trumpy - that piece of shit.",4427,1034,0.012432458667000936,21,1.6817257736616218,950,615,2443,661
"Scene eliminated by censors for; exploiting  ""people of short stature"", rollerskating without helmets, woman showing too much cleavage, sexual innuendo of 7 men frolicking together, ""Happy"" leering at woman, all characters too ""handsy""...",4867,938,0.011136257731145943,22,1.6788576124922951,1428,2513,2501,661
Amusing but what I said is that you guys needed to start dating,3878,611,0.011790559496742802,23,1.6616812790097988,1344,88,1923,661
A day in the life of Nancy Pelosi.,3243,657,0.013961363205610405,24,1.6524822695035462,802,3233,1784,661
"Now that the mine is closing, I am training you for Amazon home delivery",4520,667,0.01077091971942628,25,1.6444690265486726,1579,122,2274,661
I'd be a great referee for your roller derby; I'm the fairest of them all.,3502,578,0.012647722731043871,26,1.6416333523700744,1091,1195,1833,661
If you're Happy and you know it clap your hands.,2074,347,0.016514058828178652,27,1.6388621022179364,631,1908,1096,661
"Grumpy, you need to try these mushrooms that Happy just found!",5476,849,0.009964743299256281,28,1.6281957633308985,1742,2874,2885,661
"""Really? All of you are running for the Democratic presidential nomination?",6773,1047,0.00898679158568601,29,1.610659973423889,2042,1249,3684,661
"Hi to all of you too, but stop calling me ""ho"".",2571,403,0.014698636689167254,30,1.5908206923376118,713,816,1455,661
"C'mon Grumpy... Jazz hands, Jazz hands!",1482,221,0.019100508145117826,31,1.5890688259109311,431,1584,830,661
"Grumpy, when it's your birthday we'll stay home and complain about the weather.",1488,196,0.018463821987270507,32,1.5806451612903225,472,2686,820,661
"Against all odds, Coach White and her team advance to the roller derby world finals in what many are calling a true Cinderella story.",2583,348,0.014124282352107359,33,1.5660085172280294,766,1068,1469,661
"She relied on a spellchecker and, instead of a seven-foot-tall nice man, she got seven foot-tall ice men.",2537,388,0.014749749586472813,34,1.5644461962948364,656,1438,1493,661
"I mean, it's not like mining jobs are ever coming back.",2775,350,0.013404483177909996,35,1.5618018018018018,859,1266,1566,661
We don't use that term anymore. You are persons of special stature.,2961,358,0.012866436641297777,36,1.5423843296183721,890,967,1713,661
"Hi guys!  I'm Snow White's sister, Off White!",2035,263,0.015785451946056784,37,1.5405405405405406,574,3005,1198,661
"Ha ha! I fooled all of you, i'm olive oyl!",1807,251,0.017072114254288808,38,1.537908135030437,470,2189,1086,661
Workplace morale hasn't been this high since we introduced whistling.,2049,234,0.015269906953698339,39,1.529526598340654,617,1114,1198,661
"The caption contest will be over before Disney's attorneys can get the ""Cease and Desist"" letter to me.",1452,202,0.01907632285169964,40,1.5144628099173554,343,562,907,661
Get ready to start taking elfies,1113,146,0.021464982208602303,41,1.5022461814914645,267,945,700,661
"Why, yes, . . I dated Pinocchio once, . . why do you ask?",1193,138,0.0200951879804321,42,1.5004191114836547,321,2266,734,661
"Jazz hands, Grumpy! Jazz hands!",1358,168,0.01914567742345886,43,1.4977908689248896,340,189,850,661
"Boys, Dopey has a new friend. Please say hello to Trumpy.",1445,201,0.01912405572422776,44,1.4906574394463667,307,2548,937,661
There is nothing like skating around the truth in a fairy tale.,1452,165,0.018134571648412555,45,1.4903581267217632,382,1416,905,661
"We have Sneezy, Grumpy and Happy. What we need is Gretzky.",1033,134,0.022207707541480746,46,1.4782187802516942,226,1031,673,661
"He might not be Prince Charming, but his minivan holds 9.",1045,108,0.0209037397139936,47,1.477511961722488,283,121,654,661
So you ALL got jobs at the Amazon warehouse?!,1154,137,0.02055026610673888,48,1.477469670710572,277,1468,740,661
"Come on, Grumpy, jazz hands!",1188,133,0.01996944222071165,49,1.4764309764309764,300,833,755,661
What the hell was in that apple!,978,110,0.022023489078688393,50,1.467280163599182,237,511,631,661
Everyone be careful! Doc never went to medical school.,951,105,0.022234451437606714,51,1.465825446898002,233,3054,613,661
Let’s keep Clumsy in our prayers.,948,117,0.022867985415899485,52,1.459915611814346,202,206,629,661
"Quit skating around the issue, your mining jobs aren’t coming back.",896,98,0.022836729586767263,53,1.4553571428571428,212,2484,586,661
"I told you to get ONE pair of roller skates, size SEVEN!",873,88,0.022705646347447647,54,1.4547537227949598,221,1447,564,661
"When you greet me, please don’t keep saying, ‘hi, ho’.",867,106,0.023841038335896705,55,1.4521337946943482,180,2286,581,661
"Don't worry, you'll only have to see him every other weekend...and I got to keep the castle!""",818,82,0.02341621585218797,56,1.449877750611247,204,1721,532,661
Who will survive this weeks game of gnomes?,828,91,0.02376918875857561,57,1.4492753623188406,190,421,547,661
"Why yes, they do make you look taller.",810,79,0.023380645552327807,58,1.4469135802469135,204,712,527,661
Do you think Popeye will recognize me in this dress?,810,93,0.024277227184888433,59,1.4469135802469135,176,3100,541,661
"Grumpy, less ""Lollipop Guild"" and more Fosse!",749,81,0.024885256078671886,60,1.444592790387183,171,1345,497,661
"And where is the other one,what's his name.....Gropey?",783,93,0.024886389873355345,61,1.4431673052362708,161,1593,529,661
"Come on, Grumpy, let’s see those jazz hands!",774,91,0.02496855656425484,62,1.4431524547803618,161,71,522,661
Let's see the von Trapps beat this!,743,85,0.025307144576555234,63,1.440107671601615,157,227,501,661
Can anyone explain why I’m missing seven adderall?,750,85,0.025131607306403885,64,1.44,160,888,505,661
Which of you is the acting Secretary of Education and which is Interior?,732,81,0.025289899180123247,65,1.4385245901639345,159,2957,492,661
