,rank,caption,score,precision,count,unfunny,somewhat_funny,funny
0,1,It could work. We both like worms.,1.81404958677686,0.048401673333662285,242.0,95.0,97.0,50.0
1,2,One of us should look more concerned.,1.7275862068965515,0.0454962836776701,290.0,137.0,95.0,58.0
2,3,Where are the statues? I can't hold it in anymore.,1.7031914893617022,0.025147479831678185,940.0,460.0,299.0,181.0
3,4,I identify as fish,1.6976744186046508,0.06658605636670341,129.0,62.0,44.0,23.0
4,5,Will we raise the kids as birds or fish?,1.6969696969696968,0.029489069969656,759.0,400.0,189.0,170.0
5,6,Let's walk into a bar.,1.6903409090909092,0.04075807717634506,352.0,174.0,113.0,65.0
6,7,What am I doing here? I missed my flight.,1.6826424870466319,0.031623717211555755,772.0,459.0,99.0,214.0
7,8,What do you mean I'm adopted?,1.6822660098522169,0.03868012738973578,406.0,208.0,119.0,79.0
8,9,"No, you don't look like your profile photo.",1.6821705426356592,0.045940042499360616,258.0,124.0,92.0,42.0
9,10,It's not you. I've just...evolved.,1.6576576576576576,0.043058325999373766,333.0,179.0,89.0,65.0
10,11,I had a little work done.,1.651006711409396,0.03437374569950618,447.0,223.0,157.0,67.0
11,12,Disingenuous? ME ??? YOU described yourself as 'wingy ' !!!,1.6497277676951,0.033465486986173666,551.0,300.0,144.0,107.0
12,13,Be VERY afraid – we have bigger fish to fly.,1.6459510357815443,0.0340055235833646,531.0,290.0,139.0,102.0
13,14,You and me birdbrain.,1.6392785571142283,0.0379063373125085,499.0,301.0,77.0,121.0
14,15,"""I've had it with your Phishing scams""! ""Well, I've had it with your Tweets""!",1.637931034482759,0.07181158894264529,116.0,63.0,32.0,21.0
15,16,"Fish gotta swim, birds gotta swim.",1.6324786324786325,0.03758786535039748,468.0,272.0,96.0,100.0
16,17,"Well, one of us is right.",1.6311475409836065,0.06807076865340854,122.0,65.0,37.0,20.0
17,18,Let me guess...Pisces.,1.6229508196721312,0.04226637868662287,305.0,162.0,96.0,47.0
18,19,The inevitable face-off of Roe vs. Egg.,1.618556701030928,0.04391245657389788,388.0,247.0,42.0,99.0
19,20,One bad tweet and they put you on the no-fly list.,1.6166666666666667,0.07019713471186248,120.0,67.0,32.0,21.0
20,21,Vito warned me if I sing like a bird I'm gonna swim with da fishes.,1.6072423398328692,0.041525692528595066,359.0,209.0,82.0,68.0
21,22,Either you're a flying fish or I'm a dead duck.,1.6026058631921825,0.04443887201053864,307.0,178.0,73.0,56.0
22,23,"Believe me, worms don't come with hooks.",1.6,0.06736330697086075,120.0,66.0,36.0,18.0
