,target_id,mean,precision,count,score,caption,contest
0,823,1.8954530368403584,0.014733757799852056,3013,1.8954530368403584,I remember them from last year. They must be perennials.,594
1,3134,1.86080740117746,0.01604353710317449,2378,1.86080740117746,"Relax, they're just DRESSED like lumberjacks.",594
2,1332,1.857787810383747,0.02595146523398896,886,1.857787810383747,I love the fall when all their shirts turn plaid.,594
3,2401,1.8507109004739337,0.015429006589336566,2532,1.8507109004739337,"Honestly? He's like, ten rings too old for her.",594
4,1070,1.8430830039525692,0.015895733565530232,2530,1.8430830039525692,They've been in love since 1992. I know. Their initials are carved in my ass.,594
5,1870,1.8363844393592677,0.02579284457570176,874,1.8363844393592677,I just love watching them turn plaid in the fall.,594
6,673,1.8097312999273785,0.016079632095896478,2754,1.8097312999273785,Could I interest you in a treesome?,594
7,213,1.8028169014084507,0.03572833820350239,497,1.8028169014084507,"You think that's weird, you should watch them pollinate.",594
8,2774,1.7881944444444444,0.018002688981703402,2016,1.7881944444444444,"Look, Kevin, we're in a Cialis commercial!",594
9,2282,1.780905752753978,0.027215202907130576,817,1.780905752753978,"... And then their hair begins to lose its color, eventually falling off ...",594
10,3158,1.7710727969348659,0.016722425419636956,2088,1.7710727969348659,There was a time when a beard and a checkered shirt would have made me nervous,594
11,1097,1.7473535638673254,0.02074568790641507,1417,1.7473535638673254,"Hey look, you can see her roots.",594
12,2080,1.7463235294117647,0.025910839480662893,816,1.7463235294117647,"It's still my favorite time of the year, when the weather gets cold and they all turn plaid.",594
13,302,1.738662567255957,0.021764330529732655,1301,1.738662567255957,They met on Timber.,594
14,2802,1.7335805084745763,0.01738677728647597,1888,1.7335805084745763,"Ah, to be young and rootless.",594
15,3539,1.730565371024735,0.02265006613397059,1132,1.730565371024735,"I'm with you, if they trip and fall down, I think they would make a sound.",594
16,1289,1.7276861853325753,0.018693147227482967,1759,1.7276861853325753,This is the sixth pharmaceutical commercial we've been in this year!,594
17,966,1.721774193548387,0.019330678440064697,1488,1.721774193548387,I love autumn when their colors turn to plaid.,594
18,2864,1.7089755213055304,0.022830875607212503,1103,1.7089755213055304,Must be love. Neither's got a smartphone out.,594
19,2466,1.706984667802385,0.01780727499007147,1761,1.706984667802385,I love how they turn plaid in Autumn.,594
20,1161,1.6900523560209424,0.024974450979156588,955,1.6900523560209424,Don't you just want to carve your initials in them?,594
21,1223,1.6844968268359022,0.02240573991429885,1103,1.6844968268359022,That's how people make acorns.,594
22,543,1.6769005847953216,0.028429860686805454,684,1.6769005847953216,You can relax now; they just looked like lumberjacks.,594
23,2917,1.6726744186046512,0.01772308136749419,1720,1.6726744186046512,I love it when the shirts turn plaid.,594
24,3140,1.6652977412731007,0.024672292296965246,974,1.6652977412731007,I bet they don't know his wife jogs up this path every morning.,594
25,744,1.634441087613293,0.022355551613963097,993,1.634441087613293,You used to look at me like that 20 rings ago!,594
26,180,1.6305882352941177,0.025302293645406097,850,1.6305882352941177,That was us before we grew apart.,594
27,767,1.6188299817184644,0.025995665515819628,1094,1.6188299817184644,He likes her bush.,594
28,1169,1.6122244488977955,0.023487996541108683,998,1.6122244488977955,Their cell phones must be broken.,594
29,1489,1.607717041800643,0.029418202014937757,622,1.607717041800643,"Sure makes you feel sappy, doesn't it?",594
30,3260,1.6050605060506051,0.023690119336067437,909,1.6050605060506051,They’re adorable until they carve their initials into you.,594
31,842,1.5990510083036773,0.0283994571328977,843,1.5990510083036773,"It looks consensual now, but give it forty years.",594
32,1037,1.598825831702544,0.031388282275755124,511,1.598825831702544,Don't you love how they change colors in the fall?,594
33,2094,1.5957178841309825,0.025180378832558265,794,1.5957178841309825,The autumn flannels are spectacular this year!,594
34,2025,1.5946291560102301,0.025798830268310237,782,1.5946291560102301,"They're so cute, with their short little lives.",594
35,2769,1.5933926302414232,0.025298002790016955,787,1.5933926302414232,Ah--flannel--the first sign of autumn.,594
36,533,1.5926892950391645,0.026737448299644622,766,1.5926892950391645,I hear this week is peak flannel.,594
37,2128,1.592020592020592,0.0298618524771885,777,1.592020592020592,I'll give it six months.,594
38,2454,1.5846994535519126,0.030578577105546213,549,1.5846994535519126,Checks and plaid? I give it six weeks.,594
39,710,1.5779122541603632,0.028374469650036278,661,1.5779122541603632,Reminds me of us. Before we grew apart.,594
40,489,1.5738724727838258,0.027982741399482414,643,1.5738724727838258,It's better now that they tattoo their names on each other instead of on us.,594
41,2508,1.572347266881029,0.029416504141620035,622,1.572347266881029,"I'm happy for him, but I miss his hugs.",594
42,453,1.5702479338842976,0.029604533292506504,605,1.5702479338842976,"""Lumberjacks in love. Maybe now the killing will stop.'",594
43,154,1.5667808219178083,0.03194268533391588,584,1.5667808219178083,Have you seen the size of his wood-pecker?,594
44,886,1.565217391304348,0.030711619933303725,575,1.565217391304348,If we weren't here and one of those people fell over do you think they would make a sound?,594
45,3509,1.565217391304348,0.030113875064017716,575,1.565217391304348,It's so nice to see someone without a dog.,594
46,1856,1.563922942206655,0.033369422161006954,571,1.563922942206655,"For the record, he's not touching her butt.",594
47,2781,1.5633802816901408,0.029993163446044076,568,1.5633802816901408,"Sure, they may look happy, but they are still not quite out of the woods.",594
48,313,1.5602189781021898,0.029395215536123852,548,1.5602189781021898,Their flannels are so beautiful this time of year!,594
49,2458,1.5522682445759368,0.030030979028471474,507,1.5522682445759368,I love when the plaids come out. The reds and greens are just gorgeous.,594
50,2518,1.5432900432900434,0.03347301955411072,462,1.5432900432900434,I wish I could carve our initials in one of them.,594
51,3489,1.5416666666666667,0.03539405469874185,432,1.5416666666666667,I understand that they engrave words into their own trunks these days.,594
52,97,1.5408388520971303,0.0335515004799291,453,1.5408388520971303,Thank God they are not walking their dogs today.,594
53,1525,1.5359628770301623,0.03375720338011695,431,1.5359628770301623,It almost makes you forget they're destroying us.,594
54,2327,1.5342789598108748,0.034238079084836635,423,1.5342789598108748,"Phew, I thought they were lumberjacks.",594
55,2130,1.5315533980582525,0.03458910105239715,412,1.5315533980582525,"Is it me, or does everything seem nicer since Seattle legalized pot?",594
56,1609,1.531017369727047,0.034814766491648406,403,1.531017369727047,It's fun to see him with someone different each week.,594
57,3273,1.5233160621761659,0.03987482562801044,386,1.5233160621761659,It’s de-leavely.,594
58,1262,1.5190217391304348,0.03689731584724669,368,1.5190217391304348,"They seem nice--for rootless, self-absorbed creatures.",594
59,3143,1.5190217391304348,0.03608569285600994,368,1.5190217391304348,Lucky day !! No dogs so far.,594
60,3104,1.5164835164835164,0.03532708233783602,364,1.5164835164835164,I love when the fall plaids come out.,594
61,1212,1.5153203342618384,0.037389003932316894,359,1.5153203342618384,"Enjoy your walk, future mulch.",594
62,3401,1.5128205128205128,0.0360540799981371,351,1.5128205128205128,Look at those two lovebirds. I'm getting all sappy.,594
63,3074,1.5127478753541077,0.036351149713705025,353,1.5127478753541077,I love this time of year when all the plaid flannel colors come out.,594
64,2955,1.5102639296187683,0.03751994193999225,341,1.5102639296187683,"They're okay, but their four legged children are disrespectful.",594
