caption,count,funny,precision,rank,score,somewhat_funny,target_id,unfunny,contest
Lunch is on me.,22910,13921,0.004290243809710168,1,2.52099519860323,6994,82,1994,666
Dinner's on ME.,17792,7808,0.0056107598108620475,2,2.253372302158273,6679,94,3301,666
Dinner’s on me tonight.,12782,4924,0.00672560383931024,3,2.165075887967454,5044,4075,2814,666
He’s telling his friends it’s not deep. So be patient.,17878,7137,0.0058363844997193605,4,2.161651191408435,6483,166,4257,666
"I didn't know what you were serving, so I brought white.",14617,5487,0.006662918281975461,5,2.090784702743381,4956,5452,4174,666
"Fresh? Sir, I assure you these were walking on land this morning.",12609,4381,0.007082846916177125,6,2.0589261638512175,4590,4524,3638,666
A back massage and then dinner. What's not to like?,16052,5307,0.0062114615414622714,7,2.0380637926738103,6034,2011,4709,666
It’s like a good wine. You let it breathe before consuming it.,13797,4390,0.006712058632011782,8,2.0139885482351234,5207,4780,4200,666
I brought dinner.,14744,4358,0.006269683337641089,9,2.0096988605534456,6161,3081,4224,666
It's carryout.,12095,3566,0.007054282488210864,10,1.987680859859446,4814,3153,3715,666
Off Coney Island. There's thousands of them.,10996,3210,0.007427612479404843,11,1.9767188068388506,4320,4082,3466,666
"I’m letting him sunburn a bit more, I prefer extra crispy.",13276,3871,0.006754101991840895,12,1.9749171437179873,5192,1095,4213,666
Once I gave him a name I didn’t have the heart to eat him.,11853,3311,0.007160811852865944,13,1.946848899012908,4596,5253,3946,666
Eat a guy and you'll be full. Use him as bait and we'll all be full.,12482,3658,0.007148371134832969,14,1.9445601666399615,4471,4057,4353,666
I got us a politician. There is no backbone !,5888,1880,0.010873127545844376,15,1.9388586956521738,1768,4399,2240,666
"I swear, it is like the universe does not want me to stay vegan.",9026,2538,0.00835160767468816,16,1.9276534456015955,3297,22,3191,666
"I used to feel sorry for them, but this one is wearing a MAGA hat.",9183,2967,0.008818319379971773,17,1.9268213002286834,2577,1287,3639,666
Lucky for him this is the last thing on his bucket list.,11098,3079,0.007502980073111488,18,1.9199855829879258,4035,3155,3981,666
You want the other half?,9369,2384,0.008017308316758964,19,1.8959333973743195,3626,3637,3359,666
"He has a name, Dad. It's Greg. And I love him.",9545,2729,0.008347431341149887,20,1.8919853326348874,3046,4149,3770,666
"When I get hungry, or he realizes I'm not a dolphin, whichever comes first!",6859,1741,0.009388360063216833,21,1.8913835836127715,2632,91,2486,666
It's part of this whole shore-to-table thing.,5033,1306,0.011104316590568115,22,1.8853566461355056,1844,1385,1883,666
And I suppose you've never played with your food.,9038,2062,0.007996731897558505,23,1.8569373755255587,3618,1283,3356,666
He' s my emotional support animal.,9247,2377,0.00829148348102223,24,1.8532497026062507,3121,5968,3747,666
He’s paying an arm and a leg for the ride.,7435,1847,0.009152328029071469,25,1.852320107599193,2643,160,2945,666
"If you liked our food delivery service, please give me 5 stars.",9547,2329,0.007990888485640425,26,1.8493767675709647,3430,4474,3787,666
