target_id,score,precision,count,rank,caption,funny,unfunny,somewhat_funny,contest
1016,2.095231735007346,0.008512223179136611,7487,1,My left or your left?,2421,1708,3358,678
2974,2.0013029315960913,0.009824211937893056,6140,2,I always knew we'd wind up together.,1823,1815,2502,678
4476,1.996156533892383,0.010401117202191045,5724,3,"Oh dear, that's my wife!  Act casual.",1761,1783,2180,678
3754,1.9517625231910947,0.010188136143693672,5929,4,"If this shows up in National Geographic, we'll never hear the end of it.",1688,1974,2267,678
667,1.946473236618309,0.010110651896893835,5997,5,"Please wag your tail, so I know which one is me.",1686,2007,2304,678
2154,1.92952663977924,0.01126667588983373,4711,6,You’re sure you saw this in the Kama Sutra?,1254,1586,1871,678
1598,1.9249686323713928,0.012224617769699977,3985,7,"This is why I’m not a hugger, Gerald.",1048,1347,1590,678
4414,1.902910762160092,0.01097466988760632,5222,8,"Well, we're screwed.",1413,1920,1889,678
4191,1.873721340388007,0.014592247301899387,2835,9,"You got it backwards.  It's righty tighty, lefty loosey.",699,1057,1079,678
1887,1.8686274509803922,0.014191454485626035,3060,10,"I'm looking for love, not entanglement""",768,1170,1122,678
338,1.8618626430801248,0.0124169954796875,3844,11,"The lions are just laughing. That's good, right?",910,1441,1493,678
4236,1.8613166382090685,0.01031857089202219,5271,12,counter clockwise on three.,1164,1895,2212,678
3394,1.8374533582089552,0.01173088584627428,4288,13,"You and your ""lets try new positions"".",973,1670,1645,678
3506,1.8193060803847476,0.01434417218707494,2911,14,Well...so much for necking.,656,1182,1073,678
5022,1.8097945707997065,0.010379541441561115,5452,15,5 o’clock...time to unwind!,1181,2218,2053,678
5069,1.750642673521851,0.015866859652757723,2334,16,"Okay, the next time a bee flies around us I say we leave it alone...",467,1049,818,678
2930,1.7460472379465157,0.010643557640185831,5123,17,"Now remember: righty-tighty, lefty-loosey.",1001,2302,1820,678
2980,1.725465205200102,0.012155362450834569,3923,18,"Whatever you do, don't sneeze!!!",746,1823,1354,678
