,caption,count,funny,precision,rank,score,somewhat_funny,target_id,unfunny,contest
0,Earl of Cowlick. And you are?,236,47,0.05167614185608714,1,1.6440677966101696,58,1296,131,639
1,I'm supposed to call my doctor if it lasts more than 4 hours.,239,47,0.051452270459947505,2,1.6150627615062763,53,2907,139,639
2,"So, you're in a tower with no doors; I have a beanstalk growing out of my head. We both lied on our profiles. You wanna go out or not?",252,45,0.04874921016430835,3,1.6031746031746033,62,2328,145,639
3,We have to move fast.  The king's men are combing the area!,215,37,0.052491104808010745,4,1.5674418604651164,48,1920,130,639
4,The last princess I rescued was in a well.,213,39,0.05373678525537609,5,1.5633802816901408,42,555,132,639
5,"Ok, fine, we can make the story about you!",253,31,0.04417563225253797,6,1.5573122529644268,79,23,143,639
6,I knew one day my prince would comb.,231,38,0.05006630070196388,7,1.5497835497835497,51,425,142,639
7,"Ok, fine. Maybe it’s not as thick as I described but your profile wasn’t exactly clear on your living situation either.",248,40,0.04806428275864049,8,1.5443548387096775,55,4512,153,639
8,The guy took my cow and said to plant the magic beans -- but I had't eaten all day.,250,43,0.048788701042327305,9,1.536,48,3693,159,639
9,"Well, then, let yours down and we can tie the knot here.",224,33,0.04936218060585362,10,1.5357142857142858,54,4340,137,639
10,I'm the Hair apparent,234,31,0.04698186129583638,11,1.5256410256410255,61,157,142,639
11,"It only does this with you, honest.",213,35,0.05223172649209906,12,1.516431924882629,40,548,138,639
12,"The Grimm brothers will be here any minute, so we have to get our story straight.",250,31,0.044709863425761,13,1.516,67,3542,152,639
13,You spent all those years growing this out when you could have built a ladder in days?,278,40,0.044052920077243096,14,1.514388489208633,63,3933,175,639
14,"...or, I could come up?",236,37,0.04896363090317278,15,1.5127118644067796,47,2527,152,639
15,Thank goodness! The last guy who came by couldn't get it up.,249,37,0.04697084138757282,16,1.5060240963855422,52,3908,160,639
16,Now let me see yours.,242,26,0.04391896336712196,17,1.5041322314049588,70,4080,146,639
17,Or you could just take the stairs.,260,36,0.045104267192919836,18,1.5038461538461538,59,1760,165,639
18,I call it hairway to Heaven.,263,35,0.044385373488354474,19,1.5019011406844107,62,1705,166,639
19,I’m your hairy godfather,224,36,0.050620746355255375,20,1.5,40,4336,148,639
20,I'm pretty sure we're doing this wrong.,253,39,0.04706869724289676,21,1.4980237154150198,48,1500,166,639
21,"Jack said if it lasts for more than five hours, I should call my physician.",252,36,0.04619802080386279,22,1.496031746031746,53,2319,163,639
22,Rogaine and Viagra. Why do you ask?,240,37,0.04833270210716559,23,1.4958333333333333,45,4294,158,639
23,My ex lived in a well.,204,25,0.04938408879975458,24,1.4950980392156863,51,3009,128,639
24,So many fairy tales get it wrong.,215,29,0.049280750488364014,25,1.4930232558139536,48,61,138,639
25,If this lasts more than four hours I'll have to see my doctor.,213,31,0.05051349777318257,26,1.488262910798122,42,2750,140,639
26,"This really isn't necessary, there's a staircase in the back",236,27,0.04513110772364378,27,1.4872881355932204,61,2981,148,639
27,"Rapunzel, Rapunzel, lower your expectations!",249,38,0.047307475116710455,28,1.4859437751004017,45,496,166,639
28,I thought it made me look presidential.,226,29,0.046177206349350984,29,1.4823008849557522,49,3412,148,639
29,"I've used the new viagra pomade, but we've only got four hours to get you down.",222,27,0.04722712016468428,30,1.481981981981982,53,3152,142,639
30,"It is I, Manbunzel.",243,39,0.04855961313756216,31,1.4814814814814814,39,845,165,639
31,Fine. Let’s try it your way.,238,29,0.045620713241991656,32,1.4789915966386555,56,4193,153,639
32,And yet I can't grow a beard.,213,26,0.04825664072920668,33,1.4788732394366197,50,3812,137,639
33,"Rapunzel, Rapunzel, what should I do if this lasts more than four hours?",246,33,0.04596794796950787,34,1.475609756097561,51,4523,162,639
34,I'm not sure you understand the gravity of the situation.,240,31,0.04609015784232318,35,1.475,52,2091,157,639
35,"Rapunzel, let down your expectations.",236,29,0.045900741470746916,36,1.4745762711864407,54,227,153,639
36,"In my mind, this was always Plan B.",213,24,0.04731893782218807,37,1.4741784037558685,53,4532,136,639
37,Rapunzel: the  first draft.,225,23,0.045000489905230576,38,1.471111111111111,60,4295,142,639
38,I don't think you appreciate the gravity of the situation.,238,29,0.0456011153117215,39,1.4705882352941178,54,2671,155,639
39,It always stiffens up when I'm near you.,266,35,0.043966255405254374,40,1.4699248120300752,55,2100,176,639
40,It’s been four hours. Should I seek medical attention?,259,38,0.045849401158454456,41,1.4671814671814671,45,4181,176,639
41,Think of it as Plan B.,253,25,0.04209304277328106,42,1.466403162055336,68,3157,160,639
42,Why is everything always a competition with you?,239,23,0.0430557465707686,43,1.4644351464435146,65,1173,151,639
43,"No seriously, let down my hair.",255,30,0.04364793786683818,44,1.4627450980392156,58,176,167,639
44,"Post haste my princess, I can not keep it up much longer.",212,22,0.04649431374840435,45,1.4622641509433962,54,4061,136,639
