Unfunny,Somewhat funny,Funny,Caption
4,0,0,They say that the vibe in the upstairs section is more exciting
4,0,0,I'm on the block meal plan, how about you?
4,0,0,Just be honest, Pete. Whaddya think of my new hair plugs?
4,0,0,"Well, whaddya know. Prayers do get answered".
4,0,0,I feel a splitting headache coming on.
4,0,0,Should I... Nah he'll be fine.
4,0,0,So, then I asked God to give me a sign . . .
4,0,0,Yes, if you need to leave, please go NOW!!!
5,0,0,As I was saying, we were a block from Iraq when suddenly...
5,0,0,Can I trust you to keep a secret?
3,0,1,Only three days until my retirement portfolio matures.
3,0,1,Honest, Jim, the idea is so obvious, it's like being hit on the head by a falling box....
4,0,0,And your obsession with Henny Penny gives me a headache.
4,1,0,Calm down, I still have a couple of seconds.
3,1,0,You got yours for here, I got mine to go.
2,1,1,I want to be more open-minded.
4,0,0,I used to not believe hard luck stories, and then it hit me.
5,0,0,Why don't you change seats, Mr. Bossy Pants.
3,2,0,I can feel my luck running out.
3,1,0,My broker's view of the stock market sounds like Chicken Little. He thinks the sky is falling!
4,0,0,I never believed in Henny Penny's theory............
3,2,0,And then she says I am like Chicken Little, always afraid the sky is falling...
4,0,0,Sorry, but it's 'lights-out' for you Republicans.
4,0,0,...when suddenly, this revolutionary idea hit me like...
2,2,0,No, the restraining order didn't specifically prohibit contact by drone...
2,1,1,It's a no-brainer.
4,1,0,I can't drink coffee. It's bad for my health.
3,1,0,Thank God, he hasn't signed it yet.
4,1,0,So I said to myself, "Why don't I just spend the rest of the day getting stoned?"
2,2,0,There, that's a big weight off my shoulders.
1,3,0,I've got to stop waiting for the other shoe to drop.
3,0,0,Ah, Arnie, LEAN BACK QUICKLY!
4,0,0,Do you ever get tired of living in a two-dimensional world?
4,0,0,There is a fly in my coke!
2,2,1,Why are you surprised I fired that coyote from the ACME group.
4,0,0,Is there something I've overlooked?
4,1,0,Well, according to this, nothing could possibly go wrong.
3,1,0,Sorry, what did you just say about the duck.
2,1,1,So, if we can just steer clear of the unforeseen...
3,0,0,I thought Acme went out of business when kids all got their own iPads.
4,0,0,Why is that brick falling?
4,0,0,Goes prophecy move up or down?
5,0,0,im just going to drink this coffee and relax ,lifes to short to be worried about everything
4,1,0,Apparently,... things are looking up.
