target_id,score,precision,count,rank,caption,funny,unfunny,somewhat_funny,contest
1259,2.10791646430306,0.007165364509640195,10295,1,The leftover salmon. Into my dish. You will remember nothing.,3348,2245,4702,677
239,2.0454545454545454,0.007671555715240619,9614,2,Must....return....new....puppy...,2954,2521,4139,677
1045,2.024855836150328,0.00797337131675859,10058,3,"Remember all the times I ran into the wall chasing that red dot? Who's laughing now, Gary?",3345,3096,3617,677
2281,1.9263593380614656,0.008579105123633642,8460,4,Now it is I who will post videos of you on the internet.,2351,2978,3131,677
2683,1.925384963768116,0.007941387285603363,8832,5,The ahi. Not the canned.,2174,2846,3812,677
1347,1.9253679453007302,0.008265139414627802,8629,6,For 13 years Fred inexplicably woke up with fingertips that smelled like tuna.,2254,2904,3471,677
2408,1.924718574108818,0.008611527005766844,8528,7,Having nine lives: awesome. Controlling one human: priceless.,2407,3054,3067,677
2154,1.924065841643638,0.008350648326013697,8323,8,"When you wake, you won't miss the dog, the new kitten, or the liver pate.",2135,2775,3413,677
2427,1.9202161883927422,0.009108559549487841,7771,9,Why we never heard much about Pavlov's cat.,2233,2862,2676,677
112,1.8494764397905759,0.01176145196100298,4584,10,Your fish is my command.,1160,1850,1574,677
1003,1.8416203568294822,0.009054038114363294,6838,11,"Whenever I am in the kitchen, it's time to feed the cat.  Whenever I am in the kitchen, it's time...",1468,2556,2814,677
2044,1.8403477300952118,0.009939934091175832,7247,12,"You will not vote for someone who ""grabs em' by the pussy.",2117,3280,1850,677
2484,1.830914083954492,0.010938819226456136,5098,13,"Repeat after me, I will never again dress my cat for Halloween.",1201,2066,1831,677
2672,1.8191053580206455,0.009212040548348831,6103,14,"That's right: just open the fridge, put the tuna salad on the floor and walk away.",1140,2252,2711,677
1114,1.8132407720961734,0.010131765239889682,5906,15,"You will obey my every whim. Oh wait, you already do.",1349,2457,2100,677
2533,1.803185617410503,0.00945295012453884,6341,16,"Excellent. Now get the dog, get in the car, and drive it back to the shelter.",1304,2558,2479,677
1029,1.7963495257257833,0.008909423732690876,6958,17,When you awake you will forget you have fed me.,1366,2789,2803,677
1168,1.7659954116747387,0.012957305679712053,3923,18,Schroedinger's cat liked to keep Keith awake and asleep at the same time.,940,1858,1125,677
121,1.7640825432236475,0.013047130397390808,3586,19,Catatonic State,771,1617,1198,677
398,1.736,0.013461589263210855,3250,20,"You will open the door, you will open a can of cat food, you will taste the cat food, and see if  YOU think it tastes like tuna.",641,1499,1110,677
2037,1.7350157728706626,0.0112368675502776,4438,21,Who's got the laser pointer now?,817,1997,1624,677
665,1.7343680709534368,0.01136535168752888,4510,22,"As it was in ancient Egypt, so shall it be on East 48th.",881,2084,1545,677
8,1.732595573440644,0.010939855109455018,4970,23,"Of course, being a cat, Mr. Fluffy never used his powers for good.",1003,2340,1627,677
323,1.7031478770131772,0.014151773212275924,2732,24,"Artie couldn't figure out why he was so tired every morning, and the cat was never hungry.",465,1278,989,677
1648,1.701872129989403,0.014585458037397175,2831,25,Purrfect.. now take the tuna fish out of the refrigerator... and put the dog in the freezer.,556,1400,875,677
1401,1.6843910806174958,0.014220078483545392,2915,26,"Open the frig door, Hal.",544,1464,907,677
1873,1.6834782608695653,0.03026885754776123,575,27,"Small can, lower shelf",89,271,215,677
567,1.681201550387597,0.013835976559375334,3096,28,"You never thought I’d actually catch the laser, did you Tom?",584,1573,939,677
968,1.6783898305084746,0.016065453161329415,2360,29,Frank would come to regret adopting a cat at the area 51 meetup.,461,1220,679,677
198,1.6742351816443595,0.011029257617647989,4184,30,I will uncage the canary...I will uncage the canary...,608,1973,1603,677
1597,1.6721355567509413,0.011976705173406677,3718,31,"...and you will continue to believe that your are the boss""",592,1818,1308,677
2576,1.6567164179104477,0.014064289760655345,2680,32,The dog peed on the carpet. The dog hates you. The dog must go!,408,1328,944,677
1774,1.643266475644699,0.013821812832218047,2792,33,"When I say 'meow', you will feed me liver pate from Katz's Deli.",424,1420,948,677
777,1.637000700770848,0.019376055479391634,1427,34,"Dave couldn't explain why, he just knew he was a cat person.",217,735,475,677
2229,1.6266986410871302,0.015060597147438353,2502,35,"Now, YOU use the litter box.",420,1356,726,677
585,1.624252311038608,0.01729772201380774,1839,36,We built the pyramids this way as well.,290,981,568,677
1090,1.6212854181064271,0.019802109661233424,1447,37,"The aliens discovered that taking the form of this fuzzy master breed got them food, shelter, free rein to study the humans with nothing asked in return. And they could bite them every now and then.",240,788,419,677
828,1.6167734420500874,0.01801142659674782,1717,38,Look what I dragged in.,275,933,509,677
540,1.6166842661034846,0.01116873996988041,3788,39,"Yes, that’s it. Now open the door and hand me the tuna...",453,1909,1426,677
636,1.6088595664467484,0.015628800440821124,2122,40,There's always something the animal shelter fails to mention,297,1127,698,677
2543,1.6078703703703703,0.015750283313778212,2160,41,"Andrew Lloyd Webber, this is your conscience speaking, you should write a musical about cats, you should write a musical about cats, you should write a musical about cats, you should wr...",321,1168,671,677
2144,1.6064837905236908,0.01621555929729293,2005,42,I wish I'd discovered this power eight lives ago.,289,1078,638,677
785,1.5825352112676057,0.017293016272957967,1775,43,"After years of failed attempts to operate the can opener when he wanted a midnight snack, Felix finally turned to the occult.",255,996,524,677
2030,1.5802011646373744,0.01735422756488343,1889,44,"And when I snap my fingers you'll  . . . . oh, damn.",307,1100,482,677
2091,1.5800947867298578,0.022460939823348337,1055,45,Pinning this on Ambien was genius.,152,595,308,677
2553,1.5601394538059268,0.016955735963340754,1721,46,"The dog is a liar, a gossip, and a climate change denier...the dog is a liar, a gossip, and a climate change denier...",218,978,525,677
2163,1.5601374570446735,0.02017097192293985,1164,47,Must free sardines from can.,132,644,388,677
1970,1.55899945622621,0.01616599478313389,1839,48,Frank never could figure out why he was always out of tuna.,215,1026,598,677
2589,1.5569815195071868,0.01512519919984833,1948,49,Open tuna. Leave on counter. Put the dog out.,198,1064,686,677
501,1.5556458164094233,0.01926472081623664,1231,50,Get milk. Pour in bowl. Set on floor. Scratch the back of cat's neck. Sleep on the edge of the bed to make room for cat. Repeat,129,676,426,677
2250,1.553415061295972,0.017296529732717114,1713,51,You have served me well tonight; you may pour yourself a saucer of wine.,227,992,494,677
497,1.5497131931166348,0.021449801125554713,1046,52,One meow and you will find me irresistible.  Two meows and you will accept my superiority.  Three meows and you will feed me.,122,593,331,677
2155,1.5481967213114753,0.01845673962164536,1525,53,"Well, look what the cat dragged in.",207,896,422,677
1329,1.5451092117758785,0.02131121739482924,1053,54,Day 2: Mastery over the human is complete.,121,600,332,677
371,1.5428015564202335,0.017750197417280893,1542,55,Must...open...birdcage.,183,888,471,677
480,1.5394922425952045,0.019168582218641858,1418,56,"When you awake, all you'll remember is that all of the meat and fish is for me, and all of the chocolate is for the dog.",193,846,379,677
2546,1.5355311355311356,0.0187638388794488,1365,57,And tomorrow you will blame everything on the Ambien,158,792,415,677
880,1.5346901017576318,0.021919821400738004,1081,58,"Now bring me what I demand, so I may reject it in disintrest.",146,649,286,677
1680,1.5332618025751072,0.022772381181397953,932,59,You will not have me fixed!,109,544,279,677
7,1.5309187279151943,0.020573690870225522,1132,60,...and then you’ll post the dog on Craigslist.,130,661,341,677
2164,1.529868114817688,0.01899613720452266,1289,61,"You better hope there's milk in there; otherwise, we're going for a drive.",142,750,397,677
856,1.5295489891135303,0.01890134536919471,1286,62,"Neuter, bad.  Drop sushi on floor, good.",135,740,411,677
1974,1.5277554304102976,0.019545790414628256,1243,63,Must...sell...dog...,140,727,376,677
2526,1.5269565217391305,0.020469835137284603,1150,64,"When I awake, I will let you out. Then in. Then out. . .",135,680,335,677
1656,1.5258928571428572,0.020934405162313974,1120,65,"What do you think of your laser pointer now, Carl?",135,666,319,677
2447,1.5233050847457628,0.032975856104768594,472,66,"Pâte, pâte, pâté...",62,287,123,677
1349,1.5202464788732395,0.02034202054056185,1136,67,You will serve me the leftover salmon and think YOU ate it when you awaken.,125,670,341,677
2507,1.52,0.02120900903052615,1125,68,"Cat’s diary:  day 253
“Success!  The servant now sees me for the deity I am”.",144,684,297,677
2931,1.52,0.02333989518218801,950,69,"Yes, Chairman Meow.",127,583,240,677
3095,1.52,0.021301828282163777,1100,70,Security cameras finally exonerate Phil as the culprit in Muffy's troublesome weight gain.,137,665,298,677
481,1.5147392290249433,0.03518029328352788,441,71,"OK, excellent, excellent. Now, when I snap my fingers ... oh, rats.",65,279,97,677
138,1.5137254901960784,0.02112427761400688,1020,72,"Dave, cats don't need neutering.
Dave, cats don't need neutering.
Dave, cats don't need neutering.",109,608,303,677
385,1.5118343195266273,0.022092774985941407,1014,73,"So, ,this is a Cat scan!!!!!",124,619,271,677
