,target_id,mean,precision,count,score,caption,contest
0,2527,1.9737594180306572,0.008927820610196462,7698,1.9737594180306572,"Actually, I did leave my bag unattended for a few minutes. Why?",597
1,1088,1.9553217821782178,0.009095936592745935,8080,1.9553217821782178,"Oh, we're not traveling. Our new health plan only covers X-rays done by TSA screening.",597
2,1840,1.9231421990544308,0.008407457859609637,8249,1.9231421990544308,I’m allowed one suitcase and two personal items,597
3,329,1.919059405940594,0.009001294305954604,8080,1.919059405940594,I checked the fine print. There’s no fee for emotional baggage.,597
4,96,1.8948938200906704,0.008651773099703825,8382,1.8948938200906704,"So, while I was in Rome, I picked up a little Italian",597
5,416,1.8897324656543746,0.008780565777959418,8298,1.8897324656543746,This airline always loses my luggage. This time I'm counting on it.,597
6,726,1.8319538500125407,0.008463282635164757,7974,1.8319538500125407,He’s used to living out of a suitcase.,597
7,1163,1.829463960131275,0.008589231026988593,8227,1.829463960131275,"If they lose him, I get $750.",597
8,1656,1.825762621553217,0.008908778151524632,7507,1.825762621553217,I packed in a hurry this morning and just grabbed whatever was lying on the bed.,597
9,2931,1.8077274507244485,0.008819682076008858,7661,1.8077274507244485,You should see how excited he gets when I pick him up at baggage claim.,597
10,3055,1.8,0.009275099802557493,7380,1.8,I can't believe my baggage fit in my luggage.,597
11,2761,1.7972646822204343,0.022200895027427513,1243,1.7972646822204343,He actually gets more legroom in there.,597
12,1323,1.794548932100733,0.009671264185381829,6274,1.794548932100733,He says there's more legroom than in coach.,597
13,719,1.7746918396005618,0.009763158959269484,6409,1.7746918396005618,"I'm checking it to Chicago, Me, I'm going to Bermuda.",597
14,1451,1.769098712446352,0.009828649544284435,6990,1.769098712446352,They think we're going on a trip but actually I'm taking them to be fixed.,597
15,793,1.7658268320757131,0.008736008349058123,7819,1.7658268320757131,Ted thought this girls' trip was a great idea. He even packed for me.,597
16,2064,1.7593800978792822,0.02134126748708818,1226,1.7593800978792822,They settle down once they're in the overhead.,597
17,2137,1.7589156277181792,0.00923339406392105,6898,1.7589156277181792,"Actually, they're both rescues.",597
18,1822,1.7502159267576438,0.010378058320864398,5789,1.7502159267576438,I’m just happy to be away from my clingy boyfriend and his obnoxious dog.,597
19,1328,1.7402458578300375,0.010190662174817058,5613,1.7402458578300375,What happened in Vegas didn’t stay in Vegas.,597
20,1795,1.7322209622549813,0.01001099881260686,6173,1.7322209622549813,I've told him we can't carry on like this.,597
21,2486,1.7041341207849114,0.010658686439999832,5249,1.7041341207849114,The drugs are in the dog. The guy is just a decoy.,597
22,1672,1.7028090892825192,0.01021734169078422,5589,1.7028090892825192,"If it works, great, we get to Hawaii for half price. If it doesn't, even better. I will be in Hawaii.",597
23,1312,1.7010921177587843,0.012229401918746542,4212,1.7010921177587843,"It's Prada, he won't fly in Coach.",597
24,1018,1.6995771670190274,0.010835284838032684,4730,1.6995771670190274,Should I be happy or terrified that we made it through security?,597
25,1204,1.6937857019214124,0.010293161449634637,5777,1.6937857019214124,This way United can drag them off the plane easier.,597
26,2760,1.6893168604651163,0.010234761196109105,5504,1.6893168604651163,I'll check it but I won't claim it.,597
27,2622,1.6892991860234265,0.010552647239462783,5037,1.6892991860234265,"I've carried him since law school, why stop now?",597
28,1773,1.6870772516909933,0.010179417998363388,5618,1.6870772516909933,"No, I’m not flying anywhere. I’m just here to check a bag.",597
29,3087,1.6846060113728676,0.010306968837957058,4924,1.6846060113728676,His options were this or the middle seat.,597
30,2476,1.6793743890518085,0.01630002962532338,2046,1.6793743890518085,We decided it’d be cheaper to just pay the overweight fee.,597
