,caption,count,funny,precision,rank,score,somewhat_funny,target_id,unfunny,contest
0,Like it would have killed you to ask him for directions.,268,51,0.04744940575721458,1,1.671641791044776,78,5749,139,646
1,"Oh, shit! What if your sister-in-law is also right about God?",283,55,0.0467825957943094,2,1.646643109540636,73,5536,155,646
2,"Don’t bring a camera, you said.  Just enjoy the experience, you said.",301,61,0.04611921155253296,3,1.6312292358803986,68,6069,172,646
3,He just walked by like he thinks we don't exist.,249,45,0.048957262780606206,4,1.6305220883534137,67,17,137,646
4,He asked that we please wait while he gets his camera or his friends will never believe him.,253,47,0.04903998108348782,5,1.6245059288537549,64,326,142,646
5,"Oh, so first he doesn't exist and now he's flirting with me?",277,49,0.04620231430999451,6,1.6209386281588447,74,3275,154,646
6,He said it’s not him but he gets asked that all the time.,267,43,0.045808471864081886,7,1.6179775280898876,79,1062,145,646
7,"Unplug"" you said. ""Leave the phones in the car"" you said",295,54,0.04529592701781154,8,1.6135593220338984,73,4070,168,646
8,He doesn’t believe in us either.,250,43,0.048429139225309566,9,1.6,64,4523,143,646
9,He walked past me like I  didn’t exist.,259,44,0.0474167910476873,10,1.5984555984555984,67,3395,148,646
10,He said he didn't believe in us either.,239,41,0.04951140099888743,11,1.598326359832636,61,2053,137,646
11,"Once and for all, Bob, stop following us. It’s over.",276,47,0.04596479945095149,12,1.5978260869565217,71,163,158,646
12,He wants us to wait here while he gets his camera. He doesn't think think anyone will believe him.,271,43,0.04545168684339619,13,1.5977859778597785,76,5243,152,646
13,He asked for us to wait here while he gets his camera.,275,47,0.04610889330296202,14,1.5963636363636364,70,3100,158,646
14,He says we're only allowed to take blurry photos.,287,51,0.04565833326817272,15,1.5958188153310104,69,1456,167,646
15,He acted like we don't even exist.,271,44,0.045807569314015084,16,1.5904059040590406,72,3010,155,646
16,"Oh, he says he doesn't believe in you either.",260,34,0.04412944709889594,17,1.5846153846153845,84,895,142,646
17,I believe you owe me a dollar.,263,40,0.045713161551344035,18,1.5817490494296578,73,3085,150,646
18,"Before you meet my family, there's something I need to tell you.",300,47,0.043158467173200724,19,1.58,80,1731,173,646
19,He said that he doesn't believe in us either.,275,45,0.045678809733657885,20,1.5745454545454545,68,5527,162,646
20,"Yeah, he saw us, but they'll never believe him",282,44,0.04450243873077769,21,1.574468085106383,74,1344,164,646
21,He said he doesn’t believe in us either.,265,43,0.04642987395254307,22,1.5735849056603775,66,406,156,646
22,He says he never really believed in us either.,268,42,0.04573194413460258,23,1.5708955223880596,69,5124,157,646
23,He's a lot less blurry in person.,261,35,0.044426909963254345,24,1.5708812260536398,79,539,147,646
24,"Would it kill you to, just once, ask someone for directions?",291,46,0.04399014232135153,25,1.570446735395189,74,5186,171,646
25,"""Leave the phone in the car,""  you said!
""There'll be no time for photos,"" you said!",258,43,0.04746457401603535,26,1.565891472868217,60,321,155,646
26,He said  he always believed we existed.,263,36,0.04454298236200697,27,1.5627376425855513,76,4593,151,646
27,I think we should start seeing other species.,279,35,0.042280399874793276,28,1.5627240143369177,87,2230,157,646
28,He can't believe we're real. He's going to get a camera.,269,40,0.045038763722941084,29,1.5613382899628252,71,2639,158,646
29,We went on one date! How was I supposed to know we would run into him here?,239,39,0.04905318027091902,30,1.5606694560669456,56,1331,144,646
30,Still think we should have left our phones in the car Mr. Be In The Moment?,265,43,0.04651112426285363,31,1.558490566037736,62,1970,160,646
31,He’s leaving. Apparently he’s late for a summit meeting.,287,38,0.042290334908794136,32,1.5574912891986064,84,4824,165,646
32,He said he's not surprised; he's questioned his own existence his whole life.,248,41,0.04837008864809279,33,1.5524193548387097,55,262,152,646
33,"'We'll leave our smartphones in the car,' you said. 'Let's really be in the moment this time,' you said.",261,41,0.046471697704749425,34,1.5517241379310345,62,2887,158,646
34,He's really let himself go since the impeachment. In fact I wasn't sure it was really him till he grabbed my ass,278,50,0.046831963628755545,35,1.5467625899280575,52,2873,176,646
35,"He said if anyone asks, we haven’t seen him.",242,32,0.04610994862160933,36,1.5454545454545454,68,3178,142,646
36,He’s less blurry in person.,252,34,0.04542564863602595,37,1.5436507936507937,69,1,149,646
