,rank,caption,score,precision,count,unfunny,somewhat_funny,funny
0,1,"Yes, I see the train but I think we can beat it.",2.081543502002184,0.015514813069772596,2747.0,805.0,913.0,1029.0
1,2,"Well technically, you ran the red light.",2.0571578395385424,0.01732326532030209,1907.0,494.0,810.0,603.0
2,3,I'll order. You pick up.,2.048738532110092,0.018090828028375527,1744.0,457.0,745.0,542.0
3,4,We finished in first and third place.,2.0201380897583427,0.01792780578559215,1738.0,468.0,767.0,503.0
4,5,"You can knock off the heavy breathing back there, Gwendolyn. I know you're not pedaling.",1.99092970521542,0.016215282143527417,2205.0,649.0,927.0,629.0
5,6,This would be a lot easier if you dropped the restraining order.,1.9494736842105265,0.018472093111190368,1900.0,666.0,664.0,570.0
6,7,"I'll place the order, you pick up",1.9379679144385027,0.02482985279182548,935.0,300.0,393.0,242.0
7,8,"""I told you it was a long bike ride."" - Arman Roberts, age 6",1.9375,0.02382876552374889,1120.0,393.0,404.0,323.0
8,9,"Yes, dear, I'll call you as soon as I get there.",1.921518987341772,0.02220364417172953,1185.0,396.0,486.0,303.0
9,10,Your profile said you enjoy long bike rides.,1.9099526066350712,0.019113411403697687,1688.0,603.0,634.0,451.0
10,11,I'm beginning to think you're running those yellow lights intentially.,1.8892966360856271,0.019103330698806643,1635.0,588.0,640.0,407.0
11,12,"You can do whatever you want, but I'm taking the next right.",1.8832951945080088,0.026308352121048515,874.0,321.0,334.0,219.0
12,13,Got any ideas for the upcoming traffic circle?,1.8792912513842743,0.01773820339234821,1806.0,635.0,754.0,417.0
13,14,We are not doing a wheelie. Don't call me again.,1.87374749498998,0.02560009917102085,998.0,397.0,330.0,271.0
14,15,"Since you'll be home first, can you start dinner?",1.8714788732394363,0.0321854075245008,568.0,208.0,225.0,135.0
15,16,"When you say ""turn here,"" is that your ""here"" or my ""here""?",1.87085635359116,0.0193295066577084,1448.0,497.0,641.0,310.0
16,17,What do you mean--a metaphor for our relationship?,1.861892583120205,0.02800767903640724,782.0,301.0,288.0,193.0
17,18,Pothole in 10 seconds.,1.8490384615384616,0.02225736706675562,1040.0,358.0,481.0,201.0
18,19,You seem distant today.,1.8129251700680271,0.04605478237554151,294.0,124.0,101.0,69.0
19,20,"Hi, it's me. I'm running a little behind.",1.7912457912457913,0.043852343350203216,297.0,122.0,115.0,60.0
20,21,'For God Sakes Harry! Pull up your shorts!!',1.7842323651452283,0.03039757958470388,723.0,336.0,207.0,180.0
21,22,"If I remove beans from my diet, can we ride our old bike?",1.7699248120300752,0.02161203887963669,1330.0,601.0,434.0,295.0
22,23,"I'm going into a tunnel, I might lose you.",1.761996161228407,0.023498770581067384,1042.0,453.0,384.0,205.0
23,24,We're not gonna be late. You're gonna be late.,1.7494089834515367,0.036317109320800435,423.0,184.0,161.0,78.0
24,25,Where were you when I called a few minutes ago?,1.7467532467532467,0.025086798982689246,924.0,415.0,328.0,181.0
25,26,A trial separation was your idea.,1.7426160337552743,0.024187027741288558,948.0,416.0,360.0,172.0
26,27,"I said, ""I THINK EXERCISE IS BRINGING US CLOSER TOGETHER.""",1.737579617834395,0.026553555672477597,785.0,347.0,297.0,141.0
27,28,I'm way ahead of you on that.,1.7363966142684402,0.02573848916093595,827.0,364.0,317.0,146.0
28,29,Thanks for calling. I wasn’t sure you made it through that last intersection.,1.7293478260869566,0.02459896462790804,920.0,414.0,341.0,165.0
29,30,"Yes, I'll accept a long-distance call.",1.7171171171171171,0.032189402493658974,555.0,260.0,192.0,103.0
30,31,I thought you said you enjoyed long bike rides.,1.7055793991416308,0.02158856646504869,1165.0,538.0,432.0,195.0
31,32,"No, we're not there yet!",1.6908602150537635,0.027197346767267042,744.0,355.0,264.0,125.0
32,33,I think I can make the light.,1.6891719745222933,0.02686432086693951,785.0,382.0,265.0,138.0
33,34,"When I arrive, I'll tell them you're coming.",1.682367149758454,0.024152946395121583,828.0,373.0,345.0,110.0
34,35,"Remember, no more yellow lights.",1.6757940854326396,0.024259439575837892,913.0,441.0,327.0,145.0
35,36,"Next time, we go to the bike shop, not one of those big chain stores.",1.6707132018209407,0.03027870977531868,659.0,343.0,190.0,126.0
36,37,That's weird. I've got four bars.,1.6636904761904765,0.028489912441575237,672.0,334.0,230.0,108.0
37,38,Pull up your shorts.,1.6625463535228675,0.027791504519057004,809.0,435.0,212.0,162.0
38,39,I got your text. What's up?,1.6615120274914092,0.03106496508625598,582.0,295.0,189.0,98.0
39,40,My wife and I hit a bump at 45 mph--I'd like to report four missing children.,1.6611418047882136,0.03285299251381687,543.0,282.0,163.0,98.0
40,41,"Sorry, I'm going to lose you. I'm about to go into a tunnel.",1.652542372881356,0.027353588944062843,708.0,353.0,248.0,107.0
41,42,It was green when I went through it.,1.651840490797546,0.028796331823307063,652.0,329.0,221.0,102.0
42,43,We're screwed when we hit Lombard Street.,1.650231124807396,0.029241623354519426,649.0,333.0,210.0,106.0
43,44,"You have reached the voicemail of Alicia Crandall. If you would like her to pedal faster, press 1 now.",1.6475037821482603,0.02868104034030834,661.0,337.0,220.0,104.0
44,45,"See honey, this way I can have the space I need, but you can still feel connected",1.6448736998514115,0.02798246770671631,673.0,339.0,234.0,100.0
45,46,Now let go of the brake. The elastic will do the rest.,1.6444780635400909,0.030259363603852868,661.0,359.0,178.0,124.0
46,47,You said you wanted to go for a long bike ride.,1.6311336717428089,0.029893035405356275,591.0,305.0,199.0,87.0
47,48,I'll be home in ten...your mother in twelve.,1.6300174520069808,0.02920552814603845,573.0,285.0,215.0,73.0
48,49,You sound distant.,1.6283185840707963,0.030371809574702424,565.0,291.0,193.0,81.0
49,50,Was I there yet?,1.6276223776223775,0.032720621409376406,572.0,321.0,143.0,108.0
50,51,I agree; we are drifting apart but at least we are doing it together.,1.625668449197861,0.02828778081079332,561.0,270.0,231.0,60.0
51,52,I told you that I just need some space.,1.6192893401015231,0.05150955987796304,197.0,103.0,66.0,28.0
52,53,"I'm gonna turn left at 11.28, your time.",1.6184738955823292,0.032255532617235766,498.0,260.0,168.0,70.0
53,54,It was green for me!,1.6157894736842104,0.05406160856833129,190.0,103.0,57.0,30.0
54,55,How did you get my number?,1.6149068322981366,0.035194918623006284,483.0,273.0,123.0,87.0
55,56,The race results were posted online. I took 3rd place; you finished 10th.,1.610997963340122,0.03215138159991995,491.0,257.0,168.0,66.0
56,57,"""I know I'm always distant but have I ever steered you wrong""?",1.607038123167155,0.04041179147632558,341.0,188.0,99.0,54.0
57,58,I'm losing you.,1.5995475113122173,0.034359486750292115,442.0,239.0,141.0,62.0
58,59,It's clear we've grown further apart.,1.5952380952380951,0.03642473306666677,378.0,202.0,127.0,49.0
59,60,"Its on our way. How about, I order the pizza but you have to pick it up?",1.5932203389830508,0.03510227062559053,413.0,223.0,135.0,55.0
60,61,"Wait a second, you'll see.",1.5928571428571427,0.03482120090786719,420.0,227.0,137.0,56.0
61,62,Hold your breath in about two seconds.,1.591687041564792,0.03637636847929646,409.0,228.0,120.0,61.0
62,63,Pick up the pace. You're falling behind.,1.5913461538461535,0.0368576311691972,416.0,237.0,112.0,67.0
63,64,Call when you get there.,1.5912408759124088,0.03473651572362201,411.0,220.0,139.0,52.0
64,65,I'm in front so of course I'm going faster than you.,1.5859375,0.039301109791965334,384.0,226.0,91.0,67.0
65,66,"What do you mean, 'We've grown apart'?",1.5829015544041452,0.035172596846587224,386.0,206.0,135.0,45.0
66,67,I can't hear you. Text me!,1.5694444444444444,0.048880299339391024,216.0,122.0,65.0,29.0
67,68,Let me get back to you.,1.5640243902439024,0.03941840173997799,328.0,186.0,99.0,43.0
68,69,... and with only 2 bars I could lose you.,1.5613496932515338,0.041477320984652434,326.0,194.0,81.0,51.0
69,70,FOR THE LAST TIME....YOU DON'T NEED DIECTIONS!,1.5587301587301587,0.040677645368328234,315.0,182.0,90.0,43.0
70,71,Oh sorry! I butt dialed you.,1.5576208178438662,0.04657093498404903,269.0,164.0,60.0,45.0
71,72,You just ran a red light back there.,1.5529801324503312,0.03961436484313603,302.0,169.0,99.0,34.0
72,73,You seem distant lately.,1.5526315789473684,0.040776654174050686,304.0,175.0,90.0,39.0
73,74,Pick up the pace. You're falling behind.,1.5510204081632653,0.04183108566995456,294.0,171.0,84.0,39.0
74,75,Bump.,1.5506756756756757,0.0410634884998709,296.0,170.0,89.0,37.0
75,76,I guess I misunderstood when you said long bike ride.,1.5486111111111112,0.0439033034494032,288.0,174.0,70.0,44.0
76,77,"It'll bring us closer together, you said.",1.546712802768166,0.04036599922268424,289.0,163.0,94.0,32.0
77,78,I think we are in first and last place.,1.5463917525773196,0.03865920132263125,291.0,159.0,105.0,27.0
78,79,I'm not calling again...Shift the damn gears.,1.5454545454545454,0.04098365592362148,286.0,163.0,90.0,33.0
79,80,Get ready. I'm going to pop a wheelie.,1.5412186379928314,0.04327852149654884,279.0,166.0,75.0,38.0
80,81,People are starting to notice we're separated.,1.539855072463768,0.040834766859765684,276.0,156.0,91.0,29.0
81,82,Melania invented it.,1.5370370370370368,0.04768200196837191,270.0,174.0,47.0,49.0
82,83,Let's hope we find a place to turn around before dusk.,1.5325670498084292,0.041161514348162134,261.0,147.0,89.0,25.0
83,84,They all say you aren't pedaling!,1.5325670498084292,0.04291424565061922,261.0,152.0,79.0,30.0
84,85,I don't get it. How much more space do you need?,1.5296442687747036,0.04097203173086558,253.0,141.0,90.0,22.0
85,86,There's a drawbridge ahead. Good luck to you.,1.5296442687747036,0.04356942230812765,253.0,148.0,76.0,29.0
86,87,Run another yellow light and I'm off this thing.,1.5296442687747036,0.04284338183535463,253.0,146.0,80.0,27.0
87,88,"Thanks, but I'm way ahead of you.",1.528,0.04285100740170953,250.0,144.0,80.0,26.0
88,89,Wait....you're where?,1.528,0.04539943208603979,250.0,151.0,66.0,33.0
89,90,You said you wanted space!,1.5261044176706828,0.04105431385594551,249.0,139.0,89.0,21.0
90,91,"Pick up the pace, you're getting out of cell range.",1.5228215767634854,0.04402872218264649,241.0,141.0,74.0,26.0
91,92,There's a bump in five seconds.,1.5226337448559668,0.04414991065460935,243.0,143.0,73.0,27.0
92,93,Fine-no more running yellow lights.,1.5208333333333333,0.04721974382973103,240.0,149.0,57.0,34.0
93,94,"When I texted you, '...we need some space' this was not what I had in mind.",1.5191489361702128,0.04235816373554206,235.0,133.0,82.0,20.0
94,95,"I can't talk, I think she's listening.",1.5100671140939597,0.05918106829849375,149.0,93.0,36.0,20.0
95,96,It should snap back when I hit the brakes,1.5093457943925233,0.04528618149763576,214.0,125.0,69.0,20.0
96,97,"Look, you agreed to a trial separation.",1.509009009009009,0.039223741993315936,222.0,119.0,93.0,10.0
97,98,"We do everything together Mom, he's still distant.",1.5071090047393365,0.04815235180411706,211.0,129.0,57.0,25.0
98,99,Drive-thru window ahead.  I'll order and you pay.,1.5047169811320755,0.05114168324958701,212.0,137.0,43.0,32.0
99,100,"""You know, now that I see it coming, I guess this isn't the best bike for Dead Man's Curve.",1.5023696682464456,0.045751286444991095,211.0,125.0,66.0,20.0
100,101,"I admit it, I misunderstood 'long bike ride.'",1.5,0.05184267353212107,206.0,134.0,41.0,31.0
101,102,Try to keep up.,1.4975369458128078,0.047558743513628425,203.0,123.0,59.0,21.0
102,103,If you haven't left the house yet can you grab me a water.,1.495049504950495,0.04824261213653477,202.0,124.0,56.0,22.0
103,104,"Cindy, I need to be up frontwith you.",1.4910179640718564,0.05295418486403757,167.0,103.0,46.0,18.0
104,105,Stop telling me to be careful. I have not run a single red light today and you have run four.,1.4895833333333333,0.047280760307230524,192.0,115.0,60.0,17.0
105,106,I'm calling from your future...,1.4863387978142075,0.051318953521367686,183.0,115.0,47.0,21.0
106,107,"No, it's you pedal, I steer.",1.4840425531914894,0.047389507054522,188.0,113.0,59.0,16.0
107,108,I've arrived.,1.483695652173913,0.05168550351267105,184.0,117.0,45.0,22.0
108,109,Better hurry. I hear a train coming.,1.4834437086092715,0.0554765066802582,151.0,94.0,41.0,16.0
109,110,Are you pedaling?,1.4808743169398908,0.049522750889064084,183.0,113.0,52.0,18.0
110,111,"I don't like it either, but I told you last night, dairy doesn't agree with me.",1.4808743169398908,0.05359895090633828,183.0,120.0,38.0,25.0
111,112,"Uh, could you release the rear brake, please?",1.4806629834254144,0.04929905248455016,181.0,111.0,53.0,17.0
112,113,Our next custom bike shouldn't be made by someone going through a divorce.,1.4806629834254144,0.051729546612111016,181.0,115.0,45.0,21.0
113,114,Knock it off with the backseat driving!,1.4805194805194806,0.05544824650185659,154.0,97.0,40.0,17.0
114,115,"U-turn? I don't know, it's a bit of a stretch.",1.477777777777778,0.0469131264929178,180.0,107.0,60.0,13.0
115,116,Is this what you meant when you said you wanted to go for a long bike ride?,1.4775280898876404,0.05051946004578002,178.0,111.0,49.0,18.0
116,117,We're now both exiting and entering Rhode Island.,1.4775280898876404,0.05051946004578002,178.0,111.0,49.0,18.0
117,118,It was you who wanted a trial separation.,1.4745762711864407,0.050081979923231,177.0,110.0,50.0,17.0
118,119,I thought I told you never to call me here.,1.4709302325581397,0.051778728173269714,172.0,109.0,45.0,18.0
119,120,Let's eat inside. The drive-thru is a real pain.,1.4709302325581397,0.05044836745854767,172.0,107.0,49.0,16.0
120,121,Let the brake off.,1.4705882352941178,0.05353918355746256,170.0,110.0,40.0,20.0
121,122,"I understand, but legally I don't have to stop at a yellow light.",1.4705882352941178,0.05087228714047126,170.0,106.0,48.0,16.0
122,123,Siri says make a u-ey.,1.4705882352941178,0.05087228714047126,170.0,106.0,48.0,16.0
123,124,"Yeah, I think we just figured out why it was so cheap.",1.4670658682634732,0.050810068109213034,167.0,104.0,48.0,15.0
124,125,Don't you love these long bike rides?,1.4666666666666666,0.05196318366180058,165.0,104.0,45.0,16.0
125,126,I was sure your profile said experimental bisexual.,1.4634146341463414,0.05697644093281511,164.0,111.0,30.0,23.0
126,127,"No, YOU are paying the ticket. It was green when I went through.",1.4625,0.052371060590954095,160.0,101.0,44.0,15.0
127,128,I'll see you there!,1.4596273291925466,0.04983964100199506,161.0,99.0,50.0,12.0
128,129,"OK, OK. I'll stop trying to make it through the intersections when the light turns yellow.",1.4591194968553458,0.05259157352642328,159.0,101.0,43.0,15.0
129,130,"I'm going to try and run this red light, okay?",1.4591194968553458,0.054084162171426885,159.0,103.0,39.0,17.0
130,131,How much farther to the marriage counselor?,1.455128205128205,0.054067742881899125,156.0,101.0,39.0,16.0
131,132,But your profile said you like long bike rides.,1.4545454545454546,0.059058416301361126,154.0,106.0,26.0,22.0
132,133,You do realize I'll be coming in first.,1.4545454545454546,0.0553487519905084,154.0,101.0,36.0,17.0
133,134,"Fred, where's the baby?",1.4509803921568627,0.0555960110901762,153.0,101.0,35.0,17.0
134,135,"I like spending time with you too, honey.",1.4496644295302012,0.05166925330281904,149.0,93.0,45.0,11.0
135,136,He is on the phone. Can I take a message?,1.4475524475524475,0.0558578080364511,143.0,93.0,36.0,14.0
