,caption,count,funny,precision,rank,score,somewhat_funny,target_id,unfunny,contest
0,Linda suddenly realized she had entered the hallucinatory phase of her low-carb diet.,271,61,0.04997847393335805,1,1.6605166051660516,57,3423,153,642
1,It's a desserted alley.,259,45,0.04773135589681526,2,1.5984555984555984,65,583,149,642
2,"Oh god, Jerry, enough, the divorce is final.",260,49,0.048891086630149815,3,1.5884615384615384,55,2583,156,642
3,"Carol’s Dieting Log, Week 3: The hallucinations are getting worse.",263,49,0.04855450813948185,4,1.570342205323194,52,3419,162,642
4,It's alley mode.,228,40,0.0512380898721408,5,1.5701754385964912,50,1112,138,642
5,"Louise tried to avoid carbs, but they aggressively pursued her.",290,45,0.04396572195230644,6,1.5413793103448277,67,1936,178,642
6,You're giving me the crepes.,238,40,0.049723945394126653,7,1.5126050420168067,42,334,156,642
7,"On Day 5 of Weight Watchers, the cake mirages began.",229,33,0.048585466372691566,8,1.502183406113537,49,3136,147,642
8,"Excuse me, m'am, but would you like to be part of a cartoon that nobody understands?",237,39,0.04953638763562716,9,1.4978902953586497,40,1031,158,642
9,I might be the baker's man. Are you Patty Cake?,227,30,0.0477044889902629,10,1.497797356828194,53,1723,144,642
10,Public display of confection,240,32,0.04649422088331255,11,1.4958333333333333,55,2808,153,642
11,It was in that moment of extreme holiday stress Barbara turned to street carbs for relief.,268,38,0.044701523567087426,12,1.492537313432836,56,2569,174,642
12,"Margaret knew she shouldn't, but she just needed a little fix between Thanksgiving and Christmas.",272,38,0.044193891681161376,13,1.4889705882352942,57,1441,177,642
13,Would you like it alley mode?,272,39,0.044499805462424706,14,1.4889705882352942,55,2064,178,642
14,You misheard. I’m a cake dealer.,259,35,0.044898147232313904,15,1.4864864864864864,56,3488,168,642
15,I was the White House pastry chef until I served him a birthday cake with the correct number of candles.,255,33,0.04474930784361744,16,1.4862745098039216,58,916,164,642
16,"You must think I'm some kind of crepe""",272,32,0.042302556636223586,17,1.4816176470588236,67,733,173,642
17,Margaret's back alley carbohydrate addiction was becoming harder to deny with each passing day.,248,29,0.04423372044179624,18,1.4758064516129032,60,737,159,642
18,This is recommended for you based on previously viewed items,248,33,0.04568611906920183,19,1.4758064516129032,52,3230,163,642
19,It's part of our farm-to-table-to-prison-to-rehab-to-sidewalk program.,253,33,0.044996009602122834,20,1.4743083003952568,54,491,166,642
20,"She had beaten the addiction, but Susan knew temptation lurked around every corner.",237,32,0.046908222681933086,21,1.4725738396624473,48,2978,157,642
21,"I'm sorry, Harold, I need more from a man than a hearty breakfast.",254,30,0.04380431561941294,22,1.4724409448818898,60,1038,164,642
22,"Until that day, Inez couldn't recall any cautionary tales of a woman enticed into a dark alley by a stack of hotcakes covered in real maple syrup",282,30,0.04054614562579003,23,1.4716312056737588,73,2012,179,642
23,We call it Farm to Alley,251,35,0.04594508265126347,24,1.4661354581673307,47,1986,169,642
24,"Craig its been 3 years, there are some things pancakes can't fix",247,29,0.044339486809086004,25,1.465587044534413,57,1546,161,642
25,Of course it’s hot. It’s stollen.,268,39,0.044957428212653756,26,1.462686567164179,46,1797,183,642
26,"It's over Bill, you are homeless I'm diabetic. Don't make it worse!",281,36,0.04246138998694198,27,1.4626334519572954,58,3123,187,642
27,Do I give you the crepes?,252,37,0.04645802637434571,28,1.4563492063492063,41,164,174,642
28,Baking Bad,246,30,0.04480811550993522,29,1.4552845528455285,52,1932,164,642
29,"For the first time, Joan considered that the president's warnings of 'Belgian illegals dealing in back-alley waffles' might not be so crazy after all.",263,35,0.04428829631377865,30,1.4524714828897338,49,1870,179,642
30,Myrna had been warned that temptation could take many forms.,250,25,0.04238359916184146,31,1.448,62,1692,163,642
31,"Here's the dessert you ordered at lunch, that you didn't want your girlfriends to know about.",276,29,0.04077393290887758,32,1.4456521739130435,65,969,182,642
32,"It was Day 10 of Mavis's Paleo Diet, and Fernando knew just how to strike the fatal blow.",252,31,0.04431620022862773,33,1.4444444444444444,50,1214,171,642
33,"Crepes, Suzette",264,24,0.04036854345286591,34,1.4431818181818181,69,424,171,642
34,Vinnie would appreciate it if you reconsidered that Yelp rating.,243,30,0.04515139720503569,35,1.440329218106996,47,363,166,642
35,"As a former statistician, Alec knew that according to the laws of probability, eventually someone would happen by and it would be their birthday. Patience was his watchword.",273,29,0.04107029805478816,36,1.4395604395604396,62,763,182,642
36,Bob's business plan for a 'pop-up' had led him down a blind alley.,278,30,0.04084344874756979,37,1.4388489208633093,62,3214,186,642
37,"Always one to misinterpret analogies, Brian joined the black market shortly after hearing how well hotcakes would sell.",260,38,0.045598580468793136,38,1.4384615384615385,38,29,184,642
38,International Halfway House of Pancakes.,227,24,0.04498640491908492,39,1.4361233480176212,51,3021,152,642
39,"Done with dating sites, Terrence goes low tech.",252,35,0.04565708330980299,40,1.4325396825396826,39,2901,178,642
40,Last week I was working in the White House.,248,27,0.04329743913055806,41,1.4314516129032258,53,3135,168,642
41,Wanna try some contrabundt?,255,25,0.04168539389700374,42,1.4313725490196079,60,1390,170,642
42,It was just at the beginning of her new diet that Satan stepped back into her life,251,29,0.04364468642386211,43,1.4302788844621515,50,3211,172,642
43,"Let me guess,they're selling like hotcakes.",279,29,0.04036703668315038,44,1.4301075268817205,62,2981,188,642
44,Don't move. This is a stack-up.,268,28,0.04123237559189399,45,1.4291044776119404,59,1478,181,642
45,"If they were 'selling like hotcakes', would I be doing this?",232,22,0.0433592573363662,46,1.4267241379310345,55,1458,155,642
46,I’m the ghost of cellulite future.,275,36,0.0429845141451531,47,1.4254545454545455,45,258,194,642
47,"Get a job, crepe.",254,28,0.04286558316844629,48,1.4251968503937007,52,1150,174,642
48,Your purse or it goes right to your thighs.,246,31,0.04499737660350874,49,1.4227642276422765,42,3483,173,642
49,"Hey you, you in the market for Stollen goods?",251,28,0.04319430706386636,50,1.4183266932270917,49,1374,174,642
50,It's a stollen recipe.,237,28,0.04507607371054832,51,1.4177215189873418,43,1119,166,642
51,I already have a cake dealer.,249,24,0.04192894180285361,52,1.4176706827309238,56,976,169,642
52,"I told you at the restaurant last night. No, thank you!",247,33,0.04554628440938658,53,1.417004048582996,37,2714,177,642
53,I'm a sidewalk café.  I just can't afford the tables and chairs.,236,23,0.04315895459166516,54,1.4152542372881356,52,3253,161,642
54,International Alley Of Pancakes,228,25,0.04509430013354795,55,1.412280701754386,44,569,159,642
55,... and Jenny Craig don't need to know nothin' about it.,245,21,0.041177724236990225,56,1.4122448979591837,59,1323,165,642
56,"Each morning Frank woos her with extraordinary flapjacks and, each morning, Bonnie walks by flattered but mortified to admit her gluten intolerance.",245,26,0.043161151515018883,57,1.4122448979591837,49,3364,170,642
57,"Having only coffee for breakfast, Dolores was easy prey for the pancake stalker.",267,27,0.040878536111222635,58,1.4119850187265917,56,607,184,642
58,Welcome to International Alley of Pancakes.,239,25,0.04353654654042194,59,1.4100418410041842,48,699,166,642
59,I knew you'd be back.,237,25,0.043799467708837296,60,1.409282700421941,47,2935,165,642
60,"Just keep walking, lady, and no one will gain weight.",233,21,0.042636337834272,61,1.407725321888412,53,2520,159,642
61,"My job is drugs, but my passion is baking.",260,24,0.0405604879607571,62,1.4076923076923078,58,824,178,642
62,Let's just say it fell off the dessert truck.,258,21,0.03965499912313697,63,1.4069767441860466,63,769,174,642
63,"In a classic example of a typo, Mel tried to sell his creations in a bake alley.",290,32,0.0399836213479389,64,1.4068965517241379,54,103,204,642
64,"Psssst, you gonna let Jenny Craig tell you what to do?",259,28,0.042099369293628605,65,1.4054054054054055,49,1613,182,642
65,I can also serve this to you alley mode.,267,32,0.042505154551044054,66,1.404494382022472,44,792,191,642
66,"The meaning of her recent fortune cookie - when life gives you pancakes, eat them - suddenly made sense to Doreen.",245,23,0.041909092133670715,67,1.4040816326530612,53,1469,169,642
67,The day after gluten is banned in N.Y.C.,249,26,0.042557079596705696,68,1.4016064257028114,48,2931,175,642
68,"Based on your Zagat rating, I was expecting something better than a hole in the wall.",237,27,0.04453222816501869,69,1.40084388185654,41,3273,169,642
69,"I know it's you, Steve. I told you, I'm not coming back.",257,30,0.04301244693725911,70,1.4007782101167314,43,1561,184,642
70,"We get our ingredients from Colorado, if you know what I mean.",263,26,0.04086684585567672,71,1.3992395437262357,53,2830,184,642
71,"I've also got apple pie, served alley mode.",258,22,0.03996043743766248,72,1.3992248062015504,59,1614,177,642
72,The first rule of cake club is you do not talk about cake club.,255,20,0.0394880153587968,73,1.396078431372549,61,3002,174,642
73,We've gotta stop meeting like this. I've already gained 8 lbs.,253,19,0.03930075906115601,74,1.3952569169960474,62,1640,172,642
74,"Pssst… I got gluten, I got nuts, I got trans fats…",248,26,0.04262092889877439,75,1.3951612903225807,46,3049,176,642
75,"As she was approached by yet another “hot” cake dealer, she wondered, “What has happened to the neighborhood?”",243,25,0.042869650403556184,76,1.3950617283950617,46,2835,172,642
76,"Pancakehandling is illegal, sir!",261,25,0.04068969402495698,77,1.3946360153256705,53,1752,183,642
77,"After the legalization of marijuana, Geoff turns to selling gluten.",261,24,0.04032590676697888,78,1.3946360153256705,55,2528,182,642
78,Weight Watcher's meeting two doors down...or me. You choose.,249,22,0.040925798171930074,79,1.393574297188755,54,443,173,642
79,"Greta, ambushed by another birthday.",249,26,0.04247907032779422,80,1.393574297188755,46,1492,177,642
80,Bonjour Madame. Welcome to the International Alley of Pancakes.,272,23,0.03878935089883566,81,1.3933823529411764,61,65,188,642
81,"It's non-vegan, sugar filled, packed with gluten, and will make you forget your ex-husband's young new wife.",272,30,0.04116481644590362,82,1.3933823529411764,47,1868,195,642
82,Your children and husband never have to know.,267,26,0.040363144382113,83,1.3932584269662922,53,2586,188,642
83,Helen receives an offer she can refuse.,257,20,0.03924045418585594,84,1.3929961089494163,61,1785,176,642
84,"Oh god, it's that crêpe again!",247,27,0.04310664054742953,85,1.3927125506072875,43,1513,177,642
85,"Suddenly, Bernadette was faced with a sticky situation.",260,30,0.04256140681339009,86,1.3923076923076922,42,956,188,642
86,Let's just say I'm no longer welcome at the international house.,255,18,0.03865587773171977,87,1.392156862745098,64,2048,173,642
87,"If you're going as far as 35th, would you mind making a delivery?",248,17,0.038976993451628236,88,1.3911290322580645,63,962,168,642
88,"I'll be honest, this place is a hole in the wall.",267,27,0.04067290381413011,89,1.3895131086142323,50,3109,190,642
89,"Actually, they're not selling like hot cakes.",255,25,0.041316289226873484,90,1.388235294117647,49,2478,181,642
90,"Wow, it really is a hole in the wall...",232,23,0.04343061386785583,91,1.3879310344827587,44,790,165,642
91,Marge was strangely drawn to Bob's pop-up bakery.,243,24,0.04238371081351879,92,1.3868312757201646,46,2636,173,642
92,You've been served,264,25,0.040269090895773005,93,1.3863636363636365,52,3434,187,642
93,"No, that's panhandling. This is pancake handling.",267,23,0.03922346075863392,94,1.3857677902621723,57,225,187,642
94,"Leave the bag, take the flapjacks and keep walking.  You never saw me...",221,15,0.041144589662410275,95,1.3846153846153846,55,3110,151,642
95,"Psst... Regular Pancakes, full gluten, real milk...",242,24,0.04248309616058446,96,1.384297520661157,45,2134,173,642
96,I deleted Instagram but still have a deep need to show strangers my food.,230,21,0.04276614469861558,97,1.382608695652174,46,877,163,642
97,Let's just say they fell off the back of a griddle.,264,19,0.03801895370970324,98,1.3825757575757576,63,900,182,642
98,"Still not interested, Steve. And now I’m also creeped out.",264,23,0.03950520837460039,99,1.3825757575757576,55,2939,186,642
99,Coffee's the next alley.,233,17,0.04057733510738664,100,1.3819742489270386,55,3462,161,642
100,You wouldn’t happen to have a candle on you?,276,24,0.038594262516051935,101,1.3804347826086956,57,952,195,642
101,"Your lips say no, but your eyes say yes.",237,16,0.03962537886577418,102,1.379746835443038,58,43,163,642
102,You know the rules. Nobody quits Sara Lee.,266,29,0.041371434948918324,103,1.3796992481203008,43,1864,194,642
103,"Excuse me, but is this Baker Street?",220,13,0.04015494162091061,104,1.3772727272727272,57,392,150,642
104,This cake is right up your alley,226,20,0.04277286135693215,105,1.3761061946902655,45,814,161,642
105,"Ever since they legalized pot, these things have been selling like...well, you know...",245,21,0.040787879012611536,106,1.3755102040816327,50,2608,174,642
106,Let's just say it fell off the back of a bakery truck.,240,20,0.04096338127278875,107,1.375,50,2150,170,642
107,Temptation Alley,262,21,0.03887502736313254,108,1.3740458015267176,56,3376,185,642
108,"...and, as suddenly as they came, Edwina’s dreams of a size seven “Holiday Blaze, Diet Daze” dress took a bus out of town...",257,27,0.04165168140852076,109,1.3735408560311284,42,2567,188,642
109,Jenny couldn't believe she was seeing another guy in an alley selling a cake he said his wife made. No wife she knew baked.,249,20,0.03989091962264747,110,1.3734939759036144,53,1750,176,642
110,Psst... What happens in the alley stays in the alley.,271,20,0.03758420614180601,111,1.3726937269372694,61,2690,190,642
111,Weren't you selling watches last week?,263,24,0.03986067107594649,112,1.3726235741444868,50,3279,189,642
112,Tell Mr. Manafort the file is in the second layer from the bottom.,261,21,0.03894992734428372,113,1.371647509578544,55,134,185,642
113,Mary knew the pancakes had gluten and refined sugar.  She knew only the first bite would be free.  And still she couldn't look away.,256,24,0.04062662020713336,114,1.37109375,47,2147,185,642
114,"And if you like this, I know a guy who can get you red velvet.",259,19,0.0383773780803124,115,1.3706563706563706,58,1503,182,642
115,International Alley of Pancakes. What would you like?,254,26,0.0416006268808114,116,1.3700787401574803,42,896,186,642
116,"This is nothing, you should see my buns.",254,25,0.04122486585772033,117,1.3700787401574803,44,2654,185,642
117,Psst - wanna have someone else's cake and eat it too?,222,24,0.0450817183882589,118,1.3693693693693694,34,669,164,642
118,"During her diet, Gladys felt temptation around every corner. Cake, why does it always have to be cake???",252,23,0.04068101334117038,119,1.369047619047619,47,384,182,642
119,"Hello Miriam, I am the ghost of carbs past.",271,21,0.03789955128198892,120,1.3690036900369005,58,3448,192,642
120,I'm not like the other sugar daddies. I deliver.,236,23,0.04265950660118392,121,1.36864406779661,41,794,172,642
121,"It’s not stalking - I just knew you were coming, so I baked a cake.",247,23,0.041266622589347435,122,1.368421052631579,45,136,179,642
122,Make America Cake Again!,228,21,0.04285502180542726,123,1.368421052631579,42,611,165,642
123,"Hold this for a sec, would ya? I just gotta make sure this guy's dead.",239,25,0.0430864872608247,124,1.3682008368200838,38,1147,176,642
124,"Psst. Hey lady, you in the market for some untraceable carbs?",253,24,0.04093115733332948,125,1.3675889328063242,45,766,184,642
125,These Banksy murals just keep getting weirder and weirder,264,25,0.04004833618951119,126,1.3674242424242424,47,2980,192,642
126,"Hey lady, wanna buy a hotcake? They're selling like watches.",278,27,0.03924056684325021,127,1.3669064748201438,48,2014,203,642
127,I am the Ghost of Breakfast Past.,251,24,0.04115443356173516,128,1.3665338645418326,44,579,183,642
128,"Yeah, the Muffin Man used to deal here. That was before Drury Lane got gentrified.",232,20,0.041849002139651086,129,1.3663793103448276,45,661,167,642
129,"Hey lady, I can't keep bringing your desserts to the back door.
Please just admit to your girlfriends you're off your diet.",243,17,0.03920859710160539,130,1.3662551440329218,55,1567,171,642
130,"Psst...Gluten, just like the old days.",243,24,0.04213531810509648,131,1.3662551440329218,41,2171,178,642
131,Niche Marketing,254,20,0.039239926786976374,132,1.3661417322834646,53,2236,181,642
