target_id,score,precision,count,rank,caption,funny,unfunny,somewhat_funny,contest
3586,2.063027940220923,0.00786607274698308,9234,1,They must have made a fortune from the wheel.,2956,2383,3895,682
2858,1.9886611030478956,0.007499023582495709,11024,2,"We are going to go with Noah, but thanks.",3356,3483,4185,682
399,1.9696491919590067,0.007863148812494064,10148,3,I guarantee he brings up the whole discovering fire thing within the first five minutes.,3035,3344,3769,682
816,1.945297127115309,0.007808690563500612,10164,4,"What'd you expect?  She hunts-gathers, too , and they have no kids.",2890,3451,3823,682
1986,1.9402654867256637,0.008206478156466588,9492,5,Of course it’s pretentious- didn’t you see the rock he gave her?,2767,3340,3385,682
2412,1.9324524117538349,0.007607101135970057,10822,6,"Four-story brownstones? It'll never catch on, not in a million years.",3049,3781,3992,682
2505,1.9306116949609269,0.008884159923618015,7422,7,"This makes our place look like a cave.""",1934,2449,3039,682
1822,1.9037086684539768,0.00827355916263013,8952,8,If you stopped drawing on the walls and got a real job maybe we could live here too.,2354,3221,3377,682
28,1.8911318553092182,0.008628513348606398,8570,9,They’re from prehistoric money,2318,3251,3001,682
1632,1.8837017485978225,0.009968421364921725,6062,10,Of course you know that wheel was really her idea.,1514,2219,2329,682
428,1.8606517509727627,0.012061255670336385,4112,11,Ever since the Babels moved into that new apartment it’s like they’re speaking an entirely different language.,983,1556,1573,682
2560,1.8424386381631037,0.009290392976509293,7578,12,After dinner they want to go out clubbing.,1980,3179,2419,682
1222,1.8375646450399623,0.008547199128629777,8508,13,I bet she can’t wait to brag about her new granite countertops.,2065,3447,2996,682
2644,1.8030487804878048,0.01973975343008929,1640,14,Only your parents would find a way to visit before the invention of stairs.,394,717,529,682
2259,1.7942176870748299,0.009552796926515837,6468,15,We'll come back when stairs have been invented.,1380,2711,2377,682
3316,1.7835330498647082,0.011441162219792836,5174,16,It's only a matter of time before some Neanderthal decides to name one after himself.,1313,2433,1428,682
2614,1.7815928484355952,0.011823868880710022,4922,17,Congratulations... you got the Trump sign removed!,1273,2348,1301,682
3085,1.770786902108692,0.009847052855626662,5833,18,"(whispering) Oh, god! A four-story walk up. Just wave and look busy.",1134,2471,2228,682
3520,1.7555126791620728,0.008719395184351419,7256,19,I  remember when they were just cliff dwellers.,1331,3108,2817,682
3400,1.7415123456790123,0.01082351936809173,5184,20,So begins the condolithic period.,1078,2420,1686,682
3239,1.731564919406016,0.008389009606155271,7879,21,Evidently his father invented the wheel.,1416,3536,2927,682
2928,1.7099486221391873,0.009428219519798593,6423,22,You won’t believe the view!  We can see nothing for miles.,1175,3040,2208,682
3552,1.7091197462331482,0.009544104030725278,6305,23,Any trouble finding the place?,1161,2996,2148,682
3188,1.7021235890568203,0.010467847375721673,5227,24,It IS flat! Come on up and see for yourself!,951,2509,1767,682
497,1.6947640966628308,0.01267032693361747,3476,25,I hope she remembered that we’re strictly paleo now,601,1662,1213,682
3324,1.6746794871794872,0.01070591171487636,4992,26,We won’t need a fire escape until someone discovers fire.,881,2506,1604,682
3444,1.6531595858621921,0.009783173789895258,5602,27,A 4th floor walk-up in the pre-historic district. I’d be smug too.,869,2814,1919,682
2936,1.649550706033376,0.010044160841509296,5453,28,"Sure, the view's great, but I hear the co-op board is a bunch of Neanderthals.",879,2790,1784,682
1331,1.6472148541114058,0.013424001723225835,3016,29,They must have taken out a mammoth mortgage.,475,1539,1002,682
202,1.6385344283006948,0.00900360270424324,7915,30,It scrape sky.,1627,4489,1799,682
2508,1.6263944432751,0.010234594723188392,4751,31,They can afford it; they are a two-hunter family.,626,2401,1724,682
