,rank,caption,score,precision,count,unfunny,somewhat_funny,funny
0,1,You shouldn't have opened that can of worms.,1.968568102444703,0.019225463195658,1718.0,573.0,626.0,519.0
1,2,You might want to rethink your ringtone,1.967373572593801,0.018170912279932245,1839.0,589.0,721.0,529.0
2,3,"Normally, one in the hand is sufficient.",1.9192913385826766,0.019877395518492692,1524.0,525.0,597.0,402.0
3,4,"It could be worse, squirrels would be after your nuts.",1.9001426533523536,0.022130894587039526,1402.0,558.0,426.0,418.0
4,5,THE St. Francis?,1.8638170974155068,0.025323304230396408,1006.0,402.0,339.0,265.0
5,6,You have got to stop tweeting.,1.8572428271518544,0.0208473860833048,1429.0,560.0,513.0,356.0
6,7,I think you're supposed to scatter it on the ground.,1.8469505178365937,0.026018936667281816,869.0,332.0,338.0,199.0
7,8,It's called a cluster flock.,1.8415147265077136,0.03097564540087957,713.0,309.0,208.0,196.0
8,9,Is that a new suet you're wearing?,1.7731225296442688,0.02239430355906772,1265.0,577.0,398.0,290.0
9,10,My favorite? Rear Window. You?,1.7607900512070227,0.021294883331497868,1367.0,626.0,442.0,299.0
10,11,"Dad, that's not what it means to have Twitter followers.",1.7553324968632371,0.027081710342741108,797.0,354.0,284.0,159.0
11,12,Maybe because they took down that Confederate statue.,1.7541638907395067,0.019952046394068758,1501.0,678.0,514.0,309.0
12,13,I didn't say you couldn't replicate their mating call. I said you shouldn't.,1.7435897435897436,0.03189459417192177,585.0,268.0,199.0,118.0
13,14,I ‘ve often wondered what happens if you exceed 140 characters,1.7141615986099044,0.022814458180963438,1151.0,556.0,368.0,227.0
14,15,Why do birds suddenly appear every time you are near?,1.7126546146527115,0.024441043150806717,1051.0,524.0,305.0,222.0
15,16,":What was it like, working for Hitchcock?""",1.692745376955903,0.02909050001709902,703.0,350.0,219.0,134.0
16,17,You need to establish a pecking order.,1.6908150064683054,0.02662720440151764,773.0,368.0,276.0,129.0
17,18,Awesome! Now do the mating call of the black-throated green warbler.,1.6749271137026238,0.028381190978406468,686.0,337.0,235.0,114.0
18,19,I see your application for seed money was approved.,1.6596218020022246,0.024682877880285062,899.0,451.0,303.0,145.0
19,20,I didn't know they still made Cracker Jacks.,1.6537572254335258,0.020844160074916043,1730.0,1053.0,223.0,454.0
20,21,"If given a choice, would you have picked a different superpower?",1.640625,0.037468735302379715,448.0,250.0,109.0,89.0
21,22,The seeded bagel may not have been your best choice.,1.6348122866894197,0.021008082347532632,1172.0,595.0,410.0,167.0
22,23,"Assisi, eh? What brings you to Brooklyn?",1.6106870229007633,0.031882957342372155,524.0,281.0,166.0,77.0
23,24,Impressive bird call.,1.608649789029536,0.023357924699200068,948.0,503.0,313.0,132.0
24,25,"Mr. Spicer, you can come out now. I think they've gone.",1.6068222621184918,0.03248916362747289,557.0,316.0,144.0,97.0
25,26,That was one hell of a bird call.,1.6053639846743295,0.026160891308468617,783.0,425.0,242.0,116.0
26,27,I've seen this movie. It doesn't end well for you.,1.5934664246823955,0.03033859840433095,551.0,297.0,181.0,73.0
27,28,Is that a new suet?,1.5926829268292684,0.0263404762271271,820.0,468.0,218.0,134.0
28,29,Maybe you need to close your twitter account?,1.589378238341969,0.02614400963235107,772.0,427.0,235.0,110.0
29,30,"Psst. It's me, Spicer. Are they gone yet?",1.5784883720930232,0.028642427820976406,688.0,400.0,178.0,110.0
30,31,Do they bother you ?,1.573643410852713,0.03201514887947267,645.0,409.0,102.0,134.0
31,32,Do you mind. I came here to get away from incessant tweeting.,1.5692307692307692,0.0295066443596886,585.0,329.0,179.0,77.0
32,33,Try meowing.,1.5665722379603402,0.038343646925249136,353.0,201.0,104.0,48.0
33,34,Good thing they aren't woodpeckers.,1.5652173913043481,0.029664706053087526,552.0,306.0,180.0,66.0
34,35,It hurts a little more than the fish pedicure,1.5613382899628252,0.032249760646896684,538.0,320.0,134.0,84.0
35,36,So...you’re from Capistrano?,1.5612582781456954,0.028735167851817657,604.0,341.0,187.0,76.0
36,37,You're a chick magnet.,1.5602716468590832,0.029875175664674843,589.0,341.0,166.0,82.0
37,38,"Yeah, some days you're the pigeon, some days the statue.",1.5594262295081966,0.03232165106780241,488.0,279.0,145.0,64.0
38,39,I'll get the cat lady.,1.5572815533980582,0.031643687130173584,515.0,297.0,149.0,69.0
39,40,...and here come the bees.,1.556640625,0.03564160560492586,512.0,330.0,79.0,103.0
40,41,"'To Kill a Mockingbird', why do you ask?",1.5551020408163263,0.032495131622151244,490.0,284.0,140.0,66.0
41,42,"Really? Every year, Mr. Capistrano?",1.554561717352415,0.030390508971864762,559.0,324.0,160.0,75.0
42,43,It's all fun and games until you're covered in bird shit.,1.5544933078393883,0.035661684130030416,523.0,342.0,72.0,109.0
43,44,Look. I'm not going to read this if you're not listening.,1.553606237816764,0.03269536542083566,513.0,306.0,130.0,77.0
44,45,"Ever see that movie—oooh, what’s the name of it?",1.5510204081632653,0.03172913471953116,490.0,280.0,150.0,60.0
45,46,It’s what we call a ‘tweet storm’.,1.5465587044534412,0.03332267192131664,494.0,298.0,122.0,74.0
46,47,First time on Twitter?,1.5463709677419355,0.03196950091646562,496.0,289.0,143.0,64.0
47,48,What do you mean you're a chick magnet?,1.544921875,0.030971533080288643,512.0,295.0,155.0,62.0
48,49,First time in New York City?,1.5448916408668731,0.03972133757376293,323.0,189.0,92.0,42.0
49,50,"No, I don't know why they're here every day. But then, I can't imagine why you're here every day.",1.5326876513317191,0.035859867098631884,413.0,251.0,104.0,58.0
50,51,There is a downside to being statuesque,1.5324384787472036,0.033465966555856555,447.0,265.0,126.0,56.0
51,52,"This is not the best way to hide from the special prosecutor, Mr. President",1.5283018867924532,0.0362485110736494,424.0,265.0,94.0,65.0
52,53,That's what you get for being statuesque,1.5253456221198156,0.0328038280447446,434.0,253.0,134.0,47.0
53,54,How does it feel to be #1 in the pecking order?,1.5143603133159267,0.03523804101997121,383.0,229.0,111.0,43.0
54,55,That's the reason I always sit on this side of the bench.,1.5116959064327486,0.037892783133717536,342.0,208.0,93.0,41.0
55,56,Definitely don't feed the squirrels.,1.5079365079365081,0.039551903056456214,315.0,193.0,84.0,38.0
56,57,No politician in history - and I say this with great surety - has ever been more popular with the pigeons than you sir.,1.5068493150684932,0.036933576750941804,365.0,225.0,95.0,45.0
57,58,I see there's a downside to being statuesque.,1.5054945054945057,0.03639161958059338,364.0,222.0,100.0,42.0
58,59,"Jeez, get a coop.",1.504950495049505,0.04125521822258139,303.0,190.0,73.0,40.0
59,60,My tweet went viral!,1.502808988764045,0.03805248611753146,356.0,224.0,85.0,47.0
60,61,"You know I can still see you, right?",1.5,0.0405294532015302,294.0,181.0,79.0,34.0
61,62,I see you also get a good response to your tweets.,1.498542274052478,0.03620315500685538,343.0,206.0,103.0,34.0
62,63,This gives a whole new meaning to tweeting.,1.4985250737463127,0.037918708797523036,339.0,210.0,89.0,40.0
63,64,I think you're trending.,1.4954954954954955,0.040265235002188884,333.0,216.0,69.0,48.0
64,65,"In the movie, this doesn't end well.",1.4935483870967745,0.03923890927361938,310.0,192.0,83.0,35.0
65,66,It's a good thing you didn't try a moose call.,1.4933333333333334,0.03992560901130777,300.0,186.0,80.0,34.0
66,67,"Well, sometimes you're the statue and sometimes you're the pigeon.",1.4888888888888892,0.03929300265620436,315.0,198.0,80.0,37.0
67,68,"Yes, and it's also true that birds of a feather poop together.",1.4869565217391305,0.04558771113986795,230.0,144.0,60.0,26.0
68,69,I thought you looked a little seedy today...,1.4857142857142858,0.08326379825927928,70.0,44.0,18.0,8.0
69,70,CUT !!!. The script says 'pecking' not 'landing'.,1.4852459016393442,0.04208023768668717,305.0,201.0,60.0,44.0
70,71,Don't worry. It says here they're migratory.,1.4820717131474104,0.042748094286017814,251.0,156.0,69.0,26.0
71,72,Stoolie Conference?,1.4794520547945205,0.03954453898559082,292.0,182.0,80.0,30.0
72,73,Carol mentioned that you started tweeting. How's it going?,1.4775086505190311,0.03983937349366594,289.0,181.0,78.0,30.0
73,74,At least it's not bees.,1.4771929824561405,0.039314259506798406,285.0,176.0,82.0,27.0
74,75,You weren't kidding when you said you could draw birds.,1.4758364312267658,0.041321209932918726,269.0,169.0,72.0,28.0
75,76,You know my uncle had the same thing but with emus.,1.4751773049645391,0.04238037309901732,282.0,184.0,62.0,36.0
76,77,Wouldn't it be easier to just use sunscreen?,1.4728682170542635,0.04534063182343226,258.0,172.0,50.0,36.0
77,78,Francis?,1.4721189591078068,0.04097533577319372,269.0,169.0,73.0,27.0
78,79,"You can ""unfollow"" them, you know?",1.4641350210970463,0.04290152854370175,237.0,149.0,66.0,22.0
79,80,Why do birds suddenly appear every time you are near?,1.4636363636363636,0.04661855379670772,220.0,143.0,52.0,25.0
80,81,I guess I'm not the only one who thinks a statue should be made in your honor.,1.4627450980392156,0.0450406089273392,255.0,171.0,50.0,34.0
81,82,Great birdcall.,1.4603174603174602,0.041436601532339794,252.0,159.0,70.0,23.0
82,83,"Man, you are so flocked...",1.46,0.042812751919347934,250.0,161.0,63.0,26.0
83,84,Me? I'm a cat person.,1.4597156398104263,0.045667047098159386,211.0,134.0,57.0,20.0
84,85,"Something similar happened to my cousin when he tried to feed the elephants -of course, that had a more tragic result.",1.457142857142857,0.04495267203758679,245.0,163.0,52.0,30.0
85,86,"You're in the clear: its a murder of crows, and a flock of pigeons.",1.457142857142857,0.04532326917458402,245.0,164.0,50.0,31.0
86,87,It's probably your three-piece suet.,1.4545454545454546,0.04263210023732968,242.0,155.0,64.0,23.0
87,88,I think you're overdoing the tweets.,1.4541666666666666,0.04369122538070222,240.0,156.0,59.0,25.0
88,89,"It says, ""Move your arms and scream.""",1.4532710280373833,0.0470797679201721,214.0,141.0,49.0,24.0
89,90,So how's that seeds and berries cleanse going?,1.4514767932489452,0.04528312151594722,237.0,158.0,51.0,28.0
90,91,I warned you not to let yourself go to seed.,1.4506437768240343,0.0429424973357224,233.0,149.0,63.0,21.0
91,92,Mr. Hitchcock?,1.4482758620689655,0.04349353268185457,232.0,150.0,60.0,22.0
92,93,I stopped sitting there for that very reason,1.4482758620689655,0.04788895518165778,174.0,109.0,52.0,13.0
93,94,Have you tried spreading it on the ground?,1.4482758620689655,0.04349353268185457,232.0,150.0,60.0,22.0
94,95,That superglue spray gets 'em every time.,1.4478260869565218,0.049079994807723334,230.0,162.0,33.0,35.0
95,96,Just be glad I didn't tell you about the bees.,1.4478260869565218,0.043327058139575485,230.0,148.0,61.0,21.0
96,97,"Good news: they're curious, friendly birds native to these parts. Bad news: it's mating season.",1.4449339207048455,0.043272095519957074,227.0,146.0,61.0,20.0
97,98,I bring a book so they don't bother me.,1.4449339207048455,0.045468653214983286,227.0,151.0,51.0,25.0
98,99,Shall I call a cat?,1.4444444444444444,0.041679892080955176,225.0,141.0,68.0,16.0
