,target_id,mean,precision,count,score,caption,contest
0,5343,1.8238341968911918,0.060583830744396716,193,1.8238341968911918,I don't normally date Middle-Aged men.,635
1,2448,1.7085714285714286,0.06228731110771537,175,1.7085714285714286,"I wrote ""middle aged.""",635
2,5535,1.7055555555555555,0.05984524954724442,180,1.7055555555555555,You could have been clearer when you said you were Middle-Aged.,635
3,3649,1.703448275862069,0.06646819445885499,145,1.703448275862069,You didn’t mention you wear glasses.,635
4,5646,1.7011494252873562,0.05776947414116524,174,1.7011494252873562,I said I was Middle Aged.,635
5,6810,1.6923076923076923,0.061424625894545865,156,1.6923076923076923,I don't usually date middle aged men.,635
6,7748,1.6878980891719746,0.06380441235900781,157,1.6878980891719746,This is not what I expected when you said you were middle aged.,635
7,461,1.6701030927835052,0.05490876465299286,194,1.6701030927835052,I meant middle-aged.,635
8,6235,1.6687898089171975,0.06350617335768184,157,1.6687898089171975,Laundry day?,635
9,7524,1.6587677725118484,0.055285165744185516,211,1.6587677725118484,"Younger men haven't panned out, so I’m trying the Middle Ages.",635
10,3906,1.6518987341772151,0.06280755349551796,158,1.6518987341772151,"I've got to use the bathroom, I'll be back in about 45 minutes.",635
11,5149,1.6407185628742516,0.0583677388291162,167,1.6407185628742516,Is that your sword touching my leg?,635
12,6077,1.6395348837209303,0.060498845063370325,172,1.6395348837209303,I imagined something different when you said you were Middle-Aged.,635
13,6965,1.6387096774193548,0.06132448940731272,155,1.6387096774193548,It's not easy for Middle Aged men these days.,635
14,6879,1.6375838926174497,0.0654379857167559,149,1.6375838926174497,We need to talk about the other knight.,635
15,3923,1.6352941176470588,0.05822177414105641,170,1.6352941176470588,"It’s not ye, it’s me",635
16,5357,1.6348314606741574,0.05556221223247599,178,1.6348314606741574,People call me Lance. A lot.,635
17,1864,1.63125,0.05922844790200485,160,1.63125,They gave us a round table.  Happy now?,635
18,509,1.625668449197861,0.05567056664181282,187,1.625668449197861,Surely you joust.,635
19,1863,1.6243093922651934,0.05927043624322879,181,1.6243093922651934,"No, my profile says I’m looking for a middle-aged man, not a Middle Age man.",635
20,7676,1.6225165562913908,0.062148239683391976,151,1.6225165562913908,Your profile said middle aged not middle ages.,635
21,3304,1.6211180124223603,0.0647163539881202,161,1.6211180124223603,"So, when are you from?",635
22,4246,1.6168831168831168,0.056941582077280825,154,1.6168831168831168,"To be honest, I come with a bit of history.",635
23,5958,1.6162790697674418,0.05792152789189002,172,1.6162790697674418,I'm sensing you believe these are dangerous times for men.,635
24,6650,1.6158940397350994,0.0600668701333929,151,1.6158940397350994,I’m not wearing any under armour.,635
25,7399,1.6139240506329113,0.06331733715639516,158,1.6139240506329113,"When you said you were middle aged, I pictured something a little different.",635
26,2143,1.6107784431137724,0.061748504561161904,167,1.6107784431137724,"...it's just, your profile didn't mention you wear glasses.",635
27,7629,1.6075949367088607,0.06012393006027891,158,1.6075949367088607,I don't do one knight stands.,635
28,6793,1.6064516129032258,0.05825041228616356,155,1.6064516129032258,"So your profile said you were ""middle aged""...",635
