Unfunny,Somewhat funny,Funny,Caption
27,0,0,I would have gone bananas if you would have become an old cat lady." "I told you not to use the B word
36,6,1,When did you say your relatives are leaving?
34,8,0,You would have thought a barrel of monkeys would be more fun.
46,0,1,I THOUGHT I HEARD A SEAL BARK.
36,5,1,What barel did you think I meant?
36,7,1,I think they were more fun when they were still in the barrel.
51,12,6,Can we please just let them jump on the bed?
32,1,0,I just got wised up to something funny Myrtle.
45,7,4,I shouldn't have said "Trump will win the nomination when monkey fly out of my butt."
68,10,5,When you clicked on "Barrel of Monkeys" did you think it was a song?
50,19,2,It's the latest thing in personal grooming.
38,8,0,What do you mean there's never any action around here?
36,4,1,This is how we hang out where I'm from.
39,13,0,Airbnb listed this place as fun as a barrel of monkeys.
41,2,0,I told you not to pay with peanuts.
74,27,14,The rainforests are disappearing faster than I thought.
46,13,2,When will the the fun start?
51,9,6,I did say "I'll be a monkey's uncle!" but I didn't mean it literally.
31,4,0,I meant I love primaries not primates..
30,2,0,Your relativas aren't any fun at all without the barrel.
65,15,11,I wish we had discussed this before you agreed to put up Trump’s delegates during the convention.
28,0,0,I told you my brother had a lot of kids.
27,0,0,MORE than... not less.
56,17,6,When is your family leaving?
47,1,4,To think I loved the circus as a child.
57,18,8,Well you're the one who invited 11 organ grinders to dinner.
47,5,1,Monkeys 11 mites 0 !
31,2,0,Who said yes to watching the Wilson's pets this week?
35,3,1,Can I please call the exterminator?
48,14,3,You're the one who didn't want kids.
44,9,2,Are we in a cage or are they?
35,8,0,OK. OK. Back to the lab in the morning.
50,17,3,Banana daiquiris can do that.
33,4,1,The barrel broke!
33,4,0,You were the one that wanted to fool around?
63,12,3,I warned you not to go on Genealogy Roadshow.
43,5,3,They're no fun--put them back in the barrel.
36,7,0,Why didn't we get cats?
31,1,0,I don't know John. I thought you said you wanted a monogamous relationship not a monkeygamous one
35,5,0,Maybe we should have tried kids before monkeys instead.
49,12,5,I thought your family was leaving today.
57,14,7,One more and we'll be a Bruce Willis movie.
35,4,1,Were they more fun for you in the barrel?
55,25,3,Is the barrel still in the garage?
47,8,4,They said typewriters are on backorder.
35,5,1,"I thought the catalog said 'sea monkeys".
30,0,0,You said the best way to support our troops was to bring them home.
32,3,0,They go to Fred Astaire Dance Studio..
36,4,1,I warned you about opening that barrel.
32,3,0,It was your idea to not have them wear diapers.
37,6,1,This is not what I had in mind when you asked me up.
47,9,4,Just fine. How was yours?
39,6,1,What's the name of that Brad Pitt movie from the nineties?
