caption,count,funny,precision,rank,score,somewhat_funny,target_id,unfunny,contest
Maybe we should try thinking inside the box.,16349,5916,0.0057707509047347375,1,2.1551165208881278,7052,6052,3381,668
"Look, it's right here - ""cheese sold separately""",15782,5212,0.00623252910620031,2,2.0454315042453426,6075,4390,4495,668
This is the last time I sign up for a research experiment sponsored by Ikea.,12957,4544,0.007152598274026328,3,2.0370456124102803,4348,5746,4065,668
You're right; it's a trap.,10831,3419,0.007501067170411724,4,2.0215123257316963,4226,6179,3186,668
Let's just go with the open floor plan.,13616,3947,0.006561939036962223,5,1.9931698002350176,5622,4151,4047,668
They’re not testing our intelligence. They’re testing our marriage.,13310,4179,0.006980982520722367,6,1.978587528174305,4657,5820,4474,668
I think we can build a better one.,12690,3712,0.007050053971133949,7,1.9516942474389283,4645,2619,4333,668
"If we move the cheese tray to the front, we'll save a lot of  running around later.",11472,2952,0.0071967041278980124,8,1.9127440725244071,4565,4464,3955,668
Now that we ate the cheese I kinda don't see the point.,10160,2810,0.007906187449308844,9,1.9078740157480314,3598,320,3752,668
Remind me again how this will prevent us from getting Alzheimer’s.,6869,1921,0.009776739407161032,10,1.8909593827340223,2278,548,2670,668
Who writes these instructions...cats?,6559,1863,0.010075032211122046,11,1.8903796310413172,2114,1506,2582,668
Apparently he expects us to do his entire science project for a piece of cheese.,2538,572,0.015172804287410437,12,1.8416075650118204,992,1782,974,668
Well this is just great honey.  The directions are written in gerbil.,10421,2641,0.007850263033941634,13,1.8386911045005279,3458,3566,4322,668
Let’s try thinking inside the box.,3019,677,0.014009921525653241,14,1.825770122557138,1139,3136,1203,668
We're in the control group.  The experimental group doesn't get the instructions,7829,1658,0.008523226783658529,15,1.823860007663814,3134,2730,3037,668
Let's just go to live in the box it came in.,8827,2027,0.008317208623353946,16,1.8142064121445565,3133,476,3667,668
To heck with this. Let’s go poop in their sock drawer again.,6954,1705,0.009693837134018238,17,1.7949381650848433,2118,2454,3131,668
I dunno. This feels like a trap.,9417,1801,0.007661937548597234,18,1.7819900180524584,3760,154,3856,668
Those Swedish mice think they are so clever,6393,1296,0.009546265281036952,19,1.7700610042233693,2331,501,2766,668
"Its mostly hallways and dead ends, but its affordable.",5445,1019,0.009963896090445571,20,1.7687786960514233,2127,1963,2299,668
"""Let's get Mexico to build it.",5643,1278,0.010685673695924183,21,1.7423356370724792,1633,3064,2732,668
