target_id,score,precision,count,rank,caption,funny,unfunny,somewhat_funny,contest
2235,2.220791108205296,0.005888966514123699,15295,1,"Mobster, Larry. The invitation said to dress like a mobster.",6182,2848,6264,680
6063,2.1611185086551266,0.006473841803516685,14269,2,You pinch me one more time and your going to find yourself in hot water.,5652,3387,5230,680
5327,2.1208863248983874,0.0061050928349889655,15254,3,Do that again and I'll put the rubber bands back on.,5424,3617,6211,680
3329,2.0958557175748274,0.006854875396316538,13030,4,I can’t believe you wore shorts. EVERYONE was staring.,4715,3494,4821,680
3670,2.0103640040444892,0.0073829301249300466,11868,5,"When you said on the phone "" I'm Claude""  , I assumed it was your name.",3944,3849,4074,680
6055,2.0013813276996832,0.006970190423601747,12307,6,You need to stop introducing yourself as my Maine squeeze.,3733,3748,4824,680
4932,1.9849611496365611,0.007186156763896734,11969,7,It's not the claws. It's the screaming every time you get in the hot tub.,3643,3845,4481,680
1333,1.9593464306555144,0.007654720889434607,10282,8,She comes to a party with a wooden mallet and a pick.  Don't tell me she didn't have her eyes on you the whole night!,2931,3372,3979,680
1507,1.9435449050086355,0.008082227399349889,9264,9,"Oh, I’M crabby?",2601,3154,3509,680
4949,1.9307355182926829,0.007725614122653669,10496,10,"I figured ""must love shellfish""  was coded language for ""not Jewish.""",2985,3736,3775,680
1131,1.8604215918045706,0.007522278318940207,10152,11,I thought you said selfish.,2345,3788,4018,680
2726,1.8459798284475446,0.007310375482062521,10609,12,I thought you said your relatives were mobsters,2343,3995,4271,680
3023,1.8417250437828372,0.008296214564305283,9136,13,Let’s just skip the foreplay.,2298,3767,3071,680
351,1.8366481039512066,0.009077749225389,7542,14,You deserve butter.,1849,3095,2598,680
396,1.8230056111246646,0.008214251743693996,8198,15,Yeah. Like you’re such a great catch.,1697,3166,3335,680
5567,1.8206436977172835,0.00951298749585088,7053,16,"How would you like always being introduced as ""the turf""?",1748,3024,2281,680
5919,1.8065967016491755,0.00871274185322209,8004,17,The worst part is - my last boyfriend's hands were clammy!,1831,3395,2778,680
5549,1.7951166280180058,0.009026459413692928,7331,18,How did you even manage to swipe right?,1622,3144,2565,680
4770,1.7823804795006384,0.009392853236191686,7049,19,Why would you think that’s what I meant by “grow a pair”?,1617,3167,2264,680
2485,1.7814432989690723,0.00909802547994161,6790,20,It's just that I could use a hand every once and a while.,1361,2867,2562,680
2855,1.777708592777086,0.00955688683422726,6424,21,"With you, it's always one step forward, two steps sideways.",1356,2801,2266,680
5281,1.7739407298554983,0.011945695653680794,4083,22,"If you pinch me one more time,  I'm putting the rubber bands back on.",844,1775,1464,680
3777,1.7738752959747435,0.0083805462557308,7602,23,I just think having all of your profile pictures be headshots was misleading.,1397,3138,3067,680
4781,1.7512404895798874,0.013977987165910869,3023,24,"The nerve, kicking us out! The sign clearly says they serve seafood!",610,1362,1051,680
2258,1.7474687313877308,0.01762237826485774,1679,25,'That 'clawed your way to the top' thing is just not funny anymore..,279,703,697,680
1865,1.7383502945902518,0.012443616522934872,3734,26,"Usually, 'a long line of lobstermen' refers to one's profession.""",723,1703,1307,680
657,1.729162656400385,0.010888266596281301,5195,27,Your fly's unzipped.,1103,2521,1571,680
1432,1.728118538938663,0.013967806412487934,2902,28,I notice those aren't handy for picking up the check.,543,1338,1021,680
1964,1.7156319290465631,0.01295815206485031,3608,29,"You had three wishes, Gary! Three!",730,1757,1119,680
130,1.7008819951338199,0.009112904983942162,6576,30,Don't make me put the rubber bands back on.,1118,3093,2365,680
406,1.698446542796223,0.01266924667274692,3283,31,Yes - I do think my parents will notice.,521,1514,1247,680
887,1.691797060218113,0.011106992881007333,4218,32,"When you said you were transitioning, I had something else in mind.",667,1980,1571,680
5389,1.6869565217391305,0.010321264602548156,4830,33,"So, now that you've taken the gloves off, is there anything else I should know?",747,2274,1808,680
5555,1.6841530054644809,0.012519072301586684,3660,34,"Sorry, I prefer men with big mussels """,654,1810,1196,680
2067,1.632129514321295,0.011725183236640544,4015,35,...but no....you had to go and snap my mother's head off.,662,2152,1200,680
405,1.6295379537953796,0.020728846557438042,1212,36,I do the parking meter. I do the ATM. I'm sick of it.,174,623,415,680
2806,1.6259177679882526,0.01421971132798832,2724,37,How come they didn't ask the woman who had the frog legs to leave?,437,1460,827,680
1266,1.6216069489685125,0.011621540544885487,3684,38,You expect me to believe that's why you never text me back??!!,489,1887,1308,680
2754,1.61650321271559,0.013213434086026012,2957,39,Shorts and a long sleeve shirt? Really?,424,1565,968,680
691,1.6137472283813747,0.014894374383917932,2255,40,This is New York City - I told you no one would notice.,298,1170,786,680
5368,1.613528336380256,0.01439055711430995,2735,41,"When I said I was in the mood for a spineless crustacean, I assumed you knew I meant a Republican.",462,1527,746,680
3294,1.6126801152737753,0.018082634056077754,1735,42,"Let's taunt the witch,"" you said. ""It'll be fun,"" you said",286,958,491,680
1998,1.6116819902650081,0.01647268465390297,1849,43,"Well, your profile did mention long walks on the beach...",244,962,643,680
4851,1.5943775100401607,0.03203899757848254,498,44,I told you they wouldn't let you in with shorts on!,67,269,162,680
2623,1.5914489311163895,0.015569750518564487,2105,45,"I'm going to need a little more than ""I went to Maine with a buddy but the rest is a blur.""",287,1149,668,680
225,1.5913461538461537,0.021667931497304,1040,46,Something about this relationship doesn't seem kosher.,128,553,359,680
1937,1.585562847046946,0.016367195374270657,1981,47,My mercury test came back positive.,288,1111,582,680
6094,1.585511575802838,0.019864550649423343,1339,48,Please stop saying that you’re on a roll.,191,746,402,680
476,1.5785310734463276,0.01641397108039982,1770,49,"I get your issues with a hot bath, but it wouldn’t kill you to take a shower.",209,957,604,680
527,1.576050217286335,0.01556628272682509,2071,50,You always find a way to avoid picking up the check.,271,1151,648,680
5362,1.5745033112582782,0.017342332371501124,1812,51,"Look, wear the claws if you want, but I’m not going to the party dressed as a piece of tail!",278,1053,481,680
498,1.5716479017400204,0.01601253895405023,1954,52,You get one wish and you go for lobster claws?,265,1112,577,680
1,1.570455735987428,0.017153762752969776,1909,53,Your slow rollout of Halloween is annoying.,317,1147,445,680
257,1.5653638814016173,0.01809579190373871,1484,54,Well I feel like chicken but you don't see me sprouting feathers.,190,843,451,680
1713,1.5575275397796817,0.018036981564186157,1634,55,I just wish you were a little less shellfish at times,234,958,442,680
4618,1.5552523874488404,0.018233530868096547,1466,56,"So,what were your first two wishes?",179,832,454,680
1163,1.5535248041775458,0.017757617329877767,1532,57,"‘I thought you were joking when you said   
you clawed your way to the top!’",187,877,466,680
6121,1.5534682080924855,0.018932006512368538,1384,58,There was no need to freak out.  The melted butter was for your popcorn.,172,790,422,680
352,1.5526315789473684,0.019096355062827253,1482,59,"It's not me, it's you.",217,880,385,680
4271,1.5511022044088176,0.03180959892624744,499,60,"Yeah, but Edward Scissorhands hasn't been out of work for the last five years.",64,288,147,680
853,1.5510510510510511,0.019258220730108445,1332,61,Gloria complains about her husband having two left feet. She has no idea how lucky she is.,164,762,406,680
