caption,count,funny,precision,rank,score,somewhat_funny,target_id,unfunny,contest
"Next time, when they ask you if you want any toppings, you’d better be more specific than 'Yeah, a couple.'",11542,4513,0.0070797867522105085,1,2.173453474267891,4518,1354,2511,663
You said you were in the mood for a little Italian.,8137,2365,0.00836814070552,2,2.0116750645200936,3503,2989,2269,663
OMG...Remember us...we were on your wedding cake!,8982,2511,0.008293771515516636,3,1.9374304163883322,3398,4641,3073,663
I don't know either. We asked for a small table on the piazza.,8503,2338,0.00856294609205858,4,1.9201458308832178,3148,3491,3017,663
You ordered Basil and Olive? Here we are.,7820,2026,0.008907562657598742,5,1.8843989769820972,2864,1975,2930,663
"Well, you're not what we ordered either.",7740,1971,0.008889527388045538,6,1.8843669250645996,2903,1929,2866,663
"Hello , we’re the Toppings!",8790,2214,0.008359985339750329,7,1.8734926052332195,3250,2453,3326,663
Do you mind?  This is a personal pizza.,6389,1557,0.009719208903443913,8,1.8660197213961496,2419,1148,2413,663
"Finally, some service.",5154,1293,0.010974865121540209,9,1.862048894062864,1857,4400,2004,663
Didn't you order the two-person pizza?,6191,1235,0.009598505812575443,10,1.7804878048780488,2362,3324,2594,663
Would you mind leaving the lid open? We’d prefer to dine outside tonight.,4776,825,0.010461959704003928,11,1.769891122278057,2027,149,1924,663
We’d invite you to join us but there isn’t mushroom in here.,4322,869,0.011756158816626333,12,1.7343822304488663,1436,322,2017,663
Remember when you said there’s nothing worse than pineapple on pizza...?,2492,469,0.01520983804296855,13,1.723916532905297,866,3469,1157,663
Look up. You’re on someone’s pizza too.,2347,482,0.016225090391812202,14,1.707711972731146,697,2570,1168,663
You ordered a large pie and two sprites?,2194,411,0.016293805498539173,15,1.7060164083865086,727,4676,1056,663
"Well, we finally know what that plastic piece is for",1697,324,0.018672857054010443,16,1.7012374779021804,542,1652,831,663
"Oh, little tip... the mushrooms might be hallucinogenic.",3439,650,0.013086127641066973,17,1.6981680721139867,1101,2263,1688,663
"So he tells the genie, we want to eat pizza everyday and travel...",2111,383,0.01650064950861224,18,1.6958787304594978,703,4337,1025,663
Little Italy - what about you?,3297,542,0.012814954443045834,19,1.6936609038519868,1203,634,1552,663
The last thing we remember is the moon hit our eye.,3808,711,0.012419179537656562,20,1.690388655462185,1207,4866,1890,663
Do you mind? We’re trying to think inside the box.,5209,893,0.010338337570204154,21,1.69034363601459,1810,685,2506,663
"Hopefully, you two are vegetarians.""",3513,594,0.01254386499143743,22,1.6885852547680045,1231,4876,1688,663
"No idea. We were in our favorite pizza place, I told a joke, she said, 'Good Lord deliver us,' and the next thing we know....",3299,580,0.013151692446458084,23,1.676568657168839,1072,3709,1647,663
"It may be your night in, but it’s our night out.",3131,452,0.012735948346963665,24,1.67614180772916,1213,4378,1466,663
Did you order two nine-inch Italians?,5199,893,0.010417633744361275,25,1.6714752837084055,1705,3,2601,663
What did you think the shrimp special was?,2232,390,0.01602217412781411,26,1.6635304659498207,701,3355,1141,663
You wanted dates on your pizza? You got dates on your pizza.,1261,194,0.020551102480009662,27,1.6597938144329898,444,1487,623,663
You think YOUR dinner is ruined?... I was about to propose!,1491,224,0.018918351856813485,28,1.631120053655265,493,1907,774,663
Remember us from your wedding cake?,2806,408,0.013679414740944692,29,1.6261582323592303,941,610,1457,663
"Hi, we're the Toppings",3607,567,0.012336447145345587,30,1.6248960354865538,1120,1162,1920,663
"Could we have two more drops of Chianti, please?",1657,230,0.017602604414965674,31,1.620398310199155,568,369,859,663
What did you expect from Little Caesars?,3127,449,0.012934523539027824,32,1.6191237607930924,1038,2657,1640,663
We represent the shrinking middle class.,2573,396,0.014539515099509535,33,1.6187329965021375,800,1062,1377,663
"Honey, I don't think the kids will eat pizza with dates on it.",3729,583,0.012132252463633022,34,1.6181281844998658,1139,3590,2007,663
"Yes, we're ready to order.",2434,309,0.014227505552046703,35,1.6068200493015612,859,3473,1266,663
"Hey don't look at me, you're the one who said you were in the mood for a little Italian.",2255,267,0.014577457994337616,36,1.588470066518847,793,70,1195,663
You ordered two small vegans?,3450,477,0.012276331569606846,37,1.5820289855072465,1054,1009,1919,663
Finally. Could we please have our menus?,3186,417,0.012603766486709389,38,1.576271186440678,1002,2184,1767,663
You said you wanted us for dinner.,3060,559,0.014132906607878862,39,1.5660130718954248,614,1309,1887,663
"It's a long story, but trust us. Don't use the coupon.""",1809,252,0.017040581736897903,40,1.5599778883360973,509,3305,1048,663
"Hi, my name is Bob, this is my wife, Sally, and I am a candidate for the Democratic Party nomination for the presidency of the United States.",1270,211,0.02135997667584302,41,1.55748031496063,286,4156,773,663
Now you know what those little plastic things are for.,2218,302,0.015300903623929985,42,1.557258791704238,632,4995,1284,663
"If you don't like them, you can just pick them off.",1560,216,0.018336182312899033,43,1.5525641025641026,430,2732,914,663
Stop hovering. We'll give up the table when we finish eating.,1321,155,0.01912935402350235,44,1.5404996214988644,404,2574,762,663
We met in Little Italy.,1654,193,0.017077059496187996,45,1.5362756952841596,501,1965,960,663
"You ordered the small family size, right?",1642,190,0.01711163204612566,46,1.5304506699147382,491,2841,961,663
You're seriously ordering us to go?,1434,199,0.019170629219969038,47,1.5299860529986054,362,1921,873,663
"It turns out the apostrophe in ""Extra Small Meat Lover's"" makes a big difference",836,97,0.024006816878979875,48,1.5287081339712918,248,4383,491,663
"I told the genie, ""Make us a pizza"". The next thing you know, we're here.",1492,179,0.018118345147230368,49,1.522117962466488,421,917,892,663
"Hi, I'm Basil, and this is Olive",871,101,0.023534314509457376,50,1.507462686567164,240,3962,530,663
That's the last time I eat mushrooms as an appetizer.,1159,137,0.02049465206474766,51,1.5038826574633304,310,2353,712,663
"Stare all you want, we're not giving up the table.",1028,107,0.021121603249139035,52,1.5019455252918288,302,4253,619,663
"Well, you're not exactly what we ordered, either.",671,70,0.0261637569744755,53,1.4992548435171387,195,3733,406,663
"It wasn’t our idea either, we just asked for a little table for two.",1046,97,0.020413606899887117,54,1.4990439770554493,328,943,621,663
"Roger, I know said I  wanted 2 small vegetarians but did you have to be so literal?",1081,116,0.0207412223907189,55,1.4986123959296946,307,454,658,663
"I don't suppose you've seen our waiter, have you?",1039,100,0.020646614531537384,56,1.4966313763233878,316,4244,623,663
I'll bet you always wondered what these little tables were for.,1042,124,0.021651086601201512,57,1.4961612284069097,269,599,649,663
"This is what happens when they ask you if you want any toppings and you say ""yeah a couple""",640,71,0.02717396075193981,58,1.4953125,175,847,394,663
You ordered two small Sicilians.,1004,102,0.021255752838143266,59,1.495019920318725,293,1771,609,663
Wait'll you see the box YOU are in.,974,111,0.022160785339430594,60,1.4907597535934292,256,729,607,663
"""If  you boys would just call us more often, Dad and I wouldn't have to resort to this.",918,102,0.022688717784212255,61,1.4869281045751634,243,2920,573,663
We could ask you the same question.,892,99,0.02300945882293441,62,1.484304932735426,234,635,559,663
"I ordered a single topping pizza, not singles topping a pizza.",865,96,0.023365164784618243,63,1.4832369942196533,226,2379,543,663
This IS two small Sicilians and a plain.,865,94,0.023249351524419138,64,1.4820809248554914,229,4447,542,663
"Yeah, but things are gonna get even weirder when you look up.",549,58,0.028999574508032623,65,1.4790528233151183,147,574,344,663
"Are you implying that we are NOT ""hot and spicy""?",814,84,0.023678956141086383,66,1.4766584766584767,220,133,510,663
"Well, you did order a small Sicilian and a small Neapolitan, right?",784,70,0.02337582212735627,67,1.4732142857142858,231,256,483,663
I think we are ready to order.,758,71,0.024012675936850095,68,1.470976253298153,215,4006,472,663
"It does say, ""a unique, fine dining experience inside each box"".",659,67,0.026222765763458656,69,1.4704097116843702,176,1657,416,663
Close the box and walk away. You saw nothing.,728,74,0.02494515216387575,70,1.4697802197802199,194,2919,460,663
This is an awkward situation no matter how you slice it.,750,76,0.02455821187825312,71,1.4693333333333334,200,4817,474,663
Greetings from little Italy!,740,72,0.02450120985092161,72,1.468918918918919,203,213,465,663
I think it was the mushrooms.,735,75,0.02484445818965202,73,1.4680272108843537,194,131,466,663
"Take what you like,we can't eat all of it.",704,66,0.024910620968962155,74,1.4644886363636365,195,3547,443,663
Finally! No one has checked on our table in over half an hour!,695,68,0.025303268621218136,75,1.4633093525179857,186,3338,441,663
"Maybe next time pizza first, then drugs.",612,71,0.028046423978448035,76,1.4624183006535947,141,2473,400,663
"Well, we started out on wedding cakes but now we do just about anything, ‘xcept soup and barbecue.",675,68,0.025837318949732988,77,1.4607407407407407,175,1880,432,663
We got tired of standing on wedding cakes,670,69,0.026060358235741956,78,1.4597014925373135,170,3038,431,663
"Well, you did order a couple of small Vegans.",663,63,0.025731732840232696,79,1.458521870286576,178,3589,422,663
We aged-out of that bride and groom gig.,507,49,0.029538465253219334,80,1.457593688362919,134,4164,324,663
"We're from Little, Little Italy.",652,58,0.02558290807615377,81,1.4570552147239264,182,464,412,663
Wow that really does keep the cheese from sticking to the box,639,60,0.02613577351986462,82,1.4553990610328638,171,4071,408,663
"Maybe you're tiny people living in a pizza box too, you ever think of that?",633,61,0.026406806639391472,83,1.4549763033175356,166,1964,406,663
Our last gig was on a wedding cake.,628,60,0.026459031046508236,84,1.4538216560509554,165,270,403,663
You think we have it bad? You two are actually in a giant calzone.,608,66,0.027668031493614104,85,1.450657894736842,142,590,400,663
"Oh look, the show is starting.",591,57,0.027315795164756365,86,1.4483925549915397,151,2227,383,663
So that's what the little plastic thing is for.,586,57,0.027479307858327858,87,1.447098976109215,148,2787,381,663
"“Sorry, pal—we’re Little Conceivers.”",569,99,0.03236331358589424,88,1.444639718804921,55,284,415,663
Its hard to get a good table but the portions are quite large.,564,56,0.028125650774159235,89,1.4432624113475176,138,3699,370,663
"The tables are crappy plastic, but the pizzas are huge.",558,53,0.027999596125033114,90,1.4426523297491038,141,910,364,663
"Hi, there! We’re the Toppings!",554,58,0.028717299629707406,91,1.4422382671480145,129,1618,367,663
"Finish your wine, Honey, I think they're waiting on us to close up.",554,42,0.026837132886078263,92,1.4422382671480145,161,2958,351,663
"We're the Toppings. I'm Jim, and this is my wife Edna.",545,54,0.0285883897545096,93,1.4403669724770642,132,381,359,663
