caption,count,funny,precision,rank,score,somewhat_funny,target_id,unfunny,contest
I take this myself.  There is one side effect I should mention.,5072,1797,0.010926978256274556,1,2.094242902208202,1956,65,1319,673
I'm sure it works. I was involved in the original research.,10778,3478,0.0076564104476452045,2,2.0134533308591576,3967,922,3333,673
These should help with the hallucinations.,10424,3471,0.007924939795273136,3,2.011224098234843,3599,1319,3354,673
Don't worry. I wouldn't prescribe anything I haven't tested on myself.,8202,2258,0.008663793477197116,4,1.9301389904901243,3113,1936,2831,673
"No, I said I was a rodent scholar.",9395,2840,0.008550329931590687,5,1.9096327833954232,2866,1220,3689,673
I started in the lab and then went to medical school.,8786,2428,0.00850933799511737,6,1.9081493284771227,3123,890,3235,673
"Bring this up to the receptionist. You'll go down the hall and take a right, then another right, then a left, then a right again...",3759,990,0.013090777720731368,7,1.8643256185155626,1269,2127,1500,673
We take Blue Cross or Blue Cheese.,7823,2147,0.009287709473481098,8,1.8523584302697176,2374,541,3302,673
You came to the right place. I DO give a rat's ass about your problem.,4518,1209,0.012157605336040567,9,1.8428508189464365,1390,3051,1919,673
Why do you keep asking about side effects?,7950,1893,0.008773766307239588,10,1.8381132075471698,2877,442,3180,673
My father dragged slices of pizza down the subway stairs to put me through medical school.,3884,1002,0.012977272587602963,11,1.8347064881565396,1238,329,1644,673
"Rest assured, I was first in my maze.",3815,853,0.012609188435969271,12,1.8013106159895151,1351,1965,1611,673
I suggest more exercise.  Do you have a wheel at home?,6086,1334,0.009917175714831734,13,1.7998685507722643,2200,1044,2552,673
Stop the medication right away if your cats take sudden interest in you.,6713,1539,0.0096651962258036,14,1.785490838671235,2195,3683,2979,673
Most of us go into research,6274,1311,0.00966871639814278,15,1.7854638189352885,2306,2856,2657,673
"No pressure, but a lot of my best friends died so you could take this drug.",1131,251,0.023348801276168618,16,1.7789566755083996,379,3961,501,673
"Don't worry, I've never prescribed anything I haven't tested on myself.",998,178,0.02304930365197067,17,1.777555110220441,420,3363,400,673
"Of course there are no side effects, I take it myself.",7995,1674,0.008618358429268494,18,1.7738586616635397,2839,519,3482,673
Full disclosure: I participated in the clinical trials.,6878,1373,0.009145284077238316,19,1.7721721430648445,2565,3598,2940,673
"Don't worry, it was tested on people.",2591,471,0.014759737462928973,20,1.7221150135082979,929,3963,1191,673
"Go back to your cube, hit the lever two times and call me in the morning.",4844,947,0.01106146459400978,21,1.7200660611065235,1594,3971,2303,673
We're conducting tests on humans to determine if it's safe for rats.,3396,676,0.01331231966843958,22,1.715547703180212,1078,2517,1642,673
Usually you have to run a maze to get stuff this good.,5205,1043,0.010792452731461602,23,1.7112391930835735,1616,1413,2546,673
I’m sending you to the lab. It’s going to be a dog.,4601,1194,0.012587238175213839,24,1.700499891327972,835,7,2572,673
Here’s a referral to a cartoonist who can fix your eyeball.,2209,477,0.017065016844987256,25,1.69714803078316,586,2211,1146,673
There are no side effects to worry about.  I take this myself.,5669,950,0.009817476455873018,26,1.6971247133533252,2052,3402,2667,673
We're not all lawyers.,2068,415,0.017215731480631352,27,1.696808510638298,611,1093,1042,673
Side effects include seeing people for who they really are,1567,281,0.01920101694805,28,1.6732610082961072,492,3098,794,673
Here is your ID badge. welcome to the White House,1890,388,0.0182716331280484,29,1.673015873015873,496,89,1006,673
Ask my secretary to show you out. This place is a maze.,1529,244,0.018785746002257724,30,1.6729888816219751,541,1548,744,673
My nurses will help you navigate the insurance maze.,3527,591,0.012554518056530045,31,1.671392117947264,1186,3692,1750,673
"Remember during open enrollment, you chose Plan B?",1745,291,0.01783040809885618,32,1.670487106017192,588,2276,866,673
"Wolves on Wall Street, sharks in law: health care was my only choice.",1397,237,0.020040055509600353,33,1.669291338582677,461,706,699,673
It's totally safe. I've been on it for years.,4100,652,0.011484391108149168,34,1.665609756097561,1425,3136,2023,673
You remember how the Republicans said they had a great alternative to Obamacare?,1363,252,0.02086394392538014,35,1.6639765223771092,401,2137,710,673
Of course it's safe.  I take it myself.,3473,524,0.012322193479969384,36,1.6567808810826374,1233,1693,1716,673
"Doctorate...Doctor Rat.  Same diff, right?",1439,245,0.01984626460456705,37,1.6553161917998611,453,2154,741,673
This is for the hallucinations.,3620,547,0.012084884071881333,38,1.6538674033149172,1273,3994,1800,673
"It's just that, from my perspective, having three years to live is quite remarkable indeed.",1142,190,0.02213944901053789,39,1.6532399299474605,366,3852,586,673
"So, you’re a member at Mar-a-Lago? My family's been there for generations.",1249,237,0.02204018469083496,40,1.6525220176140913,341,2945,671,673
Be sure to take the pills with cheese.,3194,561,0.013461441651288463,41,1.6505948653725735,956,369,1677,673
Call me if you notice anything unusual.,3258,488,0.012733960214938765,42,1.6464088397790055,1130,1445,1640,673
"Not a prescription, two tickets to ""Cats"". I hate that show.",1658,277,0.018458352789474254,43,1.6399276236429432,507,112,874,673
"I’m the first of my 1,500 siblings to graduate from college.",1452,213,0.0190005692369322,44,1.6398071625344353,503,965,736,673
"Yes, it will cure your erectile disfunction but the major side effect is you end up with very small hands.",1371,233,0.02042242138269028,45,1.6360320933625092,406,4309,732,673
"Make your first right, your second left, go to the end, go right, then right, then left, then the second right, make the next left, then a left, then a left,  the next left, make a right, a right, and a left, and the pharmacy's right there.",1489,218,0.018777886686989157,46,1.6346541302887845,509,2225,762,673
I examined your stool sample. It was delicious.,1106,225,0.024069177742497925,47,1.6292947558770343,246,1774,635,673
