caption,count,funny,precision,rank,score,somewhat_funny,target_id,unfunny,contest
And I was promoted to branch manager.,188,40,0.057615542976316325,1,1.7340425531914894,58,3582,90,660
Tell the boss I'm working from the branch office today.,213,41,0.0528137025241661,2,1.7089201877934272,69,1762,103,660
I got rid of everything that didn’t bring me joy.,183,36,0.057793736202590464,3,1.6885245901639343,54,3169,93,660
I'm the new branch manager.,179,36,0.058885205440144486,4,1.687150837988827,51,5061,92,660
Are you here about the sublet?,165,30,0.05955481478123668,5,1.6787878787878787,52,5635,83,660
I come here to brood.,170,28,0.05695788417062132,6,1.6764705882352942,59,470,83,660
When he's no longer president.,188,40,0.05880082983511401,7,1.6702127659574468,46,4385,102,660
So you got my tweet.,202,31,0.051282077074372934,8,1.6683168316831682,73,337,98,660
I call it my branch office.,182,35,0.057931410818204326,9,1.6648351648351651,51,3530,96,660
"Well, well, well, if it isn’t my old accountant Jim who said I’d never afford a view of Central Park.",189,29,0.05330260770429357,10,1.6507936507936507,65,66,95,660
They made me a branch manager.,197,33,0.05364737269958428,11,1.6446700507614214,61,1290,103,660
I call it TRUNK TOWER.,179,34,0.05859566548136123,12,1.6368715083798884,46,595,99,660
One Central Park Nest.,173,29,0.05740553982934754,13,1.6358381502890174,52,4117,92,660
My 23 And Me results came back and I'm 8% Pigeon.,203,31,0.05162591733834302,14,1.6305418719211822,66,5523,106,660
"Prewar, park views, hardwood, no pets, birds ok.",184,31,0.05587513018721184,15,1.625,53,4571,100,660
I found a way to live on my Social Security!,179,31,0.05717811157760056,16,1.6201117318435754,49,3638,99,660
Does this hat make me look silly?,192,30,0.05357140151907956,17,1.6197916666666667,59,3508,103,660
I began tweeting ... and one thing led to another.,189,30,0.0542496191701218,18,1.619047619047619,57,5271,102,660
"“ I had a plan after college, but then my parents moved in with their parents.”",173,27,0.05651886182697125,19,1.6127167630057804,52,2180,94,660
It's illegal to sleep on the bench.,183,22,0.0512421670142365,20,1.6120218579234973,68,85,93,660
It's just until I pay down my student loans.,181,26,0.054041446497623484,21,1.6077348066298345,58,2574,97,660
"I wouldn't sit there, bud.",194,28,0.05230597860614094,22,1.6030927835051547,61,2238,105,660
"No,not full-time. I have a dog sitting gig during the week.",171,23,0.05469339888800513,23,1.6023391812865495,57,4841,91,660
We’re registered at Bird Bath & Beyond.,187,31,0.05544364386677856,24,1.5989304812834224,50,3436,106,660
"No, no, I'm just housesitting—the owners go south every winter.",171,24,0.05538056557034268,25,1.5964912280701755,54,4233,93,660
I'd sit on the far side of the bench if I were you.,195,36,0.0560849002855866,26,1.594871794871795,44,136,115,660
Go ahead and have a seat sir.  What's the worst that could happen?,182,28,0.05507240417541374,27,1.5934065934065933,52,3696,102,660
Are you here about the 'Cozy loft with park-view?',176,26,0.05540449092909491,28,1.5909090909090908,52,4829,98,660
You may now approach the bench.,192,31,0.054392265384591486,29,1.5885416666666667,51,3107,110,660
Are you the new branch manager?,203,26,0.04968843553599126,30,1.5862068965517242,67,3246,110,660
"Yes, I have two kids in college, how did you know?",193,29,0.053190362421514974,31,1.5854922279792747,55,4225,109,660
Corporate offered me a branch office position.,197,31,0.053342639395512655,32,1.583756345177665,53,1540,113,660
"The AirBnB listing said, ""Loft in the city, completely furnished, great park view, owners away south for the winter"".",188,30,0.05485922350432608,33,1.5797872340425532,49,1241,109,660
I just got promoted to branch manager.,180,27,0.05512558629308308,34,1.5777777777777775,50,1203,103,660
Our startup thought I was best suited for a branch office.,180,29,0.05624034812319112,35,1.5777777777777775,46,2254,105,660
It was this or move to Jersey.,167,26,0.05786225220341326,36,1.5748502994011977,44,1242,97,660
The ad said “Rent controlled with a birds eye view of Central Park West.”,181,22,0.05204329958206865,37,1.5745856353591159,60,3364,99,660
It just made sense considering how much I tweet,188,26,0.05278603004408633,38,1.574468085106383,56,1916,106,660
Did you get my tweet?,171,24,0.05559084932542188,39,1.5730994152046784,50,1663,97,660
Tweeting has a whole new meaning.,173,25,0.055708786626725085,40,1.5722543352601157,49,1652,99,660
"Who's homeless now, Gary?",202,26,0.05000608380560262,41,1.5693069306930694,63,3694,113,660
You and Mom never believed I'd be living on Central Park West.,188,27,0.05336046660855761,42,1.569148936170213,53,5118,108,660
It's just until the Airbnb couple leave my bedroom.,181,27,0.054953169507354,43,1.569060773480663,49,5290,105,660
All they know is that I live in a high rise on Park Avenue.,174,23,0.05427459478305336,44,1.5689655172413792,53,4761,98,660
You're gonna have to speak to the branch manager.,190,31,0.054995639511152036,45,1.568421052631579,46,26,113,660
Relax- they're not yours.,185,29,0.055115892589206766,46,1.5675675675675675,47,1810,109,660
My rent is peanuts. I sublet from a squirrel,198,27,0.0512986917691443,47,1.5656565656565655,58,2561,113,660
The ad said perfect for an empty nester seeking Central Park views and low utility costs.,181,26,0.054429159138606464,48,1.5635359116022098,50,2149,105,660
The good news is I moved out of my parents' place.,158,23,0.05849130112252735,49,1.5632911392405062,43,3987,92,660
"The listing said, ""cozy loft with a view of Central Park.""",185,22,0.05128637115730241,50,1.5621621621621622,60,2186,103,660
"I'm the sitter, may I take a message?",205,24,0.04852876226579888,51,1.5609756097560976,67,1277,114,660
And people are finally paying attention to my tweets.,186,28,0.05440477694913341,52,1.5591397849462365,48,2325,110,660
"I came to rescue a cat and then realized, ""Hey! This isn't so bad!""",178,20,0.0516158635215861,53,1.5561797752808988,59,1893,99,660
"It's the same rent as our apartment in Soho, but with more room.",178,29,0.056881606127977026,54,1.5561797752808988,41,4750,108,660
"Let's see those folks on ""Tiny Homes"" top this!",214,26,0.047955685470423004,55,1.5560747663551402,67,205,121,660
"I had a lousy divorce attorney.""",171,27,0.05753275557715561,56,1.5555555555555556,41,4794,103,660
You can follow me on Twitter.,182,27,0.054806759354493265,57,1.554945054945055,47,2631,108,660
