,target_id,mean,precision,count,score,caption,contest
0,1714,1.9282934963868816,0.019242993767635296,1799,1.9282934963868816,"Siri, how far can a hunchback jump?",588
1,4195,1.922362309223623,0.020110943700434574,1507,1.922362309223623,"I'm fine,Bob. Actually, I'm seeing a guy from Notre Dame now.",588
2,4212,1.912472647702407,0.01818135750402647,1828,1.912472647702407,"Is he religious? Mom, he’s practically a fixture at the church next door.",588
3,2065,1.9027472527472526,0.01811006996044948,1820,1.9027472527472526,Did I tell you I found someone to watch the place while we're away?,588
4,619,1.8763440860215055,0.019822125894782584,1674,1.8763440860215055,"Well, you know, it beats living next to Trump Tower.",588
5,2353,1.865546218487395,0.01893863243745576,1904,1.865546218487395,I don't have the heart to tell him I'm dating the Hunchback of Temple Beth Shalom.,588
6,3943,1.860923076923077,0.018697332146572355,1625,1.860923076923077,"It is a little awkward, but on the bright side, I haven’t seen a pigeon in days.",588
7,3447,1.8542600896860986,0.021521555174949525,1338,1.8542600896860986,"So then he said, ""What makes you think my name is Quasimodo?"" And I said, ""Just a hunch.""",588
8,2372,1.8534246575342466,0.0209243167940885,1460,1.8534246575342466,I thought his profile said he was a quarterback at Notre Dame.,588
9,3297,1.8467261904761905,0.030198642057011765,672,1.8467261904761905,"No, it's not the bells that bother me.",588
10,1106,1.8328690807799444,0.02112829456355571,1436,1.8328690807799444,"He's annoying, but he improves my wi-fi signal. I call him my quasi-modem.",588
11,1053,1.7986676535899333,0.021502077529637842,1351,1.7986676535899333,"Hi, this is Esmeralda on the 9th floor. I'd like to report a peeping literary allusion.",588
12,2418,1.7767475035663338,0.020346268573889745,1402,1.7767475035663338,"We got the price down a little because of, what they referred to as, a quasi-obstructed view.",588
13,903,1.7628979143798025,0.025728922996620846,911,1.7628979143798025,"I can't remember his name, but his face rings a bell.",588
14,1836,1.752212389380531,0.01851144713697995,1695,1.752212389380531,"My new neighbor? Someone pretty high up in the church, I think",588
15,1896,1.747191011235955,0.02197875330685015,1246,1.747191011235955,"Well, he's not as creepy as the guy I met at the opera.",588
16,2020,1.7301173402868317,0.019369421457543355,1534,1.7301173402868317,"Yes Mother, I'm seeing someone!",588
17,2121,1.7255501222493888,0.018482826896445193,1636,1.7255501222493888,"He's single, enjoys climbing and lives right next door.",588
18,3709,1.7017857142857142,0.022989786414927542,1120,1.7017857142857142,Apparently it's rent controlled and they can't get rid of him.,588
