,caption,count,funny,precision,rank,score,somewhat_funny,target_id,unfunny,contest
0,I wear the pants but my wife controls them.,162,42,0.06742378374368466,1,1.691358024691358,28,4419,92,638
1,"I wear the pants, but my wife has the remote.",155,31,0.06390578494391523,2,1.6451612903225807,38,5015,86,638
2,Nothing you buy on a 2 am informercial is ever a good idea.,164,27,0.05868043077169408,3,1.6341463414634145,50,2355,87,638
3,"To be honest, I’m kind of flying by the seat of my pants.",183,28,0.0547048250256659,4,1.6065573770491803,55,4828,100,638
4,Seriously? You've never tried a pair of hoveralls?,163,30,0.06131560061580757,5,1.5950920245398772,37,3197,96,638
5,"This is Otto, the other is Hannah — they’re palindrones.",164,30,0.06115304126452025,6,1.579268292682927,35,4270,99,638
6,The puppy wasn't attracting the type of women I'm interested in.,163,26,0.05895894632902172,7,1.5766871165644172,42,5093,95,638
7,It’s not so bad. I had helicopter parents.,164,26,0.05874841653000914,8,1.5670731707317074,41,482,97,638
8,And that’s when I just decided to fly by the seat of my pants!,163,24,0.057752609625017395,9,1.5644171779141105,44,5392,95,638
9,My wife forgave me for the affair.  With conditions.,187,34,0.05729022375096511,10,1.5561497326203209,36,4056,117,638
10,"I'm Adam, your Lift driver.",164,31,0.06195531956727335,11,1.548780487804878,28,2390,105,638
11,We didn't understand cargo pants at first either.,135,19,0.06284090533180428,12,1.548148148148148,36,188,80,638
12,"Hi, I’m your Uber ride.  Grab my hand.",144,23,0.06300784351958369,13,1.5416666666666667,32,1819,89,638
13,This is much better.  I used to fly by the seat of my pants.,161,23,0.057775661677634566,14,1.5403726708074534,41,4908,97,638
14,"In hind sight, I should have agreed to an ankle monitor.",165,25,0.05798856177001159,15,1.5393939393939393,39,2230,101,638
15,YOU can wait for the walk sign.,171,21,0.053915464662531505,16,1.5380116959064327,50,617,100,638
16,Always wanted to fly by the seat of my pants.,169,25,0.05694602977406531,17,1.532544378698225,40,1489,104,638
17,I like to fly by the seat of my pants.,156,24,0.05992818406420636,18,1.5320512820512822,35,130,97,638
18,The only danger is if they see a squirrel.,170,23,0.05545525321213948,19,1.5294117647058822,44,1666,103,638
19,My wife has the remote,157,23,0.058953050432759294,20,1.5286624203821657,37,2673,97,638
20,I see yours are still analog.,176,22,0.05340909090909092,21,1.5284090909090908,49,3074,105,638
21,"No - I can't fly yet, but I can hit a high C.",150,21,0.059600959908990385,22,1.5266666666666666,37,2875,92,638
22,First time in the Bay Area?,173,22,0.054113288723100006,23,1.5260115606936415,47,3276,104,638
23,I've got them set between low-rider and full wedgie.,155,25,0.06094870952179929,24,1.5225806451612902,31,1617,99,638
24,I’d wait for the next upgrade. There’s a wedgie issue.,182,26,0.05437902851091832,25,1.521978021978022,43,2615,113,638
25,My wife is at the controls . . . long story.,163,23,0.0572921646610789,26,1.521472392638037,39,1463,101,638
26,The only problem with them is if there's a strong gust of wind my voice goes up an octave.,160,24,0.05879547951968488,27,1.51875,35,3289,101,638
27,SkyMall. Why do you ask?,174,27,0.0568970047275713,28,1.5172413793103448,36,2173,111,638
28,The good news is that I get uptown in 10 minutes. The bad news is that I land with one hell of a wedgie.,153,19,0.0572448010592604,29,1.5163398692810457,41,3490,93,638
29,It was either this or an ankle monitor.,146,23,0.06242355766821597,30,1.5068493150684932,28,4553,95,638
30,Mr. Smith? I’m your Uber ride.,160,22,0.05677168981236108,31,1.50625,36,4131,102,638
31,It's called upward mobility.,172,22,0.054385463713680776,32,1.505813953488372,43,5075,107,638
32,Turns out you don't have to put on your pants one leg at a time.,182,23,0.05270144531112879,33,1.5054945054945055,46,2566,113,638
33,"Alexa, hold up my pants!",163,24,0.057973446355877624,34,1.5030674846625767,34,4922,105,638
34,You must be the fellow who ordered a friend on Amazon.,161,19,0.055114381065134846,35,1.4968944099378882,42,5115,100,638
35,It’s the convenience of suspenders without the ridiculous look.,153,21,0.05874225168773347,36,1.4967320261437909,34,1395,98,638
36,Ask me where I keep the remote.,149,16,0.056037743067406415,37,1.4966442953020134,42,3115,91,638
37,The judge said it was either this or the ankle bracelet.,174,25,0.05573073644621069,38,1.4942528735632183,36,4673,113,638
38,"Hi, I'm Steve from Amazon Cloud Services.",152,17,0.0559985264903355,39,1.486842105263158,40,4915,95,638
39,I'm flying by the seat of my pants.,169,19,0.05315259037795793,40,1.485207100591716,44,1856,106,638
40,"Well, I guess I’m going to take off.",165,22,0.05611601105458705,41,1.4848484848484849,36,5219,107,638
41,Actually my wife has the controls.,159,17,0.05416741843546321,42,1.4842767295597483,43,2897,99,638
42,Well I'm off.  My Lyft is here.,159,18,0.05489736529071835,43,1.4842767295597483,41,5188,100,638
43,Amazon sent me. Your book is backordered.,157,22,0.058287594728908695,44,1.484076433121019,32,570,103,638
44,You're experiencing what is known as 'disbelief of suspension'.,145,17,0.05798619887645719,45,1.4827586206896552,36,4238,92,638
45,"Yeah, I had helicopter parents, why",170,20,0.053569768640538425,46,1.4823529411764707,42,3536,108,638
46,They're my emotional support drones.,191,25,0.05188267703387433,47,1.4816753926701571,42,3533,124,638
47,I said I BARELY NOTICE THEM ANYMORE!,154,19,0.05695851925548873,48,1.4805194805194806,36,2301,99,638
48,"All I said was: ""Hey Alexa I need a lift,"" and this happens...",160,20,0.056042156190141815,49,1.475,36,2553,104,638
49,They keep dropping me off at Amazon.,160,25,0.05944581592884852,50,1.475,26,3560,109,638
50,"At first it was just a joke, but then I got the Department of Defense contract.",160,16,0.053162560713675366,51,1.475,44,4438,100,638
51,You act like you've never seen a pair of chastity drones before.,158,20,0.056575502453953014,52,1.4746835443037976,35,2381,103,638
52,"As you probably guessed, I'm single.",169,21,0.05443496016823787,53,1.4733727810650887,38,2502,110,638
53,I lost the car in the divorce.,186,19,0.049515405649398776,54,1.4731182795698925,50,3386,117,638
54,I hope I have been ordered by a nice family,146,18,0.057662878901077505,55,1.4726027397260273,31,752,97,638
55,It's just until the sexual assault charges are dropped.,174,23,0.0544834959119878,56,1.471264367816092,36,4706,115,638
56,They're great until your kid steals the controller.,172,21,0.05371252236913112,57,1.4709302325581395,39,3304,112,638
57,"The battery life is pretty short, and that’s led to a couple of embarrassing incidents.”",187,20,0.04989444187656737,58,1.4705882352941178,48,5095,119,638
58,"One leg at a time, that's how.",183,23,0.05243849555599227,59,1.469945355191257,40,4430,120,638
59,Guess who just put his pants on TWO legs at a time?,162,15,0.05193358075979278,60,1.4691358024691359,46,5302,101,638
60,No lines ... no tickets ... just fly by the seat of your pants.,160,18,0.054601094138598316,61,1.46875,39,257,103,638
61,Yes I'm single. Why do you ask?,165,20,0.05473400932052743,62,1.4666666666666666,37,773,108,638
62,"Plus, with the turbo option, I can go up a full octave.",180,27,0.05537525055185705,63,1.4666666666666666,30,942,123,638
63,Best part? I can use Tesla charging stations.,163,18,0.05384708291242399,64,1.4662576687116564,40,1680,105,638
64,It’s not so much about holding up my pants as it’s about attracting venture capitalists.,148,15,0.055424236370484915,65,1.4662162162162162,39,1388,94,638
65,They're controlled by a joystick in my pants.,161,22,0.057125132276659635,66,1.4658385093167703,31,1317,108,638
66,"Alexa, fix my wedgie.",159,21,0.05697847653963456,67,1.4654088050314464,32,4313,106,638
67,It's the hot new fashion...hoveralls,142,17,0.05755478585128057,68,1.4647887323943662,31,1273,94,638
68,Gotta go.  My Lift is here.”,170,20,0.05351814617362404,69,1.464705882352941,39,5186,111,638
69,It's better than flying by the seat of my pants!,153,19,0.05718585668008692,70,1.4640522875816993,33,270,101,638
70,They're just for technical support,132,12,0.05731814117039322,71,1.4621212121212122,37,3709,83,638
71,"OK, you have the remote, right?",158,18,0.05508569032142656,72,1.4620253164556962,37,1871,103,638
72,"And now, when people say, ""He puts his pants on just like you and me,"" you'll know just how wrong they are.",143,18,0.05935504071095189,73,1.4615384615384615,30,1824,95,638
73,"Ya, you get a wedgie.  But I can be in Hoboken in five minutes.",156,18,0.05332967474885326,74,1.4615384615384615,34,2815,104,638
74,I prefer to fly by the seat of my pants.,180,17,0.04943120851723304,75,1.461111111111111,49,2086,114,638
75,"You also get an owner’s manual, a pack of adult diapers and a barf bag.",148,18,0.05782919417930753,76,1.4594594594594594,32,1786,98,638
76,"Hi, I'm the drinking buddy you ordered from Amazon Prime.",181,24,0.053410173271973234,77,1.4585635359116023,35,623,122,638
77,They're my suspenders of disbelief.,155,19,0.056603124226281894,78,1.4580645161290322,33,746,103,638
78,I'm here for your Amazon return.,166,20,0.05444962410732784,79,1.4578313253012047,36,1609,110,638
79,"Sure, but once he builds that wall, these babies will sell like hot tamales.",171,21,0.0538893401150774,80,1.456140350877193,36,3321,114,638
80,I admit it can be a little embarrassing when the batteries get low.,178,18,0.05043467800987305,81,1.4550561797752808,45,4793,115,638
81,"Hi!  I'm Joe, the personal assistant you ordered from Amazon.",154,15,0.05379330321944897,82,1.4545454545454546,40,4823,99,638
82,Of course my wife has the remote control.,165,20,0.05468078801162,83,1.4545454545454546,35,5299,110,638
83,AirUber.  Where to?,163,16,0.052363985445422305,84,1.4539877300613497,42,2513,105,638
84,I place an order on Amazon and - Pow! - these babies deliver ME to my stuff!,170,23,0.05538321058165751,85,1.4529411764705882,31,1770,116,638
85,The balloons looked ridiculous.,164,18,0.05353358324032581,86,1.451219512195122,38,133,108,638
86,Are you the one who called Amazon Customer Support?,164,23,0.05692036568738006,87,1.451219512195122,28,922,113,638
87,"Why, yes, I am Mr. Fancypants.",173,23,0.0546384473193283,88,1.4508670520231215,32,643,118,638
88,My wife got the bra version.,171,20,0.0532169412944158,89,1.4502923976608186,37,1647,114,638
89,I have a mini one to do my zipper.,178,26,0.05521290768950007,90,1.449438202247191,28,3799,124,638
90,"Hi, i’m Your Lyft driver.",178,21,0.052259595436486055,91,1.449438202247191,38,3974,119,638
91,"Wow, you're still using analog suspenders?",167,15,0.05072071482394938,92,1.4491017964071857,45,238,107,638
92,I’ve been sent here to see if there is anything we can do to stop you from dropping your Amazon Prime.,172,20,0.052971368911569866,93,1.447674418604651,37,2391,115,638
93,The only thing I don't like about them is I have to call the FAA every time I want to take off  my pants.,170,18,0.05211286895525058,94,1.4470588235294117,40,4650,112,638
94,yeah...product of helicopter parents,170,19,0.0527765549749261,95,1.4470588235294117,38,5161,113,638
95,"No one thought the iPhone would catch on, either!",150,13,0.053123187778889906,96,1.4466666666666668,41,3336,96,638
96,I have a patent suspending.,159,19,0.05546899197843859,97,1.4465408805031446,33,1366,107,638
97,"Unfortunately, I left the remote in my other pants.",186,21,0.05055988924251111,98,1.446236559139785,41,1852,124,638
98,"Sir, your Lyft has arrived.",186,22,0.051131448629808944,99,1.446236559139785,39,3608,125,638
99,The hip-hop setting is eight inches lower.,148,18,0.057753958693635456,100,1.445945945945946,30,904,100,638
100,"By design, I fly by the seat of my pants!",148,16,0.0561396688454045,101,1.445945945945946,34,4514,98,638
