,caption,count,funny,precision,rank,score,somewhat_funny,target_id,unfunny,contest
0,Do you want to go for L-U-N-C-H and maybe a W-A-L-K?,169,43,0.0626146762733916,1,1.816568047337278,52,4305,74,658
1,"They're quiet now, but wait until the mail is delivered.",179,46,0.061091951284503225,2,1.8156424581005586,54,1858,79,658
2,"I got a ""You're a good girl. Yes you are"" on my performance review.",163,41,0.0640473327691689,3,1.7975460122699387,48,4549,74,658
3,All I did was pat him on the head and now he's reporting me to HR.,180,50,0.06337165469188472,4,1.7944444444444445,43,1733,87,658
4,"Once you tell them to sit and stay, they actually get a lot of work done.",178,41,0.059743802294835786,5,1.7808988764044944,57,4846,80,658
5,"I've only worked here one year, but it feels like seven.",186,47,0.06089313888724642,6,1.7634408602150538,48,4193,91,658
6,Well I think I know why all the office plants are dying.,172,37,0.05981371649446416,7,1.7616279069767442,57,2263,78,658
7,Stan was fired...he attacked the FedEx guy again.,195,42,0.056364579108479196,8,1.7538461538461538,63,285,90,658
8,"All my evaluation said was ""Good girl.""",163,38,0.06356304285305472,9,1.7484662576687116,46,1621,79,658
9,Don't say anything but I'm going for a w-a-l-k at lunchtime.,173,36,0.05948619387717553,10,1.739884393063584,56,2211,81,658
10,"If you think it noisy now now, wait until the mailman comes by.",168,39,0.06275111812263774,11,1.7380952380952381,46,4165,83,658
11,You should have been here last week when someone rang the doorbell!,177,44,0.06271336820381267,12,1.734463276836158,42,3992,91,658
12,Do you want to go for a W-A-L-K?,169,38,0.06209662446513797,13,1.727810650887574,47,2573,84,658
13,"Well I’m leaving at five, even if the boss says, ""Stay.",179,35,0.057566240792038564,14,1.7262569832402235,60,173,84,658
14,Want to go for a W-A-L-K?,183,41,0.05972044133200641,15,1.721311475409836,50,253,92,658
15,"It's 2019 Jim, you can't just rub your coworker's belly and not expect an email from HR.",175,34,0.058239074678226345,16,1.72,58,3355,83,658
16,I need to get out of the office for a bit. Wanna go for a W-A-L-K with me?,179,40,0.06046014258457868,17,1.7150837988826815,48,1839,91,658
17,The glass ceiling was bad enough but having to deal with invisible fencing is outrageous.,188,46,0.060923918078267914,18,1.7127659574468086,42,5583,100,658
18,Fine. You’re a good boy too.,181,37,0.05838547353555711,19,1.712707182320442,55,5501,89,658
19,It's like...whose butt do I have to sniff to get a promotion around here?,191,44,0.059195093296682155,20,1.712041884816754,48,1332,99,658
20,"Okay, you open the window and I'll throw the ball.",159,34,0.06330966247552225,21,1.7106918238993711,45,185,80,658
21,Wanna go for a w-a-l-k?,175,35,0.059039143414167036,22,1.7085714285714286,54,3265,86,658
22,I need some fresh air. Do you want to take a W-A-L-K?,169,35,0.060872975787025496,23,1.7041420118343196,49,2677,85,658
23,All I’m saying is that if they can operate a computer they should be able to pick up their own damn poop.,195,43,0.05788334453116555,24,1.7025641025641025,51,4847,101,658
24,"You want to yell “Squirrel,” or can I?",182,37,0.05840739457546512,25,1.6978021978021978,53,2807,92,658
25,Want to go for a 'W-A-L-K' at lunch?,168,31,0.0589561612924063,26,1.6964285714285714,55,4926,82,658
26,I've seen his browsing history. He's not such a good boy.,171,39,0.062673806353632,27,1.695906432748538,41,395,91,658
27,"They're extremely smart, but watch where you step.",167,31,0.059282056548137216,28,1.6946107784431137,54,1812,82,658
28,"Got a ""good girl"" on my review, so yeah I'm happy.",204,35,0.05236236060243126,29,1.6911764705882353,71,5028,98,658
29,"Yes, you're a good boy, too.",176,36,0.05971047570645296,30,1.6875,49,5445,91,658
30,Every year here feels like seven.,184,37,0.05811376164658795,31,1.684782608695652,52,3430,95,658
31,I can not believe he asked me to walk him home,211,41,0.05368924318472804,32,1.6824644549763033,62,2910,108,658
32,"Management wants me to roll over, and I just won't do it.",195,41,0.057318523625434666,33,1.682051282051282,51,5261,103,658
33,"OK, fine, yes, you're a ""good boy"" too.
Don't be so fragile.",176,39,0.061417725079614724,34,1.6818181818181819,42,2279,95,658
34,You wanna get out of here?  Maybe take a w-a-l-k?,183,43,0.061501592401390415,35,1.6775956284153006,38,1728,102,658
35,I could use a break. Do you wanna go for a W-A-L-K?,186,37,0.05772122354972039,36,1.6774193548387097,52,156,97,658
36,"Down the hall, second hydrant on your left.",195,31,0.05259487954775867,37,1.676923076923077,70,3075,94,658
37,"Yeah, for now. Watch what happens when the UPS guy shows up.",156,28,0.06111959390553866,38,1.6730769230769231,49,3415,79,658
38,"I don't think you have a clue what it's like for me, being the only woman in this office.",182,38,0.05939707291315664,39,1.6703296703296704,46,1059,98,658
39,Whose belly do I have to rub to get the password?,166,35,0.06243714866309652,40,1.6686746987951808,41,4513,90,658
40,It's nice and quiet until the UPS truck pulls up.,169,36,0.06208655501433284,41,1.668639053254438,41,5377,92,658
