,rank,caption,score,precision,count,unfunny,somewhat_funny,funny
0,1,"Well, that explains our relentless hunt for tuna.",1.7868284228769498,0.03258012645680772,577.0,251.0,198.0,128.0
1,2,Call him Ishmeow.,1.7448770491803278,0.025882376637258786,976.0,475.0,275.0,226.0
2,3,The Canary Islands? Who told him we should go there?,1.7358490566037736,0.038250867954302055,424.0,202.0,132.0,90.0
3,4,Am I the only one who misses the parrot?,1.7054507337526206,0.02486777960368746,954.0,463.0,309.0,182.0
4,5,Well what do you think happened to the parrot?,1.6833855799373039,0.0417738642225026,319.0,155.0,110.0,54.0
5,6,"That's Ahab's brother, Rehab. He's in pet therapy.",1.6737739872068231,0.02639164881709177,938.0,509.0,226.0,203.0
6,7,Apparently the cat cost him an arm and a leg.,1.67109634551495,0.044452936303737485,301.0,155.0,90.0,56.0
7,8,He calls it Ishmeow,1.6596736596736597,0.026506569935430872,858.0,454.0,242.0,162.0
8,9,I killed 20 mice this morning but does he rub my belly?,1.6425438596491229,0.03558529379375596,456.0,242.0,135.0,79.0
9,10,But I thought Persians weren't allowed in under the travel ban...,1.617363344051447,0.045485571622531716,311.0,182.0,66.0,63.0
10,11,Aye! He's not the same old Ahab since that anger management class.,1.6139240506329111,0.06267742440060195,158.0,91.0,37.0,30.0
11,12,"Oh sure, he likes the cat now but in two weeks I guarantee you I'm the one taking care of it.",1.6074074074074074,0.06658062133410615,135.0,77.0,34.0,24.0
12,13,"It's agreed then, we'll tell people the captain was obsessed with a great white whale.",1.6012461059190033,0.030223907496158626,642.0,367.0,164.0,111.0
13,14,I swear I've thrown the same cat overboard 8 times already.,1.594890510948905,0.04537849267654629,274.0,155.0,75.0,44.0
14,15,Since when do we have a pension plan?,1.5879873551106427,0.025300984269400396,949.0,564.0,212.0,173.0
15,16,Funny.. I always thought he was a whale person.,1.5809523809523809,0.04986283521748835,210.0,117.0,64.0,29.0
16,17,"I guess it's a match made in heaven. He get's a companion, the cat gets a scratching post.",1.573643410852713,0.05903700082065048,129.0,68.0,48.0,13.0
17,18,"He is rich and famous, he can grab one whenever he wants",1.5698924731182795,0.046037248904719115,279.0,168.0,63.0,48.0
18,19,This service animal thing is getting way out of hand.,1.5483870967741935,0.06998823353739131,124.0,78.0,24.0,22.0
19,20,"Strangely, it's the hat that bothers me the most.",1.5483333333333331,0.030237344070573036,600.0,361.0,149.0,90.0
20,21,"Ruins strikin' terror into prisoners' hearts, don't he?",1.546979865771812,0.03184778900017071,596.0,376.0,114.0,106.0
21,22,We'll see how affectionate he is when he finds out who ate his parrot.,1.5314960629921262,0.033118477540700075,508.0,316.0,114.0,78.0
22,23,She's just using him for his scratching post.,1.5300353356890457,0.04195775069911496,283.0,168.0,80.0,35.0
23,24,So it will be fiction. Tell Herman to make it a whale.,1.5292553191489362,0.03687031051939882,376.0,226.0,101.0,49.0
24,25,"Since Ahab had him neutered, we call him Moby Dickless",1.5274949083503055,0.0350981960334169,491.0,319.0,85.0,87.0
