,rank,caption,score,precision,count,unfunny,somewhat_funny,funny
0,1,So much for the suggestion box being anonymous,2.082170193606484,0.011592466394245046,4442.0,1158.0,1761.0,1523.0
1,2,"Don't worry, Ken's in stocks. You'll be working in bonds.",2.0762545556490046,0.012901634824415809,3567.0,933.0,1429.0,1205.0
2,3,"Whatever you do, don't take the stock option.",2.0733269292347103,0.014077466788998887,3123.0,860.0,1174.0,1089.0
3,4,Let's see him check his phone during a meeting now.,2.058666666666667,0.012484095569406068,3750.0,992.0,1546.0,1212.0
4,5,It was a very hostile takeover.,2.0342982242763314,0.012159502858830615,4111.0,1181.0,1608.0,1322.0
5,6,"I thought they were putting art in the lobby, not Art in the lobby.",1.9993975903614456,0.013732511698213346,3320.0,1040.0,1242.0,1038.0
6,7,It says very clearly that there are penalties for early withdrawal.,1.999243761028485,0.012244929990887634,3967.0,1181.0,1608.0,1178.0
7,8,He chose the stock option.,1.9955303933253876,0.013555513393027848,3356.0,1042.0,1287.0,1027.0
8,9,We've found it more cost-effective than a motivational speaker.,1.9276139410187667,0.0203382558170788,1492.0,518.0,564.0,410.0
9,10,Tom actually believed that the CEO wanted his honest opinion.,1.927381745502998,0.020401092600271297,1501.0,527.0,556.0,418.0
10,11,It's the only treatment for carpal tunnel syndrome that's still covered by our company's health plan.,1.9243243243243244,0.03416157838096548,555.0,202.0,193.0,160.0
11,12,Ted's in stocks. You'll be working primarily with bonds.,1.898142937535172,0.012972874150432656,3554.0,1262.0,1392.0,900.0
12,13,Our employee retention program is unmatched in the industry.,1.89119170984456,0.019902838371721663,1544.0,565.0,582.0,397.0
13,14,I'm liking the new policy on sexual harassment.,1.8839080459770117,0.015499261759501146,2610.0,987.0,939.0,684.0
14,15,"Now he'll think twice before hitting ""reply all.""",1.878367346938776,0.02195701863633153,1225.0,445.0,484.0,296.0
15,16,That's Dave. He's in stocks.,1.8720626631853785,0.01741525050483666,1915.0,694.0,772.0,449.0
16,17,I prefer bonds. With stocks it's too easy to get locked in.,1.8699148533585617,0.016856497481942557,2114.0,790.0,809.0,515.0
17,18,"Yep, he's the one who hit ""reply all"".",1.8681887366818877,0.01370384690430694,3285.0,1258.0,1202.0,825.0
18,19,"He hit ""Reply All"".",1.8634920634920635,0.01579180470088501,2520.0,987.0,890.0,643.0
19,20,So we finally figured out whose car had the Trump bumper sticker on it.,1.8414450577019568,0.018122715236846203,1993.0,835.0,639.0,519.0
20,21,It's uncanny how his eyes seem to follow you.,1.8169705469845725,0.02098939651948797,1426.0,602.0,483.0,341.0
21,22,That's who you'll be replacing.,1.8112600536193029,0.017736161667992266,1865.0,756.0,705.0,404.0
22,23,There's a substantial penalty for early withdrawals.,1.785177766649975,0.01694740998789005,1997.0,833.0,760.0,404.0
23,24,Mondays are torture.,1.7804014167650533,0.026551269851935608,847.0,366.0,301.0,180.0
24,25,They do things a little differently at the New England branch.,1.776102735901731,0.01817683241598831,1791.0,775.0,642.0,374.0
25,26,"Mitch, for what it's worth, I actually loved that Facebook post.",1.7742927429274291,0.01933872672319049,1626.0,719.0,555.0,352.0
26,27,"Around here, there IS such thing as a stupid question.",1.77262313860252,0.018267675139166027,1746.0,752.0,639.0,355.0
27,28,You don't request a standing desk at a chair company.,1.7696177062374243,0.02478308444983894,994.0,444.0,335.0,215.0
28,29,He re-heated fish in the microwave.,1.7607223476297968,0.025931600778032804,886.0,395.0,308.0,183.0
29,30,We're not allowed to publicly shame people on social media anymore.,1.7536793183578618,0.021188343647087292,1291.0,572.0,465.0,254.0
