target_id,score,precision,count,rank,caption,funny,unfunny,somewhat_funny,contest
2405,1.9226077011056042,0.007731211523358081,10492,1,"First day on Wall Street, sir?",2913,3724,3853,690
1300,1.8941081517352705,0.00704526282476059,12390,2,"Why yes, I always do dress to kill.",3222,4533,4635,690
1740,1.8917805818436733,0.007558310567765615,11412,3,Now that’s what I call a dinner jacket.,3169,4404,3839,690
778,1.8599906738167404,0.00865777069112804,8578,4,I'll take this and the granny dress.,2241,3442,2895,690
4023,1.8503478955172807,0.008354187909381722,8767,5,Perfect! I'm surprising someone for dinner.,2124,3436,3207,690
3660,1.8330045095828635,0.009302855517411916,7096,6,"This is more practical for work, but the Zebra is just so fun.",1685,2870,2541,690
2430,1.8163406214039126,0.011649365710160765,4345,7,I don't know. Do you think it makes my teeth look big?,955,1753,1637,690
3924,1.8080614203454894,0.03817432940849434,521,8,"Dress for the meal you want, not the one you have.",157,257,107,690
1093,1.8014673188083592,0.008436534593901396,8996,9,It’s so ewe!,2164,3950,2882,690
1625,1.801351815786459,0.008483812325007006,8729,10,Would you like to try on a different metaphor?,2047,3781,2901,690
4094,1.8004062976130015,0.008280322292361449,9845,11,It's from our new White House collection.,2536,4501,2808,690
3903,1.800189663347558,0.007682314984498107,10545,12,This should get me through the primaries.,2438,4545,3562,690
2218,1.7957678355501814,0.009163350633830523,8270,13,Why bother?  The sheep will still vote for me even if I eat one on Fifth Avenue.,2199,3888,2183,690
1385,1.7794227605802302,0.009285248839092866,6687,14,"I want something that says, 'I'm approachable.'",1357,2833,2495,690
3508,1.76315454197987,0.00886477291644185,7849,15,Could you pull the wool over my eyes?,1711,3570,2568,690
3510,1.7261462205700124,0.010239707068592932,5649,16,I love that it's 100% wool.,1111,2658,1880,690
938,1.7253166753427034,0.010432628193153659,5763,17,Our D.C. store can't keep these in stock.,1233,2816,1714,690
321,1.723756906077348,0.00825520974390683,8326,18,Do my teeth look big in this?,1531,3832,2963,690
2213,1.721998078770413,0.0105253013144866,5205,19,It's a formal dinner. Do you have it in black?,978,2425,1802,690
3079,1.7005745903383698,0.010776434375357417,4699,20,Love it — perfect for a quick bite or an evening out.,789,2196,1714,690
4130,1.6862703165098374,0.010780865784911223,4676,21,Sometimes you just have to go with the classics.,767,2234,1675,690
3144,1.6806486823639482,0.009653473049838076,6413,22,"It won't fool Grandma, but the Electorate...",1219,3267,1927,690
2835,1.6643531906689801,0.010427056966229902,5187,23,You look absolutely ravenous.,884,2625,1678,690
823,1.657552428988585,0.012120936322177025,3767,24,Dressed to kill as usual I see.,618,1908,1241,690
442,1.630296090299362,0.009438509086559688,6113,25,Do you have it in black?,952,3212,1949,690
3441,1.6152116131670415,0.010597071345445167,4891,26,Is my intent showing?,764,2646,1481,690
3781,1.6108490566037736,0.014103073290292357,2544,27,And you're sure I'll blend in?,341,1331,872,690
2036,1.608260019550342,0.011487335821124019,4092,28,"Of course it's not you,  but isn't that the point?",617,2220,1255,690
3364,1.6073727325921592,0.010304597903870305,5127,29,"It's very ewe, Sir.",801,2826,1497,690
1542,1.6019913198876692,0.011746580720732295,3917,30,"Sir, allow me to offer you an alternative to the cliche.",589,2148,1180,690
678,1.6013071895424837,0.013662614852200846,2907,31,It's an off-the-rack of lamb.,440,1599,868,690
2965,1.5998125585754452,0.012959606878734323,3201,32,This really isn’t me. I’ll take it.,476,1757,968,690
2692,1.595460072963113,0.014415797062876242,2467,33,I still can't believe this works every year.,335,1333,799,690
3884,1.5951367781155015,0.013685706606021307,3290,34,"On second thought, let me try the one with the orange face and the tiny hands again.",617,1949,724,690
3149,1.5836972343522562,0.01906750171033845,1374,35,Don't bother with wrapping; I'm wearing it straight to work.,176,748,450,690
3654,1.57919621749409,0.02441687360246889,846,36,They say cliche- I say classic.,110,466,270,690
2296,1.5621125143513204,0.010300780785680242,4355,37,Are you sure it's not too cliche?,530,2471,1346,690
426,1.5613069016152716,0.013781338592702754,2724,38,It bespeaks a conformist sensibility and intentional deception—I’ll take it.,369,1564,791,690
561,1.561205957137668,0.014358345771184876,2753,39,Very presidential!,442,1650,661,690
3991,1.5573580533024334,0.014282149425348986,2589,40,Don't dress for the meal you ate; dress for the meal you want to eat!,364,1510,715,690
