target_id,score,precision,count,rank,caption,funny,unfunny,somewhat_funny,contest
521,1.9575505230019294,0.00801238561869069,9847,1,He’s lucky I didn’t rear end him.,2921,3345,3581,687
2093,1.9115701804523557,0.007343697401286394,12247,2,"If chivalry is dead, then why am I still holding the door?",3555,4641,4051,687
286,1.895475372279496,0.007966002697518572,10476,3,A Citation? Is it for bravery?,2996,4094,3386,687
324,1.880603055752302,0.008095820626048446,9883,4,I have slayed the wagon.,2696,3886,3301,687
2997,1.8693453475542479,0.007544557619871488,10876,5,I only glanced down at my phone for a second.,2759,4187,3930,687
4004,1.8551826441683663,0.007417826757707804,10786,6,"In my defense, I spotted the parking place first.",2543,4112,4131,687
573,1.8491389764734416,0.008696869020370583,8246,7,A ticket?  Surely you joust.,2055,3307,2884,687
1070,1.8445734702992407,0.015615748298485081,2239,8,I believe it was a Charger or possibly a Lancer ...,464,812,963,687
3569,1.8289703315881327,0.022264929072606403,1146,9,Couldn't find a dragon so I slew an Impala.,244,440,462,687
769,1.8216059602649006,0.008052647960350942,9664,10,Your perps are in a three door sedan.,2324,4051,3289,687
1040,1.8126968742427914,0.008663990668364758,8254,11,"Verily, twas I, tilting in my lane, when yon jackass opened his door.",1939,3492,2823,687
380,1.810868828380974,0.00853518791882132,8851,12,"Veni, Vidi, Vici, Volvo",2191,3876,2784,687
662,1.8092083471348128,0.014501681597488401,3019,13,"It's Quixote, with an X.",725,1301,993,687
985,1.802886091495241,0.010194149323894128,6514,14,I saw the Trump 2020 sticker and just went medieval on him.,1695,2983,1836,687
1756,1.802213001383126,0.029253526642847607,723,15,"On the contrary sir, methinks my opponent did not yield.",166,309,248,687
729,1.7832300275482094,0.009954504173227028,5808,16,"It got away, but it's wounded.",1178,2437,2193,687
2373,1.778713168971738,0.009652690928248409,6652,17,Do I look like someone who has a license and registration?,1488,2960,2204,687
3751,1.7750229568411386,0.008604904753295204,7623,18,I left a note on the windshield.,1494,3214,2915,687
1345,1.769011018908992,0.009582043406680424,7351,19,"Master of misdirection, Sir Lancelot was confident the Officer wouldn't notice the tablecloth he had stolen from an Italian Restaurant",1829,3528,1994,687
3300,1.765981308411215,0.0151856760582803,2675,20,I can't help it if that guy has poor knight vision!,585,1211,879,687
1800,1.7491582491582491,0.015378146361690907,2376,21,I was told my foe would be riding a Mustang.  Who knew?!?,444,1040,892,687
2211,1.7167605023819836,0.010727243575475382,4618,22,"Yes, but just a couple of meads, probably over an hour ago",758,2066,1794,687
3936,1.7023584905660378,0.009581070606274653,6360,23,It isn't my fault they put the car before the horse.,1199,3097,2064,687
910,1.687928307854507,0.012258538293210565,3794,24,I’m sorry sir.  I lance a lot.,680,1868,1246,687
2273,1.6726717066109056,0.009536955196825962,6217,25,A ticket for this? Surely you joust.,1073,3108,2036,687
2787,1.6716031969910672,0.011518076680117504,4254,26,"Prithee, where might I find this ""Knight Court"" of which you speak?",731,2128,1395,687
338,1.6697683627004554,0.011462097321065358,5051,27,Did I win??,1120,2790,1141,687
2692,1.658905472636816,0.01041674474115844,5025,28,"When you have a lance, everything looks like a dragon.",808,2524,1693,687
3610,1.6581740976645436,0.010524427576494022,5181,29,It's the door prize,914,2692,1575,687
375,1.6553996598639455,0.010618475051635705,4704,30,"The rest of it got away""",725,2352,1627,687
1868,1.64513325608343,0.01285394613161803,3452,31,Yes. You’re right. I could have used a coat hanger.,589,1814,1049,687
3189,1.643620011242271,0.01285108171761077,3558,32,He flipped me off and said “F * * * you and the horse you rode in on.” I don't remember what happened after that.,637,1905,1016,687
1186,1.6409501786840446,0.010909628108862483,4757,33,I have vanquished Vlad the Impala.,808,2522,1427,687
119,1.633879781420765,0.010931792781100565,4575,34,Lancer. Dodge Lancer.,721,2397,1457,687
430,1.6275132275132276,0.013919370247430929,2835,35,"Dodge Charger. Honest mistake, officer.",447,1503,885,687
1743,1.625,0.013390503389433813,3336,36,"He pointed and yelled ""picador"", so I did",608,1860,868,687
384,1.6216216216216217,0.014001876280259219,3182,37,In the wrong place at the wrong time ?,618,1822,742,687
472,1.6214823622671424,0.01478280251378267,2523,38,"Sir, I'm gonna need you to step out of your time period.",400,1356,767,687
809,1.6111442193087009,0.012892664770835843,3356,39,And thus ends the reign of the Two-doors,537,1842,977,687
433,1.6046195652173914,0.02684841844463378,736,40,In my defense I must say that I managed to free the beautiful lady that this monster swallowed,107,398,231,687
900,1.6021173356859286,0.01545560485825517,2267,41,I was left no choice - clearly it had ingested four humans.,342,1244,681,687
2726,1.598170731707317,0.018157377688216386,1640,42,"Sir, please roll down your window while I talk to you.",246,905,489,687
606,1.5981308411214954,0.01199956456488617,3531,43,"I win, and I'm the one getting a ticket?",473,1892,1166,687
2246,1.5971223021582734,0.012374118068943991,3336,44,"...so then I said, ""I'll show you horse power!""",461,1812,1063,687
1486,1.5948866631523457,0.011626734711339506,3794,45,You'll have to resolve this in Knight court.,520,2060,1214,687
1464,1.5888364779874213,0.019676935984533014,1272,46,I thought equestrians always had the right of way.,159,682,431,687
1018,1.5856423173803527,0.01798701222078544,1588,47,White knight takes driver’s door. Your move.,215,873,500,687
1322,1.5840816326530611,0.01439426288452724,2450,48,It's almost impossible to catch a cab these days.,324,1343,783,687
296,1.5809523809523809,0.011390636258055874,3885,49,Every time he sees a mustang.,518,2154,1213,687
124,1.5800653594771241,0.015025017519470172,2448,50,"I tried to open the door for her, but apparently Chevrolet is dead.",378,1406,664,687
1125,1.5642490005711023,0.017630937558338083,1751,51,They pay me $20 an hour to ride ahead of them in the bike lane.,261,1024,466,687
230,1.5569334836527622,0.016320218527326916,1774,52,I'd say look for a white three door sedan.,200,986,588,687
4015,1.5530464422667234,0.014739118015794193,2347,53,A fine? But surely you joust?,308,1357,682,687
3587,1.5520661157024793,0.028538263461639995,605,54,"Show me the municipal code that prohibits lancing a vehicle.  Go ahead, I'll wait.",74,345,186,687
3398,1.550682261208577,0.015965168678188164,2052,55,He asked me to help charge his battery and I missed.,287,1212,553,687
235,1.5495495495495495,0.017098574827948326,1776,56,You're looking at a knight in jail.,241,1041,494,687
3314,1.5489410417859186,0.01774577330290445,1747,57,Sir Elon Musk dared me to do it and said it could withstand anything.,264,1052,431,687
3960,1.5470683162990855,0.01630827860721498,1859,58,I have poor knight vision.,229,1071,559,687
3932,1.5441595441595442,0.018988774349983636,1404,59,"No, I wasn't texting.",181,821,402,687
3926,1.543991416309013,0.022954539336052685,932,60,"An assailant, sent, no doubt, by my enemies in the House of Two-Door.",113,538,281,687
1515,1.537809187279152,0.018593643703907974,1415,61,I guess objects in the mirror are closer than they appear.,170,824,421,687
2869,1.536777091521617,0.017208938638601786,1781,62,"It said Dodge Charger , neither was accurate.",248,1073,460,687
3464,1.5337078651685394,0.015438286455185326,1958,63,I hope thy ticket is for the knave who opened his door into the bike lane without looking.,213,1126,619,687
140,1.5336206896551725,0.020818413008211807,1160,64,The date of my last vision test? Around 1379.,147,688,325,687
1872,1.5323897659227002,0.016952872645291515,1837,65,Elon assured me it would bounce right off.,256,1115,466,687
3564,1.532033426183844,0.01604389238199474,1795,66,"But officer, he did not yield!",191,1031,573,687
2702,1.5286009648518264,0.018570340825692973,1451,67,I took an oath to protect the Crown Victoria.,182,866,403,687
2322,1.5265878877400296,0.018300553041112087,1354,68,It got away but I definitely wounded it.,138,779,437,687
2397,1.5075301204819278,0.018710335710825882,1328,69,"No officer, I was not texting.",144,799,385,687
3497,1.5068928950159066,0.02264960813279273,943,70,Are you sure I match the driver's description?,110,575,258,687
1419,1.5068702290076337,0.019565522093492042,1310,71,There's a reason we aren't named The Knights of the Roundabout.,166,813,331,687
3965,1.50625,0.019333821849758966,1280,72,"Sir, I need to see your license, signet ring and coat of arms.",146,778,356,687
2244,1.5024590163934426,0.020235980291679504,1220,73,Canst thou directeth me to the Department of Moat or Vehicles?,152,759,309,687
3811,1.502008032128514,0.01945560330482187,1245,74,"It was Chevalier versus Chevrolet, and victory was mine!",142,765,338,687
3297,1.5012205044751832,0.020354061834178015,1229,75,That's why they call me Lance-a-lot.,159,772,298,687
605,1.5008333333333332,0.020112264266890677,1200,76,"No, officer, I can’t roll down the window.",141,740,319,687
2958,1.5005675368898979,0.022607638068348805,881,77,He laughed at my horsepower.,88,528,265,687
1214,1.5,0.022584630883652024,1016,78,"Farmers Insurance: 
We know a thing or two because we've seen a thing or two.",136,644,236,687
3546,1.4994535519125682,0.02264218232708596,915,79,But how can you charge me if you have no horse?,100,558,257,687
1377,1.4990791896869244,0.02046507740493501,1086,80,"No, I don't know how fast I was going.",111,655,320,687
88,1.4984984984984986,0.021567156608970198,999,81,He cut me off. I ran him through.,107,608,284,687
944,1.496069868995633,0.02060688522853316,1145,82,"Behold, I dodged the Charger!",135,712,298,687
911,1.4951541850220265,0.020591207231250117,1135,83,A chivalrous man always opens the door for a lady.,131,704,300,687
340,1.4921658986175115,0.021131288979463293,1085,84,She opened it right into the horse lane,127,678,280,687
3917,1.492018779342723,0.020108212660691148,1065,85,I see your point but I still gotta give you a ticket.,96,637,332,687
731,1.4890219560878244,0.021678754493535835,1002,86,"What do you mean I ""fit a description"" ?",112,625,265,687
537,1.488974113135187,0.02116023041646795,1043,87,"Chivalry may not be dead, but that Chevrolet is.",113,646,284,687
3568,1.4853683148335015,0.02168948460979139,991,88,Are you almost finished your drawing officer? This is really heavy.,107,617,267,687
273,1.483937823834197,0.02192058253987426,965,89,It was a Tudor sedan.,103,601,261,687
3629,1.4828303850156088,0.021284993970896292,961,90,"I saw it was a Charger, and couldn't help myself.",89,586,286,687
2948,1.481402763018066,0.022578401986697007,941,91,"Roll down the window, please.",108,596,237,687
449,1.481042654028436,0.022887204643917823,844,92,"If you can't believe your eyes,how can you give me a ticket?",81,519,244,687
254,1.4769403824521934,0.02255980402280881,889,93,"No idea what it was, but I clipped off one of its wings.",90,555,244,687
532,1.4767295597484276,0.023557995727035205,795,94,"No, I don't know why you stopped me.",76,492,227,687
272,1.4754285714285715,0.0224146111889288,875,95,"Sorry, officer. I would roll down the window if I could.",83,542,250,687
3958,1.4754285714285715,0.02253098449300169,875,96,"Where I’m from, we pass on the right",88,549,238,687
2794,1.4752941176470589,0.023006877124592647,850,97,"I'm being framed officer. If, in fact, I had hit the car, then my lance would have entered from the exterior side, and not from the interior side, as illustrated.",85,531,234,687
2586,1.473622508792497,0.02382868277131337,853,98,Tudor no more !,100,549,204,687
2270,1.4729411764705882,0.023480722852553086,850,99,Elon from Musk claimeth twas indestructible..,93,541,216,687
1466,1.4728773584905661,0.023103242206852094,848,100,"He opened it right into the horse lane, without even looking!",86,533,229,687
1215,1.4709443099273607,0.022396013641122918,826,101,"I know how it looks, but really, he never signaled!",68,505,253,687
3163,1.4709443099273607,0.0242217681951354,826,102,"I’m going to have to ask you to roll down your window, sir.",97,534,195,687
832,1.4708029197080292,0.02400243117865002,822,103,"I'd rather be tilting at windmills, but you know how the fossil fuel lobby is.",92,527,203,687
1211,1.4702308626974483,0.023544624487591453,823,104,A better question would be what is a car doing on a jousting course?,85,521,217,687
2326,1.4691358024691359,0.022769272435020964,810,105,"Well, yes, just a couple of meads.",69,499,242,687
3160,1.4680851063829787,0.02526319715973529,799,106,I thought he said lance a lot.,104,529,166,687
2598,1.468005018820577,0.02461644152775307,797,107,It was parked right in front of my drawbridge.,93,517,187,687
1123,1.467265725288832,0.024436833508583188,779,108,"With this wound, it can’t have gone far!",84,499,196,687
3915,1.4670255720053835,0.024426620680134223,743,109,Not another steeding ticket,72,468,203,687
1503,1.465982028241335,0.02388825551798883,779,110,"It's out there some where, officer, alive , wounded, and dangerous.",76,492,211,687
2285,1.465359477124183,0.024622253989986288,765,111,"What appears to be the problem, officer?",82,491,192,687
501,1.4651162790697674,0.02396292860515523,774,112,"Relax, officer. I’m holding the door for a lady.",77,492,205,687
875,1.4651162790697674,0.025549512581392722,774,113,I was looking for a windmill,99,513,162,687
783,1.46484375,0.02448162810853822,768,114,"Sir, I'm going to have to ask you to roll down your window.",81,492,195,687
577,1.4642857142857142,0.024479433008075386,756,115,And it'll keep happening until the jousting community finally gets a dedicated lane of its own.,77,482,197,687
