,rank,caption,score,precision,count,unfunny,somewhat_funny,funny
0,1,You're right. No underwear.,1.816272965879265,0.03281098558132852,762.0,395.0,112.0,255.0
1,2,Like the pomp. Not crazy about the circumstances.,1.8125836680053544,0.029524457493836656,747.0,326.0,235.0,186.0
2,3,"Okay, our pomp is good. Now let's work on our circumstance.",1.7984126984126985,0.031984931467223934,630.0,279.0,199.0,152.0
3,4,We're not the only ones that could use a shave.,1.7682119205298013,0.035598532608938034,604.0,317.0,110.0,177.0
4,5,Could really use some rain on this parade.,1.7597864768683271,0.032183949313130004,562.0,247.0,203.0,112.0
5,6,"You see her, too, right?",1.736040609137056,0.03941456072444061,394.0,186.0,126.0,82.0
6,7,Another mile and it's my turn to wear the outfit.,1.7344961240310075,0.03495128634787704,516.0,249.0,155.0,112.0
7,8,She's a tough act to follow.,1.734375,0.0344150051859238,512.0,241.0,166.0,105.0
8,9,Should we just go around her?,1.7269076305220885,0.03532543939440889,498.0,241.0,152.0,105.0
9,10,Trump said he knows more than the majorettes.,1.7142857142857142,0.04104155130932413,469.0,271.0,61.0,137.0
10,11,I wish it would rain on our parade.,1.7133757961783438,0.035456976002445566,471.0,226.0,154.0,91.0
11,12,Can we unfollow her?,1.7086956521739132,0.034886059098236194,460.0,215.0,164.0,81.0
12,13,"Personally, I could use a little less pomp and better circumstances.",1.7061403508771933,0.03716783399954815,456.0,230.0,130.0,96.0
13,14,Just be glad we're not following the elephants.,1.6886792452830188,0.03649724709243531,424.0,206.0,144.0,74.0
14,15,We'd be lost without her.,1.6803874092009683,0.039225674969377074,413.0,218.0,109.0,86.0
15,16,Think she's into a mirage a trois?,1.675810473815461,0.039938806183668296,401.0,214.0,103.0,84.0
16,17,Maybe the rest of the band was right.,1.6647727272727273,0.04185497287873525,352.0,187.0,96.0,69.0
17,18,She'd better be worth it.,1.6595744680851063,0.041805487772624376,376.0,209.0,86.0,81.0
18,19,"Following the Pied Piper, or even Moses to the Promised Land, is understandable, but THIS ???",1.6577540106951871,0.039366799493478113,374.0,194.0,114.0,66.0
19,20,Mirage a trois.,1.6191950464396283,0.042983662497939466,323.0,181.0,84.0,58.0
20,21,"""Who doesn't love a parade?"" you said...",1.6114649681528663,0.04042351319649801,314.0,165.0,106.0,43.0
21,22,"This is my first mirage à trois, too.",1.610223642172524,0.042985868864345314,313.0,175.0,85.0,53.0
22,23,At least she got us off the desert island cartoon.,1.6045751633986929,0.04405678942004713,306.0,175.0,77.0,54.0
23,24,Do you think she'd go for a mirage a trois?,1.6031746031746033,0.043527228348380936,315.0,181.0,78.0,56.0
24,25,At least we're not following the horses.,1.6019736842105263,0.043815794689947576,304.0,173.0,79.0,52.0
25,26,I don't think she remembers where we parked either.,1.6019736842105263,0.04306606287501789,304.0,170.0,85.0,49.0
26,27,"Believe me, her finale is worth it!",1.6006600660066006,0.04137917358089488,303.0,163.0,98.0,42.0
27,28,"God, I hate away games.",1.5945945945945943,0.0453205804089552,296.0,174.0,68.0,54.0
28,29,I still can't see up her skirt.,1.5795053003533568,0.04814181547978865,283.0,177.0,48.0,58.0
29,30,"ENOUGH ALREADY with your 'hup,2,3,4 hup,2,3,4 ...'",1.579136690647482,0.042601765609279814,278.0,153.0,89.0,36.0
30,31,I'm thinking about quitting the band.,1.578181818181818,0.04447870898389998,275.0,157.0,77.0,41.0
31,32,Sure it's a mirage. But it's upbeat and motivating.,1.5698529411764706,0.0436853640676264,272.0,154.0,81.0,37.0
32,33,I'm starting to think she might just be leading us on.,1.5645756457564577,0.04289317027566445,271.0,152.0,85.0,34.0
33,34,I say we leave at half time.,1.56390977443609,0.04634667606929895,266.0,159.0,64.0,43.0
34,35,Florence always manages to put a positive spin on things.,1.56390977443609,0.04382957713640543,266.0,151.0,80.0,35.0
35,36,I can’t believe half of us voted for this.,1.5634328358208955,0.045158221138880565,268.0,157.0,71.0,40.0
36,37,"Now, there's a mirage I can really get behind.",1.5622641509433963,0.045246077937711716,265.0,155.0,71.0,39.0
37,38,Tough act to follow.,1.5622641509433963,0.044929053009257404,265.0,154.0,73.0,38.0
38,39,And they say men are too proud to ask for directions..,1.5622641509433963,0.04330913277964079,265.0,149.0,83.0,33.0
39,40,A twenty says she's lost.,1.5572519083969465,0.04404213428965774,262.0,150.0,78.0,34.0
40,41,"I can't believe I'm saying this, but maybe we should ask for directions.",1.5559845559845558,0.04705225751512377,259.0,157.0,60.0,42.0
41,42,I knew we should have marched to the beat of a different drummer.,1.5559845559845558,0.04768412169943288,259.0,159.0,56.0,44.0
42,43,At least we're not behind the elephants anymore.,1.5555555555555556,0.04212951492445161,261.0,144.0,89.0,28.0
43,44,At which point will the saints come marching in?,1.5542635658914732,0.04557787925310368,258.0,152.0,69.0,37.0
44,45,Maybe she's been leading us on?,1.5511811023622046,0.04477537324460613,254.0,147.0,74.0,33.0
45,46,Remember to look sharp when we go past the reviewing stand.,1.5511811023622046,0.046480608952993004,254.0,152.0,64.0,38.0
46,47,I fear we are being misled by a Drumph Majorette,1.55078125,0.04416640834471719,256.0,147.0,77.0,32.0
47,48,Mirage a trois.,1.55078125,0.04620059691696708,256.0,153.0,65.0,38.0
48,49,I figure that sooner or later we'll end up in front of Macy's.,1.5491071428571428,0.045948048955817056,224.0,126.0,73.0,25.0
49,50,This will go down in history as the famous baton death march.,1.5421686746987953,0.047920757146244435,249.0,154.0,55.0,40.0
50,51,"This is your best mirage yet, Frank.",1.5421686746987953,0.044413092841064414,249.0,144.0,75.0,30.0
51,52,Following her on Facebook was easier.,1.5387755102040817,0.04607034068266278,245.0,146.0,66.0,33.0
52,53,At least we're no longer following the elephants.,1.5384615384615383,0.04395310499092523,247.0,142.0,77.0,28.0
53,54,If we're lucky it will rain on our parade!,1.5313807531380754,0.047347014883957816,239.0,146.0,59.0,34.0
54,55,I can't believe you convinced me to follow a third party candidate.,1.5294117647058822,0.046372148531192516,238.0,143.0,64.0,31.0
55,56,"Please, it's been five days since we ate the tuba player.",1.5294117647058822,0.047130569709319635,238.0,145.0,60.0,33.0
56,57,At least we're not following the elephant!,1.5294117647058822,0.04481681911901898,238.0,139.0,72.0,27.0
57,58,"Just this once, I wish it would rain on our parade.",1.5234042553191491,0.04683495425915626,235.0,143.0,61.0,31.0
58,59,I also follow her on social media .,1.5215517241379308,0.046099592617834986,232.0,139.0,65.0,28.0
59,60,Worst. Band camp. Ever.,1.5215517241379308,0.046099592617834986,232.0,139.0,65.0,28.0
60,61,We could use some rain on this parade.,1.5194805194805194,0.045844099858722655,231.0,138.0,66.0,27.0
61,62,And they say that MEN refuse to ask for directions?,1.51528384279476,0.04402482065778803,229.0,133.0,74.0,22.0
62,63,I think she is just leading us on.,1.5132743362831858,0.04785675466825545,226.0,140.0,56.0,30.0
63,64,It's called the baton death march.,1.5132743362831858,0.05180330718233673,226.0,150.0,36.0,40.0
64,65,I'm thinking of quitting the band.,1.5132743362831858,0.04785675466825545,226.0,140.0,56.0,30.0
65,66,You're out of step again.,1.5111111111111108,0.046338605006333335,225.0,136.0,63.0,26.0
66,67,"Maybe she has no idea where she's going, but I respect her enthusiasm.",1.5089285714285714,0.04337567346139029,224.0,129.0,76.0,19.0
67,68,Great. Now I'm going to have that song stuck in my head all day!,1.5089285714285714,0.048185805525308135,224.0,140.0,54.0,30.0
68,69,Just once I'd like to see it rain on this parade.,1.5045454545454546,0.049277775732080004,220.0,140.0,49.0,31.0
69,70,It beats wandering around aimlessly.,1.5045454545454546,0.04756317040989522,220.0,136.0,57.0,27.0
70,71,Not the first time a woman has led us astray.,1.5045454545454546,0.04712477245595593,220.0,135.0,59.0,26.0
71,72,Look at the bright side. At least we're not following the horses.,1.5045454545454546,0.04623550776400539,220.0,133.0,63.0,24.0
72,73,"She has no idea where any water is, but I like her spunk.",1.5045454545454546,0.04668225764260457,220.0,134.0,61.0,25.0
73,74,You're out of step again.,1.5045045045045045,0.04893707237897107,222.0,141.0,50.0,31.0
74,75,I'm married to her - what's your excuse?,1.5022831050228311,0.0485965873608282,219.0,138.0,52.0,29.0
75,76,I'm kind of hoping it rains on our parade.,1.5022831050228311,0.04816364259311482,219.0,137.0,54.0,28.0
76,77,She's a tough act to follow.,1.5022831050228311,0.04772677060681982,219.0,136.0,56.0,27.0
77,78,My mother warned me that chasing skirts would be the death of me.,1.4976958525345625,0.04624693471947998,217.0,132.0,62.0,23.0
78,79,What do you think our second wish should be?,1.4976744186046511,0.050157074989170734,215.0,139.0,45.0,31.0
79,80,"If you ain't the lead dog, the scenery never changes.",1.4953271028037385,0.03904641027978111,214.0,116.0,90.0,8.0
80,81,"OK, it's a mirage, but it's my mirage.",1.4953271028037385,0.04901185096807357,214.0,136.0,50.0,28.0
81,82,She promised me low taxes and no immigrants,1.4929577464788732,0.04963312934929958,213.0,137.0,47.0,29.0
