,target_id,mean,precision,count,score,caption,contest
0,1342,2.1204460251850428,0.007388997187772326,10403,2.1204460251850428,"You better hope that was rain I just felt.""",623
1,1193,2.0435990002777005,0.009097510630363162,7202,2.0435990002777005,It's a park. He's on a leash. What's it to you?,623
2,3735,1.9804672163329406,0.007823942822498122,10188,1.9804672163329406,"Okay, but if he starts sniffing their tails he has to leave.",623
3,611,1.9321958291513326,0.008062178399402728,8967,1.9321958291513326,"Have you tried saying, ""Down, boy""?",623
4,5314,1.9283391545224617,0.008748170555077562,8303,1.9283391545224617,"He's a beagle, but he claims the ""b"" is silent.",623
5,5572,1.9239548602205694,0.008922017001228789,7798,1.9239548602205694,"Sir, are you suggesting that someone else's kite pooped on the lawn?",623
6,2597,1.9114141949152543,0.008969453610830088,7552,1.9114141949152543,Skye terrier or Airedale?,623
7,4688,1.9084558823529412,0.008648372848329203,8160,1.9084558823529412,Can I borrow that?  I’ve got to get a cat out of a tree.,623
8,4949,1.8823883471770795,0.008673838935636185,8307,1.8823883471770795,I don't think you appreciate the gravity of the situation.,623
9,5323,1.8675655241935485,0.008705883274794178,7936,1.8675655241935485,"Sir, did you leave a kite at the dog park by any chance?",623
10,1061,1.838096994283607,0.010302362582858366,5423,1.838096994283607,Sticking his head out the car window just doesn't do the trick for him anymore.,623
11,2685,1.8356968215158924,0.00837363703387521,8180,1.8356968215158924,But my dog IS on a leash,623
12,469,1.8337535221711405,0.009480013856549837,6743,1.8337535221711405,He's a bird dog.,623
13,1485,1.8322446555819478,0.013543997016490667,3368,1.8322446555819478,"Sorry, sir, dog days are in August",623
14,3659,1.8264633140972795,0.016115805988669216,2426,1.8264633140972795,"No no, it’s let sleeping dogs LIE",623
15,477,1.817066760119152,0.010758315304214502,5707,1.817066760119152,Any chance you can do that with a pig?  My wife would have to let me get a motorcycle if you could.,623
16,3913,1.7959100204498977,0.009103801254061357,7335,1.7959100204498977,Do you realize your kite's in the car with the window cracked open?,623
17,6084,1.7956259426847663,0.009546066440219929,6630,1.7956259426847663,"No, dogs are welcome. But we do enforce the laws of physics.",623
18,2069,1.7864719446579553,0.009253048897542825,6505,1.7864719446579553,"The sign only said, “No dogs on grass.”",623
19,4850,1.77859649122807,0.010251061625895242,5700,1.77859649122807,"Sir, all dogs go to heaven, it's time to let go.",623
20,5115,1.7711360634081903,0.009719100152267651,6056,1.7711360634081903,I can't even get mine to sit!,623
21,4633,1.7649599012954966,0.011172508259967047,4863,1.7649599012954966,"Gravity isn't just a theory in this town, sir. It's the law.",623
22,3787,1.7489502099580083,0.012884945496762017,3334,1.7489502099580083,"He's still learning ""down.""",623
23,2040,1.742040285899935,0.011215456065703892,4617,1.742040285899935,The leash law isn't the problem. I'm worried about how good a catch you are with that little plastic bag.,623
24,2571,1.739068100358423,0.012299926671331595,4185,1.739068100358423,"This is a New Yorker cartoon, Sir, not a Far Side.",623
25,3321,1.732686668170539,0.011036816284794594,4433,1.732686668170539,The second he starts marking his territory you're outta here.,623
26,18,1.7242869490060502,0.012973289426083256,3471,1.7242869490060502,"""We're getting complaints from people with absolutely no imagination.""",623
27,3971,1.7166793602437167,0.021558065795864584,1313,1.7166793602437167,"C'mon man, it's a therapy kite.",623
28,3422,1.7126792240652235,0.012725654855563246,3557,1.7126792240652235,They said he's too high-strung for the dog park.,623
29,401,1.708076068164979,0.011956029864168282,4049,1.708076068164979,"Sir, I don't make the laws of gravity, I just enforce them.",623
30,5122,1.7048054919908466,0.015112401977866714,2622,1.7048054919908466,"In addition to violating the leash law, sir, 
you’re also in violation of Newton’s first, second and third laws of motion.",623
31,6227,1.6940509915014164,0.014592764706921354,2824,1.6940509915014164,Everyone always says 'sit.'  No one ever thinks to say 'fly.',623
32,550,1.681198910081744,0.024367158551055486,1101,1.681198910081744,I hope that you walked him first?,623
33,2647,1.6661031276415892,0.020871180613599633,1183,1.6661031276415892,We’re going to need you to pick up after your kite.,623
34,5498,1.6564051638530288,0.012240780698031578,4028,1.6564051638530288,"LIMERICK: There once was a dog name of Spot....Got a hold of a whole lotta pot...It got him so high...He thought he could fly...And now, I can't get him to stop.",623
35,5121,1.6470908102229473,0.017957341740096416,1839,1.6470908102229473,"I hate to be the one to tell you this, but you’re going to have to put him down.",623
36,1313,1.6407846342460155,0.014676527321720197,2447,1.6407846342460155,You need to clean up after your kite.,623
37,5829,1.6368799697084437,0.013653586246515038,2641,1.6368799697084437,"Sir, when I said your dog couldn't set foot in this park again...",623
38,17,1.6334065934065933,0.016167554986068568,2275,1.6334065934065933,"Honestly, this is more believable than the recent election...",623
39,4752,1.628209093721002,0.012919570477021502,3233,1.628209093721002,"Sorry sir, support kites are not permitted in this park",623
40,2270,1.618809821057012,0.014537382977156933,2403,1.618809821057012,"Yes, sir. I'm quite sure it's not just a passing sprinkle.",623
41,6065,1.614366729678639,0.023444324428965876,1058,1.614366729678639,"I don't care how he identifies, sir.",623
42,5238,1.6130004304778305,0.015447147894374865,2323,1.6130004304778305,"I know what you’re thinking, Officer.  Why is this guy wearing a jacket in July?",623
43,2344,1.609695973705834,0.014271851968598741,2434,1.609695973705834,"For the record, we don't allow kites in the dog park either.",623
44,742,1.597165991902834,0.018467011528685576,1482,1.597165991902834,"Sir, just because it has a tail, doesn’t make it a kite...",623
45,4734,1.5866666666666667,0.018946667800162513,1575,1.5866666666666667,Your dog is high as a kite.,623
46,416,1.5785573122529644,0.01607085268637386,2024,1.5785573122529644,I don't think you understand the gravity of this situation.,623
47,638,1.5768044417026528,0.01826104583556,1621,1.5768044417026528,"We're doing K-9 training over there, and I believe your little fella may have gotten into the drug sniffing kit.",623
48,2542,1.5730337078651686,0.019975744792753984,1335,1.5730337078651686,"If I let one person violate the laws of physics, soon everyone will.",623
49,4255,1.5695866514979142,0.013304840165420974,2637,1.5695866514979142,Does he know DOWN?,623
50,2850,1.5638888888888889,0.016815646708886585,1800,1.5638888888888889,"Unless this is Thanksgiving and your name’s Macy, you’re coming with me.",623
51,918,1.5568258238063215,0.018262221144041663,1487,1.5568258238063215,Dog catcher? No. I'm from the FAA.,623
52,2453,1.5524193548387097,0.016278557554383923,1984,1.5524193548387097,Can he do any tricks?,623
53,5241,1.548758865248227,0.015628929659944085,2256,1.548758865248227,"Sir, I'm going to have to ask you to go fly a kite.",623
54,1732,1.5451505016722409,0.014236214589764144,2392,1.5451505016722409,His addiction started when we let him stick his head out of the car window.,623
55,4478,1.5420760358821017,0.014856738002641324,2341,1.5420760358821017,"I don't care if it is an emotional support kite, it's not allowed here.",623
56,2056,1.540095361941916,0.014425419087994135,2307,1.540095361941916,No problem. He's an Airedale.,623
57,6237,1.534438775510204,0.017841641395106418,1568,1.534438775510204,Is he an Airedale or a Skye Terrier?,623
58,2507,1.5335820895522387,0.02445458664594749,804,1.5335820895522387,That'd better be rain I'm feeling.,623
59,5721,1.5301698886936146,0.017246535862414987,1707,1.5301698886936146,"No,sir,the saying is let sleeping dogs lie.",623
60,5126,1.5240096038415367,0.017272284356784462,1666,1.5240096038415367,It's the damnedest thing. He always used to chase the helium truck and then one day he caught it.,623
61,395,1.5207373271889402,0.01752692620172282,1736,1.5207373271889402,I told you last time.  Curb your dog.,623
62,3988,1.5196759259259258,0.017097106614492225,1728,1.5196759259259258,I thought I would let sleeping dogs fly.,623
63,1841,1.5166666666666666,0.02462043808010683,720,1.5166666666666666,Glad to see you have him on a leash today.,623
64,188,1.512610770279482,0.017683551631781914,1467,1.512610770279482,The man in the open convertible would like to have a word with you.,623
65,3880,1.5124508519003932,0.017617148919876275,1526,1.5124508519003932,Be sure to clean up after your kite.,623
66,1571,1.5104072398190045,0.022031444508609613,1105,1.5104072398190045,Land Rover!,623
67,2954,1.5095367847411445,0.017331224202332806,1468,1.5095367847411445,Investigating reports of a dog chasing kites.  Seen anything?,623
