,rank,caption,score,precision,count,unfunny,somewhat_funny,funny
0,1,"Wow, you are literally a hot mess.",1.8411910669975189,0.04498450258899197,403.0,201.0,65.0,137.0
1,2,"No, I recommended exorcism, not exercise.",1.836092715231788,0.03533623677414701,604.0,285.0,133.0,186.0
2,3,""" I can only make out : ' ... is required IMMEDIATELY ' .",1.8348765432098768,0.03317164798606023,648.0,293.0,169.0,186.0
3,4,"From the ashes, your bill will magically appear.",1.8326086956521737,0.041412888401802316,460.0,226.0,85.0,149.0
4,5,The good news is this disease will be named after you.,1.6754966887417218,0.045258647807786816,302.0,158.0,84.0,60.0
5,6,"As you can see, we take patient confidentiality very seriously.",1.6738351254480286,0.045887442327341314,279.0,142.0,86.0,51.0
6,7,Let's handle the burning questions first.,1.6723549488054608,0.044908371485807334,293.0,150.0,89.0,54.0
7,8,I'm going to refer you an exorcist in your network.,1.6579925650557619,0.048062862831608585,269.0,145.0,71.0,53.0
8,9,Your wife said it's best if you don't know who the father is.,1.6561264822134387,0.05180156762532457,253.0,144.0,52.0,57.0
9,10,"Actually, this time, it is as bad as it looks.",1.654450261780105,0.0568275170378187,191.0,103.0,51.0,37.0
10,11,The tests do confirm you are a flaming asshole.,1.6468085106382981,0.05286570536592389,235.0,133.0,52.0,50.0
11,12,"So the labs all come back normal, but I’d still like to get you to an exorcist.",1.6443514644351465,0.052162186332727865,239.0,135.0,54.0,50.0
12,13,We finally got a reply from your insurance.,1.641350210970464,0.051181207317603165,237.0,131.0,60.0,46.0
13,14,Any family history of spontaneous combustion?,1.641350210970464,0.051181207317603165,237.0,131.0,60.0,46.0
14,15,"Damn it Jim, I’m a doctor, not an exorcist!",1.616161616161616,0.04878366786148894,198.0,99.0,76.0,23.0
15,16,I think there's a good chance this'll be named for you.,1.616161616161616,0.057469828459003475,198.0,117.0,40.0,41.0
16,17,I recommend plenty of liquids.,1.6157635467980296,0.054102881650729996,203.0,114.0,53.0,36.0
17,18,"We still don't know what you have, but we're pretty sure it's biblical.",1.615,0.05336773911165291,200.0,110.0,57.0,33.0
18,19,"Honestly, I wouldn't even bother putting your pants back on.",1.5988700564971752,0.05847525860023856,177.0,103.0,42.0,32.0
19,20,We found a match,1.5932203389830508,0.05907388114645125,177.0,105.0,39.0,33.0
20,21,"In this case, the best treatment is diet and exorcism.",1.591954022988506,0.05283433416877828,174.0,92.0,61.0,21.0
21,22,Nothing that bed rest and an exorcism won't fix.,1.591954022988506,0.05407724478159635,174.0,94.0,57.0,23.0
22,23,"Well, it's definitely not a cold.",1.5882352941176472,0.05508480649242788,170.0,93.0,54.0,23.0
23,24,Looks like it's just general inflammation.,1.5857988165680474,0.05661569229931724,169.0,95.0,49.0,25.0
24,25,"If you look closer at my degree on the wall, you'll notice it actually says infernal medicine.",1.5833333333333333,0.06232225898271921,156.0,93.0,35.0,28.0
25,26,Your test results are a bit alarming.,1.5828220858895703,0.05954709960943683,163.0,95.0,41.0,27.0
26,27,I'm sure this is just a temporary flare-up.,1.58125,0.0584602449177991,160.0,91.0,45.0,24.0
27,28,It's pretty clear that you haven't been taking your anti inflammatory drugs.,1.578616352201258,0.056700993035015926,159.0,88.0,50.0,21.0
28,29,I can't help you. I'm referring you to an exorcist.,1.578616352201258,0.05307490114599258,159.0,83.0,60.0,16.0
29,30,"Sorry, Jim. Unfortunately, what happened in Vegas didn't stay in Vegas.",1.578616352201258,0.060108735560290776,159.0,93.0,40.0,26.0
30,31,Have you tried exorcising?,1.578616352201258,0.060767356257755464,159.0,94.0,38.0,27.0
31,32,The Priest will be here for the exorcism soon.,1.5769230769230769,0.05826159706170474,156.0,88.0,46.0,22.0
32,33,The results came back positive as Hell.,1.5759493670886076,0.05628613492432117,158.0,87.0,51.0,20.0
33,34,The good news is you're covered under your fire and casualty insurance.,1.5759493670886076,0.05975999715642667,158.0,92.0,41.0,25.0
34,35,Got your results back. They look like hell.,1.5714285714285714,0.059606512446590675,154.0,89.0,42.0,23.0
35,36,"Just a guess, but are you feeling a burning sensation?",1.5695364238410596,0.05677882714450792,151.0,83.0,50.0,18.0
36,37,Your inflammation appears to be spreading.,1.5616438356164384,0.06067842145602111,146.0,85.0,40.0,21.0
37,38,"Sir, you really need to see an Exorcist!",1.5594405594405594,0.06629475355337414,143.0,90.0,26.0,27.0
38,39,It appears to be an inflammation.,1.5586206896551724,0.06102246780889084,145.0,85.0,39.0,21.0
39,40,I'm not sure you'll be able to handle this.,1.5586206896551724,0.06102246780889084,145.0,85.0,39.0,21.0
40,41,It''s just a flare-up.,1.5571428571428572,0.06353044974136449,140.0,84.0,34.0,22.0
41,42,"I'll be honest, it's not the best sign.",1.5531914893617018,0.060749733189230375,141.0,82.0,40.0,19.0
42,43,I'll prescribe an anti-inflammatory.,1.548148148148148,0.06105622608623711,135.0,78.0,40.0,17.0
43,44,We take patient confidentiality very seriously here.,1.548148148148148,0.06105622608623711,135.0,78.0,40.0,17.0
44,45,Your lab tests look like hell!,1.548148148148148,0.06371450150816793,135.0,81.0,34.0,20.0
45,46,The good news? There's no need for a second opinion.,1.5447154471544715,0.0655633402297137,123.0,73.0,33.0,17.0
46,47,"Unfortunately, it's a pre-extinguishing condition.",1.5419847328244274,0.06434962303921171,131.0,79.0,33.0,19.0
47,48,I'm referring you to an exorcist.,1.5384615384615383,0.057945182239458,130.0,72.0,46.0,12.0
48,49,We take your privacy very seriously.,1.5384615384615383,0.06382168636933044,130.0,78.0,34.0,18.0
49,50,We've swapped 'repeal and replace' for 'crash and burn.',1.5365853658536586,0.06954918802129995,123.0,78.0,24.0,21.0
50,51,Make a wish,1.536,0.0596159753432671,125.0,70.0,43.0,12.0
51,52,It's giving you 10 commandments.,1.5322580645161292,0.06106353060000295,124.0,71.0,40.0,13.0
52,53,"""Fever"" is not exactly the word for it.",1.5289256198347108,0.0685086913764741,121.0,76.0,26.0,19.0
53,54,We can't keep giving you medicines for Bipolar Disorder every time your Exorcist is out of town!,1.5284552845528456,0.06861591537488884,123.0,78.0,25.0,20.0
54,55,Good news. We found a match.,1.5254237288135593,0.06883886671593609,118.0,74.0,26.0,18.0
55,56,When was your most recent flare-up?,1.5254237288135593,0.06560637100009248,118.0,71.0,32.0,15.0
56,57,"well, your test results are not what I hoped for.",1.525,0.06794554171287077,120.0,75.0,27.0,18.0
57,58,I'll consult an exorcist.,1.525,0.06477984695434663,120.0,72.0,33.0,15.0
58,59,Eternal damnation is a pre-existing condition.,1.5229357798165135,0.0709102152474564,109.0,68.0,25.0,16.0
59,60,You're toast,1.5175438596491229,0.07182978566753323,114.0,74.0,21.0,19.0
60,61,I'd better skip straight to the bad news.,1.5175438596491229,0.06620605058013096,114.0,69.0,31.0,14.0
61,62,I hate the new patient records privacy procedures.,1.5137614678899085,0.0697243235495439,109.0,68.0,26.0,15.0
62,63,The new Trumpcare has simplified our record keeping.,1.5135135135135136,0.07337077243790685,111.0,73.0,19.0,19.0
63,64,I see you're still smoking.,1.5046728971962615,0.0681956686942413,107.0,66.0,28.0,13.0
64,65,Unfortunately the fire department is out-of-network.,1.5046728971962615,0.0642000155676714,107.0,63.0,34.0,10.0
65,66,"So, your test results have set off a few alarms.",1.5045871559633028,0.07094317885747148,109.0,70.0,23.0,16.0
66,67,"Actually, it's worse than it looks.",1.5045871559633028,0.06850653469405797,109.0,68.0,27.0,14.0
67,68,I'm afraid I have some bad news. I stored your test results on my Samsung Galaxy Note 7.,1.5,0.07265427123790051,108.0,71.0,20.0,17.0
68,69,"Your heart is fine, but I'm worried about your soul.",1.5,0.07719841941125452,100.0,67.0,16.0,17.0
69,70,Your results appear to confirm inflammation.,1.5,0.0655305229635817,104.0,62.0,32.0,10.0
70,71,It's a medical miracle. Your bill is on fire but not consumed.,1.495049504950495,0.07123210197467307,101.0,64.0,24.0,13.0
71,72,"Yes, I'm afraid it's flared up again",1.495049504950495,0.06839570708582393,101.0,62.0,28.0,11.0
72,73,Now would be a good time for that urine sample,1.49,0.07719187689508437,100.0,68.0,15.0,17.0
73,74,..and we take very seriously the privacy of your medical records.,1.49,0.06889459083603479,100.0,62.0,27.0,11.0
74,75,It's chartburn. I can help you with that.,1.49,0.0717670192393766,100.0,64.0,23.0,13.0
75,76,I'm afraid that was the good news.,1.4848484848484849,0.06789777983271914,99.0,61.0,28.0,10.0
