,caption,count,funny,precision,rank,score,somewhat_funny,target_id,unfunny,contest
0,"Fortunately, our time is up.",233,43,0.05038153609378602,1,1.6738197424892705,71,7055,119,657
1,I think we can end on that note.,232,36,0.047927538719187014,2,1.6724137931034482,84,4773,112,657
2,I'm more of a pop psychologist.,218,43,0.05357919350862012,3,1.646788990825688,55,6607,120,657
3,This is New York. You may often hear a discouraging word.,217,38,0.051839999135202465,4,1.640552995391705,63,6760,116,657
4,"Get over it. You're not an old cowhand, you're Irving Goldstein from Brooklyn.",212,42,0.054642579701818385,5,1.6273584905660377,49,724,121,657
5,I think we need to face the possibility that she won't be comin' round the mountain,233,46,0.052106000671125086,6,1.6223175965665235,53,273,134,657
6,It's time to accept that she's never coming round the mountain.,215,33,0.05063847840841168,7,1.5906976744186045,61,991,121,657
7,"And finally, ""would you say that you're a man of (a) occasional, (b) frequent or (c) constant sorrow?""",217,29,0.048662647329505496,8,1.576036866359447,67,4319,121,657
8,When did you first notice this personality change Rabbi Friedman?,219,41,0.05327584166859913,9,1.5753424657534247,44,4852,134,657
9,That lonesome whistle means our time is up.,207,27,0.049559359309204035,10,1.570048309178744,64,5788,116,657
10,"When you said you'd pay for these sessions with Cash, I didn't think you meant Johnny.",222,39,0.05196526751487961,11,1.5675675675675675,48,204,135,657
11,We'll end on that note.,188,24,0.051773101599056646,12,1.5638297872340425,58,3054,106,657
12,Have you considered entering a two-step program?,219,42,0.053747698110134155,13,1.5616438356164384,39,408,138,657
13,Don’t think of them as discouraging words so much as constructive criticism.”,214,29,0.04928301704247174,14,1.560747663551402,62,6440,123,657
14,You're rambling again.,214,34,0.05148556614013294,15,1.5560747663551402,51,3,129,657
15,"Would you rather get back your truck, your dog, or your wife?",211,28,0.04939791470933437,16,1.5545023696682465,61,1063,122,657
16,"Who is ""coming around the mountain,"" John?  Could it be your mother?",213,28,0.049047330439077226,17,1.5539906103286385,62,6719,123,657
17,Let’s shoot for high noon next week?,198,27,0.05138569754006419,18,1.5505050505050506,55,249,116,657
18,I'm hearing some discouraging words.,215,32,0.05047852072088895,19,1.5488372093023255,54,2220,129,657
19,"On a scale of 1 to 10, how lonesome are you?",210,26,0.048683701030659075,20,1.5476190476190477,63,2589,121,657
20,"Well, it’s High Noon. See you next week.",227,30,0.0476053842015658,21,1.5462555066079295,64,5048,133,657
21,I'ts not uncommon for men of your age to start feeling fenced in.,222,30,0.048425023176299646,22,1.545045045045045,61,1752,131,657
22,You fret too much.,235,37,0.049046342927587,23,1.5446808510638297,54,658,144,657
23,Let me guess: she got the gold mine and you got the shaft.,237,38,0.04908969130517047,24,1.5443037974683544,53,214,146,657
24,Well I prefer it to the week you thought you were James Brown.,217,33,0.05056307401116065,25,1.543778801843318,52,4450,132,657
25,I've seldom heard such discouraging words.,199,28,0.05171711058014767,26,1.5427135678391959,52,139,119,657
26,"I'm writing you a prescription for guitar lessons.""",225,31,0.04835567810441989,27,1.5422222222222222,60,463,134,657
27,"So, let's talk about your dad, Sue.",229,31,0.04771173383593808,28,1.5414847161572052,62,5830,136,657
28,I take it you are no longer Napoleon.,220,37,0.05167027897128972,29,1.540909090909091,45,1277,139,657
29,Did it ever occurr to you that you done her wrong first?,200,28,0.05152937397164406,30,1.54,52,686,120,657
30,"By chance, do you know ""Forever Jung?""",200,28,0.05152937397164406,31,1.54,52,1877,120,657
31,"That’s all for today, Sue.",205,34,0.053338028044529744,32,1.5365853658536586,42,6165,129,657
32,I'm afraid an occasional  discouraging word is part of the treatment.,211,32,0.051272107279988,33,1.5355450236966826,49,5661,130,657
33,"Well, our time's up. You can git along now.",245,32,0.045719244103316715,34,1.5346938775510204,67,6246,146,657
34,Your problem is you fret too much,234,32,0.04734747147454394,35,1.5341880341880343,61,3321,141,657
35,You've got to stop fretting.,221,37,0.051508601781139494,36,1.5339366515837105,44,4685,140,657
36,High noon... afraid your time is up.,223,31,0.04871759838443457,37,1.5336322869955157,57,6162,135,657
37,And when did you first start hearing those discouraging words?,218,31,0.04957759880144599,38,1.5321100917431192,54,6287,133,657
38,"In your case, I'm going to recommend the two-step rather than the twelve-step program.",209,34,0.05254995846049951,39,1.5311004784688995,43,5392,132,657
39,"So what is it this time - the girl, the truck, or the dog?",228,31,0.04790718020913389,40,1.530701754385965,59,6180,138,657
40,Well how often did you actually hear a discouraging word?,219,30,0.04898472326245157,41,1.5296803652968036,56,3357,133,657
41,And on that note our time is done.,236,30,0.04628117177064995,42,1.5296610169491525,65,523,141,657
42,Maybe it's time you did hear a discouraging word,206,31,0.05180274677095364,43,1.529126213592233,47,3988,128,657
43,"So, stay on your meds, and happy trails to you until we meet again.",214,26,0.048070984257299616,44,1.52803738317757,61,1906,127,657
44,Seldom have I heard such discouraging words.,211,27,0.04905025197628255,45,1.5260663507109005,57,1554,127,657
45,"Well, you're about to hear a discouraging word.",213,25,0.04778465003815239,46,1.5258215962441315,62,5437,126,657
46,Being from El Paso is not a border line personality disorder,215,26,0.04790986754392148,47,1.5255813953488373,61,2412,128,657
47,"In here, the whole point is hearing discouraging words.",215,32,0.05055856282415665,48,1.5255813953488373,49,5983,134,657
48,Sometimes a discouraging word is exactly what we need to hear.,221,25,0.04649657793876167,49,1.5248868778280542,66,2609,130,657
49,It sounds like I've struck a chord.,208,24,0.0481639402034672,50,1.5240384615384615,61,6745,123,657
50,"Yes, I have to say, those are discouraging words.",223,30,0.048334937325133054,51,1.5201793721973094,56,3577,137,657
51,You seem to fret a lot.,222,32,0.04933786185360108,52,1.518018018018018,51,5415,139,657
52,"So, Sue, what brings you here?",195,27,0.052100266163075115,53,1.5179487179487179,47,3818,121,657
53,Want to grab a rabbi and walk into a bar?,190,29,0.05419023176855489,54,1.5157894736842106,40,3146,121,657
54,Who's trying to fence you in?,225,27,0.046759167583335134,55,1.5155555555555555,62,647,136,657
55,Soooo -- I see by your outfit that you are a cowboy.,231,35,0.0490253144290259,56,1.5151515151515151,49,5203,147,657
56,"So you see, they're not 'booing.' That's just a normal cow noise.",210,28,0.04971028914674201,57,1.5142857142857142,52,1909,130,657
57,"Perhaps we could leave out the ""and it goes a little something like this here"" every time you respond to a question.",218,30,0.04918881048996693,58,1.5137614678899083,52,781,136,657
58,"Well, maybe you wouldn’t be a man of constant sorrow if you’d just take the antidepressant I prescribed.",189,19,0.04897259513455311,59,1.5132275132275133,59,3176,111,657
59,I don’t think you have depression. What you have is a hit single.,213,28,0.04918069488463468,60,1.511737089201878,53,3831,132,657
60,It's  just out of tune.  It's not your mother's fault.,215,28,0.04883358676704616,61,1.5116279069767442,54,6618,133,657
61,So: happily married; sober; truck running smooth; dog came home; writer’s block. Got it.,219,30,0.0490198559528956,62,1.5114155251141552,52,6005,137,657
62,Urging you to set boundaries is not the same as trying to fence you in.,221,29,0.048256675122636476,63,1.51131221719457,55,6814,137,657
63,Let’s end today’s session on a positive note.,184,17,0.048736184044639655,64,1.5108695652173914,60,5561,107,657
64,Do you frequently hear discouraging words?,194,24,0.05076188439894574,65,1.5103092783505154,51,4768,119,657
65,"Would you describe your heart as achey, or more breaky?",200,22,0.048593276619953475,66,1.51,58,3006,120,657
66,"Face it, nothing rhymes with oedipus.",228,26,0.045887874680230076,67,1.5087719298245614,64,5029,138,657
67,"Blame your mother all you want, but she told you not to grow up to be a cowboy.",187,24,0.052189694800931406,68,1.5080213903743316,47,238,116,657
68,"You need music lessons, not therapy.",207,32,0.05209803277804282,69,1.5072463768115942,41,3359,134,657
69,It's OK to use discouraging words.,210,23,0.047372338814333295,70,1.5047619047619047,60,731,127,657
70,And who are we today?,216,28,0.048667730858592814,71,1.5046296296296295,53,4592,135,657
71,"Now Sue, tell me where it all started.",224,29,0.04777134634648891,72,1.5044642857142858,55,6007,140,657
72,Have you ever felt so lonesome you could cry?,226,29,0.04745138281439032,73,1.5044247787610618,56,1836,141,657
73,"You say your horse had no name. Was this a problem for the horse, or for you?",191,23,0.0508263733577236,74,1.5026178010471205,50,1741,118,657
74,But the fact is your momma DID let you grow up to be one.,205,24,0.0487158826127819,75,1.502439024390244,55,1047,126,657
75,"Apart from the deer and antelope, did you play with anyone else as a child?",207,24,0.04836542853450084,76,1.502415458937198,56,6886,127,657
76,"You know, Jed, you may have to accept that she'll never come around the mountain.",215,26,0.047941507233598926,77,1.5023255813953489,56,1680,133,657
77,"I'm going to need more to go on than just the fact that you're so lonesome you could cry.""",219,25,0.046840804455019695,78,1.5022831050228311,60,233,134,657
78,"So, you've never felt at home on the range?",219,25,0.046840804455019695,79,1.5022831050228311,60,6011,134,657
79,High noon again next week?,221,27,0.047402472737208774,80,1.502262443438914,57,3447,137,657
80,"Yes, you seem depressed. I'm going to prescribe a banjo.",245,34,0.04649814272145296,81,1.5020408163265306,55,1727,156,657
81,"Well I must admit, that is a discouraging word.",242,29,0.04507575097183299,82,1.5,63,729,150,657
