Unfunny,Somewhat funny,Funny,Caption
19,6,1,I say we head for the Rockies.
19,1,3,Of course the Doc and me are in a hurry; my wife is in labor. I'll tell him about your hemorrhoids.
21,2,0,Them's our hobby horses we rounded up!
23,1,0,We can head-them-off at the corral.
21,2,0,Howdy Sheriff
26,1,0,See you at the OK corral!
25,1,0,Slow down
18,6,1,So my daughter tells me we should be worried about this thing called "the cloud".
17,5,2,I told the sheriff he should take up a hobby!
24,2,0,Why did we decide to rob the glue factory?
9,10,7,We're losing them ... they're gaining ... we're losing them ... they're gaining ...
13,8,4,We’re getting nowhere fast!!!
20,4,1,it's not a hobby ... it's a business.
21,4,1,This arrived right after the executive team building workshop.
20,5,0,Don’t worry. They can’t hurt us with their cap guns.
15,7,0,... If our guns weren't toys too, one of us could end this embarrassing spectacle.
16,6,3,I was only pretending!
24,1,0,That's right, Sam. We gonna rock it til the wheels fall off!
11,10,5,I knew we shouldn't have robbed that piggy bank!
22,1,0,Ya-hoo! I call first on the chocolate pudding!
21,3,0,Let's head for the rocks!
20,3,1,I think they're gaining on us, Senator!
13,9,2,They're gaining on us every day.
15,7,1,Next time I'm the horse thief and you're the accomplice.
14,6,4,Watch out, he's going for his cap gun.
14,8,2,It's OK their guns are not real either.
18,7,0,We should have left our training wheels on.
22,2,1,You were right, Matt, Colorado is a lot of fun!
15,7,1,We'll fix it in post.
18,6,1,On second thought, I'll take saddle sores over splinters any day.
19,4,1,They're catching up - Go, Billy, go!
11,11,3,This is exactly the sort of thing I warned you about when we became piggy bank robbers.
21,2,0,Oh, yeah, we're rockin' along, but I'm afeared of the dark horse back yonder.
20,5,0,Nyah, nyah, nyah, you can't catch me.
11,9,2,If you think this is bad, try robbing a bank with a cap gun!
20,3,1,You may be law abiding men, and the two of us not so much. Yet the ASPCA will be so pleased at how we all have come together.
15,7,3,If you think this is a long, drawn out process, just wait til you go to court.
19,4,2,You misheard me friend. I said,"We AREN'T looking for trouble."
25,2,0,Why did you think "Make America Great Again!" meant?
19,5,1,I think we can lose them in Lego Canyon!
16,6,3,I don't know about you guys, but I'm definitely firing my agent.
12,6,7,Tell me again why we are holding on to our hats?
15,6,3,We haven't lost them, but they're not gaining any ground either.
22,2,0,I think we lost them, and their stationary bikes.
21,1,2,To hell with Facebook, I'd rather get splinters up my ass the old fashioned way.
20,6,0,I thought you said their horses were broke?
19,5,0,Okay, lets rock and roll.
15,8,2,Hey Sheriff, how 'bout we call it a draw?
15,10,1,Why are you after us? It's just a hobby.
21,5,0,Being in the posse really rocks !!!!!
23,3,0,I told you real bank robbers ride real horse
16,9,0,Dang nabbit!!! They're riding composites!
13,7,2,You just playin' with us?
16,6,1,You need a new hobby!
15,6,1,Just 10 more minutes and we can head to the saloon for a smoothie.
22,3,0,OK guys, the Texas polls are closed now. It's time to campaign in the Rust Belt. Everyone put on the blue shirts!
15,6,2,Sheriff! At this rate the film with never end!
24,1,0,Are we catching them yet?
23,3,0,Who will be the pyrrhic, rocking horse winner?
23,1,1,Can I whip a carousel horse?
20,2,1,If they steal our real horses again you're fired!
14,7,5,Shoot! They got them Amish Made ones.
23,2,0,Thanks for agreeing to be the posse in my daughter's school play!
22,4,0,Don't get me wrong, the SPCA does great things but this is ridiculous!
16,8,0,My shootin iron, may be a pop gun, but I have a get out of jail free card.
19,4,1,Tonto, where are you when I need you?
24,0,0,I told you the market was trading sideways!
21,1,0,Howdy mate, aren't you rocking the race.
13,8,2,You got the wrong man Sheriff, I'm not the Kid!
17,7,1,I'm getting too old for this job, Hoss.
19,5,2,I'd like a word with your fairy godmother!
13,7,2,Hi Partner. Welcome to Perdition.
18,6,0,Wake up. It's a dream. You're not 5-yars-old
22,2,0,I don't feel anything yet
18,5,2,Rock on!
19,4,1,Great idea, J.B! Regression therapy bonding at the leadership retreat!
19,6,0,You'll never catch us, Sheriff. Heck, it looks like you ain't even moved forward one inch.
21,1,0,If that's really Woody Carr, then we're in trouble.
14,9,2,He's off his rocker!
22,2,0,I thought we were going to get "stock" horses.
22,3,0,What does cartoon logic say about us using our guns?
14,7,2,Hope those guns are real, Sheriff Hasbro.
21,1,0,Your rocking horses aren't going to make a hill of beans difference.
12,11,1,We should be right about this same spot come nightfall.
22,1,1,I'll be glad when this country of ours is less dependent on foreign hay.
17,7,2,We gotta get fresh horses!
21,2,0,Giddy-up, horsey! Sometimes I wish you had wheels.
21,3,1,We are making constant progress
14,7,1,We just can't seem to mosey along like we used to.
8,9,7,They call me 'The Kid.' What's your excuse?
9,11,6,You're right, we should have gone with the pogo sticks.
18,6,1,Hope you're better at drawing that gun, than this guy is at drawing horses.
19,6,0,"Simon says, touch your hat."he
19,2,2,Sam Peckinpah isn't going to buy this.
17,4,2,These horses must be from the Not OK Corral.
18,6,0,I can't tell if they're gainin' on us.
22,2,1,What's the matter, Sheriff? That horseflesh of yourn ain't nothin' but an ole rockin' chair.
12,12,0,I said I wanted Rocky Mountain horses, not rocking mountain horses!
15,9,1,Let's just stop and shoot it out, Sheriff - this is getting us nowhere.
16,9,0,Don't you ever again tell that sheriff he's off his rocker!
17,7,2,Your left side rear stick is starting to crack.
20,4,1,I told ye this ain't no carousel posse!
14,9,3,Well, at least they're not gaining on us.
18,5,0,It was a fantasy then and it's a fantasy now.
13,7,2,We're tryin' to get out of Dodge, Sheriff, we're tryin'!!"
16,6,2,You'll never catch 'The Kid'!
13,11,3,They looked real online.
13,11,2,It's the darnedest thing-- they're actually gaining on us!
18,7,0,Hurry. The bad guys have red wagons.
21,3,1,It's brand new ... we call it virtual reality.
15,10,0,I thought we got away back at the carrousel.
16,4,1,Turn up the metronome Jake, they's gaining on us.
14,8,5,I get it, no animals were harmed in the making of this film.
11,7,2,I've told you 100 times … no, they're not gaining on us!
20,3,1,A well regulated militia meets a police force which does not abuse its power.
21,2,1,Hey, didn't you hear the director yell, 'Whoa!'?
15,6,2,Ha, just passed the 500 calorie mark! Beat that, sheriff!
15,8,1,We need to talk about the budget for these "Old West" re-enactments.
16,7,0,Now you"ll never catch up with us plus we've got louder caps in our pistols!
21,3,1,If we keep at this pace for a few more hours I'm sure the two of us will maintain a stable distance.
24,3,0,Naturally, the bank robbers got away on coin-operated horses.
20,1,2,I'm sure glad mom bought us those extra caps.
20,4,0,Don't worry Jake. They're just a couple of rocking stars.
12,6,5,By now his pistol should be out of water.
15,8,1,This made more sense when we were kids.
15,6,3,Quick! Release the termites!
15,5,3,Hurry, they're gaining on us--no, losing--no, gaining--no, losing...
18,6,1,How can there be such a horse shortage in ranch country?
10,8,2,We've got company.
20,4,1,Well I'll be... Its all over Bill! They are riding Radio Flyers! The quickest 'n best 'n the west!
14,9,1,You'll never catch us before your nap time!
12,5,8,You're right. We shoulda taken the trikes.
16,7,3,Slim, I think I'm gettin' too old to be robbing piggy banks!
18,3,2,When did the fuzz get that kind of horsepower?
22,0,1,They are going to get away if we don't rock harder!
16,8,1,If wives ask, we were playing poker.
15,7,1,That's the last time we hit Toytown!
19,7,0,....and you don't have to feed or groom 'em....just think....it'll save us a fortune!
21,2,1,Cut their recess the superintendent said. The kids will be fine he said.
16,6,2,You can't catch me... But I can't escape.
18,4,1,The Kid never gives up!
19,6,0,What kind of dude ranch is this?
22,1,2,Is that Cliven Bundy and his boys being chased by the over reachin' goberment?
18,6,0,Tell me again, which one is Butch Cassidy?
19,3,1,Oh great. I knew i should have gotten one with extra mileage.
24,1,0,The hoarse chase scene in the very low budget western.
13,11,1,"Looks like we got some tail wind".
14,9,0,Just keep ridin' pardner...they'll never catch us!
20,4,1,We're not giving up unless we get a butt full of splinters.
20,5,2,So, your first film coproduced by PETA?
19,4,1,I told you to put on your spurs!
16,5,2,The breeder stiffed us.
15,4,3,If you guys think you can catch us, you're off your rockers.
18,5,4,I think we're losing them.
19,3,3,This is what they call their misdemeanor pursuit.
21,2,0,You're horse is going to have to gallop faster than that to catch us!
24,1,1,She'll be coming 'round the mountain!
14,8,2,Sorry, Guys...but we're about to leave you in our sawdust!
19,4,1,Good old federales say, they could have had him any day; but they just let him rock away--out of kindness, I suppose...
14,6,4,I said wood in whores, not wooden horse!
11,8,3,I hope this looks better in post-production.
19,5,1,Let's find new hobbies.
18,6,1,Rock, Dusty, rock!
15,7,2,We should go for position. I'll shoot the Sheriff, but I will not shoot the deputy.
16,5,5,They're gaining on us ... now they're not ... now they are ...
20,5,1,Fasten your seatbelts. It's going to be a bumpy night."
17,4,1,We ain't goin' to jail, Bart; sheriff's playin' by our rules now.
24,0,1,I think we're losing it. Mentally, thatis.
21,4,0,Rock-a-Bye---Babies!
19,3,2,I think we need fresh horses.
17,5,2,Is it the whiskey talking or did we steal the wrong horses?
19,4,0,Stop rockin'. It's our turn to be sheriff.
18,6,1,Do you know how ridiculous we all look? Dumbest movie I've ever been in.
14,4,3,They're gaining on us! We're gaining on them! They're gaining on us! We're gaining on them!
20,5,1,I rockin they're gaining on us, Curtis!
