Unfunny,Somewhat funny,Funny,Caption
13,8,3,Hold onto your hats boys, this is gonna be a long ride
18,3,5,Those animal-rights activists have really slowed us down.
19,5,0,This time we're going to re-enact the presidential race as a western
16,7,1,You were right. This bank robbin' business is child's play, Nate!
16,8,2,I'm getting a Charley horse.
23,2,0,To heck with CGI!
25,1,0,We need to ride faster. They're going to catch us if we just keep rockin' along.
17,5,3,The Child, Child West.
14,6,4,I said wood in whores, not wooden horse!
17,4,4,Rock faster--those ain't toy guns.
19,4,1,We need to get us a new hobby!
16,6,3,We'll get fresh horses when we get to the merry-go-roundup!
22,2,0,I thought we were going to get "stock" horses.
20,2,0,You'll never take me alive, rocker.
18,5,1,Hurry! I think they're gaining on us....
16,6,1,Can we whoa for a sec? Got a splinter.
20,5,0,Low budgets are one thing, but this producer is goll darn miserly.
21,2,1,Dang, it's the Plush Pinto Posse!
12,8,6,I won't do timeout again!
16,4,1,Hi ho, Sliver is more like it--how'd you talk me into this?
20,5,0,Let's go round up them wooden cattle.
18,6,0,Something tells me this slow white bronco chase is NOT going to go viral.
26,1,0,Findings? Nah, this is our invoice.
21,5,1,Did you say, "Hold onto your hat," or "Hold your horses?"
20,4,0,I feel like I am in some sort of D. H. Lawrence-themed nightmare.
15,7,1,They're heading for the Mexican playground.
21,3,1,It's brand new ... we call it virtual reality.
15,5,2,You'd think there'd be an easier way to do this huh?
20,4,0,A horse, a horse, my trailer for a horse!
15,8,1,Just keep going, we'll fix it in post
18,5,1,I'm in the concussion protocol, too.
16,5,1,Ha! They're on rocking horses!
18,7,1,...alright Cody keep it together. It's just the Ambien.
20,4,1,I think we've finally lost them!
21,3,0,Rock-a-bye-baby, we're ahead by a tail.
17,5,3,Why are we still wearing spurs?
21,3,0,There's a wicked pebble up ahead.
18,5,1,You know, going green has effected our arrest record.
16,3,4,You better have a toy gun permit.
16,6,5,Did not!
15,5,5,Your mother rode a porch swing!
22,1,0,Looks like you two got a hitch in yer giddyap.
22,2,1,It's no good, Sundance. We are hoisted on our own rocking' petard.
12,8,3,They're gainin' on us! I just hope we can hold out 'til nap time!
17,5,1,Hey, wearing REAL spurs is cheating!
14,8,2,When will you varmints understand Zeno's paradoxes?
15,7,2,I’ve got to say when they tamed the old Wild West they took all of the fun out of it.
25,1,0,Dad, would this be the last year we do this game. I am realizing that they will never get close. I am now believing you love this more than I do. Besides, his son is taking it a bit serious.
11,8,3,Them varmints are gonna catch us before nap time.
16,8,1,It's been hell ever since the real horses went on strike!
14,12,0,This is not going anywhere.
18,7,2,Dang termites are slowing me down Bill
7,16,2,First fence might be tricky
13,9,2,You'll never catch up to us before nap time!
20,4,2,So this is going green.
17,5,4,Keeping up this whole 'Billie the Kid' persona is getting to be a bit much.
16,4,3,Damn! It doesn't look good for becoming an aging rocker
20,4,0,Sir, your horse exceeds any possible emission levels
24,3,0,I will get you pooper-pants!
16,9,1,This explains why they call you The Kid.
18,5,2,At this range, those suction cup darts are gonna sting.
16,9,0,I know it' slow, but it's all we had in the transportation budget..
8,9,7,They call me 'The Kid.' What's your excuse?
17,7,2,Never again. Never challenge a cartoonist to draw!
24,2,0,We ain't gonna stop rockin' till you guys rockin'.
18,6,0,Are we there yet?
17,7,2,Maybe we should have taken the getaway pogo stick.
12,9,1,at least no animals have been hurt in the making of our little drama.
19,4,1,Yeehaw, we're beatin' a dead horse!
18,5,2,Great idea you had: Steal their Lincoln Logs.
17,6,2,We've really got to get a new hobby.
19,4,2,Nyah Nyah Nyah Nyah Nyah
22,4,1,Dude, I plum told youse we'd have more fun on rockin' whores.
21,3,0,This is sure better than the horses at Walmart, these don't take any quarters...
20,5,1,Gitty-up or they'll have us by sundown!
10,10,1,I'm pickin' up splinters and my pistol's leakin' water! This fantasy camp is turnin' into a dang nightmare!
22,4,0,Sheriff, there’s been a recall of wooden horses. All models. See you back at the dealership.
20,4,0,It's just snarky to be singing "Wild Horses" right now!!
18,4,1,They're gaining!
18,5,1,This is definitely a B-Western.
20,5,0,guys, why aren't we moving?
16,7,1,See what happens when you get government-issued horses?
17,6,2,Sheriff's gaining, Ned. I told you we should have taken the broomstick ponies.
15,7,0,It's like I always say... If you want to catch a criminal, you gotta think like a criminal.
25,1,0,Disruptive technology always catches on slowly.
22,1,0,Don't get overconfident, Chet! These guys can't quit-each other or themselves.
11,8,5,Next time, I'm taking Uber.
16,4,3,I reckon at this rate the heat will get us before the law does.
21,4,0,It all depends on the wax you use.
13,9,3,Oh, yeah? Well, I've got a "Get Out Of Jail Free" card!
