Unfunny,Somewhat funny,Funny,Caption
4,0,2,Because we're a team, Bob, a single unified team.
3,0,0,I know they weren't specific, but I think they meant bring your live kid to work day
3,1,0,Well this case sure isn’t brief…
3,0,0,I don't recall anything about a three-for-one deal in the corporate restructuring strategy.
3,0,0,The judge said he dislikes long briefs.
3,0,0,You didn't ask what they meant by "teamwork is our central value"?
3,1,0,Is she still looking at my butt?
3,1,0,At the last place I worked we just voted the CEO out.
3,1,0,Get it through your brain, Janice. We only have 3 handles!
5,0,0,This is heavy like Kim's nude selfie.
3,1,0,What could I say? He insists that he can dazzle the shareholders with how well he can play 'Stairway to Heaven' on his electric guitar
4,0,0,When they said this was a huge case, they sure weren't kidding!
5,1,0,I think they have taken the teamwork concept too far.
4,2,4,Wanna share a cab?
3,0,0,Up here in Winnipeg, we call it the "Hockey Stick" not "The Football"
6,1,1,I think today's the day I get promoted to front handle.
3,1,0,Don't you just love being a lobbyist for the funeral business?
5,0,0,So which one of us gets to play tonight?
4,1,0,What do you say we leave this one here in purgatory?
3,0,0,If you ask me, streamlining has really gotten out of control.
3,1,0,At all times, stay with the money
5,1,0,It's only problematic when checking in at airport security.
5,0,0,It means we're top brass.
4,0,0,Do you think we're taking this commute sharing thing a bit too far?
3,0,0,I mean, you can't blame her for staring.
3,1,0,Our only fault was asking the boss to work on the same case...
3,1,1,I think they've taken the whole "team building" thing too far this time.
3,2,0,This won't be brief.
3,0,0,Never, never wanna see what's in the box!
3,4,2,Try to remember to say 'xylophone', not 'secret nuclear device'.
3,1,0,Twenty-five years to settle the Fender estate.
4,0,0,It's capricious and arbitrary.
3,0,0,Actually, getting to carry "The Big Briefcase" is considered quite an honor!
3,1,1,You right wingers are on the wrong side of this case
3,0,0,Just wait until you see the executive washroom.
6,0,0,The Three-F-Case team in mild hysteria after another incredibly decent pitch.
2,2,0,This carpool elevator is greatly enhancing my commute.
6,0,1,By the way, Collins- welcome to the firm of Collins, Collins, and Collins.
3,1,1,Nobody will suspect we have hotel towels in here.
5,0,0,If at first you don't succeed, Tri, Tri, Tri again.
3,0,0,He told us he wanted to be buried just in case.
3,0,0,Looks like our ex-wife is on our again.
3,2,0,I don't care what the boss says, this Three Man Briefcase is a ridiculous idea!!!
4,1,0,Harvey, this is the last time I'm going to tell you. This case is for briefs, not long johns!
3,0,0,Maybe he is the CEO, but why can't we just cut his sandwiches in half?
3,0,0,We work for a cooperation firm.
3,1,0,He always wanted his ashes scattered near the boardroom.
3,2,0,I dread the day they get rid of the middle man.
3,0,1,I 'm tired of team building.
3,0,0,Our job-sharing arrangement has officially become weird.
3,1,0,I'm heading to the restroom. You too?
3,1,0,going our way?
3,0,0,In my dad's day, interns counted as half of a regular employee!
4,0,2,Just think of yourself as the rudder.
4,0,0,I just don't like representing shallow people.
4,2,1,There is no Y in TEAMWORK.
4,0,0,We have long legal briefs.
4,2,0,I get front on the way back.
3,0,0,It's "the briefcase." With the nuclear launch key? Big missile, big key.
3,0,1,I've never been a pallbearer at a corporate funeral before.
3,0,0,H.R. takes team building to a new level.
3,0,0,We know you're not doing the heavy lifting around here.
2,1,0,I don't care if he fires me, next time he can clean his own damn giraffe.
3,0,0,You stick out like a sore thumb. Next time you walk behind me and we all walk in unison.
3,2,1,Big case today.
3,1,0,This is a big case; don't be on the wrong side
3,0,0,We're all about teamwork, Johnson. Don't let us down.
4,3,2,When the boss said he wanted three of us on the case I didn’t think this is what he had in mind.
5,0,0,"Ben, I just want to say two words about the future....Are you listening to me?" "Telescopic Pointers!" (Pissy little take on The Graduate)
5,0,0,I'm the one who does all the heavy lifting!!
5,0,0,Let take it to the CFO he knows where all the bodies are buried.
5,0,0,Corporate might be taking this ride share thing a little too far.
3,0,0,Does it really take three of us to whack this guy?
3,0,0,Snitch
3,0,1,I suppose this has as good a chance as any of distracting from the leg shackles.
3,0,0,It was one thing when they put all three of is one cubicle and now this!
4,1,0,A team that carries a briefcase together, works well together.
3,0,1,I'm beginning to resent these long, drawn-out cases.
3,0,1,We may have taken the "speak softly and carry a big stick," metaphor a bit too literally.
3,0,0,We really are the only ones who know where the bodies are buried.
4,2,0,I told you the boss had big plans for us.
4,2,2,...then the bartender asks, 'Why the long case?
2,2,0,This has to be the worst team building exercise ever
3,0,0,Really, you ask for a table dance in the elevator?
4,1,0,You said you wanted to include the longitudinal study
3,0,0,Lighten up already.
3,0,1,I thought we each had our own when we got on the elevator.
3,0,0,This is what comes from exaggerating.
3,0,0,Kind of ironic that the boss still calls this a "brief"-case.
3,0,0,It may not be the briefest, but at least it gets the job done.
2,3,0,Just wait until the NRA sees this one!
3,0,0,I wish I could see the look on his face when he can't find the body.
4,1,0,I told you, we should've just done a power point presentation.
4,0,0,This sharing economy has gone too far.
5,1,0,What, you never heard of bringing up the middle?
4,0,0,I agreed to the carpool and the time-share vacation condo, but this is totally ridiculous!
6,2,0,Now we know why they bought that new printer. It prints eleven by infinity.
3,0,0,That's how we decided to go in the opposite direction of the paperless company.
3,1,0,It Is a pair of gloves. Trump insisted on this box.
5,1,0,I know, right? It's a new OSHA reg when moving a tripod.
3,1,0,Next time, I get to ride in the suitcase.
3,0,0,Saul over at Rossford Inc. tells me his company is just beginning THEIR merger.
2,2,0,Should we really be calling this a 'brief'case?
3,0,0,I'm ready for the training wheels to come off.
3,0,0,I think people are starting to get the wrong idea.
3,0,0,Job sharing sounded more glamorous in the interview.
1,2,0,I hope to make First Handle in five years.
3,0,0,There's a giraffe in there. Don't ask.
3,0,0,Once we get started just take your cue from us.
2,2,0,Technically, I would call it our long case.
3,1,0,Now, you're sure they insisted on the long-form contract?
3,0,0,I admire your positive thinking Alex, but "NO NO NO" does not mean "maybe."
3,0,0,Sadly that presentation died, but it will live on in all of us.
3,0,0,I heard there is a dead rabbit in the box. What do you think?
3,1,0,You're absolutely certain he said bedspread and not spreadsheet?
3,0,0,Do you ever feel like you're doing the work of three people?
3,0,0,A bicycle built for two made a lot more sense.
3,1,0,This is our best joint presentation yet.
3,0,0,Of course you matter. Look, Johnson will walk first into the next lift, and then you can have the front of the briefcase.
3,1,0,I think we’ve got this job-sharing thing all wrong.
3,1,0,When they ask if we want to extend our presentation, we will be prepared.
3,0,0,Another day at United Pallbearers.
3,0,0,I hope you don't have any vacation plans, Harris. This is gonna be a long case.
7,0,0,Do YOU want to tell the boss what happened to his pet boa constrictor?
4,1,0,Didn't I tell you? You saw the way the way that babe eyed us when she saw our cool partner briefcase.
3,0,0,We're representing is a real snake.
3,2,0,This time, I'll be Larry, he'll be Moe, and you can be Curly.
5,0,0,Tell I.T. to teach Burt how to set margins
3,0,0,Do you know whats in this case? Your looking very shady today.
3,0,0,Did you see that look on her face after I told her we work for ACME sex toys?
2,2,0,You don't seem to be on our side.
4,0,0,If they catch us climbing the corporate ladder from the top floor we'll be blackballed.
3,1,0,I'm holding up both ends.
3,0,0,I need to get out of middle management.
4,1,0,Did I tell you we're going on vacation next week?
3,0,0,Look again: The nose of the large head is the chin of the small head.
5,0,0,Isn't she our neighbor. I wonder what she's up to ?
3,1,0,They won't accept a Bank's check for their condo.
3,0,0,Because nobody wants to be left holding it.
3,0,0,However this thing unfolds in there, I want you to your end up.
3,0,0,I play the world's largest harmonica at this club after work.
5,0,0,Common planning time is a pain in the butt.
5,0,0,This will be brief. We've never lost a case.
4,0,0,Why, oh, why do they call them briefs?
3,0,0,I thought this was what he meant by a 3D presentation.
3,0,0,I had a feeling the new guy would be on the left...
3,1,0,We're anticipating a long trial.
3,0,0,Escalators and stairs are a bit more challenging.
3,0,0,Before I was in Cream, I had to carry it myself.
4,1,1,This performance is for the Trilateral Commission.
3,0,0,How long 'till you think ol' Bartleby's gonna start to smell?
4,0,0,Think they were impressed by the length of our presentation?
3,0,0,Our reading of the constitution is especially rigid.
3,0,0,By the way, we'll all have to leave at 3:15 today....I've got root canal work scheduled.
3,3,0,This is absolutely my biggest case so far!
3,1,0,I'm a very hands-on supervisor.
4,0,0,Trump-Mat
