Unfunny,Somewhat funny,Funny,Caption
18,3,0,I'm going to need that Branch Analysis Report Jay
18,2,0,Must be that Vermonter.
13,10,0,Sellout.
18,3,1,Should we be concerned or entertained that he's giving us the bird?
16,3,0,He's not ready to leave the nest
20,2,0,He ain't fallin for no banana in the tail pipe!
19,0,0,Not all them gun tote'n rednecks are killers.
17,5,0,Yes, I agree- the spitting image of American politics.
19,2,0,And he didn't even let out a peep !
19,2,1,I can't believe he dropped out of falconry school for this gig.
17,3,1,After the bird dog, I suppose the dog bird was inevitable.
19,1,2,He went vegan years ago, but he hasn't told his wife.
20,2,0,So a bird on a handgun is worth both of us in this bush?
15,3,4,Damn it Larry, this is not how you ride shotgun.
12,7,0,He's game, I'll give him that.
20,1,0,Hey, Dufus! It still looks like a rifle!
10,8,3,She's always attracted to the wrong guy.
14,6,2,Charlie takes the old guy for a walk every day.
18,2,0,Hey Tweety - Tweet This !
13,4,3,This certainly does not speak well for either species.
13,6,3,I'm told it's the new PR campaign for the NRA.
16,3,2,All he's really saying is give peace a chance.
19,1,0,I love scarecrows with a perch
20,2,0,Now he thinks he's worth two of us.
17,4,1,A bird on the barrel is safer than two in the bush.
14,7,0,He's getting seed money from the NRA.
18,2,1,I guess he got tired of tree branches.
19,0,0,A disagreement on stock direction?
15,6,0,Turncoat!
20,1,0,it's a bird bird.
20,2,0,Boy, what an ass kisser
21,1,0,Bravery could get one of us in the nest...stupidity--not so much.
19,1,1,I think it's known as a peep sight.
16,5,1,My money's on the bullet.
10,6,5,Teenagers. They think they're invincible.
17,2,2,Neither one of them knows whether he's coming or going.
13,4,2,So that's what you meant by "riding shotgun!"
15,4,1,Do you think he knows?
17,4,0,Watch him spin like a top when Harry does duck quack imitation !
14,7,0,They exchanged tweets and have followed each other ever since.
20,2,0,Shhh! Don't make a chirp; he could be a decoy.
16,3,2,Are you tweeting this?
19,1,1,The best place to hide is on site.
10,7,2,She needed something to Tweet about.
16,4,0,He may be crazy, but I tell you, embedded journalists get all the chicks.
13,7,2,He’s a mockingbird
16,4,2,What a turncoat.
15,6,0,That decoy wouldn't fool even the lamest bird brain.
19,2,0,He didn't make the 74 IQ cut for NRA membership.
17,4,0,She's crazy as a loon.
17,5,0,They negotiated a temporary cessation of hostility.
15,5,1,Do you think it's wise for him to to mock the NRA?
13,4,1,One day it will all backfire on him.
16,5,1,She volunteered to be the neighborhood's early warning system.
12,6,0,The perching market's tighter than we thought.
20,1,0,A duel, again !!??!!
18,1,1,He's one of those "right to be shot" birdbrains.
11,9,2,Looks like the NRA is trying to soften its image!
16,3,2,It's nice that someone finally answered his mating call.
19,2,0,nope that decoy just ain't working
15,3,1,Kids today... they're so in-your-face!
20,2,0,That's a barrel of laughs.
18,1,0,It's a surefire if he misses us!
21,1,0,Looks like Tweety got herself a new boyfriend. (Alternately: She did always say she liked a man in uniform.)
17,2,0,He's obsessed with that movie 'Dr. Strangelove'
16,5,1,AND he's tweeting about it. Show-off!
16,0,1,Hope he's got more in that rifle than birdshot.
17,3,1,Be careful . . . . I think he's using birdshot.
11,8,2,Oh, to be young and symbiotic.
16,2,1,I can't wait to read his tweet.
19,2,1,That fine line between brave and stupid- does it give you grouse pimples?
19,2,0,That's a shotgun bird if I've ever seen one.
18,3,0,Polly is so brave to tweet out alerts to the other animals!
21,0,0,Do you think that counts as T & E?
18,2,0,He's been coming here for years, never fired a shot. He is not a very good NRA member in my opinion.
17,3,0,I don't have the heart to tell him it's not Bernie
18,1,0,I'm calling it, 'Birdie over Cheney.' Or maybe just, 'Put a Bird on It.'
15,3,1,Leopold is quiet on the details of their arrangement.
16,5,1,It's called a peep sight.
12,5,3,I hope he doesn't tweet his location.
18,5,0,I thought YOU did the stay away from humans training!
11,8,0,Too lazy to fly, always riding shotgun.
14,5,3,Well, he's definitely from your side of the family.
18,2,0,Finch's friend is off to kill a mockingbird.
15,6,0,Now that's what I call balls
16,5,1,When he says look at the birdie. Don!t.
17,4,2,He always gets to sit shotgun.
10,4,5,When you think about it, he's actually got the safest seat in the woods.
17,4,0,It's the Big Bang Theory with Twitter.
