Unfunny,Somewhat funny,Funny,Caption
14,0,1,And then he doesn't understand why we call him Benedict Arnold...
14,3,0,who would have thought he was worth two of us
18,6,1,Back in my day we were in hands, not on guns.
13,3,0,Boom Chica Boom.
16,0,0,What's up with all the kids doing 'slack gun' these days?
19,5,3,Now that's a bird's-eye view.
19,5,2,I thought you told him not to play chicken
17,2,2,That guy should watch out. Dick Cheney is hunting nearby.
13,2,0,Mom always said that it's better to be two in the bush.
18,4,2,He's been like that since Susan left.
17,3,2,Looks like she's riding shotgun.
26,14,7,Sure, he's endangered, but he's also a jerk.
17,4,1,She was raised by cats...
15,3,0,I don't know how this duel is going to end
33,15,13,It's called "riding shotgun" and it's a lot safer than it looks.
11,0,0,That's the latest Tweet from the NRA
15,1,1,Got to tweet this to brother Bernie rel quick: NRA found his podium bird!
35,16,15,It's called riding shotgun.
17,1,3,Stay still and no jokes about "riding shotgun"!
14,1,1,It's the new Duck Dynasty decoy
17,4,2,Shhhh...Not a PEEP!
16,5,1,She's always living on the edge
14,4,0,Now that's how you live on the edge.
14,5,0,The youngsters just can't do camouflage.
15,6,0,Now that's definitely worth two in the bush.
11,0,0,I told that bird he needs his eye's checked, but is too vain to wear glasses.
19,4,1,We’re safe, Cheney looking for Harry Whittington
11,0,0,Ohoho! politics
13,1,0,He's our resident canary.
13,2,0,Maybe he gets tweets about our location
15,8,0,"Who would have guessed that Bob would go over to the dark side"?
17,0,0,Trying too hard to fit in, don't you think?
40,33,18,I don't think he understood when you said he could ride shotgun.
12,0,0,Better learn the basics before you try to kill two birds with one stone
14,3,0,Only a mockingbird would have the nerve!
18,5,2,He's getting a little cocky ever since that Bernie incident.
18,11,1,Birdwatching makes me so nervous these days.
10,1,0,That cousin of yours is either very fearless or very stupid...
16,3,2,So that’s the NRA’s new mascot!
11,0,0,I think Birdie has forgotten what socialists look like.
15,4,1,Gun control is for the birds.
15,3,0,It's too bad, he's got her over a barrel.
15,1,1,Apparently, he is a French pigeon.
12,1,0,The sad part is that neither of them sees the other.
13,3,0,I think that's Elmer Fudd, but I don't want to chance it so I'm staying put.
15,3,2,Incredible he is able no make that hunter to walk backwards.
18,0,0,Cliché? No strategic undervaluation.
13,2,0,I don't see how giving him the bird has helped our cause.
12,1,0,Yes, I see there's an unfamiliar bird trespassing in our territory; and no, I'm not going to do anything about it.
15,3,1,Shouldn't they BOTH be pacing......
17,1,2,Think I've got a shot with that bird?
14,7,0,One thing I'll say for her: She always stuck to her guns.
13,2,0,It's nice to see him take a strong stance on gun issues.
14,3,1,Working for the enemy, I see. Ain't many jobs for the young'uns since they closed the coal mines.
17,8,1,I think the expression is "in hand" but I still like our odds.
14,5,0,She must be one of those peacenik doves.
13,4,0,They radicalized him, don't tell Mom.
15,4,1,Now that's something to tweet about.
13,2,0,There are rumors he will replace the bird dog.
12,1,0,He's never been clear on the decoy concept.
21,10,5,I told him, "Keep your friends close, and your enemies closer."
14,3,0,Then it's true. Our own son has been radicalized!
26,10,7,I believe our child is turning into an adrenaline junkie.
13,3,0,That bird just tweeted "Guns don't hurt you".
12,1,0,Open canary.
19,4,3,Ugh, but he always gets to ride shotgun!
12,0,0,Bird tweets aim so he just misses.
14,0,1,These memes have gone too far
23,9,5,Safer than us when you think about it.
14,4,0,Even Bambi's mother was cracking up when she was telling me about this one.
20,2,1,I didn't think that even Beekie would take the challenge...I had to use a triple-dog-dare-you.
17,3,1,What's a bird on the gun worth?
17,5,1,Do you think he knows yet?
20,3,1,Careful! He's got a peep sight.
15,1,2,Pair of two..on a branch to your right..don't look now
16,3,1,See how safe guns are in the the good ole USA? I told you so!
13,2,0,Worth more than two in the bush, I'd say.
14,4,0,Icarus Jr. sure does take after his father.
17,0,0,The bird won't live the day to see Hilary make that gun illegal.
11,0,0,Looks like he's gone over to the dark side.
11,0,0,He must be going through puberty.
15,2,1,That's the worst decoy I've ever seen.
17,1,3,That's Wally, always pushing the envelope.
12,2,0,And they laugh at us for having bird brains...
19,5,3,He called shotgun first.
13,0,0,I figure humans call us mourning doves because they mourn peace. But they're happiest with a gun.
14,4,0,Ahem! I believe it was your idea to adopt............
14,1,0,Now, who's here a bird brain?!
13,2,0,He's really rather harmless. In his mind he's guarding Buckingham Palace.
14,4,0,His family says that he is not allowed to talk about his line of work.
16,5,1,I think it's known as a peep sight.
18,2,0,Friggin' Smartass!
13,1,0,Benedict Quailnold.
15,2,1,I can't believe he got the job. He didn't even know how to whistle!
17,8,0,Must be first day of rabbit season.
18,2,3,Bastard!
13,3,0,Apparently he just finished the first Chapter in Sun Tzu’s book, Keep Your Friends Close and Your Enemies Closer.
24,13,6,The sparrows call that "riding shotgun".
12,1,0,Not effective camo.
13,3,0,Let's stay in the bush.
17,7,2,Why tweet it? They'd never believe us.
53,54,34,Yes, but it's that self-destructive personality that makes his songs so memorable.
13,2,0,Let's hope the bird on on the gun is worth two in the bush.
19,8,2,I can't argue with the logic - it just doesn't feel like the safest spot.
13,2,0,Now that's what I'd call a bird brain!
13,2,0,That's one ballsy Rifleman, eh?
27,14,7,He used to work in a coal mine.
62,48,42,Mockingbird, pretty sure.
19,9,2,Earl is depressed again.
19,9,2,She always insists on riding shotgun.
16,2,2,Well at least we have next spring to try again.
12,1,0,That chick thinks she's entitled to a free ride.
17,5,2,Looks like his best bird-hunting days are behind him.
15,3,1,Peaches has diarrhea.
21,5,4,I told him not to call Uber!
13,2,0,He's just an absent-minded patent examiner mumbling about God not playing dice with the universe.
23,0,1,Patience. Patience. An unsuspecting hunter will approach our decoy...then WHAM!
19,9,2,That bird has a great decoy, no one will shoot him
17,5,1,Too soon the companion, too late the target.
28,7,8,I'm pretty sure that's a yellow-bellied ass kisser.
10,0,0,I can cover more worm-hunting-ground from this travelator!
30,19,12,I'm glad we're the two in the bush.
14,8,0,I think that the term 'riding shotgun' seems to get lost in translation for birds.
19,4,3,I wouldn't follow her tweets either.
14,5,0,I'm afraid that Bernie Sanders caper has made him overconfident.
16,5,1,Glad to see he's putting all that unpheasantness behind him.
13,3,0,Hang on. Something about that branch is rubbing me the wrong way.
13,1,0,Life is to short to live without the trill.
20,0,0,Birdy's chirping creates a No-War glow zone around hunter's feet.
16,4,1,You must be new in the neighborhood. Don't worry, it's a statue.
12,1,0,Oh look Marge, a gun with the safety on, it's called a peeping Tom !
13,4,0,Some say 'brave' but I say 'stuffed'
19,4,3,Not too bright, but our boy's sure got some moxie.
18,9,2,UBER's background checks worry me.
11,0,0,If he says he's a bird of fight, I guess we have to believe him.
16,4,1,Guess he missed the whole "bird in the hand" memo.
13,1,0,He won't rest until he finds her killer.
19,4,2,I've heard of symbiotic relationships but that's just a plain death wish.
13,2,0,She's not to be rifled with.
13,2,0,So what happened to his mate?
13,2,0,One on the gun is better than us in the brush.
13,2,0,Someday we'll sing songs about him.
14,3,0,You know, the extreme sports movement is getting out of hand.
11,0,0,Frank's seen "The Godfather" one too many times.
12,0,0,That little bird won't tell him very much if he doesn't turn around.
12,1,0,As long as we stay in this bush, and stick together, we should be OK.
13,5,0,And from then on, the legend of "Pedro" was whispered among trees and nests in awe.
14,2,1,Shoot.
18,3,0,My boy hasn't outgrown his high-risk behavior.
12,0,0,No, no, if he was in his hand he'd be worth as much as us.
15,6,0,C'mon - you think a bird on a rifle is really worth more than two in the bush?
13,3,0,He sold us out for some grains and seeds.
19,5,2,In this case, I'm inclined to think that two in the bush are better.
13,0,0,Look at that sexy.
13,1,0,A yellow-bellied stool pigeon, if I'm not mistaken.
11,0,0,I think it will take more than that one to make two in the bush.
11,0,0,Bird-brains of a feather flock together.
11,0,0,The hunt is rifling my feathers.
12,0,0,Her true calling is mine safety.
13,2,0,He just retweeted.
13,3,0,Only invasive species will do that job.
21,7,4,Hard to say who of the two needs glasses more urgently.
