Unfunny,Somewhat funny,Funny,Caption
3,0,0,Don't worry, all they have on you is loitering.
4,0,0,My advice? Plead the fifth.
4,0,0,To be honest things look grim, real grim.
4,0,0,The prosecution is going to ask for a larger court room so that they can present their 40 truckload list of alleged victims.
4,0,0,So your defense plea is that, he was on your doorstep trying to cheat you?
2,2,0,I just really think you should have gone with a coat and tie.
2,2,0,And to think, they called me an empty suit!
4,0,0,...and i was like, dude, we both know that you never even finished the first episode of the larry sanders show, so i don't know why you're pretending to be so mad at me
3,0,0,Does this mean life!
4,0,0,You're dead.
3,1,0,Didn't you get the suit I left with your doorman?
4,0,0,Yeah, I said you don't have to testify, but you do have to appear.
4,0,0,You'll have to get yourself off death row.
3,1,0,Your job is to testify during the penalty phase.
4,0,0,We just need to leave room for reasonable doubt. If the cloak doesn't fit, you must acquit!
3,1,0,You can't just hang the jury.
4,0,0,This time, let's scare them
1,1,2,Remember: you tell the jury you were just doing your job.
3,1,0,Bad nose job or not, this outfit isn't helping our case
1,1,1,It looked like you convinced the older jurors.
4,0,0,Well good thing for you you didn't kill all the lawyers
3,0,1,They want the death penalty.
3,0,0,They're saying he bought the super size soda from a machine not a restaurant so we may not need you here.
2,2,0,Are you here to tell me I'm on death row?
3,0,1,I agree, but they're not going to compromise despite how surreal it'll be.
4,0,0,I'm pretty sure I can get the terrorism charge dismissed, but the TSA and the judge aren't buying your "farm implement" excuse...
3,0,0,Call Lucifer and tell him to arrange a continuance.
2,2,0,Just because it's a death penalty case doesn't mean I need a second chair!
4,0,0,You need to sharpen your Scythe We are going for the death penalty!
2,1,1,How do you feel about capital punishment?
4,0,0,Unfortunately, there's legal doctrine that prohibits inheritance by a person who murders someone from whom he or she stands to inherit.
3,0,0,No, 'untill death do us part' was binding
3,0,0,The State of Texas cannot execute you a second time.
3,1,0,I think plea bargaining for "life" would be pushing it.
2,1,0,We are going for assisted suicide.
4,0,0,We'll plead solo.
4,0,0,The jury might be more sympathetic if you didn't insist on wearing that hoodie.
4,0,0,I suggest we petition for a writ of habeas corpus.
3,1,0,Its 'Death and Taxes', not 'Death or Taxes'.
