Unfunny,Somewhat funny,Funny,Caption
3,1,0,You know what, I'm glad we brought the case and I don't care that "scarves for giraffes" isn't a commercially viable prospect.
3,0,0,First no office walls, then bring-your-own coffee, now this.
2,2,0,This time you do the massage.
4,0,0,How could she tell we're the Olympic bobsled team?
3,1,0,So what do you think of the sharing economy?
3,1,0,Does she know this corporate exercise is usually performed above the glass ceiling?
4,0,0,The new boss really highlights interconnectivity as essential in the workplace.
4,0,0,I hope they're not expecting a short brief.
4,0,0,I guess you could say we're... three-briefing.
4,0,0,Did anybody remember the Post-its for the wife?
4,0,0,The lawyers from Long & Longer were legendary for their lengthy briefs.
5,0,0,This is our 2 Man Carry, Presentation Case. We're with an Ad Agency
2,2,0,I think we’ve got this job-sharing thing all wrong.
4,0,0,If this goes sideways on us you can’t just drop your corner like it wasn’t your idea too.
4,0,0,Gung-ho
3,1,1,Todd wanted to let you know, he left a nice layer of palm sweat on that handle for you.
4,0,0,This is the first time I've been a pallbearer for expired paperwork.
3,1,0,I figure two years on this briefcase, go to get my MBA, and then develop an app that disrupts an an outdated industry.
4,1,0,Whose side on you on?
4,0,0,Why are you always on fhe wrong side?
5,0,0,Threesome at my place?
4,0,0,Our briefs keep getting longer and longer
3,0,1,...appears we're on the same career track.
4,0,0,So that's it? The boss took early retirement?
3,1,0,We really killed it on that pitch. I just wish we didn't have to carry the body out with us.
4,0,0,The boss's new 72-inch laptop.
5,0,0,In business, we call this the three handed deal!
4,0,0,Funny, I thought he was asking if we could carry a tune.
3,1,1,This is not a very brief case...
4,1,0,Yes, it was Tinker to Evers to Chance.
5,0,0,Lighten up already.
4,0,0,We used to call it the football, but that was before it was possible for a wackjob billionaire to win the nomination. Now it takes three keys, and we call it team nuclear hockey sticks.
5,0,0,You know it's not going to be a good board meeting when they make us bring our own board.
4,0,0,If we put this down she'll ask us to rearrange her office again.
4,0,0,Three men. One briefcase. Who will be next?
4,0,0,It's a furneral just a board meeting.
5,0,0,Paperless society? NOT!
4,0,0,Do you think our coworkers will be able to tell we're Sanders supporters?
3,0,0,For our next gig, let's get three harmonicas.
3,0,1,After the steam roller ran him over, his family decided against our normal coffin.
3,1,0,Let's keep this brief.
2,2,0,Do you remember the 24-digit combination?
3,1,0,On the count of three, we switch hands and directions, ready one, ...two
2,1,1,Nothing brief about this case.
4,0,0,When you enter the conference room be sure not to bump into the door
5,0,0,Could you stop humming the funeral dirge already!?
3,1,0,Try not to be too obvious.
4,0,0,Fred gets Mondays and Wednesdays, you get Tuesdays and Thursdays, and I get the weekends...
3,1,0,The client insists on teamwork
2,2,0,They're going to downsize. The middleman always gets it.
3,1,0,just remember, its a base trombone
3,2,0,We've never had to bother opening it, so I don't bother asking what's inside.
2,2,0,I'm beginning to resent these long, drawn-out cases.
4,0,0,Stop worrying. It'll be hours before blood is found in his office.
4,1,0,I've never been a pallbearer for a bankruptcy before.
5,0,0,Taxis, revolving doors -- they're all bad for mergers.
4,0,0,You know, I think ping-pong is starting to make a difference at the firm.
3,2,0,You're SURE these were his funeral instructions?
0,4,1,After you've been with the firm about 5 years, you'll start seeing yourself on second handle too.
2,1,1,Job sharing is a joke.
2,1,1,You guys aren't planing to eliminate the middleman are you?
4,1,0,If you stay on the right side of the case we will look more bi-partisian
5,0,0,Ransomeware, really. Did you have wipe your macbook and print everything.
2,1,0,Have you ever considered the sawed off version?
5,0,0,I will be glad when this murder trial is over. Getting tired of carrying around the evidence.
4,0,0,It now takes three of us to carry Mr. Trump’s ego.
4,0,0,Mr. Simpson likes to keep all his files in one place.
3,0,1,Just keep your gym shorts outta my lunch.
4,0,0,Remember, it is just a big violin.
3,0,1,Did you remember the key?
2,1,1,"Long arm of the law" my foot!
1,3,0,The judge is right, you've got to shorten the length of your briefs
3,1,0,It's the opposite of brief.
4,0,0,I think management is taking this team work thing a little too far.
2,2,0,As a cost saving measure, we're now considered one full-time employee.
1,3,0,Do you know how long it took me to get to the middle?
3,1,0,I ordered it from "Briefcases by Bernie."
4,0,0,It's a crucial part of our Secret Service training, Jones. If you're to be trusted to carry the 'football,' you must first learn to carry the football field.
3,2,0,Did you hear they're going to start charging for the HOV elevator?
3,0,1,You can thank the geniuses in Mergers.
