Unfunny,Somewhat funny,Funny,Caption
18,3,0,My daddy can't afford a lap pool.
16,0,0,His boss told him to play in the sandbox.
19,4,0,Not everyone is cured by sandbox therapy.
38,9,9,Well, at least he buried it.
20,4,0,He should just be glad it's not my quicksand box.
17,3,0,It's not the heat, it's the math. He only gets halfway there every day.
20,2,1,I don't know... he keeps mumbling something about an oasis.
19,0,1,He's using my sandbox to prep for global warming.
23,5,2,Every time I complain about something, he reenacts what he had to do to get to school.
19,4,0,Like we planned: you tell him about the oasis while I get his wallet.
17,2,0,I wish our neighbor could get over that lost in the desert thing.
25,6,2,If he takes much longer we'll never get our turn!"
21,1,2,Drink outside the box.
28,6,4,It doesn't look like we'll have to wait much longer.
21,1,0,O.K., Dad, our turn. Wrap up your mirage.
16,0,0,Dad's stress breaker happens whenever he acts like an Ostrich.
23,4,2,Aw great, Dad's been watching Bear Grylls again.
20,4,0,He can't decide which brand of bottled water to use.
19,4,0,Jeff's training for global warming.
40,6,0,They are remaking ‘Boyhood’ with the original cast.
25,1,0,Norbert really goes all out when doing his iguana imitation.
17,1,0,Your approval ratings with the jury look iffy.
23,3,3,I tried telling him to think outside the box.
16,1,0,His vision is for water reclamation technology but I think his horizons are limited.
42,12,10,You hit him with the bucket and I'll bury him.
23,7,1,He's not thinking outside the box.
31,12,3,He's working his way up to the Sahara.
39,32,6,We really need a gated sandbox.
19,1,0,In a moment of clarity, long since gone, he envisioned a mandala.
21,2,1,I thought if I brought your father back to his childhood, he could better relate to your concerns. I guess he went back too far.
32,11,3,He's been in timeout since August.
19,2,0,How do we think him out of the box?
20,5,0,He didn't go to a very good kindergarten.
17,2,0,He's up for a part in the Lawrence of Arabia remake.
16,1,0,Aaww...finally an oasis.
22,8,0,I wish he would practice his Bikram-Crossfit somewhere else
18,1,0,This is just a practice one. We're gonna have the real political revolution later.
17,2,0,Sad case - he's practicing searching for the wedding ring he lost on a trip to Death Valley.
23,2,2,Dad, you know that this could make for a really embarrassing obituary.
28,8,4,He's not stay-at-home dad material.
16,1,0,I know my "sand dollar" is here somewhere.
17,3,0,Let's dig a grave.
14,2,1,His hypnotist told him he was a cat.
24,3,2,I don't want a pet cat anymore.
37,18,6,He still can't think outside the box.
23,5,1,This looks like a scene right out of a New Yorker cartoon.
18,1,0,I now see why the treadmill sandbox was cheaper than the treadmill pool.
16,0,0,What's your daddy doing here?
23,4,2,Oh look a Californian
17,1,0,It may be unpaid but my dad says his internship is providing priceless experience.
18,0,0,Junior's swimming instructor reported that he is making excellent progress and will be working in the big pool next week!
23,0,0,This is my home boys!
17,3,0,Sometimes you just gotta think outside the sandbox.
31,12,4,My dad can't think outside the box.
27,9,3,Last week he couldn't figure out how to get off the merry-go-round.
23,3,0,So much for a little cat urine.
26,13,1,It's not as good as his Stranded Man on a Desert Island, but it's good.
25,6,2,You think that's bad - last week, Ethan's dad drowned in the water table.
22,6,1,He says he's going to write a book about it
28,8,3,Remember when you asked me to explain a 'hot mess'?
22,2,1,I know this trick; hog the sandbox when societal pressures seem insurmountable.
17,2,0,Now he's using the box we just have to work on the pants thing.
24,0,3,I think our Crossing the Border Simulation will be sure to speak to Trump supporters.
24,4,2,DSM-5. Early childhood sandbox deprivation.
17,2,0,must...find...sippy...cup
17,2,0,I guess he didn't have a happy childhood.
17,1,0,Hydrate for happiness!
17,2,0,Is he acting his age?
16,2,0,Must be from California.
21,0,0,He mumbled something about tar beach?
17,1,0,There's water here, somewhere
18,1,0,He hasn't been the same since he lost the crawl in the olympics.
16,0,0,I call 'first dibs' on those snappy shoes.
22,6,0,You were right. No shoes allowed.
27,3,1,Like many Baby Boomers, he decided to downsize.
18,1,0,Do you think he lost something?
27,11,2,Yeah, but by New York standards, it's immense.
18,2,0,His sand castle collapsed.
28,13,2,Sorry, but we reserved the sandbox from noon to one.
17,3,0,He's hoping for a call from Grumman's Chinese Theater
17,1,0,Kids, take a fifty from my pocket and get me a Perrier!
22,4,1,Meow.
26,4,3,I hate living near an acting school.
19,2,0,I don't care if he looks sad, I am not going to share my shovel with him!
17,1,0,He told me that when I got to be his age I'd want to revert to my childhood too.
18,3,0,I forgot dad has an audition today.
38,4,1,Has mom been feeding Kitty non-organic milk again?
17,2,0,He only drinks outside the box
18,2,1,I should have rented a camel.
22,5,1,In a previous life he was Lawrence of Arabia.
21,5,0,I hate it when performance artists find our sandbox.
17,0,0,It looks like the Sandman is falling down on the job. I feel bad for all of those insomniacs.
22,3,2,My Dad did this once in our backyard sandbox. Now he lives at the Red Roof Inn near the airport.
25,6,2,Dad hasn't been a lot of fun since he got back from survival training.
32,1,0,He thinks his carpet is cheaper than flying to Mecca.
22,8,1,O.K. You've made your point about global warming.
25,6,2,He ordered the executive sandbox just before he received his pink slip.
23,5,1,Our sandbox is now an endless desert survival spa.
23,7,1,Who's the new kid?
17,1,0,His boss said, if he wants to be the top sales rep, he'll have to become 'king of the sandbox'.
17,3,0,Dad has become such a drama queen since the divorce. I'm sure he misses our other dad.
20,2,1,He said he is practicing for the Sahara half-marathon.
30,3,0,When he said he didn't want quicksand he didn't know what he was in for.
22,7,1,Unfortunately, he doesn't bore easily.
23,3,2,I think he's looking for his dignity.
26,1,1,...and that wraps our radio broadcast here at Augusta.
26,8,2,Another method actor.
18,1,1,Is it performance art or is it heat stroke?
24,9,1,Another homesick tourist from Scottsdale.
23,0,0,He must have drank the Trump kool-aid.
15,0,0,You filed a claim on your wedding ring?
22,5,1,wine...wine...
24,9,1,This is still a nicer beach than Atlantic City.
17,2,0,I wouldn't follow him in there - he thinks he's a cat!
39,14,7,Don't worry, he's just a mirage.
29,6,1,He just doesn't understand sandboxes.
21,3,1,Don't you just hate it when dad loses his car keys?
19,3,0,Says here it's an allegory for everything.
16,1,0,David Blaine...
17,1,0,Yeah, grownups call it "role" playing.
29,6,4,He lost his wallet at the beach, but the light is better here.
16,3,0,He drinks.
20,5,0,This live art exhibit is a new self portrait in the starving artist category..
23,6,1,Something about his lost childhood!
17,2,0,It was only a friendship ring.
22,0,1,Do you think he misses his old catbox?
23,1,1,Cleaning it isn't so bad. It's the hairballs on the rug I mind.
17,1,0,This is our prototype Zumba Sandbox home edition.
23,2,2,Uh oh, I think Daddy's been watching 'Ishtar' again.
19,3,1,Billy's been hogging this thing for years.
27,7,3,A stray cat ate his car keys 3 days ago.
22,6,1,Dad, mom says you can come back to bed tonight.
17,1,0,"Aren't You a little to old to play in the sand"?
17,1,0,He lost his metal detector.
19,4,0,He likes his martinis very dry.
26,5,2,He's getting in touch with his inner Israelite.
23,9,0,I don't think he'll make it.
27,6,1,Try stinking outside the box, mister!
12,0,0,"It will be hard to prove if they can't find the scythe."...Grim Reaper cartoon 4/11/16 issue
19,4,0,I told you we should have bought a cat instead...
32,8,5,Sorry, my dad is a method actor.
19,1,1,Is this what they mean by "Uptown Funk You Up"?
15,0,0,...and after my little sister had an accident in there, she cried and cried.
31,14,4,He's a rescue dad.
20,5,0,He is taking longer than his turn.
17,2,0,Mr. President's border patrol. That wall won’t keep the Chinese from digging their way in!
18,0,0,Everything we'll ever need to know about life, we're learning from Crazy Mike.
18,1,0,I told you, dear, weren't not ready for the extreme city beach experience.
16,2,0,We use only authentic artisanal sand.
23,7,1,Betcha his Fitbit is confused.
18,3,0,Dad, vacation is over - get back to work.
21,4,1,It's a mirage
22,2,1,There is nothing in the sandbox, and no man needs nothing
22,5,1,They say he never could think outside the box.
60,33,21,Are we in his mirage, or is he in our sandbox?
17,1,0,I highly doubt this is the intended use for a litter box.
21,3,1,He's been doing laps all morning.
37,4,0,He's channeling his inner Brian Wilson
28,15,2,He gave me the first month's rent and a security deposit.
18,3,0,Do you even sandbox, bro?
35,4,0,He said he just got a call to audition this evening for a New Yorker cartoon.
24,4,2,It's a section of the Urban Wasteland Trail.
15,0,0,I have faith that if I cross this wilderness I'll be delivered to the land of hardwoods, granites, parks and reduced rents.
27,5,4,I'm still going to vote for him.
20,5,0,As you can see, people are thinking up innovative ways to avoid the beach traffic.
15,0,0,"What he needs is a panel of experts".
21,3,1,You can take a boy out of the beach, but you can’t take the beach out of a boy!
19,2,1,The search is going to be even worse when my dad finds out the dog swallowed my mom's ring.
17,2,0,He said something about exercising his coping mechanism.
20,0,1,He is boxed in!
25,0,0,Are you sure he's the one to mix paint?
17,1,0,Brennan always hogs the sandbox when he plays 'Dinosaur'.
22,2,2,Last time he stayed lost until I built him an oasis.
26,8,2,I'm not sure whose dad that is, but I think he's lost.
20,6,0,I told you that the Baby-boomers just won't leave the sandbox.
20,0,0,He dates 20 somethings.
20,2,1,We can't 'desert' him, but let's leave anyway.
21,5,1,I don't know what you've been feeding the cat, but we need to get to the vet as soon as possible.
18,1,1,When I invented the infinity sandbox I didn't expect it to work THIS well.
20,2,1,These millennials are so dramatic.
19,4,0,He's disoriented and hallucinating. Just think, that'll be us when we're teenagers.
19,5,0,Exquisite form, but that attitude is not doing #6 any favors.
23,2,3,He's my latest shovel ready project.
20,3,0,I am in a sandbox
23,4,1,He's here every day rehearsing for that survivor show.
18,3,0,Hey kids, help me find my New York values!
22,3,1,I can't wait until he goes back to college.
15,0,0,He saw on one of those 'expert' cat-trainer shows that if he let himself go for a week and marked the entire sandbox, the neighborhood strays would stop using it as their litter box.
17,1,0,This is some new regression therapy, Mother.
28,5,4,It's just another day in the existential sandbox.
17,1,0,Using our sand box for detox again, dad? We’re telling mom.
16,2,0,"It'S part of the new Stanislavski Go Green Method: 'Melt and BECOME The Fertilizer.
21,5,1,He's looking for his raison d etre.
20,3,1,Same guy at the kiddie pool yesterday - I can't begin to tell you...
17,1,0,Suddenly, the boys decided not to share their toys.
22,8,0,Reliving your childhood is a young man's game.
20,5,0,At least it's not another story about "walking in the snow... up hill... both ways."
25,7,3,Actually, I wanted a dessert.
23,7,1,Method actors are the worst!
23,2,1,Moat it is.
22,4,1,Maybe this is a game we don't want to start playing.
18,5,0,The only thing worse than cats using your sandbox are performance artists.
32,9,7,Mom said he wouldn't put the seat down.
21,4,1,Pay attention kids it's called "Performance Art".
32,13,4,His "Survivor" audition is tomorrow.
23,8,1,No, we're the mirage.
17,2,0,My Dad is waiting for his ship to come in.
21,2,1,No, he actually DID lose a cat's eye marble.
28,4,4,Throw the water; this is our recess time
17,1,0,He lost his rubber ducky in there 25 years ago today
24,4,0,I told dad we could not have a play date today.
19,4,0,At least this time he kept his clothes on.
22,3,0,Dad's a germaphobe, and the lady in 3B just got a cat... shouldn't be much longer.
17,2,0,What's the spread?
22,1,0,He must have lost the dollar my mom put in his pail yesterday.
18,3,0,When do We Get to Play in The Sandbox Dad?
20,2,1,Time to muck him out.
18,1,0,Don't worry, the Kitty Litter for Elder Care will be covered under the Republican replacement for Obamacare
25,5,1,Great motivation to do all my homework.
21,5,0,He says the treadmill is for snobs.
19,1,1,Geez, Billy's dad's gotta learn to think outside the box.
17,1,0,I thought we were here to play
23,3,0,I can smell your cat from here!
20,2,1,Call PETA. I think it's an Endangered Species.
20,4,0,Talk about suffering for one's art...
24,6,3,He washed up from the kiddie pool.
17,2,0,When he stops twitching we'll dig up his pocket change.
37,20,8,Mom's right, we need a cover for this thing.
23,6,1,Show some respect, the man wrote Pet Sounds.
22,6,1,Mr. Connors could really use a sabbatical.
22,7,0,He says it's organic and gluten-free.
34,7,6,Lawrence of Manhattan.
21,2,1,Immersive acting turned out to be cheaper than the Maserati.
26,4,3,Do you think that jar of pennies we dug up yesterday was this guys IRA?
25,6,2,He texted mom that he's in the mood for "desert" and he didn't want to look like an idiot.
27,10,2,We might have to wait a while. It's rent controlled.
19,5,0,He said he lost his shell company
41,25,9,The cat caught on a lot faster.
21,7,0,He's trying to adapt to global warming.
32,5,0,Ever since we moved into The Mirage Apartments this keeps happening
41,26,7,It's rent controlled so he's held onto it.
19,3,0,He missed my lecture on Thinking Outside The Box...
15,0,0,He's in training for the New Yorker cartoons.
18,1,0,Some beach!
20,3,1,Kids, you will understand when you grow up.
17,2,0,What a playdate. Is your dad a Pisces?
20,2,1,I call it the "Feel The Bern" mini. You sit in it to convince yourself you're not part of the 1%.
17,1,0,Would you like to flip a coin to decide your fate, Jerry?
17,1,0,"I think that is the owner of the corner store across the street. They say its lease is about to expire".
17,1,0,He's a sand hog.
16,2,0,The thinking is that we'll soon know if it's a litter box or a compost bin.
19,2,1,It's only been two minutes
21,4,0,That's just my dad. He's always said he'd like to get a small place on the high desert.
22,8,0,There’s going to be trouble when the cat finds him in there
22,4,1,Should we tell him that we found a contact lens there yesterday or just enjoy watching him?
31,1,0,I thought your brother knew his was the half bath when we invited him
32,12,4,I forget, what is playground etiquette in regard to the weird kid?
30,16,3,Daddy, I also might have lost it on that other roof there...
20,2,1,What are the chances he'll find his way out before recess is over.
24,5,2,your new cat is your old dad
25,5,1,Should we tell him his pants are on backwards?
24,4,2,The catalog says this one is 'Sahara at Noon,' $22,500.
17,2,0,We should have just gave him the Executive Key.
21,3,1,Searching for inner child
34,15,7,I thought he was YOUR imaginary friend.
18,3,0,I know digging a well is a great idea; I'm just afraid he won't last until we hit water.
19,1,0,Wait until see his impression of the Great Pyramid of Giza
21,3,1,Adult lap time's over in five minutes.
34,11,4,Looks like we won't have to wait long for our turn in the sandbox.
17,2,0,Once he finally gets a passing grade in sandbox engineering, MIT will accept him.
21,2,0,He's been in there for days trying to "think outside the box."
25,4,2,And here he is, 'Midway on our life's journey.'
19,4,0,He still has flashbacks to that last, harrowing cartoon.
24,0,3,That vagrant completely destroyed our sandscape!
17,2,0,This is EST for the new millennium.
18,1,0,No need to clean the cat box. Must have been some party last night.
24,8,2,Let's play Vulture.
23,2,2,He's one of the biggest players on Wall Street.
23,3,0,He’s definitely testing our noblesse oblige.
16,2,0,Don't worry, we just have to wait until he figures out we're part of his hallucination.
30,3,1,It looks like he's been here awhile. I'm going to run down and grab him a Pellegrino.
23,2,0,I think he forgot to take his Ritalin.
14,0,0,New York beach bum
25,9,2,It's New York. If he can make it here, he can make it anywhere.
19,2,0,He just can't dig himself out!
29,4,0,Mom said if he's going to be a drama queen when he comes home from the office, he should play outside.
24,3,3,Method actors have all the fun.
28,2,1,My dad's getting into character for "Lawrence of Arabia: The Musical."
17,1,0,Leave it to Daryl to take it next level.
18,2,1,Mom brought him back from Arizona. I think we were both hoping he'd be a better play date.
18,4,0,Another island vacation trip booked with an expired card.
21,3,1,Can you tell your dad to stop reenacting 'Cast Away'?
32,2,1,It's part of our building's new Tired Cartoon Trope-themed playground.
21,3,1,I guess it's better then finding a cat in our sandbox.
15,0,0,It's getting to the point where he's finally convinced me there's something rotting in Denmark.
33,12,5,I'm just glad he's not training for Naked and Afraid.
19,5,0,This is the perfect example of why I'm propelled to pursue my interest in evolutionary psychology.
20,3,1,It's tough to see an old actor like Hanks trying to recapture his Glory days.
19,5,0,Ever since the new version of Lawrence of Arabia was announced, this place has been lousy with method actors.
15,0,0,Mr. Neighbor looks thirsty, I wonder how long he's been playing in the make believe dessert?
17,1,0,Forewarned is forearmed.
23,3,2,Hey Mister, that's not the zen box.
17,1,0,Cartoonist.
14,0,0,The man is the mirage.
18,2,0,You think his plumbing's out at home?
21,3,1,I wish he'd go back to his Google playpen and leave our sandbox alone.
105,68,56,It's annoying until the vultures land. Then it's awesome for 5 minutes.
29,9,4,I don'know. He came with the sand.
20,5,0,He thinks he lost his Camels.
21,6,0,Scrap the castle. I guess we're building an oasis.
23,3,2,Looks like we got the pick of the litter box again.
17,1,0,He'll never find water thinking inside the box.
18,1,0,So, to braise it's flip first then steam or steam first then flip?
24,1,2,I'm not often a fan of mixed-media, but this has real pathos.
