Unfunny,Somewhat funny,Funny,Caption
0,0,0,
0,0,0,Wait till you see the mai tai.
0,0,0,I have a gremlin in my briefcase.
0,0,0,My insurance agent told me that it's to remind me that my umbrella policy covers everything.
0,0,0,It's a hard. It's a hard. It's a hard rain gonna fall.
0,0,0,I'll go above and beyond to make you happy
0,0,0,I've lost a little weight since I got this...
0,0,0,My client wants you to back off from the protection order.
0,0,0,One size fits all.
0,0,0,See? It's not so funny now...
0,0,0,I'm just waiting for it to rain cats and dogs.
0,0,0,It was really quite reasonable. Where they get you is $400 custom-made stand.
0,0,0,You should have seen the piña colada it came in.
0,0,0,I'll never leave this one behind.
0,0,0,I spent extra time on my hair today...
0,0,0,It's a climate shield
0,0,0,This will fend off global warming.
0,0,0,You should have seen the size of the drink.
0,0,0,*I guess you know I'm an undercover agent.*
0,0,0,It used to be Marie Osmond's
0,0,0,Just a precaution. We're about to walk under my ex wife's window.
0,0,0,My umbrella crowdfunding campaign did a lot better than I expected.
0,0,0,It was cheaper than a Porsche
0,0,0,I know you think it's a big enough umbrella, but it's always me who ends up getting wet.
0,0,0,Well, I stopped at Costco to buy bananas . . .
0,0,0,I crowd funded it.
0,0,0,Did you feel a breeze?
0,0,0,I thought Triple X umbrella meant something else when I ordered it.
