caption,unfunny,somewhat_funny,funny,count,contest
I'm afraid we're out of time.,0.0,2.0,4.0,6.0,515
I can see our time is up.,1.0,1.0,3.0,5.0,515
You're my last patient of the day.,1.0,1.0,3.0,5.0,515
Bad day to give up drinking.,1.0,0.0,2.0,3.0,515
"Well, looks like we're all out of time for today.",0.0,2.0,1.0,3.0,515
This will be our last session,0.0,4.0,2.0,6.0,515
"Well, it appears our time is up.",1.0,2.0,3.0,6.0,515
"Well he hasn't stopped yet, I guess I owe you another dollar.",1.0,2.0,2.0,5.0,515
Where did we leave off last session?,1.0,2.0,2.0,5.0,515
And how is this going to make you feel?,1.0,2.0,2.0,5.0,515
"All right, full disclosure: I'm not really a psychiatrist.",1.0,2.0,2.0,5.0,515
We've learned that your fears are very real.,1.0,2.0,2.0,5.0,515
"Since our last session, would you say your fear of trains has increased or decreased?",2.0,1.0,3.0,6.0,515
It appears as though we're running out of time.,1.0,3.0,2.0,6.0,515
The D train's killing me.,2.0,1.0,3.0,6.0,515
"Just like I told you, 30 minutes late.",1.0,3.0,2.0,6.0,515
I see that our time is up.,2.0,1.0,3.0,6.0,515
Hold that thought.,1.0,3.0,2.0,6.0,515
I see our time is almost up.,0.0,5.0,0.0,5.0,515
What don't kill you only makes you stronger. If this doesn't work we'll try the N train next.,1.0,3.0,1.0,5.0,515
Let's try once more to figure out what the train symbolizes.,2.0,1.0,2.0,5.0,515
"Now that we’ve gotten you over your fear of heights, let’s tackle your fear of subways.",2.0,2.0,2.0,6.0,515
"Not to brag, but I was a runner up for a Darwin Award last year.",3.0,0.0,3.0,6.0,515
Maybe we should have started with your abstract problems.,2.0,1.0,2.0,5.0,515
We're just about about out of time. Same place next week?,2.0,2.0,2.0,6.0,515
I've seen worse Emergency Room waiting areas,1.0,2.0,1.0,4.0,515
I just can't seem to overcome this feeling of deja vu.,1.0,2.0,1.0,4.0,515
Don't worry the D Train is never on time.,2.0,1.0,2.0,5.0,515
I think we're just accident prone.,1.0,3.0,1.0,5.0,515
Looks like our time is up.,2.0,2.0,2.0,6.0,515
"Whoa, Déjà vu.",1.0,3.0,1.0,5.0,515
"I have to say Doc, I'm deeply impressed by your commitment to Physician-assisted suicide.",1.0,1.0,1.0,3.0,515
Let’s explore why you always feel run over.,2.0,0.0,2.0,4.0,515
How does the prospect of imminent death make you feel?,1.0,3.0,1.0,5.0,515
Looks like we’re out of time today ....,2.0,2.0,2.0,6.0,515
The first few sessions are the hardest.,1.0,2.0,1.0,4.0,515
