caption,unfunny,somewhat_funny,funny,count,contest,target_id
Linda suddenly realized she had entered the hallucinatory phase of her low-carb diet.,153,57,61,271,642,3423
It's a desserted alley.,149,65,45,259,642,583
"Oh god, Jerry, enough, the divorce is final.",156,55,49,260,642,2583
"Carol’s Dieting Log, Week 3: The hallucinations are getting worse.",162,52,49,263,642,3419
It's alley mode.,138,50,40,228,642,1112
"Louise tried to avoid carbs, but they aggressively pursued her.",178,67,45,290,642,1936
You're giving me the crepes.,156,42,40,238,642,334
"On Day 5 of Weight Watchers, the cake mirages began.",147,49,33,229,642,3136
"Excuse me, m'am, but would you like to be part of a cartoon that nobody understands?",158,40,39,237,642,1031
I might be the baker's man. Are you Patty Cake?,144,53,30,227,642,1723
Public display of confection,153,55,32,240,642,2808
It was in that moment of extreme holiday stress Barbara turned to street carbs for relief.,174,56,38,268,642,2569
"Margaret knew she shouldn't, but she just needed a little fix between Thanksgiving and Christmas.",177,57,38,272,642,1441
Would you like it alley mode?,178,55,39,272,642,2064
You misheard. I’m a cake dealer.,168,56,35,259,642,3488
I was the White House pastry chef until I served him a birthday cake with the correct number of candles.,164,58,33,255,642,916
"You must think I'm some kind of crepe""",173,67,32,272,642,733
Margaret's back alley carbohydrate addiction was becoming harder to deny with each passing day.,159,60,29,248,642,737
This is recommended for you based on previously viewed items,163,52,33,248,642,3230
It's part of our farm-to-table-to-prison-to-rehab-to-sidewalk program.,166,54,33,253,642,491
"She had beaten the addiction, but Susan knew temptation lurked around every corner.",157,48,32,237,642,2978
"I'm sorry, Harold, I need more from a man than a hearty breakfast.",164,60,30,254,642,1038
"Until that day, Inez couldn't recall any cautionary tales of a woman enticed into a dark alley by a stack of hotcakes covered in real maple syrup",179,73,30,282,642,2012
We call it Farm to Alley,169,47,35,251,642,1986
"Craig its been 3 years, there are some things pancakes can't fix",161,57,29,247,642,1546
Of course it’s hot. It’s stollen.,183,46,39,268,642,1797
"It's over Bill, you are homeless I'm diabetic. Don't make it worse!",187,58,36,281,642,3123
Do I give you the crepes?,174,41,37,252,642,164
Baking Bad,164,52,30,246,642,1932
"For the first time, Joan considered that the president's warnings of 'Belgian illegals dealing in back-alley waffles' might not be so crazy after all.",179,49,35,263,642,1870
Myrna had been warned that temptation could take many forms.,163,62,25,250,642,1692
"Here's the dessert you ordered at lunch, that you didn't want your girlfriends to know about.",182,65,29,276,642,969
"It was Day 10 of Mavis's Paleo Diet, and Fernando knew just how to strike the fatal blow.",171,50,31,252,642,1214
"Crepes, Suzette",171,69,24,264,642,424
Vinnie would appreciate it if you reconsidered that Yelp rating.,166,47,30,243,642,363
"As a former statistician, Alec knew that according to the laws of probability, eventually someone would happen by and it would be their birthday. Patience was his watchword.",182,62,29,273,642,763
Bob's business plan for a 'pop-up' had led him down a blind alley.,186,62,30,278,642,3214
"Always one to misinterpret analogies, Brian joined the black market shortly after hearing how well hotcakes would sell.",184,38,38,260,642,29
International Halfway House of Pancakes.,152,51,24,227,642,3021
"Done with dating sites, Terrence goes low tech.",178,39,35,252,642,2901
Last week I was working in the White House.,168,53,27,248,642,3135
Wanna try some contrabundt?,170,60,25,255,642,1390
It was just at the beginning of her new diet that Satan stepped back into her life,172,50,29,251,642,3211
"Let me guess,they're selling like hotcakes.",188,62,29,279,642,2981
Don't move. This is a stack-up.,181,59,28,268,642,1478
"If they were 'selling like hotcakes', would I be doing this?",155,55,22,232,642,1458
I’m the ghost of cellulite future.,194,45,36,275,642,258
"Get a job, crepe.",174,52,28,254,642,1150
Your purse or it goes right to your thighs.,173,42,31,246,642,3483
"Hey you, you in the market for Stollen goods?",174,49,28,251,642,1374
It's a stollen recipe.,166,43,28,237,642,1119
I already have a cake dealer.,169,56,24,249,642,976
"I told you at the restaurant last night. No, thank you!",177,37,33,247,642,2714
I'm a sidewalk café.  I just can't afford the tables and chairs.,161,52,23,236,642,3253
International Alley Of Pancakes,159,44,25,228,642,569
... and Jenny Craig don't need to know nothin' about it.,165,59,21,245,642,1323
"Each morning Frank woos her with extraordinary flapjacks and, each morning, Bonnie walks by flattered but mortified to admit her gluten intolerance.",170,49,26,245,642,3364
"Having only coffee for breakfast, Dolores was easy prey for the pancake stalker.",184,56,27,267,642,607
Welcome to International Alley of Pancakes.,166,48,25,239,642,699
I knew you'd be back.,165,47,25,237,642,2935
"Just keep walking, lady, and no one will gain weight.",159,53,21,233,642,2520
"My job is drugs, but my passion is baking.",178,58,24,260,642,824
Let's just say it fell off the dessert truck.,174,63,21,258,642,769
"In a classic example of a typo, Mel tried to sell his creations in a bake alley.",204,54,32,290,642,103
"Psssst, you gonna let Jenny Craig tell you what to do?",182,49,28,259,642,1613
I can also serve this to you alley mode.,191,44,32,267,642,792
"The meaning of her recent fortune cookie - when life gives you pancakes, eat them - suddenly made sense to Doreen.",169,53,23,245,642,1469
The day after gluten is banned in N.Y.C.,175,48,26,249,642,2931
"Based on your Zagat rating, I was expecting something better than a hole in the wall.",169,41,27,237,642,3273
"I know it's you, Steve. I told you, I'm not coming back.",184,43,30,257,642,1561
"We get our ingredients from Colorado, if you know what I mean.",184,53,26,263,642,2830
"I've also got apple pie, served alley mode.",177,59,22,258,642,1614
The first rule of cake club is you do not talk about cake club.,174,61,20,255,642,3002
We've gotta stop meeting like this. I've already gained 8 lbs.,172,62,19,253,642,1640
"Pssst… I got gluten, I got nuts, I got trans fats…",176,46,26,248,642,3049
"As she was approached by yet another “hot” cake dealer, she wondered, “What has happened to the neighborhood?”",172,46,25,243,642,2835
"Pancakehandling is illegal, sir!",183,53,25,261,642,1752
"After the legalization of marijuana, Geoff turns to selling gluten.",182,55,24,261,642,2528
Weight Watcher's meeting two doors down...or me. You choose.,173,54,22,249,642,443
"Greta, ambushed by another birthday.",177,46,26,249,642,1492
Bonjour Madame. Welcome to the International Alley of Pancakes.,188,61,23,272,642,65
"It's non-vegan, sugar filled, packed with gluten, and will make you forget your ex-husband's young new wife.",195,47,30,272,642,1868
Your children and husband never have to know.,188,53,26,267,642,2586
Helen receives an offer she can refuse.,176,61,20,257,642,1785
"Oh god, it's that crêpe again!",177,43,27,247,642,1513
"Suddenly, Bernadette was faced with a sticky situation.",188,42,30,260,642,956
Let's just say I'm no longer welcome at the international house.,173,64,18,255,642,2048
"If you're going as far as 35th, would you mind making a delivery?",168,63,17,248,642,962
"I'll be honest, this place is a hole in the wall.",190,50,27,267,642,3109
"Actually, they're not selling like hot cakes.",181,49,25,255,642,2478
"Wow, it really is a hole in the wall...",165,44,23,232,642,790
Marge was strangely drawn to Bob's pop-up bakery.,173,46,24,243,642,2636
You've been served,187,52,25,264,642,3434
"No, that's panhandling. This is pancake handling.",187,57,23,267,642,225
"Leave the bag, take the flapjacks and keep walking.  You never saw me...",151,55,15,221,642,3110
"Psst... Regular Pancakes, full gluten, real milk...",173,45,24,242,642,2134
I deleted Instagram but still have a deep need to show strangers my food.,163,46,21,230,642,877
Let's just say they fell off the back of a griddle.,182,63,19,264,642,900
"Still not interested, Steve. And now I’m also creeped out.",186,55,23,264,642,2939
Coffee's the next alley.,161,55,17,233,642,3462
You wouldn’t happen to have a candle on you?,195,57,24,276,642,952
"Your lips say no, but your eyes say yes.",163,58,16,237,642,43
You know the rules. Nobody quits Sara Lee.,194,43,29,266,642,1864
"Excuse me, but is this Baker Street?",150,57,13,220,642,392
This cake is right up your alley,161,45,20,226,642,814
"Ever since they legalized pot, these things have been selling like...well, you know...",174,50,21,245,642,2608
Let's just say it fell off the back of a bakery truck.,170,50,20,240,642,2150
Temptation Alley,185,56,21,262,642,3376
"...and, as suddenly as they came, Edwina’s dreams of a size seven “Holiday Blaze, Diet Daze” dress took a bus out of town...",188,42,27,257,642,2567
Jenny couldn't believe she was seeing another guy in an alley selling a cake he said his wife made. No wife she knew baked.,176,53,20,249,642,1750
Psst... What happens in the alley stays in the alley.,190,61,20,271,642,2690
Weren't you selling watches last week?,189,50,24,263,642,3279
Tell Mr. Manafort the file is in the second layer from the bottom.,185,55,21,261,642,134
Mary knew the pancakes had gluten and refined sugar.  She knew only the first bite would be free.  And still she couldn't look away.,185,47,24,256,642,2147
"And if you like this, I know a guy who can get you red velvet.",182,58,19,259,642,1503
International Alley of Pancakes. What would you like?,186,42,26,254,642,896
"This is nothing, you should see my buns.",185,44,25,254,642,2654
Psst - wanna have someone else's cake and eat it too?,164,34,24,222,642,669
"During her diet, Gladys felt temptation around every corner. Cake, why does it always have to be cake???",182,47,23,252,642,384
"Hello Miriam, I am the ghost of carbs past.",192,58,21,271,642,3448
I'm not like the other sugar daddies. I deliver.,172,41,23,236,642,794
"It’s not stalking - I just knew you were coming, so I baked a cake.",179,45,23,247,642,136
Make America Cake Again!,165,42,21,228,642,611
"Hold this for a sec, would ya? I just gotta make sure this guy's dead.",176,38,25,239,642,1147
"Psst. Hey lady, you in the market for some untraceable carbs?",184,45,24,253,642,766
These Banksy murals just keep getting weirder and weirder,192,47,25,264,642,2980
"Hey lady, wanna buy a hotcake? They're selling like watches.",203,48,27,278,642,2014
I am the Ghost of Breakfast Past.,183,44,24,251,642,579
"Yeah, the Muffin Man used to deal here. That was before Drury Lane got gentrified.",167,45,20,232,642,661
"Hey lady, I can't keep bringing your desserts to the back door.
Please just admit to your girlfriends you're off your diet.",171,55,17,243,642,1567
"Psst...Gluten, just like the old days.",178,41,24,243,642,2171
Niche Marketing,181,53,20,254,642,2236
I realize that I'm a stranger but technically this  is not candy,178,51,20,249,642,2617
"These are going like,uh, hotcakes",182,48,22,252,642,2350
Table two changed their mind.,204,58,23,285,642,2965
"She had been so good all day. Her resolve was strong. And then when she least expected it, from the dark, out of an alley the diet devil appeared...",173,53,18,244,642,2841
Psst wanna buy a......oh hi Mom.,184,46,23,253,642,2763
"I find it ironic, Satan, that you always try to tempt me with an angel food cake.",207,46,28,281,642,193
Carb-per-diem,180,46,22,248,642,202
"Please come back to me, Crystal. This time I used real maple syrup.""",181,44,23,248,642,389
These hotcakes are selling like crack.,181,44,23,248,642,3108
He thought he could lure her into a confection.,196,52,23,271,642,278
"To be honest, they're not selling like hotcakes.",170,50,18,238,642,58
Welcome to Tin Pancake Alley.,182,49,21,252,642,290
I told you that I never want to see you or your chocolate soufflé fudge infused toffee apple caramel glazed banana date drip drop cake again.,190,43,25,258,642,2191
No one has to know you didn't make it yourself,162,40,20,222,642,2093
"--I knew you were coming, so I baked a cake--",172,43,21,236,642,2463
Cheryl had been clean for months but the lure was too much–nothing was sweeter than black market pancakes.,185,58,18,261,642,2049
"Here at 'Michael Cohen's House of  Pancakes' , we specialize in foods you can flip.",201,49,25,275,642,537
"I said I wanted you out of my flat, Jack.",169,36,23,228,642,3402
"Stolen? Nah, stollen. Have some!",190,45,24,259,642,3074
"Of course they're hot, lady. Everything I sell is hot.",178,51,19,248,642,2652
"One embarrassing revelation later, Edna cancelled her membership to ""Weight-Stalkers.""",177,40,23,240,642,3111
"You've got a lot of nerve Marvin, this is going to require a lot more than cake and an apron.",172,42,21,235,642,892
Temptation lurks in every doorway for the low-carb dieter,173,45,20,238,642,1748
The crepe creep,195,47,24,266,642,1992
Of course they are. Everything I sell is hot.,172,52,17,241,642,438
I'm the ghost of addictions past...,177,42,22,241,642,2506
It's a black market forest cake,172,39,22,233,642,2985
You know you want to.,159,47,16,222,642,262
You the one looking for gluten?,213,33,33,279,642,1134
"My birthday was yesterday, George.",192,52,21,265,642,3063
"Instead of selling crack in a dark alley, Lenny decided to sell something close to it - red velvet cake.",193,55,20,268,642,879
"Pssst, looking for something off the menu?",184,50,20,254,642,1502
"Sigh. ""Hotcakes"" was a code word, Doug.",174,47,19,240,642,2107
"Someone left this out in the rain, and I can't take it.",193,37,27,257,642,2316
"Somehow, I always get the crepes walking by that alley.",182,41,23,246,642,561
We prefer to serve our pancakes syrup-titiously.,174,39,22,235,642,2879
"Ma'am act natural, we're trying to catch a pancake thief.",183,51,19,253,642,2010
"Psst! I got gluten, I got MSG, I got red dye 40!",172,45,19,236,642,705
"It's from the part of the tax reform bill titled
""let them eat cake"".",213,29,34,276,642,459
International Hideout of Pancakes,181,42,22,245,642,2057
Giving up drug dealing was the easy part.... But I've never been able to  quit selling things in shady allies.,167,52,15,234,642,3172
Rent got too expensive but we are still open for business.,193,60,17,270,642,719
I thought your Tinder profile said you were a banker!,192,44,23,259,642,939
"When you outlaw pancakes,only outlaws will have pancakes.",194,50,21,265,642,2460
It fell off the back of the serving cart. I can let you have it for half price.,175,52,16,243,642,712
Of course they're hot.,172,50,16,238,642,1018
"The whole location, location, location thing is overrated.",180,44,20,244,642,2560
Psst! Wanna score some of the last gluten in Brooklyn?,183,43,21,247,642,3408
"Pssst, I gotta cake here that breaks all the rules -- high-gluten, non-vegan, real sugar, and it's not locally sourced.",194,46,22,262,642,1951
It was no secret that Mrs. Hankins had herself a sweet thing on the side.,196,52,20,268,642,1446
Don't be crêped out.,173,45,18,236,642,716
"Noooo, I don't mean it's hot from the oven, I mean I stole it from the bakery!",172,52,15,239,642,2697
The Temptation of Margaret,187,42,22,251,642,1052
Medical marzipan...,189,48,20,257,642,1839
"No thank you, I just had pie from the alley down the street.",160,48,14,222,642,2347
"If you're really looking to party, I got a guy who can hook you up with some Cinnabons.",190,58,16,264,642,2502
"That Whole Foods bag isn't fooling anyone. You know what you want is good, old-fashioned trans-fats, and I'm the only one who's got 'em.",204,45,24,273,642,2011
"And then it hit me: if I can bake it there, I can bake it anywhere it’s up to you New York, New York.",177,46,18,241,642,1358
Maureen was shocked to discover just how much baking powder was getting cut into the cocaine on the lower east side.,192,56,17,265,642,47
"Look lady, let’s just say it fell off the food truck.",201,63,16,280,642,3173
Welcome to the International Alley of Pancakes.,172,53,14,239,642,186
That's right. I knew you were coming.,178,41,20,239,642,2859
Psst... you lookin' to score some gluten?,179,44,19,242,642,87
They're selling like you-know-what,181,40,21,242,642,2582
At the height of the Atkins craze pastry chefs resorted to desperate measures.,195,47,21,263,642,1910
I don't have a truck yet.,174,46,17,237,642,882
Psst. . .Two thousand calories. . .no kale.,187,45,20,252,642,907
The legalization of marijuana had left many local dealer branching out of their comfort zone.,203,53,20,276,642,1592
Psst! Wanna have your cake and eat it too?,187,42,21,250,642,685
I tried meeting women online but found it's easier to jump right to casual breakfast encounters,184,53,16,253,642,945
I've also got 32-ounce sodas.,189,43,21,253,642,2378
You shouldn't take candy from strangers... but pancakes are a whole different story.,187,47,19,253,642,3193
