caption,unfunny,somewhat_funny,funny,count,contest,target_id
"I'll tell you one thing - if a train ever does stop here, I'm getting on.",74,36,37,147,649,1629
"I said, 'Not in my backyard,' and they said, 'Ok, have it your way.""",69,59,31,159,649,7446
The coroner ruled it a suicide but I'm pretty sure Bob was just on his way to the bathroom.,89,36,41,166,649,980
Just look both ways before you go to the bathroom.,83,45,26,154,649,3934
Something's different... is that a new lamp?,88,43,31,162,649,5275
"If we time it right, I can show you the rest of the house.",85,56,25,166,649,3921
That’s not the tea kettle.,88,46,31,165,649,4247
His mother refuses to fly.,97,32,35,164,649,2028
"Yeah, but I no longer need a vibrator.",88,31,32,151,649,14
I could never live by an airport.,93,44,29,166,649,4702
"Oh, I didn't cost a thing, Mexico is paying for it.",95,35,35,165,649,3933
He told me he was an engineer and worked from home; I figured he meant software...,97,51,29,177,649,3612
"Carol, it is very important that you not be in the hallway between 9:04 and 9:07.",102,48,31,181,649,3450
He's in the kitchen with Dinah.,95,44,31,170,649,6403
The worst part is having to remind my kids to look both ways when they cross the living room.,79,43,24,146,649,1113
"- So, it turned out I didn't have tinnitus!",92,39,30,161,649,5910
The renovation started with subway tiles in the bath and the theme just kind of got out of hand.,92,45,26,163,649,830
The worst was last week when a cow wandered onto the tracks.  This is all new furniture.,106,48,30,184,649,3232
You'll want to finish your coffee by 10:23.,91,37,24,152,649,2536
Of course it doesn't go through the bedroom; that'd be ridiculous,83,40,25,148,649,793
It’s a compromise. He loves toy trains and I love being tied up.”,110,37,29,176,649,4597
The annoying thing is that nearest stop is two blocks away.,102,46,28,176,649,1717
See this is something you might want to mention on your Airbnb.,110,36,35,181,649,5183
Bob’s been working on it all the livelong day.,75,36,22,133,649,5644
The first blueprints had them going through the bathroom. Can you imagine living like that?,110,41,34,185,649,187
I'll admit that flattening pennies isn't the thrill it once was.,88,50,22,160,649,4174
‘$700 a month in Brooklyn did sound too good to be true’,96,40,27,163,649,6597
We're still trying to get this straightened out. What we ordered was track lighting!,105,49,28,182,649,4830
"I just said, 'Alexa, make mass transit more convenient for us'",102,40,27,169,649,6531
"Eminent domain can be quite complicated, apparently.""",92,35,27,154,649,2336
"In hindsight, we should have let them buy the house",96,43,27,166,649,5046
"Sure, we could pull up stakes and move out of here, but there are so many ties.",106,42,27,175,649,882
And we hardly hear the neighbors at all.,94,46,22,162,649,2411
I should have said yes to the man cave.,89,46,22,157,649,2079
"On the bright side, I sleep right through Dave’s snoring now.",87,39,21,147,649,4643
I'd invite you for dinner but my kitchen is literally a train wreck.,93,46,24,163,649,4546
"No, don’t be silly. That’s the tea kettle.",91,43,24,158,649,3177
"I thought it was just a game of Monopoly, but apparently I bought a railroad.",81,40,18,139,649,1833
"And to add insult to injury, it's an express train that doesn't even stop here.",104,35,31,170,649,6616
Don’t go in the kitchen. It’s a trainwreck in there.,91,32,25,148,649,2922
"If you're ready to eat, we can move to the dining car.",82,41,18,141,649,728
"I'll be right back, I'm going to catch the 4:02 to the bathroom.",80,41,19,140,649,196
It all started when we adopted a highway,95,40,25,160,649,5889
He’s with Amtrak. On Mondays they let him work from home”,79,41,17,137,649,6520
It’s just for fun. Sometimes we do this whole thing where he ties me up and then rescues me.,97,37,25,159,649,1198
"At first I didn't think that I could afford this house, but I kept saying I think I can, I think I can...",93,33,26,152,649,2621
It’s always like Grand Central Station around here.,102,39,26,167,649,4834
"So, are you here on business, or just passing through?",99,62,17,178,649,602
"We're having an open house tomorrow at 10:19AM, 10:49AM, 11:19AM, 11:49AM, 12:19PM and 12:49PM.",103,38,27,168,649,3043
So how did you and Thomas meet?,104,40,23,167,649,531
"And THAT""S when I learned the meaning of eminent domain.",93,44,21,158,649,2459
It seems convenient but it doesn't stop here!,83,40,17,140,649,1492
Amtrak recently offered Jim the option to work from home.,90,34,20,144,649,7045
I miss living next to the airport.,94,39,22,155,649,2563
I should never have said size doesn't matter.,87,32,22,141,649,3215
It didn't look that big on the box.,88,50,16,154,649,985
"If you want the bathroom, you'll need the uptown train from the kitchen",94,39,23,156,649,4381
One minute he's going to the fridge for some chicken and the next I'm a widow.,87,24,23,134,649,4435
"And the worst part is, it's never on time.",93,35,21,149,649,174
"No its not a xylophone, guess again.",102,32,28,162,649,1958
"..so naturally, when we read that the first place prize was from Amtrak, we thought they meant a trip...",99,32,24,155,649,268
Remember to look both ways before going into the kitchen,81,45,13,139,649,4288
"The good news is we're close to the subway.  The bad news, it doesn't stop here.",102,37,26,165,649,7150
We'll need to wrap up this conversation by 4:14.,88,32,21,141,649,4455
"Yes, all the livelong day, why do you ask?",98,54,19,171,649,5849
"I'd show you the kitchen, but a river runs through it.",99,39,24,162,649,3513
"We’re doing well, but I always feel like something is coming.",90,45,16,151,649,6565
We told them 'not in my backyard' and at least they listened,102,41,23,166,649,4124
". . . and then great grandpa Cyrus said, “I ain’t selling out to some damn railroad company !”",101,32,26,159,649,2965
"I order so much from Amazon they put me on their ""top of the line"" delivery system.",97,40,22,159,649,4972
We're happy with our station in life.,99,48,20,167,649,3306
On the upside - the vibrating bed is an unexpected thrill.,90,48,16,154,649,4761
I'm afraid it's the end of the line for Bob and me.,100,51,20,171,649,4755
"Yeah, can you believe they accepted our first offer?!",107,47,21,175,649,5876
It doesn't even stop here.,99,40,21,160,649,451
And that's when Ralph said I don't know what Eminent Domain means and I don't want to know.,94,33,22,149,649,3440
Will you be taking the 4:05 or can you stay for dinner?,90,45,16,151,649,685
It's only someone in the kitchen with Dinah,106,39,25,170,649,7105
"Everyone thinks it's a light at the end of the tunnel. But really, it's a living room.",88,35,19,142,649,6043
"Well, we had been ordering so much from Amazon...",97,46,18,161,649,4652
"I'm just thankful his favorite movie wasn't ""A River Runs Through It"".",106,29,28,163,649,1399
"Let me show you my smashed penny collection.""",99,45,21,165,649,172
Please remember to look around and gather your belongings before you leave.,86,26,19,131,649,3727
Steve should be home at 5:57. Or 6:23.,90,24,21,135,649,4992
We think it will be  worth a lot more when they want to turn it into a bike trail,95,48,17,160,649,5786
"I'm leaving Jim, Marcy. At 12:14.",93,31,23,147,649,337
Amtrak lets him work from home now.,106,45,23,174,649,6085
"I would show you the rest of the house, but it's a train wreck.",102,32,23,157,649,5313
The Mexicans paid for it.,117,35,28,180,649,2199
Either the kettle is ready or the 2:20 to Utica is early.,94,47,18,159,649,7116
"It's our dream home.  Except at 7:04 a.m., 8:04 a.m., 9:04 a.m....",94,33,19,146,649,5265
Did you have any trouble getting here?,90,41,17,148,649,3541
The only thing that gets laid around here are the tracks.,108,40,25,173,649,5820
We were hoping for hardwood under the carpet.,95,36,21,152,649,6528
Not the Home Depot I expected.,105,30,25,160,649,343
When the kids get home it’s like Grand Central Station here.,96,48,18,162,649,4471
"I can't say he's easy to live with, but he's always punctual.",85,42,16,143,649,4700
"So, I told him, ""I know you can; I know you can.""",117,35,28,180,649,5900
I think I can.,96,35,22,153,649,33
"Yes, he bought rope too, why do you ask?",92,43,18,153,649,672
I don’t know where it goes. I always drive.,108,57,19,184,649,3627
"On the bright side, we can flatten a penny anytime we want.""",97,44,18,159,649,1218
"Unfortunately, the railroad company hired better lawyers.",107,56,18,181,649,814
"At first, I was excited when he said we were getting a place on the Eighth Avenue Line.",94,30,22,146,649,5755
"The lamp is new, thanks for noticing.",92,36,20,148,649,1573
The bathroom is two stops down on the left.,92,48,14,154,649,1381
I think you'll like Casey. He should be here at 6:02.,95,43,18,156,649,6411
Is this one of those situations where you want me to be supportive?,100,36,22,158,649,535
It will make more sense when we can afford the train.,84,33,18,135,649,6941
"You won't believe it, but it's not as convenient as it seems.",97,34,20,151,649,4961
They have plans to tear it up and put in a bike trail.,98,34,21,153,649,1993
Henry says we still won since we didn't have to move.,95,41,19,155,649,391
I can stay and talk for another four minutes.,100,50,17,167,649,3366
When Howard said he was going to make tracks I thought he just wanted a divorce.,109,44,22,175,649,1895
"I want to hear all about the kids, and we have about the next seven minutes.",125,51,25,201,649,2281
"Little boys, little trains. 
Big boys, big trains. Just wave to him as he comes by and he'll toot.",100,36,18,154,649,3594
"You marry a hobo, you learn to compromise.",95,47,16,158,649,244
It's not the noise that bothers me. It's the people getting off,102,37,21,160,649,4026
