caption,unfunny,somewhat_funny,funny,count,contest
"Looks like Sammy wins the ""bring your pet to work"" contest. He ate all of the other entries!",293.0,123.0,191.0,607.0,534
Anywhere but Eve's office.,246.0,142.0,142.0,530.0,534
We're searching for rats that escaped from the subway's Track 23 dining room kitchen.,235.0,36.0,129.0,400.0,534
Looks like you ordered from the wrong Amazon,184.0,126.0,79.0,389.0,534
Speak softly and carry a big fish.,206.0,78.0,100.0,384.0,534
We may want to let him work from home.,174.0,134.0,69.0,377.0,534
That goes in Eve's office.,183.0,106.0,78.0,367.0,534
If anyone starts singing 'That's A Moray' they're fired.,186.0,88.0,81.0,355.0,534
It's a pet of the one-armed guy 9 back who is carrying it to the shredder.,219.0,15.0,114.0,348.0,534
"I said we should get stuff from Amazon, not the Amazon.",172.0,95.0,67.0,334.0,534
It looks like we have a reptile dysfunction.,172.0,76.0,69.0,317.0,534
"No you fools, I told you to hire a civil SERVANT""",163.0,70.0,61.0,294.0,534
"You ordered from the wrong Amazon again, didn't you?",158.0,70.0,57.0,285.0,534
"No, what I said was we need more stakeholders.",155.0,74.0,54.0,283.0,534
Tell the front desk to bring doughnuts and a small rabbit to the conference room.,149.0,85.0,48.0,282.0,534
Is that from Amazon?,151.0,76.0,50.0,277.0,534
The word is he did great things over at Apple.,150.0,67.0,50.0,267.0,534
I hope this means the toilet is now working.,141.0,80.0,41.0,262.0,534
I see we're finally cleaning out the fridge.,150.0,62.0,50.0,262.0,534
"Sir, you should probably assume your human form for the shareholders meeting.",148.0,65.0,48.0,261.0,534
Ah. My Amazon delivery.,143.0,71.0,44.0,258.0,534
"Not as charming as the gecko, but we'll give it a shot.",138.0,78.0,39.0,255.0,534
I said we need stakeholders.,152.0,48.0,53.0,253.0,534
Let's start thinking in the box.,146.0,60.0,47.0,253.0,534
I thought Milton Berle was dead.,165.0,20.0,66.0,251.0,534
"No. What i said was, ""We need a gigantic shake up here.""",139.0,71.0,40.0,250.0,534
Just add it to the list of possible side effects.,142.0,61.0,44.0,247.0,534
Didn't work out in accounting. Turns out he's only an adder.,143.0,57.0,45.0,245.0,534
"Ok fine, I'll call the plumber.",135.0,73.0,37.0,245.0,534
Couldn't we just get a shredder?,129.0,83.0,31.0,243.0,534
"Right, never too early to bring in Legal.",141.0,59.0,43.0,243.0,534
"Why, no I haven't seen Bob. Why do you ask?",133.0,74.0,35.0,242.0,534
No - I did NOT say I had 'a reptile dysfunction'!,148.0,43.0,50.0,241.0,534
He's transferring in from legal.,137.0,66.0,38.0,241.0,534
Just remember to wipe down the microwave when you're done,139.0,55.0,42.0,236.0,534
Put a tie on him and get over to Fox News.,137.0,57.0,40.0,234.0,534
"Now, that's a moray!",143.0,43.0,46.0,232.0,534
It's the last envelope he has to lick.,129.0,70.0,32.0,231.0,534
Let me guess--first time ordering from Amazon?,129.0,70.0,32.0,231.0,534
"If it tells you to try Apple products, resist the temptation.",139.0,50.0,42.0,231.0,534
I think we should stick with pink slips.,126.0,75.0,29.0,230.0,534
Predatory lending is down the hall.,134.0,59.0,37.0,230.0,534
We found what was jamming the printer.,136.0,54.0,39.0,229.0,534
"No, no, I asked if you guys could find Ann a condo.",137.0,52.0,40.0,229.0,534
This decision may come back to bite us.,124.0,75.0,27.0,226.0,534
I see you've found the cause of the paper jam.,134.0,51.0,38.0,223.0,534
Let's stick with the gekko,131.0,54.0,35.0,220.0,534
"Tell him again , we don't use Apple products here and we won't be tempted to.",131.0,54.0,35.0,220.0,534
I don't think I.T. entirely understood my mouse problem.,125.0,62.0,30.0,217.0,534
I said I wanted a bigger STAKE in the company.,129.0,57.0,33.0,219.0,534
"No, what I said was that we need a bigger STAKE in the company.",125.0,65.0,29.0,219.0,534
Get him a desk in Legal.,128.0,55.0,33.0,216.0,534
I thought we agreed not to invite Legal to this meeting.,133.0,48.0,37.0,218.0,534
"Um, I think we should go back to thinking 'inside the box'.",123.0,64.0,28.0,215.0,534
"Oh dear, another case of reptile dysfunction.",131.0,48.0,36.0,215.0,534
I'm afraid this idea doesn't have any legs,120.0,70.0,25.0,215.0,534
I think we figured out the reason for the huge employee turnover on the fourth floor.,122.0,68.0,26.0,216.0,534
"His résumé said he used to work at Amazon, which is technically true.",126.0,55.0,31.0,212.0,534
Put him in charge of low-hanging fruit.,130.0,47.0,35.0,212.0,534
"Impressive, but the other attorneys brought a mongoose.",118.0,48.0,30.0,196.0,534
We've had complaints that your emotional support animal keeps eating other emotional support animals.,129.0,48.0,34.0,211.0,534
We need to clean the refrigerator more often.,124.0,58.0,29.0,211.0,534
"I know what it looks like, but the guy's got a killer resume.",123.0,56.0,29.0,208.0,534
I see you've brought along your own lawyer.,121.0,63.0,26.0,210.0,534
So it is a hostile takeover.,122.0,61.0,27.0,210.0,534
"I said, ""Bring me the rep file.""",125.0,51.0,31.0,207.0,534
So you think you know where my left arm is?,124.0,53.0,30.0,207.0,534
He's in his office. Why?,126.0,49.0,32.0,207.0,534
Surely you can find a better 2-hole punch?,117.0,54.0,27.0,198.0,534
"I meant, ""snack"". Damn autocorrect.",127.0,46.0,33.0,206.0,534
Mine's bigger.,126.0,48.0,32.0,206.0,534
I thought we weren't bringing our attorneys.,120.0,47.0,30.0,197.0,534
I see the boss hired another relative.,121.0,57.0,27.0,205.0,534
I didn't know we were bringing in outside counsel,116.0,65.0,22.0,203.0,534
"Whatever you do, don't assign him an office near Eve.",122.0,53.0,28.0,203.0,534
"...and so we're letting both of you go, but you are eligible for COBRA.",129.0,39.0,35.0,203.0,534
I meant the kind plumbers use.,123.0,51.0,29.0,203.0,534
I said I want you to be 'Stakeholders'!,124.0,45.0,31.0,200.0,534
"No, I'm quite sure it was ""stakeholders,"" a meeting of all STAKEholders.",125.0,46.0,31.0,202.0,534
I see they sent someone from corporate this time.,121.0,50.0,28.0,199.0,534
"No, no, no - I said we needed a couple of new ""stakeholders""!",120.0,52.0,27.0,199.0,534
"Wow, mystery solved! I thought people were just on vacation.",126.0,40.0,33.0,199.0,534
"Actually, I called a meeting of the large stakeholders.",126.0,40.0,33.0,199.0,534
"Sorry guys, the agenda should have said stakeholders, not snakeholders.",121.0,50.0,28.0,199.0,534
No need to introduce yourself.... you must be my wife's attorney!,123.0,46.0,30.0,199.0,534
Take him to accounting - they could use another adder.,123.0,46.0,30.0,199.0,534
I'm afraid you can't bring your service animal anymore. Some of your coworkers are feeling constricted.,122.0,48.0,29.0,199.0,534
"I din't say ""anaconda"" I said ""add a comma""!",122.0,48.0,29.0,199.0,534
We're tax attorneys. The taxidermists are on the third floor.,122.0,48.0,29.0,199.0,534
I'll tell the boss you found his chihuahua.,120.0,51.0,27.0,198.0,534
I think she wanted a FEATHER one.,119.0,53.0,26.0,198.0,534
"No, this is accounting, you're looking for legal, that's up on 10.",121.0,49.0,28.0,198.0,534
"""Guys, there is no need to reinvent the eel"".",120.0,50.0,27.0,197.0,534
"Oh good, Legal has arrived.",116.0,57.0,23.0,196.0,534
I think his management style might be too constricting.,109.0,71.0,16.0,196.0,534
I know today's the 'Bring Your Pets to Work Day' but many people say they couldn't find their pets anymore...,125.0,39.0,32.0,196.0,534
Add him to the office pool.,120.0,49.0,27.0,196.0,534
Anything found in the employee fridge without a name and date gets tossed.,116.0,57.0,23.0,196.0,534
There must have been a typo in the notice. This meeting is for STAKE-holders.,120.0,48.0,27.0,195.0,534
When did we go open carry?,117.0,54.0,24.0,195.0,534
I didn't mean it literally! Take that back and bring me an actual lawyer.,125.0,38.0,32.0,195.0,534
That's the last time we use Monster.com.,116.0,56.0,23.0,195.0,534
Make sure he completes the sexual harassment training.,117.0,50.0,25.0,192.0,534
"You'd better run that by Legal... oh, wait. That is Legal.",126.0,32.0,34.0,192.0,534
"Python is a programming language, you nitwits.",119.0,46.0,27.0,192.0,534
"I said add one percent, not one serpent.",120.0,43.0,28.0,191.0,534
I wasn't expecting anything from Amazon!,117.0,49.0,25.0,191.0,534
"No, no. I said, 'We should buy a bigger *stake*.'",115.0,53.0,23.0,191.0,534
Maybe we should cancel our Amazon Rewards Program.,114.0,54.0,22.0,190.0,534
"I thought his resume said worked at Amazon, not in the Amazon.",113.0,56.0,21.0,190.0,534
"It's our biggest idea, but it has no legs.",114.0,54.0,22.0,190.0,534
I didn't know Legal was hiring.,120.0,42.0,28.0,190.0,534
I said I wanted an extra large shake.,116.0,50.0,24.0,190.0,534
I'm not sure we have that kind of wiggle room.,112.0,58.0,20.0,190.0,534
The employee you need to terminate is in the first office on the left.,113.0,56.0,21.0,190.0,534
I see that there was a typo in my 'Haul-your-asp-to-my-office' memo.,119.0,44.0,27.0,190.0,534
I said get me a large SHAKE!,116.0,50.0,24.0,190.0,534
The meeting was for STAKEHOLDERS...,118.0,46.0,26.0,190.0,534
No....What I said was that I want to meet our stakeholders.,118.0,45.0,26.0,189.0,534
"Well, that explains the missing lab rats.",120.0,41.0,28.0,189.0,534
Devour the Competition was a metaphor.,109.0,59.0,18.0,186.0,534
He is a lifetime civil serpent.,118.0,41.0,27.0,186.0,534
No wonder it wouldn't flush.,115.0,47.0,24.0,186.0,534
This just came from Amazon.,113.0,54.0,21.0,188.0,534
I'll let you handle his exit interview.,115.0,46.0,24.0,185.0,534
Reptile dysfunction?,116.0,44.0,25.0,185.0,534
"Well, he has some of the qualities we're looking for!",111.0,54.0,20.0,185.0,534
Release him in personnel. We need to downsize.,121.0,37.0,29.0,187.0,534
I don't think that qualifies as an Emotional Support Animal.,113.0,49.0,22.0,184.0,534
Just when we got rid of the 800 lb. gorilla in the room!,110.0,55.0,19.0,184.0,534
Where was he this time?,118.0,39.0,27.0,184.0,534
Johnson? No. I haven't seen him all week.,115.0,45.0,24.0,184.0,534
A mousetrap would have sufficed.,114.0,47.0,23.0,184.0,534
Is this why none of our computers have a mouse?,112.0,51.0,21.0,184.0,534
Sure beats the whoopee cushion we got him last year!,119.0,36.0,28.0,183.0,534
Better count the interns while your at it...,114.0,46.0,23.0,183.0,534
I was hoping we could resolve this without bringing legal in.,115.0,44.0,24.0,183.0,534
"I said, ASAP. Not ASP.",117.0,40.0,26.0,183.0,534
"""I see they are finally hiring in the legal department'",116.0,41.0,25.0,182.0,534
