caption,unfunny,somewhat_funny,funny,count,contest
Welcome to Weight Watchers!,25,7,10,42,528
We're here today to discuss firing the architect.,19,17,4,40,528
This meeting is getting away from me.,22,7,8,37,528
I am entertaining a motion to evacuate. Do I hear a second?,23,12,7,42,528
The captain assures me it was a very small iceberg.,23,9,7,39,528
Welcome to orientation.,21,13,5,39,528
Many of you are concerned with the direction our company is heading.,22,11,6,39,528
Can someone straighten out that picture?,21,13,5,39,528
"Well, maybe now you will appreciate the gravity of the situation.",24,8,7,39,528
I don't think you understand the gravity of the situation.,24,8,7,39,528
I see we have reached the tipping point.,23,6,7,36,528
"As you may have guessed, I've highly leveraged the company.",21,10,5,36,528
"It can't be that bad, the band's still playing.",22,8,6,36,528
Can anyone bring something to the table?,20,15,3,38,528
"First, I'd like to thank you all for not joining the lawsuit against my brother's architectural firm...",23,9,6,38,528
This meeting of the Fox News editorial board will now come to order.,23,9,6,38,528
Everyone seated around this table has an equal vote.,20,5,6,31,528
The Architectural Standards Committee meeting will now come to order.,22,7,6,35,528
"Obviously, we've reached a tipping point.",19,13,3,35,528
"So, other than the wheels, we like the new chairs?",21,12,4,37,528
Now...Let's see what this button does.,23,8,6,37,528
"From where I'm sitting, it's all downhill from here.",23,8,6,37,528
I want to level with you all...,22,6,6,34,528
What's it going to take to bring you all to the table?,22,6,6,34,528
"Unless I get a volunteer, I’m going to let go of this table.",22,6,6,34,528
"OK, I'll level with you.",21,11,4,36,528
I see the weight of my argument has failed to move you in my direction.,23,6,6,35,528
We appear to have reached the tipping point.,23,6,6,35,528
The rumors are true. We are a sinking ship.,22,8,5,35,528
"Before we begin, I'd just like to point out that Mr. Gehry was very highly recommended.",22,7,5,34,528
"On second thought, maybe rolling chairs were a bad idea.",22,7,5,34,528
"So, then -- all in favor of removing the wheels from our chairs, say 'aye.'d",24,5,6,35,528
Welcome to the Pisa branch offices.,23,7,5,35,528
"Unlike you, I do appreciate the gravity of the situation.",22,6,5,33,528
So its unanimous?,21,8,4,33,528
"Is it just me, or does that picture seem crooked?",19,12,2,33,528
I think I know which way the group is leaning.,23,6,5,34,528
The motion to adjourn has been approved by a landslide.,21,10,3,34,528
Do I need to remind you what rolls downhill?,23,6,5,34,528
"When the OSHA guy gets here, everyone look casual.",22,8,4,34,528
"Yes, it's unsinkable. Any other questions?",22,8,4,34,528
Red rover red rover send Sandi on over,24,4,6,34,528
It appears that the discussion has tilted in my favor.,23,3,6,32,528
"My name is John, I am an alcoholic...and an architect...",20,9,3,32,528
Welcome to New Balance.,24,1,7,32,528
"Well, Bill, it looks like you won because of a landslide.",19,8,3,30,528
Of course it's not a level playing field. Duh!,22,7,4,33,528
I'm here to assure you that fracking does not cause seismic events.,22,7,4,33,528
"Oh my God, it does not smell that bad.",22,4,5,31,528
Let's move on to the next slide.,22,4,5,31,528
"Clearly, groupthink does not lend itself to a balanced solution.",20,8,3,31,528
I think we're too far to the right on this.,22,4,5,31,528
That's ridiculous Evelyn! Does anyone else feel I talk down to you?,20,8,3,31,528
First order of business: we fire the architect.,20,8,3,31,528
We're selling the engineering division.,20,8,3,31,528
I want to begin by saying the foundation of this company is as solid as ever.,20,8,3,31,528
It appears the balance of power has shifted.,23,2,6,31,528
"So exactly how long have things been going downhill?""",20,8,3,31,528
"Ok, so no one is on my side.",20,5,4,29,528
I move that we table the motion.,18,6,3,27,528
"As you all know, moving up in this company can be difficult.",23,7,4,34,528
I'm beginning to see the gravity of the situation.,22,6,4,32,528
Maybe I came on a little strong there.,23,4,5,32,528
Guess what rolls downhill?,22,6,4,32,528
Who's got the bowling ball?,21,8,3,32,528
I just wanted to give you my slant on the company's future.,21,8,3,32,528
We have to stop meeting like this.,22,6,4,32,528
Anyone know who put a lien on this building?,20,7,3,30,528
Lunch should be here shortly. I ordered sliders.,20,7,3,30,528
So moved?,20,7,3,30,528
For our next Board meeting I believe we should seriously consider using TeleMeeting rather than a cruise ship.,22,3,5,30,528
All in favor of suing the architect...,19,9,2,30,528
"Before we get started, would someone straighten the picture?",19,9,2,30,528
We have to stop having our board meetings on cruise lines.,23,1,6,30,528
I'll keep my presentation brief because I know you all hate slides.,20,7,3,30,528
Very funny guys. Now straighten the picture and move your chairs back to the table.,20,7,3,30,528
Watch what happens when I let go of this table.,20,7,3,30,528
Now you understand why our new cologne isn't selling.,21,5,4,30,528
Another uphill battle?,19,9,2,30,528
"Not so long ago, I was sitting where you people are.",20,7,3,30,528
I don't roll that way,19,9,2,30,528
"So, now you understand the gravity of the situation.",20,4,4,28,528
I want you all to know you can always come to me.,19,6,3,28,528
I'm inclined to say no.,21,10,2,33,528
"A simple ""nay"" vote would have sufficed.",20,9,2,31,528
I want to address the rumors that this company is crooked.,22,5,4,31,528
I grant you. Locating our headquarters on the San Andreas fault has some disadvantages.,20,9,2,31,528
Vote 'yes' or I let go of the table.,23,3,5,31,528
Anyone see my pen down there?,20,9,2,31,528
I think we can agree that the company is a little heavy in upper management.,23,3,5,31,528
I'm sure you're aware of the gravity of the situation.,19,11,1,31,528
The motion to abandon ship passes unanimously.,21,7,3,31,528
Company benefits will be given on a sliding scale.,23,3,5,31,528
"Here, on the Titanic, there are no dumb questions.",18,10,1,29,528
It seems your opinion outweighs my logic.,20,6,3,29,528
I'm just hoping Frank Gehry will give us a partial refund.,20,6,3,29,528
It is still the view of the board that the ship is not sinking.,19,8,2,29,528
So now let us adjourn to the life boats.,19,8,2,29,528
"On the plus side, it has a wonderful view of downtown Pisa.",20,6,3,29,528
Now let me get this straight . . .,20,6,3,29,528
The motion is carried by a landslide,19,8,2,29,528
"As luck would have it, our next agenda item is a report from Building Maintenance.",20,6,3,29,528
It seems the builder didn't level with us.,20,6,3,29,528
"We are facing an uphill battle, but I would like to get rolling.",21,4,4,29,528
"As some of you may have noticed, the company is in decline.",19,8,2,29,528
There's been a seismic shift in our firm's outlook.,21,4,4,29,528
Why don't we try another angle?,18,7,2,27,528
"Sorry, but I'm inclined to disagree.",18,7,2,27,528
"Because the rent is cheap, and would someone crawl up here and help me hold the table?",19,5,3,27,528
"'First, welcome to Pisa.'",18,7,2,27,528
To save money we had to let about half of the 34th floor go.,23,5,4,32,528
"Seriously, is there an elephant in the room?",21,6,3,30,528
"First of all, I would like to welcome you to Sisyphus Corporation.",22,4,4,30,528
Pull up a chair!,21,6,3,30,528
The market slide was more severe than we had anticipated,20,8,2,30,528
You're in no position to negotiate; things have tilted in my favor!,21,6,3,30,528
"Alright, second my motion, or I let the table go.",20,8,2,30,528
"Let's put it to a vote then - All in favor of Mary's proposal to install seatbelts in the restroom, say aye.",20,8,2,30,528
I think we've reached a tipping point.,20,8,2,30,528
This company is moving in a new direction.,19,10,1,30,528
I would like to address the rumors of instability in this company.,21,6,3,30,528
"First, let me welcome you all to Pisa.",22,4,4,30,528
Let me try and put this into perspective.,19,10,1,30,528
"Okay, who hired the architect?",19,10,1,30,528
"It will cost too much to straighten the building, so we are just going to take the wheels off the chairs.",21,6,3,30,528
I think we're at the tipping point.,22,4,4,30,528
You've all been hired to right this ship.,22,4,4,30,528
And we can begin the meeting as soon as SOMEONE starts holding the magazine straight.,20,8,2,30,528
