caption,unfunny,somewhat_funny,funny,count,contest
When I'm finished we'll build a snowmidget.,3.0,1.0,3.0,7.0,511
I'm a big person. It only looks smaller.,2.0,4.0,2.0,8.0,511
"Someday son, this shovel will be yours.",3.0,3.0,2.0,8.0,511
"Put that away, we are paid by the hour.",3.0,3.0,2.0,8.0,511
I found your brother...I'm glad we didn't use the snow blower....,4.0,1.0,3.0,8.0,511
Now you offer to help?,3.0,5.0,1.0,9.0,511
"My brain says yes, my back says no.",4.0,3.0,2.0,9.0,511
Point again to where you threw the keys.,3.0,4.0,1.0,8.0,511
Because I'm wearing my Fitbit.,3.0,4.0,1.0,8.0,511
Where the hell were you nine hours ago?,3.0,4.0,1.0,8.0,511
I'm more about the process.,4.0,2.0,2.0,8.0,511
My cardiologist sells them.,5.0,0.0,3.0,8.0,511
"No, thanks. I promised we'd visit your grandmother when I finished the walkway.",4.0,2.0,2.0,8.0,511
"It's called working by the hour, son.",3.0,4.0,1.0,8.0,511
"OK, OK - neither of us should have bought online.",3.0,4.0,1.0,8.0,511
Shovelry is dead.,4.0,1.0,2.0,7.0,511
"I'm going to package it up and sell it to hipsters as ""artisinal hand-shoveled"" snow.",4.0,1.0,2.0,7.0,511
"OK, that's one thousand for me. Now you do yours.",3.0,3.0,1.0,7.0,511
Let this be a lesson on how the business world works.,4.0,1.0,2.0,7.0,511
It's all about billable shovels full.,5.0,2.0,2.0,9.0,511
No two Flakes are alike!,5.0,2.0,2.0,9.0,511
You kids and your newfangled technology.,4.0,4.0,1.0,9.0,511
I bill by the hour.,5.0,2.0,2.0,9.0,511
"You look for the dog, I'll look for the hamster.",3.0,6.0,0.0,9.0,511
When you're a little older you'll understand daddy's crazy.,5.0,2.0,2.0,9.0,511
It only looks small from where you're standing.,5.0,2.0,2.0,9.0,511
Some day you'll appreciate daddy's artisanal snow craft.,4.0,4.0,1.0,9.0,511
The forecast calls for another foot of snow and suspension of child labor laws.,6.0,0.0,3.0,9.0,511
Even Robert Mankoff would say there's something wrong with this picture.,6.0,0.0,3.0,9.0,511
"Some day, you'll look back and resent me",5.0,2.0,2.0,9.0,511
"For the last time, because you have a low center of gravity and I have a bad back.",5.0,2.0,2.0,9.0,511
"I could have used that five hours ago, Billy.",5.0,2.0,2.0,9.0,511
"It's a journey, not a destination.",3.0,6.0,0.0,9.0,511
I promised to take your mother shoe shopping as soon as I was finished.,4.0,4.0,1.0,9.0,511
"Dad, are you sure this is what your cardiologist told you?",5.0,2.0,2.0,9.0,511
It's all about attention to detail.,5.0,2.0,2.0,9.0,511
"In my day, we shoveled snow with a spatula.",5.0,2.0,2.0,9.0,511
"Sometimes it's the journey, son.",4.0,4.0,1.0,9.0,511
"I told you it is not the size, but how you use it",5.0,2.0,2.0,9.0,511
What next? Some sort of machine that blows it out of the way?,4.0,3.0,1.0,8.0,511
Keep it. I'm getting paid by the hour.,3.0,5.0,0.0,8.0,511
Because that's Daddy's 401(k) shovel.,4.0,3.0,1.0,8.0,511
I'm very good at micromanaging.,5.0,1.0,2.0,8.0,511
Don't laugh. I escaped from prison this way.,4.0,3.0,1.0,8.0,511
Are you aware that I use to walk 7 miles to school every day?,4.0,3.0,1.0,8.0,511
"Go tell Mom she wins, we're moving to Florida.",5.0,1.0,2.0,8.0,511
"No, thanks. It just needs a trim.",4.0,3.0,1.0,8.0,511
I don't care any more what my Fitbit thinks of me! Hand me the big shovel.,5.0,1.0,2.0,8.0,511
"Next time, pick heads.",5.0,1.0,2.0,8.0,511
Do you want it done fast or do you want it done right?,4.0,3.0,1.0,8.0,511
Here's a tip: bill by the scoop.,4.0,3.0,1.0,8.0,511
"And that, son, is the difference between capitalism and socialism.",4.0,3.0,1.0,8.0,511
You kids and your damn technology!,4.0,3.0,1.0,8.0,511
"When I was a boy, we used a shingle on a stick, and lots of elbow grease.",5.0,1.0,2.0,8.0,511
Don't give me that look; I'm not the one that has to earn my allowance.,4.0,3.0,1.0,8.0,511
"On second thought, I would like to switch shovels.",4.0,3.0,1.0,8.0,511
Why when I was your age I had to shovel snow with a popsicle stick!,4.0,3.0,1.0,8.0,511
The question isn't who let me take your shovel; it's who is going to stop me.,5.0,0.0,2.0,7.0,511
I am getting paid by the hour. How about you??,4.0,2.0,1.0,7.0,511
"Dad, is there a moral in this?",4.0,2.0,1.0,7.0,511
Sometimes a snow shovel is just a snow shovel.,5.0,0.0,2.0,7.0,511
"Don't try to 'snow me,"" kid. That's no magic shovel.",5.0,0.0,2.0,7.0,511
I was your age when I started.,4.0,2.0,1.0,7.0,511
Your shovel will get smaller as you get bigger. Mine did.,6.0,1.0,2.0,9.0,511
"Shoveling is a journey, son, not a destination.",5.0,3.0,1.0,9.0,511
"Since last Sunday, and you?",6.0,1.0,2.0,9.0,511
It is all in the knees.,6.0,1.0,2.0,9.0,511
...and that's how Social Security works.,6.0,1.0,2.0,9.0,511
"On average, they're both perfect.",6.0,1.0,2.0,9.0,511
"It's not snow, it's a metaphor for how the 1% pay taxes.",6.0,1.0,2.0,9.0,511
"And this, my son, is how to make the most if you are paid per hour.",5.0,3.0,1.0,9.0,511
No Thanks - I'm trying to beat mom's Fitbit total,5.0,3.0,1.0,9.0,511
"Remember son, use this shovel when they're paying you by the hour.",5.0,3.0,1.0,9.0,511
I get paid for each shovelful.,5.0,3.0,1.0,9.0,511
"Thanks anyway, kid, but I get paid by the hour.",6.0,1.0,2.0,9.0,511
"Ok, Son...Daddy's turn to be middle manager.",6.0,1.0,2.0,9.0,511
"Mathematically, we should finish at exactly the same time.",6.0,1.0,2.0,9.0,511
Keep looking. I know grandma's out here somewhere.,6.0,1.0,2.0,9.0,511
Don't choke up quite so much on the handle!,5.0,3.0,1.0,9.0,511
Have you found your brother yet?,5.0,3.0,1.0,9.0,511
"Yes, the snow shovel would be faster. But global warming has been linked with using those.",5.0,3.0,1.0,9.0,511
"Son, I'm sorry, but we're going to have to let you go.",6.0,1.0,2.0,9.0,511
I was hired by the hour.,5.0,3.0,1.0,9.0,511
The key is lifting with your legs.,5.0,3.0,1.0,9.0,511
"No one likes a show-off, son.",4.0,5.0,0.0,9.0,511
"It's all in the wrist, son.",5.0,3.0,1.0,9.0,511
I charge by the hour.,5.0,3.0,1.0,9.0,511
I’ll use it after Mommy’s family leaves.,6.0,1.0,2.0,9.0,511
You can't use that. We're Amish.,5.0,3.0,1.0,9.0,511
Get a smaller shovel. We're creating jobs.,5.0,3.0,1.0,9.0,511
"""...Then use this micro shovel for more intricate detailing of your shoveled path.. Got it?",6.0,1.0,2.0,9.0,511
It's the journey.,5.0,3.0,1.0,9.0,511
Mine's a gift from my cardiologist.,4.0,5.0,0.0,9.0,511
You missed a flake.,6.0,1.0,2.0,9.0,511
This way is more artisanal.,5.0,3.0,1.0,9.0,511
Great! I'm almost done now. Where were you three days ago?,5.0,3.0,1.0,9.0,511
"See, it's easy. Just step, lift, turn, toss.",5.0,2.0,1.0,8.0,511
"Yes, the whole lawn! That's why you have the BIG shovel!",5.0,2.0,1.0,8.0,511
"Bar mitzvah, bar shmitzvah, Neil; today you are a man.",5.0,2.0,1.0,8.0,511
It's a matter of perspective.,4.0,4.0,0.0,8.0,511
I charge by the scoop.,5.0,2.0,1.0,8.0,511
This spatula turned a retirement job into a retirement career.,4.0,4.0,0.0,8.0,511
Sometimes being paid by the hour is a good thing.,5.0,2.0,1.0,8.0,511
It's the new iShovel--want to try?,6.0,0.0,2.0,8.0,511
Maybe bigger is better.,5.0,2.0,1.0,8.0,511
Optical Illusion #10 - The shovels are the same size!,5.0,2.0,1.0,8.0,511
See! It's not the size of the shovel that matters!,4.0,4.0,0.0,8.0,511
"Thanks, but I'll be done in a couple more days.",4.0,4.0,0.0,8.0,511
And once the edges are perfect I like to finish up with some 100 grit sandpaper,5.0,2.0,1.0,8.0,511
I have less character to build.,5.0,2.0,1.0,8.0,511
The groundhog lied.,5.0,2.0,1.0,8.0,511
You sound like your mother. It's not about size.,5.0,2.0,1.0,8.0,511
Switch?,5.0,2.0,1.0,8.0,511
Where's your baby sister with the snowblower?,5.0,2.0,1.0,8.0,511
Anyone can move snow. It's only a true artist that can shape it and let it tell it's own story.,5.0,2.0,1.0,8.0,511
"I saw it on ""Escape from Alcatraz."" What's your excuse?",6.0,0.0,2.0,8.0,511
"It's not the size of the shovel, it's how you use it.",6.0,0.0,2.0,8.0,511
Help! Having...tiny...heart attack....,4.0,4.0,0.0,8.0,511
"I'm union, kid.",5.0,2.0,1.0,8.0,511
The joy is in the journey.,4.0,4.0,0.0,8.0,511
You remind me of Jeb!,6.0,0.0,2.0,8.0,511
This debunks that myth…size doesn't matter.,5.0,2.0,1.0,8.0,511
