caption,unfunny,somewhat_funny,funny,count,contest
Let me guess...the Gym Reaper?,251.0,180.0,202.0,633.0,541
You must be kidding. I've got tickets for 'Hamilton' tonight.,269.0,213.0,168.0,650.0,541
We're divorced---but I'd be delighted to give you his current address.,270.0,183.0,154.0,607.0,541
"No, I get it. I just think it's a little insulting that he sends an intern.",236.0,182.0,119.0,537.0,541
It's for you honey,230.0,126.0,118.0,474.0,541
"So this is your idea of ""dressed to kill""?",209.0,148.0,97.0,454.0,541
"Harold, it’s for you.",229.0,132.0,112.0,473.0,541
"We divorced 10 years ago, but I'll be happy to give you his address.",162.0,84.0,81.0,327.0,541
He's in the kitchen washing the toaster.,236.0,104.0,120.0,460.0,541
"Well, if it isn't the Gym Reaper.",213.0,129.0,97.0,439.0,541
"Yeah well, you don't look like your Tinder profile picture, either.",169.0,94.0,77.0,340.0,541
Good luck getting him off the couch.,201.0,132.0,85.0,418.0,541
When he finishes the dishes.,198.0,123.0,83.0,404.0,541
"Honey, it's for you!",210.0,97.0,95.0,402.0,541
The last man in my life and still a disappointment.,198.0,97.0,84.0,379.0,541
"I was planning to move to Canada, but this works too.",211.0,84.0,92.0,387.0,541
"Any wheat you need reaped, or your husband, lover, neighbors, etc?",164.0,156.0,50.0,370.0,541
"No, I'm not ready. This is just the way I look without my makeup.",196.0,79.0,82.0,357.0,541
You call that dressed to kill?,175.0,102.0,63.0,340.0,541
Hold on. Let me get my husband.,188.0,74.0,76.0,338.0,541
"He's out right now but as long as you're here could you trim the hedge?""",166.0,118.0,54.0,338.0,541
Come back on Nov. 9th and I’ll let you know.,181.0,84.0,69.0,334.0,541
"He moved out, but I'll get you his new address.",177.0,90.0,65.0,332.0,541
Thank God you're here. One more debate and I would've done it myself.,175.0,81.0,64.0,320.0,541
"No, I won't ""Like, go with you and stuff.""",174.0,82.0,63.0,319.0,541
Sure. Just let me get his Netflix password before you talk to him.,162.0,102.0,52.0,316.0,541
Come back on November the 9th and we'll talk.,170.0,87.0,59.0,316.0,541
Get a life.,163.0,80.0,54.0,297.0,541
"I see fashion's dead, too.",159.0,82.0,51.0,292.0,541
So much for death with dignity.,152.0,98.0,43.0,293.0,541
"Believe me, if he still lived here, I'd tell you.",166.0,68.0,57.0,291.0,541
Can you wait till he finishes doing the dishes?,160.0,76.0,52.0,288.0,541
"You are persuasive, but I'm still voting for Hillary.",155.0,85.0,47.0,287.0,541
"I'd invite you in, but I guess I don't live here anymore.",164.0,67.0,56.0,287.0,541
He's on the treadmill.,161.0,71.0,53.0,285.0,541
"Sorry, Billy won't be harvesting any souls until he finishes his homework.",156.0,69.0,49.0,274.0,541
"Who are you here for? Actually, how many can you take?",153.0,74.0,46.0,273.0,541
He's not home but you're welcome to wait.,155.0,69.0,48.0,272.0,541
"Good, you're here. I'll go get my husband.",154.0,70.0,47.0,271.0,541
"Grim, huh? I'll show you grim. He's on the couch in his underwear.",158.0,57.0,52.0,267.0,541
I'm just glad to see a millennial with a job.,146.0,84.0,39.0,269.0,541
"Thank God, I thought it was another Jehovah's Witness.",150.0,72.0,44.0,266.0,541
You're too late. I'm already in hell.,148.0,60.0,46.0,254.0,541
"Well, I'll be damned.",145.0,78.0,39.0,262.0,541
"Just my luck, I get the intern.",142.0,80.0,37.0,259.0,541
Thank goodness. I was afraid you were a clown.,149.0,69.0,43.0,261.0,541
You look different from your profile picture.,152.0,65.0,45.0,262.0,541
"Dressed to kill, I see.",145.0,71.0,40.0,256.0,541
I chose liberty.,155.0,51.0,50.0,256.0,541
Thank goodness! I was afraid you might be a clown.,142.0,70.0,38.0,250.0,541
Can he run a few errands first ?,140.0,72.0,36.0,248.0,541
George...it's for you.,146.0,60.0,42.0,248.0,541
You look like hell.,150.0,55.0,45.0,250.0,541
You want to move back home for a while? Over my dead body.,138.0,79.0,33.0,250.0,541
And what are you supposed to be -- the Gym Reaper?,146.0,59.0,42.0,247.0,541
I'll get my husband.,143.0,65.0,39.0,247.0,541
"Ironically, he's in the living room.",142.0,65.0,38.0,245.0,541
"Well if your little walk through the valley of the shadow of death goes through my living room, you're going to need to take your shoes off because I just vacuumed.",133.0,83.0,29.0,245.0,541
"You look more like the gym reaper, if you ask me.",139.0,71.0,35.0,245.0,541
"So good to see you, I was afraid I was going to have to vote this year.",149.0,49.0,45.0,243.0,541
Nice shoes and sweats. You must be the Gym Reaper!,143.0,60.0,39.0,242.0,541
Finally! He's in the den.,141.0,58.0,38.0,237.0,541
I can't come: I'm being audited.,149.0,43.0,45.0,237.0,541
"Herb stepped out for a carton of cigarettes, but you probably knew that.",135.0,67.0,32.0,234.0,541
Thanks for coming on such short notice. He's snoring again.,136.0,61.0,34.0,231.0,541
Sure you are. And I'm the Easter Bunny.,139.0,58.0,36.0,233.0,541
"Oh good, I thought you were a Jehovah's Witness.",140.0,56.0,37.0,233.0,541
It figures: I just paid my taxes.,135.0,59.0,33.0,227.0,541
"I don't care why you missed curfew. If Pestilence, Famine, and Death jumped off a bridge, would you jump too?",141.0,50.0,38.0,229.0,541
He's relaxing in the tub with a martini and a few vicodin. Why?,132.0,64.0,30.0,226.0,541
What happened to Death with dignity?,136.0,56.0,34.0,226.0,541
"Trump won, didn't he?",144.0,40.0,42.0,226.0,541
"All right, don't tell us. Dad and I are just happy you got any job at all.",132.0,64.0,30.0,226.0,541
"You don't scare me, I'm a teacher.",136.0,55.0,34.0,225.0,541
"well, at least I won't have to witness another presidential debate.",143.0,37.0,42.0,222.0,541
A hoodie? That could get YOU killed.,138.0,47.0,37.0,222.0,541
"If Trump wins, I'm all yours.",135.0,53.0,34.0,222.0,541
"Don't go out wearing that hoodie, you'll make people nervous.",136.0,51.0,35.0,222.0,541
"You aren't reaping anything, mister, until that room is clean.",134.0,55.0,33.0,222.0,541
I only support pro-life candidates.,134.0,55.0,33.0,222.0,541
"So, what now...NO lives matter?",144.0,34.0,43.0,221.0,541
You're late. I did him myself.,136.0,50.0,35.0,221.0,541
You don't look anything like your Tinder photo.,133.0,56.0,32.0,221.0,541
I knew you'd get here before the Cable Guy!,140.0,45.0,38.0,223.0,541
Great! I'll go get him.,135.0,51.0,34.0,220.0,541
You're not exactly dressed to kill.,132.0,57.0,31.0,220.0,541
"What do you mean, the regular guy died?",134.0,53.0,33.0,220.0,541
You look more like the Grim Rapper.,136.0,48.0,35.0,219.0,541
Typical! I get to die on Casual Friday.,132.0,51.0,32.0,215.0,541
Sorry -- I ran out of Candy. Will Harold do?,132.0,53.0,31.0,216.0,541
Seriously? The grim rapper?,132.0,49.0,32.0,213.0,541
Your scythe was much bigger in your profile pic.,125.0,53.0,28.0,206.0,541
I'm not going anywhere. This place is rent controlled.,129.0,54.0,29.0,212.0,541
So I take it he wasn't at the gym?,128.0,56.0,28.0,212.0,541
"Well since we're being casual, how about just giving me the flu?",129.0,57.0,28.0,214.0,541
"No, Jimmy can not come out and play dead.",131.0,46.0,32.0,209.0,541
Honey - Someone at the door for you.,130.0,48.0,31.0,209.0,541
"You know, you only get one chance to make a last impression.",133.0,41.0,34.0,208.0,541
I would love to give you his new address.,134.0,38.0,35.0,207.0,541
We decided to go with hospice instead.,127.0,52.0,28.0,207.0,541
I hope you realize that most Angels of Death don't live in their parents' basement.,126.0,54.0,27.0,207.0,541
"And take me off your mailing list, too.",127.0,51.0,28.0,206.0,541
Could you come back after he finishes cleaning the basement?,128.0,44.0,30.0,202.0,541
"We’re divorced, John no longer lives here—LET ME GIVE YOU HIS ADDRESS.",126.0,48.0,28.0,202.0,541
"Well, well, well; if it isn't the Grim Rapper.",133.0,37.0,34.0,204.0,541
"Sorry, I beat you to him.",117.0,53.0,23.0,193.0,541
It never occurred to me that Death would observe casual Friday.,123.0,47.0,27.0,197.0,541
"My husband isn't home, but I would appreciate it very much if you would wait for him.",124.0,51.0,26.0,201.0,541
"If you don't mind, I'd like to see some ID.",122.0,61.0,22.0,205.0,541
"Well, how was practice?",123.0,52.0,25.0,200.0,541
"""I really wasn't expecting the 'Gym Reaper'"".",127.0,44.0,29.0,200.0,541
"Let me guess, Casual Friday the 13th?",124.0,50.0,26.0,200.0,541
You look more like the Grim Rapper to me.,122.0,50.0,25.0,197.0,541
It's the grim rapper!,123.0,48.0,26.0,197.0,541
"For the record, I'd like to say that I told him to hire an electrician.",127.0,40.0,30.0,197.0,541
"No, thanks. We didn't sow anything this year.",126.0,45.0,28.0,199.0,541
A man finally knocks on my door and look who it is.,120.0,57.0,22.0,199.0,541
He's at the golf course with his mistress. I can provide you with the GPS coordinates.,125.0,47.0,27.0,199.0,541
"Oh, the perfect ending to a crappy day.",126.0,45.0,28.0,199.0,541
The Grim Rapper?,125.0,46.0,27.0,198.0,541
I thought I had a date with Destiny.,128.0,40.0,30.0,198.0,541
"Dressed to kill, you're not.",130.0,36.0,32.0,198.0,541
"The Grim Rapper, I presume.",117.0,40.0,26.0,183.0,541
It's about time. He's downstairs in the den.,131.0,33.0,33.0,197.0,541
Grim rapper? Right.,124.0,47.0,26.0,197.0,541
"Oh, sure – and I'm the Virgin Mary.",121.0,49.0,24.0,194.0,541
First tell me the good news.,117.0,57.0,20.0,194.0,541
"Since the divorce, he no longer lives here but I'll be happy to give you his new address.",126.0,39.0,29.0,194.0,541
"Jerry, it's for you.",125.0,43.0,27.0,195.0,541
He's out celebrating. He thought your appointment was yesterday.,126.0,38.0,29.0,193.0,541
Thank you for coming. My other option was divorce.,124.0,42.0,27.0,193.0,541
"He's in the den, wearing a ""Make America Great"" baseball cap.",124.0,42.0,27.0,193.0,541
Hang on a sec...I wouldn't be caught dead in this sweater.,117.0,56.0,20.0,193.0,541
"Oh, it's the gym reaper!",119.0,52.0,22.0,193.0,541
You look more like the Gym Reaper.,118.0,54.0,21.0,193.0,541
"Thank God. I thought you were one of those, ""Get out the vote,"" people.",124.0,42.0,27.0,193.0,541
"Well, well, if it isn't the Grim Slacker.",125.0,40.0,28.0,193.0,541
You'll have to wait. He's being audited.,124.0,42.0,27.0,193.0,541
I wouldn't be seen dead with you.,120.0,50.0,23.0,193.0,541
"Let me guess, you're here to 'unfriend' me...",125.0,40.0,28.0,193.0,541
You must be the grim rapper.,124.0,39.0,28.0,191.0,541
"Oh, good. I was afraid you were a Mormon.",127.0,35.0,30.0,192.0,541
"Yes, we're still undecided.",117.0,55.0,20.0,192.0,541
"The sweatsuit hoodie says, 'Look at me, I'm Death, I live in my mom's basement.'",127.0,35.0,30.0,192.0,541
Let me get my husband for you.,121.0,47.0,24.0,192.0,541
"Death be not proud, but have a little self respect.",121.0,43.0,25.0,189.0,541
He just applied for life insurance. Come back next month.,115.0,54.0,19.0,188.0,541
"Oh, look, it's the Grim Rapper.",121.0,42.0,25.0,188.0,541
Over my dead body will I leave this rent-controlled apartment.,114.0,54.0,18.0,186.0,541
For God's sake - get a life.,119.0,44.0,23.0,186.0,541
Well I'm all out of candy. What happens now?,118.0,45.0,22.0,185.0,541
I wasn't expecting the Gym Reaper.,118.0,45.0,22.0,185.0,541
At least you're not a clown.,115.0,51.0,19.0,185.0,541
I guess the election results are in.,123.0,35.0,27.0,185.0,541
"YES, you still have to take your shoes off.",115.0,51.0,19.0,185.0,541
Not if I see him first.,121.0,39.0,25.0,185.0,541
He is not here. How about my mother-in-law?,122.0,34.0,27.0,183.0,541
"You can find him at Paddy's, and you can tell him I told him so.",123.0,32.0,28.0,183.0,541
You couldn't have shown up BEFORE this election cycle?!,117.0,44.0,22.0,183.0,541
