caption,unfunny,somewhat_funny,funny,count,contest
"Come on, sheriff, it was only a piggy bank.",4.0,11.0,8.0,23.0,514
PETA is ruining this for everyone.,6.0,8.0,9.0,23.0,514
It was just a piggy bank!,8.0,7.0,10.0,25.0,514
"Is it just my imagination, or are they gaining on us?",6.0,12.0,8.0,26.0,514
We could just make a run for it.,5.0,12.0,6.0,23.0,514
"Sheriff, all this back and forth is getting us nowhere.",8.0,9.0,9.0,26.0,514
"For goodness sake, it was only a piggy bank!",9.0,7.0,10.0,26.0,514
"Back off, sheriff, or we walk.",6.0,13.0,6.0,25.0,514
"Ride like the wind, Mahogany!",7.0,8.0,7.0,22.0,514
They're toying with us.,8.0,10.0,8.0,26.0,514
This is absolutely my last low-budget western.,9.0,8.0,8.0,25.0,514
"Don't ask me how, but they're gaining on us.",10.0,6.0,9.0,25.0,514
They're just toying with us.,7.0,11.0,6.0,24.0,514
They call me 'The Kid.' What's your excuse?,8.0,9.0,7.0,24.0,514
"Don't worry, the camera's only shooting from the waist up.",8.0,4.0,7.0,19.0,514
We're losing them ... they're gaining ... we're losing them ... they're gaining ...,9.0,10.0,7.0,26.0,514
I thought you said the sheriff was off his rocker!,9.0,9.0,7.0,25.0,514
With any luck we'll lose 'em by nap time.,8.0,11.0,6.0,25.0,514
Wild West Reality Camp is disappointing on so many levels.,11.0,5.0,9.0,25.0,514
PETA really killed these reenactments.,8.0,10.0,6.0,24.0,514
"Billy the Kid: ""The Early Years""",10.0,6.0,8.0,24.0,514
"Ralph, they're gettin' closer...now farther...now closer...now farther...",8.0,10.0,6.0,24.0,514
They're gaining on us...they're falling back...they're gaining on us...they're falling back...,10.0,6.0,8.0,24.0,514
I think they're toying with us.,9.0,7.0,7.0,23.0,514
They're still a day's ride behind us.,9.0,7.0,7.0,23.0,514
You fellers okay with a half hour nap break?,7.0,11.0,5.0,23.0,514
This is my last low budget film.,8.0,8.0,6.0,22.0,514
"Surrender? Sheriff, you must be off your rocker.",9.0,12.0,6.0,27.0,514
"Don't worry, we'll lose 'em during nap time.",9.0,11.0,6.0,26.0,514
"One more low-budget role, and I'm firing my agent.",8.0,13.0,5.0,26.0,514
Personally I think the Humane Society's demands are getting unreasonable.,11.0,7.0,8.0,26.0,514
"You're right, we should have gone with the pogo sticks.",9.0,11.0,6.0,26.0,514
We stole them from Billy the Kid.,11.0,7.0,8.0,26.0,514
"Eat our sawdust, Sheriff!",9.0,10.0,6.0,25.0,514
"Don't worry, they're carrying toy guns.",10.0,8.0,7.0,25.0,514
I reckon they'll be on us by snack time.,10.0,8.0,7.0,25.0,514
"They're gaining on us, release the termites.",9.0,10.0,6.0,25.0,514
"Sheriff, I feel like we're just going through the motions here.",10.0,7.0,7.0,24.0,514
Nope. They're still there.,9.0,9.0,6.0,24.0,514
