caption,unfunny,somewhat_funny,funny,count,contest,target_id
No need to panic: a reptile dysfunction is common for men of your age.,116,53,63,232,651,5504
I usually don't say this to men.....How far apart are the contractions?,127,48,70,245,651,1032
You have a reptile dysfunction.,117,60,58,235,651,483
I’m afraid you have a reptile dysfunction.,133,74,60,267,651,8191
What we have here is a reptile dysfuntion.,133,60,62,255,651,3975
"Oh, a REPTILE dysfunction...",149,59,63,271,651,6308
Reptile Disfunction is very common in men your age.,125,61,50,236,651,2399
I'm afraid it's a reptile dysfunction.,142,41,63,246,651,3539
How long between contractions?,112,53,44,209,651,2092
Looks like a reptile dysfunction,147,63,57,267,651,8528
I’m afraid you’ve got reptile dysfunction.,139,59,54,252,651,4851
Not to worry. Reptile dysfunction is highly treatable.,134,49,54,237,651,7672
"Unfortunately, your insurance doesn't cover reptile dysfunction.",135,62,50,248,651,2086
Okay. Now YOU stick out your tongue.,126,69,44,239,651,5810
Reptile Dysfunction is common in men your age.,147,61,56,264,651,8001
"Relax, it's common for men of your age to have reptile dysfunction.",115,54,42,211,651,3261
Give the snake two viagra and it will straighten out in about fifteen minutes.,152,78,52,282,651,6176
Your wife was right. You have a reptile dysfunction.,159,55,60,274,651,1129
Oh! You're here to get treated for REPTILE dysfunction.,143,53,53,249,651,7981
I'll write you something for reptile dysfunction.,149,62,53,264,651,2480
I understand you have concerns about a reptile dysfunction.,131,45,49,225,651,3651
Reptile dysfunction.,131,56,45,232,651,262
How far apart are the contractions ?,136,57,47,240,651,6195
Just as I thought..you are suffering from a reptile dysfunction.,138,53,49,242,651,8619
"No, a heart attack feels more like an elephant sitting on your chest.",138,66,45,249,651,1954
It’s a cute reptile dysfunction.  What did you think I said?,132,55,44,232,651,1362
It could be reptile dysfunction,143,49,51,243,651,8738
"Nice try, but I'm still going to check your prostate.",145,70,46,261,651,1978
You have symptoms of a reptile dysfunction.,164,59,57,280,651,1623
It appears that you're suffering from a reptile disfunction.,149,31,58,238,651,4012
I'm afraid there's nothing we can do.  It's endangered.,144,80,42,266,651,8972
You have an overactive adder.,123,57,39,219,651,2668
Don’t tell me. You ordered from the wrong Amazon.,128,59,39,227,651,200
It's just a reptile dysfunction.,152,49,53,254,651,7197
"""It's just reptile dysfunction. Nothing to be embarrassed about.""",138,51,46,235,651,6964
The good news is we can safely remove the snake. The bad news is those aren't your legs.,138,53,45,236,651,3907
Release ten mice in your living room and call me in the morning.,137,69,40,246,651,4783
Says here you’re covered by COBRA?,129,60,39,228,651,8248
I’ll give you something for a reptile dysfunction.,146,54,48,248,651,3191
Worst case of Reptile Dysfunction I've come across.,129,59,39,227,651,2617
You have a classic case of reptile dysfunction.,135,47,45,227,651,9007
How often are the contractions?,137,70,39,246,651,2525
It’s going around.,146,76,41,263,651,1865
How frequent are the contractions?,150,67,45,262,651,5450
And how far apart are the contractions?,146,49,48,243,651,3267
Here’s a prescription for your reptile disfunction.,136,65,39,240,651,2982
Looks as if you may have picked up a little something during your trip to Florida.,136,71,37,244,651,7900
My bad. I meant to prescribe a vasoconstrictor.,147,66,43,256,651,3680
"Luckily, you're covered by Cobra.",148,53,47,248,651,5417
"Next time, try ordering from Amazon, not from THE Amazon.",133,68,36,237,651,3499
Nice try. I still have to do the prostate exam.”,151,56,47,254,651,4999
Come back when contractions are two minutes apart.,135,50,42,227,651,7068
Last week it was a frog in your throat.,149,77,40,266,651,819
I’m writing you a prescription for reptile dysfunction.,150,57,46,253,651,605
It's clearly Ereptile Disfunction.,137,52,42,231,651,5389
"Well, I’d say it’s quite likely you have irritable boa syndrome.",135,59,39,233,651,1427
It appears to be Reptile Dysfunction.,150,63,44,257,651,7267
I can see here that you’re covered by COBRA.,159,55,50,264,651,6065
I see that you're covered by COBRA.,132,53,39,224,651,5236
"I believe that you suffer from a reptile dysfunction, Mr. Collins.",155,44,51,250,651,8333
"And now, how far apart are the contractions?",156,64,45,265,651,3226
"You have a reptile dysfunction. Luckily, your COBRA covers it.",150,59,44,253,651,8597
"Your insurance only pays if the snake bites, so let’s give it ten more minutes.",135,48,41,224,651,2141
It was supposed to be a vasoconstrictor.  Sometimes they have problems with the handwriting.,152,54,45,252,651,1909
Looks like irritable boa syndrome.,141,60,40,242,651,8376
"So how far apart are the contractions, would you say?",155,60,45,260,651,5849
I see here that you're covered by COBRA,154,45,49,248,651,478
"The good news is they sometimes go months without eating.""",142,62,39,243,651,6750
Which one of you is having difficulty swallowing?,149,68,40,257,651,8453
"So, it started with a frog in your throat ...",150,62,42,254,651,4435
This is a classic case of a reptile disfunction.,155,62,44,261,651,7269
"Actually, I'd prefer that your lawyer wait outside.",141,49,42,232,651,5222
I see you have a pre-existing constriction...,142,57,40,239,651,2566
"You can go home for now, but come back when the contractions are less than a minute apart.",155,60,44,259,651,6234
You have irritable Boa syndrome.,163,50,50,263,651,7598
The good news is you’re covered by COBRA.,158,73,41,272,651,8484
Sorry about your cat.,134,67,33,234,651,9013
I am going to write you a prescription for reptile dysfunction.,157,44,49,250,651,359
"Unfortunately, this is not covered by your COBRA insurance.",130,44,38,212,651,8294
Come back when constrictions are 2 to 3 minutes apart.,149,62,40,251,651,509
The good news is that the hissing you’ve been hearing isn’t tinnitus.,141,78,32,251,651,3067
"Until you get swallowed, it's considered a pre-existing condition.",154,55,44,253,651,816
You need to unwind.,149,84,33,266,651,3503
The X-rays are back and the good news is we've found your kids,157,57,44,259,651,1695
"Don't let this rattle you, but what you are experiencing is a reptile dysfunction.""",148,49,43,240,651,2237
Endangered species. My hands are tied.,157,57,44,258,651,9201
Looks like a case of reptile dysfunction,147,57,40,244,651,5457
"I'm sorry, Mr. Jones.  It looks like you have a case of reptile dysfunction.",150,47,44,241,651,7527
"Nothing for you but, I'm prescribing a muscle relaxer for your friend.",160,63,43,266,651,5995
I see you're still covered by COBRA.,145,48,42,236,651,3506
I’m afraid your insurance doesn’t cover reptile dysfunction!,141,51,39,231,651,4342
It's a classic case of ereptile dysfunction,148,63,38,249,651,8506
"Luckily, you're covered under COBRA.",165,61,45,271,651,1346
"Sorry , you're not covered for prexisting constrictions.",160,64,42,266,651,7128
I’ll need you to hiss in this cup.,143,58,37,238,651,5844
"Hmm, unfortunately it looks like your insurance does not cover pre-existing constrictions.",139,56,36,231,651,1848
"It looks likes a snake, but I'm going to schedule a pet scan just to be sure.",138,58,35,231,651,2324
"Don’t be ashamed, Ereptile Dysfunction is more common than you would think",153,57,41,251,651,75
I’m afraid we don’t cover pre-existing constrictions.,145,53,39,237,651,6218
Vick's Viper rub should do the trick.,137,56,35,228,651,1322
It's completely normal Mr. Richards...lots of men your age suffer from reptile dysfunction.,132,53,34,219,651,8440
"Nice try, but I am still going to do your prostate exam.",148,50,41,239,651,2867
I see you’re covered under COBRA,150,46,43,239,651,4138
I see you're covered by COBRA.,147,55,39,241,651,1906
It says here you are covered by Cobra.,149,54,40,243,651,4736
I thought a reptile dysfunction was misspelled.,148,46,42,236,651,9038
"Actually, this is the one thing your plan does cover.",144,60,36,240,651,5991
So I see you have cobra insurance.,151,45,43,239,651,1053
Let's talk about your COBRA coverage.,147,53,39,239,651,4472
"As soon as she’s done taking your blood pressure, she’ll do the prostate check.",145,63,35,243,651,5846
"No, a heart attack feels more like an elephant on your chest.",146,76,31,253,651,5848
And when was his last meal?,138,63,32,233,651,5805
The pharmacist must have misread the type of vasoconstrictor I was prescribing.,141,60,34,235,651,2290
Not quite the COBRA coverage you expected from your former employer?,163,54,44,261,651,8110
Your insurance doesn't cover pre-existing constrictions.,155,60,39,254,651,4614
"Unfortunately, I see you only have COBRA insurance.",141,55,35,231,651,8418
Have you tried vigorously twirling counterclockwise?,140,74,28,242,651,7100
And then she just left you two in the garden?,142,57,34,233,651,6957
"Bad news, I'm afraid. Your insurance doesn't cover pre-existing constrictions.",144,53,36,233,651,8061
The good news is that the frog in your throat is no longer a problem.,153,57,38,248,651,7928
"It's probably just an anaconda, but we'll want to run some tests.",148,73,31,252,651,7498
"Well, Adam, your insurance says Original Sin is a preexisting condition.",153,53,39,245,651,4194
"Well, the tests confirmed you are suffering from Irritable Boa Syndrome.",146,67,32,245,651,6514
Your snake's fine. I just want to remind you again that there is no need to take your clothes off at a veterinarian's office.,136,49,34,219,651,498
Let me know when the contractions are a about a minute apart.,135,54,32,221,651,3819
It appears you have ereptile dysfunction.,160,57,40,257,651,3175
You say you're covered by COBRA?,140,59,32,231,651,2679
"So, which one of you is Howard?",144,54,35,233,651,5207
I think you misunderstood when your employer told you that you were going to need COBRA coverage.,149,50,38,237,651,8856
Are you still covered by COBRA?,167,64,40,271,651,4680
"When the contractions are two minutes apart, you probably ought to go to the hospital.",159,61,38,258,651,5977
‘The good news is that you’re fully covered by your cobra plan.’,145,48,37,230,651,6187
"First, let’s order a PET scan.",149,71,31,251,651,293
And I see you're now covered by COBRA.,145,47,37,229,651,5482
Let me know when the contractions come five minutes apart.,158,61,37,256,651,8338
Is this new or a preexisting constriction?,153,78,30,262,651,7488
I'm referring you to a mongoose.,155,60,36,251,651,6516
I see your COBRA's kicked in.,156,62,36,255,651,6025
"Okay, let's go over it again: You swallowed a spider to catch the fly...",144,60,32,236,651,3609
Just checking my records. Are you still covered by COBRA?,159,61,37,257,651,3354
