caption,unfunny,somewhat_funny,funny,count,contest
This saddest part is he's going in the wrong direction.,9.0,12.0,7.0,28.0,518
Mrs. Freeley buried his Scotch again.,11.0,11.0,7.0,29.0,518
Let's live with Mom.,13.0,6.0,9.0,28.0,518
He needs to start drinking outside the box.,12.0,7.0,8.0,27.0,518
Dad takes his telling of the Passover story very seriously.,12.0,9.0,7.0,28.0,518
Apparently he can't even think in the box.,11.0,9.0,6.0,26.0,518
I thought he was taking us out for a little dessert.,10.0,14.0,4.0,28.0,518
"Let it go, Dad—it’s just a quarter.",13.0,7.0,7.0,27.0,518
I switched his pot with catnip.,12.0,12.0,5.0,29.0,518
Does not play well with others.,12.0,12.0,5.0,29.0,518
"Of all the sandboxes, on all the roofs, in all the world, he crawls into mine.",9.0,18.0,2.0,29.0,518
I told you they were too big to have come from a cat.,15.0,5.0,8.0,28.0,518
I like his chances of being rescued.,12.0,10.0,5.0,27.0,518
My dad has bigger hangovers than your dad.,13.0,11.0,5.0,29.0,518
Your cat looks sick.,14.0,8.0,6.0,28.0,518
Isn't this the same guy who got shipwrecked in our wading pool?,16.0,3.0,8.0,27.0,518
Well - looks like at least one child was left behind.,13.0,8.0,5.0,26.0,518
It's the last of the Republican front runners.,15.0,8.0,6.0,29.0,518
I think he’s looking for his marbles.,16.0,6.0,7.0,29.0,518
He thinks he's Lawrence of Suburbia.,17.0,4.0,8.0,29.0,518
I don'know. He came with the sand.,12.0,13.0,3.0,28.0,518
I just hope I outgrow this quicker than he has.,15.0,7.0,6.0,28.0,518
He said he was looking for his childhood...,13.0,11.0,4.0,28.0,518
He's searching for a grain of truth.,13.0,11.0,4.0,28.0,518
We're going to need a bigger shovel.,14.0,9.0,5.0,28.0,518
"Go get a couple of bottles of water, I sense profit.",14.0,9.0,5.0,28.0,518
But what if it's not a metaphor?,12.0,8.0,4.0,24.0,518
There must be a grain of truth in here.,14.0,8.0,5.0,27.0,518
"Boy, he sure looks different from his playdate.com profile.",14.0,8.0,5.0,27.0,518
Should we tell him we already found his car keys?,15.0,9.0,5.0,29.0,518
It doesn't look like we'll have to wait much longer.,17.0,5.0,7.0,29.0,518
He said he lost his keys in there but I think he's lost his marbles,13.0,9.0,4.0,26.0,518
I guess it wasn't cats peeing in the sandbox after all.,14.0,10.0,4.0,28.0,518
"Are we in his mirage, or is he in our sandbox?",14.0,10.0,4.0,28.0,518
Don't even bother. He insists it's all a mirage,15.0,8.0,5.0,28.0,518
"Mr. Johnson works hard, and he plays hard.",15.0,8.0,5.0,28.0,518
He's cut his time almost in half since last week.,15.0,7.0,5.0,27.0,518
What we need is a buzzard.,15.0,7.0,5.0,27.0,518
Deserts in New York are small but efficient.,14.0,9.0,4.0,27.0,518
Now he's using the box we just have to work on the pants thing.,17.0,3.0,7.0,27.0,518
Should we mention that drinking fountain over there?,13.0,11.0,3.0,27.0,518
"Well, at least he buried it.",15.0,7.0,5.0,27.0,518
This situation calls for thinking outside the box.,15.0,7.0,5.0,27.0,518
He won't leave. It's rent stabilized.,15.0,7.0,5.0,27.0,518
He's got to start thinking outside the sandbox.,15.0,10.0,4.0,29.0,518
I'm putting my money on the guy shipwrecked in the wading pool.,16.0,8.0,5.0,29.0,518
I was sure we had this sandbox reserved.,14.0,12.0,3.0,29.0,518
