caption,unfunny,somewhat_funny,funny,count,contest
"Listen, I've got to run.",80.0,74.0,40.0,194.0,563
No wonder this gym was so cheap.,479.0,164.0,219.0,862.0,563
"Honey, I've been put on the fast track.",100.0,59.0,36.0,195.0,563
It started with a stand-up desk.,155.0,90.0,52.0,297.0,563
It’s Karma !! But who’da thunk the hamsters would inherit the earth?,292.0,121.0,109.0,522.0,563
Can I call you back? I'm on a roll.,99.0,73.0,25.0,197.0,563
Everything's running smoothly up here. How are things in maze?,80.0,45.0,24.0,149.0,563
"What goes around comes around, believe me.",150.0,107.0,29.0,286.0,563
"pD piety, pD piety, pD piety, …",164.0,79.0,43.0,286.0,563
The pay is good but they treat us like animals.,162.0,78.0,42.0,282.0,563
I wish I could tell you when I'll finish here but there's no end in sight.,136.0,70.0,32.0,238.0,563
"A few more minutes, Honey. The Tesla isn't charged yet.",128.0,90.0,21.0,239.0,563
…and cancel my three o’clock. I need to hit the maze.,138.0,65.0,32.0,235.0,563
"It's not as glamorous as you think, Mom.",104.0,59.0,21.0,184.0,563
"Honey, is the Tesla recharged yet?",119.0,95.0,15.0,229.0,563
If this trial succeeds we can start testing on mice.,112.0,36.0,30.0,178.0,563
"Yes, sir, it's a little like groundhog day.",124.0,75.0,22.0,221.0,563
I'm working from home until my wife can get the kid another hamster.,118.0,75.0,19.0,212.0,563
I think I'm finally getting somewhere!,120.0,55.0,25.0,200.0,563
Ok. Try the Tesla now.,108.0,71.0,15.0,194.0,563
When Hamsters dream.,127.0,32.0,34.0,193.0,563
"Circulation Department, how may I help you?",118.0,43.0,27.0,188.0,563
I thought '401K' meant something else.,110.0,46.0,23.0,179.0,563
I'm not trapped if it's what I choose. I'm not trapped if it's what I choose. I'm not trapped if it's what I choose.,102.0,36.0,23.0,161.0,563
"Oh, I'm going great! I'm living the metaphor!",83.0,28.0,19.0,130.0,563
Sorry. Can't talk. Gotta run.,107.0,49.0,20.0,176.0,563
Is the wifi back up yet?,80.0,30.0,17.0,127.0,563
"There's a BIG difference between a hamster and gerbil, Bob.",101.0,42.0,20.0,163.0,563
I'll talk to you later...I gotta run.,109.0,40.0,23.0,172.0,563
Let's just say this job lacks any opportunity for advancement.,102.0,46.0,18.0,166.0,563
I am still getting used to working at the White House.,96.0,42.0,17.0,155.0,563
"Work for a startup, they said. It'll be fun, they said.",103.0,36.0,21.0,160.0,563
Is the psychological test just as demanding?,100.0,36.0,20.0,156.0,563
"Take the corner office, they said. It has a great view, they said.",96.0,38.0,18.0,152.0,563
I think they've taken the employee wellness program a little too far.,73.0,33.0,12.0,118.0,563
"Hello, this is Ferris.",33.0,7.0,8.0,48.0,563
You won't believe what I just re-invented.,93.0,33.0,18.0,144.0,563
"Siri, where's my exit?",90.0,33.0,16.0,139.0,563
It's not the destination. It's not the journey. It's actually nothing.,88.0,37.0,14.0,139.0,563
Few more years till that corner wheel.,92.0,29.0,18.0,139.0,563
"Hey, let me call you back. The cedar shavings guy is here.",79.0,29.0,14.0,122.0,563
I can't stop. It powers the Wi-Fi.,89.0,34.0,15.0,138.0,563
"Can't talk now, I'm going for 'Exceeds Expectations'.",88.0,32.0,15.0,135.0,563
I'll circle back to you later. I'm running a bit late.,84.0,37.0,12.0,133.0,563
Feel the Hamster! BE the Hamster!,86.0,29.0,15.0,130.0,563
"Oh, you know how it is. You can never catch up.",80.0,41.0,9.0,130.0,563
You're sure she said she likes hamsters?,78.0,41.0,8.0,127.0,563
When Hamsters dream.,89.0,19.0,19.0,127.0,563
It's not bad. There's cheese.,80.0,34.0,11.0,125.0,563
Note to self: Karma is a bitch.,78.0,38.0,9.0,125.0,563
Cancel my appointments! I'm stuck inside a metaphor.,78.0,34.0,10.0,122.0,563
"I enjoy the wheel, but the litter box is hard to get used to.",81.0,28.0,13.0,122.0,563
Can I call you back? I'm in the middle of something.,80.0,30.0,12.0,122.0,563
No one tells you about this in law school.,75.0,37.0,8.0,120.0,563
"No, I'm sorry, you have the wrong extension. This is ""What Goes Around"". You want ""What Comes Around"" at extension 2253.",81.0,25.0,14.0,120.0,563
No robot's gonna take MY job.,78.0,31.0,11.0,120.0,563
I'm great; they put more sugar in the water.,53.0,30.0,4.0,87.0,563
Good morning you've reached the White House fact check line!!,81.0,21.0,15.0,117.0,563
"Janet, tell the valet to bring my ball out front.",79.0,21.0,14.0,114.0,563
"Honey, I'm running late at the lab.",71.0,37.0,6.0,114.0,563
What goes around comes around. So what?,71.0,37.0,6.0,114.0,563
"Honey, I'm practically running the business .",73.0,30.0,9.0,112.0,563
The guinea pig is on maternity leave. May I help you?,36.0,16.0,4.0,56.0,563
"Ironically, they also took away my mouse",37.0,19.0,3.0,59.0,563
It's all about the journey.,71.0,33.0,7.0,111.0,563
"When it reaches fifty pellets, sell.",76.0,23.0,12.0,111.0,563
Turns out that being the bosses' pet has drawbacks.,75.0,25.0,11.0,111.0,563
The new corporate ladder.,75.0,25.0,11.0,111.0,563
I just feel that my career isn't going anywhere.,36.0,15.0,4.0,55.0,563
I finally quit my desk job.,67.0,29.0,7.0,103.0,563
Ha! Ha! I'm not going to waste MY life sitting behind a desk!,66.0,36.0,4.0,106.0,563
I wish scientists would go back to using real hamsters.,65.0,38.0,3.0,106.0,563
I just can't believe they make us wear a tie.,72.0,21.0,11.0,104.0,563
United States Department of Energy. How may I direct your call?,72.0,21.0,11.0,104.0,563
"If I close this deal, they'll give me a plastic ball so I can roam the halls.",72.0,21.0,11.0,104.0,563
I just hope I'm not in the control group.,68.0,29.0,7.0,104.0,563
Hipster! I told the recruiter I was a hipster!,37.0,7.0,7.0,51.0,563
"The moment Jim realized that when he ran faster, the wheel went faster too.",65.0,29.0,6.0,100.0,563
The last corporation I worked for had a ladder.,73.0,18.0,12.0,103.0,563
"Well, I did ask to be kept in the loop.",68.0,25.0,8.0,101.0,563
"I know, I know but I was so sure the solar panels would be enough",75.0,11.0,15.0,101.0,563
"Good, now we're getting somewhere",70.0,21.0,10.0,101.0,563
"He has some different ideas, but he's the best cardiologist I've ever found!",30.0,15.0,2.0,47.0,563
Things that go around come around,61.0,36.0,2.0,99.0,563
Going green: 2 more hours and my Tesla will be charged,63.0,32.0,4.0,99.0,563
Call my wife and tell her I'm running late.,67.0,24.0,8.0,99.0,563
I'm just training for my 401k.,67.0,24.0,8.0,99.0,563
Mom! I got the job! And my own office!,39.0,13.0,5.0,57.0,563
I still prefer this to the old grindstone.,62.0,31.0,4.0,97.0,563
I'm calling from the Hamsterdam office.,67.0,23.0,8.0,98.0,563
Can't talk now - I've got to run.,68.0,21.0,9.0,98.0,563
"I was just calling to see who ""moved my cheese""?",66.0,17.0,10.0,93.0,563
This is a promotion. I used to clean the cage.,69.0,16.0,11.0,96.0,563
Hello? I'd like to report a squeaky wheel.,66.0,22.0,8.0,96.0,563
I thought it was just a metaphor.,66.0,22.0,8.0,96.0,563
"Ok, if there is no God, who changes the water?",67.0,17.0,10.0,94.0,563
Standing desks are totally last year.,68.0,15.0,11.0,94.0,563
Why don't we meet for pellets and discuss this in person?,60.0,31.0,3.0,94.0,563
Not what I had in mind when I joined Habitat for Humanity.,68.0,15.0,11.0,94.0,563
"It's a bit expensive for a studio, but the gym membership is included...",34.0,14.0,3.0,51.0,563
Sisyphus adapts to the modern work environment.,65.0,18.0,9.0,92.0,563
"I dunno,' I'm feeling that our company's training program lacks something in vision.",64.0,20.0,8.0,92.0,563
It's just a pet project of mine.,60.0,28.0,4.0,92.0,563
Isn't that rat's coffee break over yet?,64.0,20.0,8.0,92.0,563
I miss climbing the corporate ladder.,58.0,32.0,2.0,92.0,563
This job is taking me nowhere fast.,64.0,20.0,8.0,92.0,563
I'll be late for the meeting. My Karma's a little backed up at the roundabout.,62.0,24.0,6.0,92.0,563
Not much... just a run of the mill day.,32.0,12.0,3.0,47.0,563
Yes you have reached the Spin Doctor.,61.0,22.0,6.0,89.0,563
This is the longest-running job I've ever had.,62.0,20.0,7.0,89.0,563
I'm beginning to miss the old corporate ladder,64.0,16.0,9.0,89.0,563
"He thought ""off the grid"" meant solar panels.......",63.0,18.0,8.0,89.0,563
All my needs are met. All my needs are met. All my needs are met...,58.0,28.0,3.0,89.0,563
"Okay, so I'm going nowhere in the company, but my heartrate has never been this good.",64.0,16.0,9.0,89.0,563
Next week I'm going to nail that maze.,62.0,20.0,7.0,89.0,563
I feel like I've been running in circles.,61.0,22.0,6.0,89.0,563
It's nice to see jobs coming back to America!,64.0,16.0,9.0,89.0,563
HAMSTERS Inc. May I help you ?,56.0,29.0,2.0,87.0,563
Do we have power in the building again?,63.0,15.0,9.0,87.0,563
"I was just hired, but everything already revolves around me.",60.0,21.0,6.0,87.0,563
This is not quite what I expected when I signed up for a spinning class.,58.0,22.0,5.0,85.0,563
"No, no! We don't test on animals.",63.0,12.0,10.0,85.0,563
I say we keep doin' what we're doin' and never look back.,59.0,20.0,6.0,85.0,563
"I gotta run, call you later.",60.0,17.0,7.0,84.0,563
"""Do you think we could put those solar panels back in the budget next year""?",58.0,21.0,5.0,84.0,563
I asked for a raise but they keep giving me the run-around.,59.0,19.0,6.0,84.0,563
Call maintenance—my sipper tube isn't working.,61.0,15.0,8.0,84.0,563
Five more deals and I'll get upgraded to the treadmill,59.0,19.0,6.0,84.0,563
We have been going round and round... There is no way out...,55.0,27.0,2.0,84.0,563
"Frankly, sir, I'm not sure how much more we can spin this.",59.0,19.0,6.0,84.0,563
"Can't talk now, I'm running late.",58.0,21.0,5.0,84.0,563
It was cheaper than solar.,54.0,26.0,2.0,82.0,563
It occurred to Bob that somewhere there is probably a rat trying to get out of the people race.,61.0,12.0,9.0,82.0,563
"Yes, hello - I'm looking to switch to solar.",58.0,18.0,6.0,82.0,563
I'll never get anywhere in this job.,57.0,20.0,5.0,82.0,563
"Sean Spicer, 2018.",61.0,12.0,9.0,82.0,563
He's training for his 401K.,58.0,15.0,7.0,80.0,563
"Finally, I think I'm getting somewhere...",57.0,17.0,6.0,80.0,563
The wheel of the boss goes round and round; round and round; round and round. The wheel ...,55.0,21.0,4.0,80.0,563
"Yes, I run the business myself.",55.0,21.0,4.0,80.0,563
This office doesn't run itself you know!,57.0,17.0,6.0,80.0,563
Just have the lab results on my desk by morning,57.0,14.0,7.0,78.0,563
Sheila cancel my four o'clock. I'm running behind schedule.,57.0,14.0,7.0,78.0,563
The wheels on the deal go 'round and 'round....,52.0,24.0,2.0,78.0,563
This new workout equipment seems a bit... ironic.,58.0,12.0,8.0,78.0,563
I knew that 'Wheel On The Bus' song would drive me crazy someday!,52.0,24.0,2.0,78.0,563
The things we do for our kids science fair projects!,55.0,17.0,5.0,77.0,563
"Yes, I do think this revolves around me.",54.0,19.0,4.0,77.0,563
I need that report on my floor by noon.,56.0,15.0,6.0,77.0,563
"Nonetheless, Proud Mary keeps on burning.",55.0,17.0,5.0,77.0,563
The worst part? I haven't been able to check my phone.,55.0,14.0,6.0,75.0,563
My career has come full circle.,53.0,18.0,4.0,75.0,563
I don't give a rat's ass about this study.,57.0,10.0,8.0,75.0,563
"'Finally, I got an office with a window.'",55.0,14.0,6.0,75.0,563
It's a new era in American energy!,53.0,18.0,4.0,75.0,563
"Nike Customer Service, can I help you?",54.0,16.0,5.0,75.0,563
"Honey, let's just go with the standard charger for our next Tesla.",53.0,18.0,4.0,75.0,563
Memo to HR: The fitness center really stinks.,56.0,12.0,7.0,75.0,563
"If I don't wrap this up in ten minutes, I'll miss the bus and have to walk home.",55.0,14.0,6.0,75.0,563
I prefer the standing desk...,56.0,12.0,7.0,75.0,563
The bathroom break is going to be ugly.,57.0,10.0,8.0,75.0,563
"White House spin room. No, I don't know when it's all going to stop.",54.0,16.0,5.0,75.0,563
"It's called ""Yoga for Type-A's",53.0,15.0,5.0,73.0,563
The kids promised to take care of it but of course I have to do everything.,54.0,13.0,6.0,73.0,563
"Sure I feel better, but I also feel like eating the kids.",55.0,11.0,7.0,73.0,563
"Nancy, hold my 3 o'clock, I'm on a roll.",54.0,13.0,6.0,73.0,563
I get to test all the new things first.,58.0,5.0,10.0,73.0,563
I'm running late.,53.0,15.0,5.0,73.0,563
Won't be long until I'm bumped upstairs to the maze.,51.0,19.0,3.0,73.0,563
If I hurry maybe I can make it!,53.0,15.0,5.0,73.0,563
"This is my 150th New Yorker Caption Contest submission, but I know I’m close to winning.",54.0,13.0,6.0,73.0,563
This is Ari Sisyphus--how may I help you?,53.0,15.0,5.0,73.0,563
"U.S. Department of Energy, Research Division, Clean Coal Branch. How can I direct your call?",53.0,15.0,5.0,73.0,563
I'm running the numbers as we speak.,57.0,7.0,9.0,73.0,563
"Oddly enough, it is billable.",52.0,17.0,4.0,73.0,563
Tesla; The Early Years...,49.0,23.0,1.0,73.0,563
"It does seem like that at times, but I've got great health insurance.",52.0,17.0,4.0,73.0,563
"Annie, clear the rest of my afternoon. Jonathan is going to play with me when he comes home from school, and I'm going to escape and hide in the back of his closet until 5:00.",54.0,13.0,6.0,73.0,563
yes i am working on my stand up Circular Elliptical Hamster Wheel desk,57.0,4.0,10.0,71.0,563
"The new firm is great! They provide a gym, bottled water and bathroom all in one spot.",51.0,13.0,5.0,69.0,563
"When they told me I had all the power in the company, I didn't realize this is what they meant.",51.0,13.0,5.0,69.0,563
Hello. Trump Administration Department of Energy.,54.0,7.0,8.0,69.0,563
"Mensa testing, may I help you?",52.0,11.0,6.0,69.0,563
"Sorry Honey, I'm running a little late tonight.",49.0,17.0,3.0,69.0,563
"The wheels on the job go 'round and 'round, 'round and 'round all through the town",48.0,19.0,2.0,69.0,563
I'll have mine with cheese.,50.0,15.0,4.0,69.0,563
"I'd love to do lunch, but my cheeks are already stuffed.",49.0,17.0,3.0,69.0,563
Life is about the journey not the finish line.,51.0,13.0,5.0,69.0,563
It's win-win. We save on healthcare and heating.,51.0,13.0,5.0,69.0,563
