caption,unfunny,somewhat_funny,funny,count,contest
It could work. We both like worms.,95.0,97.0,50.0,242.0,562
One of us should look more concerned.,137.0,95.0,58.0,290.0,562
Where are the statues? I can't hold it in anymore.,460.0,299.0,181.0,940.0,562
I identify as fish,62.0,44.0,23.0,129.0,562
Will we raise the kids as birds or fish?,400.0,189.0,170.0,759.0,562
Let's walk into a bar.,174.0,113.0,65.0,352.0,562
What am I doing here? I missed my flight.,459.0,99.0,214.0,772.0,562
What do you mean I'm adopted?,208.0,119.0,79.0,406.0,562
"No, you don't look like your profile photo.",124.0,92.0,42.0,258.0,562
It's not you. I've just...evolved.,179.0,89.0,65.0,333.0,562
I had a little work done.,223.0,157.0,67.0,447.0,562
Disingenuous? ME ??? YOU described yourself as 'wingy ' !!!,300.0,144.0,107.0,551.0,562
Be VERY afraid – we have bigger fish to fly.,290.0,139.0,102.0,531.0,562
You and me birdbrain.,301.0,77.0,121.0,499.0,562
"""I've had it with your Phishing scams""! ""Well, I've had it with your Tweets""!",63.0,32.0,21.0,116.0,562
"Fish gotta swim, birds gotta swim.",272.0,96.0,100.0,468.0,562
"Well, one of us is right.",65.0,37.0,20.0,122.0,562
Let me guess...Pisces.,162.0,96.0,47.0,305.0,562
The inevitable face-off of Roe vs. Egg.,247.0,42.0,99.0,388.0,562
One bad tweet and they put you on the no-fly list.,67.0,32.0,21.0,120.0,562
Vito warned me if I sing like a bird I'm gonna swim with da fishes.,209.0,82.0,68.0,359.0,562
Either you're a flying fish or I'm a dead duck.,178.0,73.0,56.0,307.0,562
"Believe me, worms don't come with hooks.",66.0,36.0,18.0,120.0,562
"Your brother is alive, in an aquarium in Queens.",65.0,41.0,16.0,122.0,562
Sometimes it would be nice if we could stay at my place instead.,182.0,85.0,53.0,320.0,562
One of these things is not like the other...,201.0,77.0,63.0,341.0,562
"Without climate change, we never would have become friends",70.0,39.0,18.0,127.0,562
I told the genie that my first wish was for a perfect perch . . .,93.0,46.0,25.0,164.0,562
"Actually, I think it's, ""Fish gotta swim, Birds gotta fly.""",64.0,42.0,14.0,120.0,562
I don't see species.,103.0,60.0,23.0,186.0,562
Ten thousand eggs at once! Wow!,114.0,56.0,27.0,197.0,562
Let's call Escher - he'll know how to fix this.,119.0,43.0,32.0,194.0,562
The pig's right behind me.,48.0,20.0,12.0,80.0,562
I was a stool pigeon and now I sleep with the fishes.,131.0,89.0,22.0,242.0,562
You'll be a real catch for someone else.,142.0,67.0,33.0,242.0,562
I know Mom will love you. Dad may eat you.,139.0,76.0,29.0,244.0,562
"After Trump was elected, I was SURE I'd see a pig flying up here",76.0,28.0,20.0,124.0,562
I believe you're out of water.,77.0,42.0,16.0,135.0,562
"One of these things is not like the other, one of these things just doesn't belong...",155.0,28.0,49.0,232.0,562
"Maybe I'm wrong but I think Hammerstein said ""Fish gotta fly, birds gotta swim.""",138.0,49.0,35.0,222.0,562
You look nothing like your Match profile.,121.0,63.0,23.0,207.0,562
Welcome to the witness protection program.,123.0,59.0,25.0,207.0,562
What pronoun do you prefer?,75.0,31.0,16.0,122.0,562
You don't look anything like your profile picture.,118.0,52.0,24.0,194.0,562
I'm looking for a perch.,122.0,40.0,29.0,191.0,562
"Well, one of us is screwed.",93.0,46.0,17.0,156.0,562
I think we should go back to long distance. I can't breath in this relationship.,100.0,40.0,21.0,161.0,562
"Seriously, ours come without hooks.",73.0,36.0,13.0,122.0,562
One of us is going to have to wake up.,108.0,57.0,18.0,183.0,562
Well we BOTH can't be right.,115.0,39.0,26.0,180.0,562
First time in the Cloud?,103.0,66.0,13.0,182.0,562
"whatever you do, don't look down.",106.0,49.0,19.0,174.0,562
"Mom, am I adopted?",110.0,41.0,23.0,174.0,562
No way! I like worms too!,112.0,37.0,25.0,174.0,562
...and then they said 'youlz be swimmin with da fishes'....,118.0,24.0,31.0,173.0,562
Our parents will never understand.,95.0,67.0,9.0,171.0,562
And our offspring will be neither fish nor fowl,104.0,45.0,19.0,168.0,562
"Are you in my dream, or am I in yours?",69.0,31.0,12.0,112.0,562
Our parents are gonna freak out.,98.0,56.0,13.0,167.0,562
"Dad, I've decided to come out as transspecies.",103.0,46.0,18.0,167.0,562
"Tell me the truth, Mom. Was I adopted?",104.0,44.0,19.0,167.0,562
I'm a little out of my comfort zone.,93.0,63.0,9.0,165.0,562
Do you ever feel out of your element?,104.0,37.0,21.0,162.0,562
Is this where stool pigeons go to sleep with the fishes?,87.0,56.0,9.0,152.0,562
"They kept saying the sea was rising, I just didn't believe them.",99.0,43.0,17.0,159.0,562
One of us is seriously screwed.,110.0,21.0,28.0,159.0,562
I hear you have a good school system.,100.0,33.0,20.0,153.0,562
Of course you know our parents will never approve.,87.0,59.0,7.0,153.0,562
You look nothing like your tinder profile.,94.0,45.0,14.0,153.0,562
Great costume.,69.0,30.0,11.0,110.0,562
"Some weather we're having, eh?",63.0,27.0,10.0,100.0,562
"""Do you ever feel like a fish out of water""?",92.0,38.0,15.0,145.0,562
"You're late, I got the worm!",92.0,35.0,16.0,143.0,562
"Birds got to swim, fish got to fly . . . .",87.0,45.0,11.0,143.0,562
Humor me: Are you a fish out of water or I am in over my head?,95.0,28.0,19.0,142.0,562
"Don't mind me, I'm just phishing.",81.0,56.0,5.0,142.0,562
"Well, you don't look much like your profile picture either.",84.0,29.0,15.0,128.0,562
"Climate change, am I right?",89.0,36.0,14.0,139.0,562
It could work. We both like worms.,91.0,32.0,16.0,139.0,562
"This Travel Ban is so confusing, isn't it!",91.0,32.0,16.0,139.0,562
"Okay, my dating profile may not have been completely accurate.",85.0,38.0,12.0,135.0,562
Really? The worms come to you?,93.0,22.0,20.0,135.0,562
I'm on the no fly list.,90.0,28.0,17.0,135.0,562
I see the cat ate you too,71.0,23.0,13.0,107.0,562
I've been looking for a perch!,81.0,37.0,11.0,129.0,562
Holy Mackerel!,88.0,28.0,16.0,132.0,562
If you're not a fish out of water I'm in deep trouble.,88.0,28.0,16.0,132.0,562
Guess who's coming to dinner.,84.0,36.0,12.0,132.0,562
One of us is out of our element.,92.0,20.0,20.0,132.0,562
Now why exactly were you kicked out of school?,86.0,31.0,14.0,131.0,562
No school today?,87.0,29.0,15.0,131.0,562
I told my parents!,77.0,46.0,6.0,129.0,562
"Is it ""fish gotta fly, birds gotta swim,"" or did I hear that wrong?",74.0,51.0,3.0,128.0,562
Fish gotta fly and birds gotta swim and that's not fake news either.,73.0,47.0,4.0,124.0,562
"There's a catfish and a dogfish, so why not?",78.0,37.0,9.0,124.0,562
Birds gotta swim; fish gotta fly.,71.0,47.0,3.0,121.0,562
I need to see the loan shark. My nest is under water.,78.0,30.0,11.0,119.0,562
"Tonight, you sleep with the pigeons.",74.0,38.0,7.0,119.0,562
One of us is outside our comfort zone.,60.0,24.0,8.0,92.0,562
This is what happens when you eliminate the EPA.,47.0,11.0,9.0,67.0,562
"Separated since birth, they had never before met face to face.",77.0,28.0,11.0,116.0,562
You must be from the other side of the family.,78.0,26.0,12.0,116.0,562
Are you here for the Fish & Wildlife Convention?,76.0,30.0,10.0,116.0,562
No. It said fish FRY today only.,79.0,24.0,13.0,116.0,562
I deliver important messages. What do you do?,76.0,30.0,10.0,116.0,562
I self-identify as a fish.,73.0,32.0,8.0,113.0,562
"Well, I've always sung it, ""Birds gotta swim and fish gotta fly"".",68.0,42.0,3.0,113.0,562
You don't look like your profile picture either.,74.0,30.0,9.0,113.0,562
You don't look like your profile picture either.,76.0,26.0,11.0,113.0,562
It’ll never work -- you’re farm-raised and I’m from the city.,79.0,20.0,14.0,113.0,562
"Actually, I'm looking for a perch.",77.0,21.0,13.0,111.0,562
"Sorry son, but I need to finally tell you - you were adopted.",74.0,27.0,10.0,111.0,562
"No, I’m pretty sure it’s “Fish gotta swim, BIRDS gotta fly.”",77.0,21.0,13.0,111.0,562
That's not the picture you posted on match.com!,67.0,41.0,3.0,111.0,562
"This proves it. GPSs are 100% wrong, 50% of the time.",73.0,29.0,9.0,111.0,562
Just keep flapping.,64.0,25.0,8.0,97.0,562
"Actually, I can use whichever biosphere I identify with.",65.0,23.0,9.0,97.0,562
"I’m a triathlete. I fly, swim and poop on as many car windshields as possible.",64.0,19.0,10.0,93.0,562
You can't get there from here.,73.0,28.0,9.0,110.0,562
Thanks for meeting me half-way.,72.0,30.0,8.0,110.0,562
"No, there would be wavy lines if this were water.",55.0,15.0,9.0,79.0,562
"Just give it a couple hundred million years, you'll get there.",67.0,37.0,4.0,108.0,562
I thought the F stood for female.,75.0,21.0,12.0,108.0,562
"Screw the scientists, they told the bumblebees the same thing.",73.0,25.0,10.0,108.0,562
"Yeah, but it's just a theory.",74.0,20.0,12.0,106.0,562
"""Either you're a flying fish or I'm a dead pigeon "".",76.0,16.0,14.0,106.0,562
"Be smart, stay in school.",72.0,24.0,10.0,106.0,562
Turns out: stool pigeons swim with the fishes.,68.0,32.0,6.0,106.0,562
"Is this my dream, or yours?",74.0,20.0,12.0,106.0,562
You never reply to my tweets.,74.0,20.0,12.0,106.0,562
I didn't think the oceans could rise any higher.,71.0,26.0,9.0,106.0,562
Your profile said odd bird seeks companion.,72.0,24.0,10.0,106.0,562
Now try flapping them up and down.,70.0,28.0,8.0,106.0,562
One of us is about to die.,72.0,24.0,10.0,106.0,562
One of us is having a really bad day.,72.0,24.0,10.0,106.0,562
Perch?,36.0,17.0,3.0,56.0,562
"If a bird's gotta swim, then fish gotta fly",67.0,30.0,6.0,103.0,562
Think what our children will have to go through.,62.0,40.0,1.0,103.0,562
"Yes, I do have confidence in my GPS - Why do you ask?",68.0,25.0,8.0,101.0,562
"It's not you, it's me.",70.0,21.0,10.0,101.0,562
Yes I'm sure it's fine - all the guy said was 'two by two',69.0,23.0,9.0,101.0,562
This will not end well for one of us.,69.0,23.0,9.0,101.0,562
You look nothing like your profile picture.,69.0,23.0,9.0,101.0,562
What time is your flight,69.0,23.0,9.0,101.0,562
You're a strange bird.,46.0,18.0,5.0,69.0,562
"I don't know either, global warming?",68.0,21.0,9.0,98.0,562
We'd never have met had it not been for climate change,70.0,17.0,11.0,98.0,562
I just don't understand you anymore. Its like we're not even of the same species.,70.0,17.0,11.0,98.0,562
Tornadoes suck,70.0,17.0,11.0,98.0,562
This just isn't working anymore. You refuse to evolve.,64.0,29.0,5.0,98.0,562
It isn't you. It's me.,68.0,21.0,9.0,98.0,562
