caption,unfunny,somewhat_funny,funny,count,contest
"Yes, I see the train but I think we can beat it.",805.0,913.0,1029.0,2747.0,582
"Well technically, you ran the red light.",494.0,810.0,603.0,1907.0,582
I'll order. You pick up.,457.0,745.0,542.0,1744.0,582
We finished in first and third place.,468.0,767.0,503.0,1738.0,582
"You can knock off the heavy breathing back there, Gwendolyn. I know you're not pedaling.",649.0,927.0,629.0,2205.0,582
This would be a lot easier if you dropped the restraining order.,666.0,664.0,570.0,1900.0,582
"I'll place the order, you pick up",300.0,393.0,242.0,935.0,582
"""I told you it was a long bike ride."" - Arman Roberts, age 6",393.0,404.0,323.0,1120.0,582
"Yes, dear, I'll call you as soon as I get there.",396.0,486.0,303.0,1185.0,582
Your profile said you enjoy long bike rides.,603.0,634.0,451.0,1688.0,582
I'm beginning to think you're running those yellow lights intentially.,588.0,640.0,407.0,1635.0,582
"You can do whatever you want, but I'm taking the next right.",321.0,334.0,219.0,874.0,582
Got any ideas for the upcoming traffic circle?,635.0,754.0,417.0,1806.0,582
We are not doing a wheelie. Don't call me again.,397.0,330.0,271.0,998.0,582
"Since you'll be home first, can you start dinner?",208.0,225.0,135.0,568.0,582
"When you say ""turn here,"" is that your ""here"" or my ""here""?",497.0,641.0,310.0,1448.0,582
What do you mean--a metaphor for our relationship?,301.0,288.0,193.0,782.0,582
Pothole in 10 seconds.,358.0,481.0,201.0,1040.0,582
You seem distant today.,124.0,101.0,69.0,294.0,582
"Hi, it's me. I'm running a little behind.",122.0,115.0,60.0,297.0,582
'For God Sakes Harry! Pull up your shorts!!',336.0,207.0,180.0,723.0,582
"If I remove beans from my diet, can we ride our old bike?",601.0,434.0,295.0,1330.0,582
"I'm going into a tunnel, I might lose you.",453.0,384.0,205.0,1042.0,582
We're not gonna be late. You're gonna be late.,184.0,161.0,78.0,423.0,582
Where were you when I called a few minutes ago?,415.0,328.0,181.0,924.0,582
A trial separation was your idea.,416.0,360.0,172.0,948.0,582
"I said, ""I THINK EXERCISE IS BRINGING US CLOSER TOGETHER.""",347.0,297.0,141.0,785.0,582
I'm way ahead of you on that.,364.0,317.0,146.0,827.0,582
Thanks for calling. I wasn’t sure you made it through that last intersection.,414.0,341.0,165.0,920.0,582
"Yes, I'll accept a long-distance call.",260.0,192.0,103.0,555.0,582
I thought you said you enjoyed long bike rides.,538.0,432.0,195.0,1165.0,582
"No, we're not there yet!",355.0,264.0,125.0,744.0,582
I think I can make the light.,382.0,265.0,138.0,785.0,582
"When I arrive, I'll tell them you're coming.",373.0,345.0,110.0,828.0,582
"Remember, no more yellow lights.",441.0,327.0,145.0,913.0,582
"Next time, we go to the bike shop, not one of those big chain stores.",343.0,190.0,126.0,659.0,582
That's weird. I've got four bars.,334.0,230.0,108.0,672.0,582
Pull up your shorts.,435.0,212.0,162.0,809.0,582
I got your text. What's up?,295.0,189.0,98.0,582.0,582
My wife and I hit a bump at 45 mph--I'd like to report four missing children.,282.0,163.0,98.0,543.0,582
"Sorry, I'm going to lose you. I'm about to go into a tunnel.",353.0,248.0,107.0,708.0,582
It was green when I went through it.,329.0,221.0,102.0,652.0,582
We're screwed when we hit Lombard Street.,333.0,210.0,106.0,649.0,582
"You have reached the voicemail of Alicia Crandall. If you would like her to pedal faster, press 1 now.",337.0,220.0,104.0,661.0,582
"See honey, this way I can have the space I need, but you can still feel connected",339.0,234.0,100.0,673.0,582
Now let go of the brake. The elastic will do the rest.,359.0,178.0,124.0,661.0,582
You said you wanted to go for a long bike ride.,305.0,199.0,87.0,591.0,582
I'll be home in ten...your mother in twelve.,285.0,215.0,73.0,573.0,582
You sound distant.,291.0,193.0,81.0,565.0,582
Was I there yet?,321.0,143.0,108.0,572.0,582
I agree; we are drifting apart but at least we are doing it together.,270.0,231.0,60.0,561.0,582
I told you that I just need some space.,103.0,66.0,28.0,197.0,582
"I'm gonna turn left at 11.28, your time.",260.0,168.0,70.0,498.0,582
It was green for me!,103.0,57.0,30.0,190.0,582
How did you get my number?,273.0,123.0,87.0,483.0,582
The race results were posted online. I took 3rd place; you finished 10th.,257.0,168.0,66.0,491.0,582
"""I know I'm always distant but have I ever steered you wrong""?",188.0,99.0,54.0,341.0,582
I'm losing you.,239.0,141.0,62.0,442.0,582
It's clear we've grown further apart.,202.0,127.0,49.0,378.0,582
"Its on our way. How about, I order the pizza but you have to pick it up?",223.0,135.0,55.0,413.0,582
"Wait a second, you'll see.",227.0,137.0,56.0,420.0,582
