caption,unfunny,somewhat_funny,funny,count,contest
"Well, I'll be damned...",249.0,149.0,143.0,541.0,557
I'll be damned.,248.0,144.0,142.0,534.0,557
I'll be damned.,219.0,127.0,112.0,458.0,557
"Well, I'll be damned...",216.0,90.0,109.0,415.0,557
You're naked AND you bake?,197.0,102.0,90.0,389.0,557
We have an oven ???,173.0,71.0,69.0,313.0,557
"Phew... when you said you had something in the oven, I thought you meant something else.",137.0,66.0,51.0,254.0,557
"'When you said you had one in the oven that's not what I thought you meant.""",157.0,93.0,53.0,303.0,557
How about them apples?,171.0,56.0,68.0,295.0,557
Wait -- what going away party?,164.0,66.0,61.0,291.0,557
I see you've found a loophole.,150.0,81.0,48.0,279.0,557
Mom's apple pie? What's a Mom?,152.0,66.0,51.0,269.0,557
God knows I shouldn't.,151.0,67.0,50.0,268.0,557
You mean I can have my pie and Eden too?,153.0,63.0,52.0,268.0,557
I think you've just invented the loophole.,148.0,72.0,47.0,267.0,557
What family recipe?,152.0,61.0,51.0,264.0,557
What do you mean 'to die for'?,147.0,63.0,47.0,257.0,557
"Then again, it'd also be a sin to waste it.",138.0,81.0,38.0,257.0,557
Mom's apple pie? Who's mom?,143.0,64.0,43.0,250.0,557
God knows I really shouldn't.,138.0,73.0,38.0,249.0,557
"Wait, we have an oven?",141.0,67.0,41.0,249.0,557
What's the worst that could happen?,142.0,61.0,43.0,246.0,557
Apple? Well I'll be damned!,138.0,58.0,40.0,236.0,557
"Sure, I'll try it. What's the worst that could happen?",132.0,69.0,34.0,235.0,557
How much sin would some ice cream add?,139.0,55.0,41.0,235.0,557
I guess after this we'll start dressing for dinner.,140.0,43.0,43.0,226.0,557
"Ooh, that looks sinful.",120.0,66.0,28.0,214.0,557
Could be a recipe for disaster...,135.0,54.0,37.0,226.0,557
"An apple pie, well I'll be damned.",142.0,40.0,44.0,226.0,557
Ok I'll try it. What's the worst that can happen?,134.0,50.0,37.0,221.0,557
We have a kitchen?,135.0,44.0,39.0,218.0,557
This pie for another rib.,133.0,51.0,36.0,220.0,557
"It smells delicious, but there'll be hell to pay later.",127.0,63.0,30.0,220.0,557
Apple pie? Well I'll be damned!,136.0,41.0,40.0,217.0,557
I think I may have found a loophole.,130.0,52.0,34.0,216.0,557
God knows I shouldn't.,131.0,50.0,35.0,216.0,557
"An apple pie, well I'll be damned.",135.0,39.0,39.0,213.0,557
"Well, how 'bout them apples.",132.0,41.0,37.0,210.0,557
That's some loophole.,131.0,43.0,36.0,210.0,557
Oooo. Mom's apple pie! ... Wait..Who's Mom?,138.0,32.0,42.0,212.0,557
"What do you mean, you think you found a loophole?",126.0,52.0,31.0,209.0,557
What's the worst that could happen?,119.0,62.0,24.0,205.0,557
Apple pie? I'll be damned!,125.0,50.0,30.0,205.0,557
It'd be a sin to waste it.,121.0,54.0,27.0,202.0,557
"Pie and a naked woman, I must have died and gone to Heaven.",124.0,48.0,30.0,202.0,557
What if we just ate the crust?,122.0,55.0,27.0,204.0,557
Like WHOSE mother used to make?,125.0,45.0,31.0,201.0,557
"What do you mean by ""It may contain traces of the forbidden fruit""?",120.0,61.0,24.0,205.0,557
Eve invents the loophole.,127.0,40.0,33.0,200.0,557
I'm not sure that's a valid loophole.,120.0,56.0,25.0,201.0,557
It's better than sex? What's sex?,121.0,54.0,26.0,201.0,557
God has desserted us?,123.0,45.0,29.0,197.0,557
It would also be a sin not to eat it,116.0,55.0,23.0,194.0,557
Mom's apple pie? What's a Mom?,125.0,37.0,32.0,194.0,557
I'm tempted.,117.0,52.0,24.0,193.0,557
Oh great. Original sin AND carbs!,125.0,36.0,32.0,193.0,557
Might as well make that to go,126.0,34.0,33.0,193.0,557
You're right...its a sin NOT to eat it.,118.0,47.0,25.0,190.0,557
Is that the original tin?,124.0,35.0,31.0,190.0,557
You sure this is a loophole?,127.0,32.0,33.0,192.0,557
Seems like a perfectly legal loophole to me.,121.0,44.0,27.0,192.0,557
Eve creates the first recipe for disaster.,122.0,38.0,29.0,189.0,557
"Wait a minute, we have an oven?",117.0,44.0,25.0,186.0,557
Wait...we've had an oven this whole time?,119.0,40.0,27.0,186.0,557
I smell a loophole,114.0,50.0,22.0,186.0,557
Wow! You baked a loophole!,123.0,32.0,31.0,186.0,557
I really shouldn't---but what the hell.,116.0,35.0,27.0,178.0,557
I smell trouble.,114.0,44.0,23.0,181.0,557
You think you found a loophole?,116.0,40.0,25.0,181.0,557
A knife? I don't even have pants.,115.0,42.0,24.0,181.0,557
I don't think that's going to fool him...,112.0,48.0,21.0,181.0,557
"It's forbidden fruit no matter how you slice it, Eve.",111.0,49.0,20.0,180.0,557
Whew! When you said you had one in the oven I thought...,115.0,43.0,23.0,181.0,557
What do you mean 'just like mom used to make?',116.0,41.0,24.0,181.0,557
What's a loophole?,114.0,45.0,22.0,181.0,557
"Oh no, the temptation of crust.",117.0,36.0,26.0,179.0,557
"Eve, it's the ""to die for"" part that worries me.",111.0,47.0,20.0,178.0,557
"I don't know, Eve... I think it still counts.",104.0,61.0,13.0,178.0,557
That's tempting.,109.0,51.0,18.0,178.0,557
"A moment on the lips, a lifetime in the mortal abyss.",115.0,38.0,24.0,177.0,557
You baked me a delicious loophole?,117.0,33.0,26.0,176.0,557
That's original.,115.0,37.0,24.0,176.0,557
"Mmm, apple pie!? Damned if I do, damned if I don't.",112.0,43.0,21.0,176.0,557
"What do you mean, ""This pie is to die for?""",112.0,40.0,22.0,174.0,557
Sure. What's the worst could happen?,106.0,52.0,16.0,174.0,557
I think I found a loophole.,112.0,40.0,22.0,174.0,557
Let's see now... Live together in paradise forever OR condemn humanity to unimaginable suffering. Hmmm... Is that a hand made crust?,114.0,36.0,24.0,174.0,557
How could it be your mother's recipe?,113.0,38.0,23.0,174.0,557
"Wait, we have an oven?",112.0,40.0,22.0,174.0,557
I hope I don't regret this tomorrow.,109.0,46.0,19.0,174.0,557
What do you mean it's your mother's recipe?,116.0,32.0,26.0,174.0,557
"And on the eighth day, man expected dinner.",117.0,30.0,27.0,174.0,557
"""This is exactly why we'll need lawyers in the very near future"".",111.0,41.0,21.0,173.0,557
"What do you mean it's ""to die for""?",111.0,41.0,21.0,173.0,557
"Whew! That's not the ""one in the oven"" I thought you meant.",113.0,37.0,23.0,173.0,557
Your desserts are going to be my downfall.,108.0,47.0,18.0,173.0,557
"To be clear, when you say 'it's to die for'...?",112.0,39.0,22.0,173.0,557
"Come on, Eve, I wasn't born yesterday.",106.0,52.0,15.0,173.0,557
This could be our ticket out of here.,114.0,33.0,24.0,171.0,557
Maybe we should get that to go.,111.0,39.0,21.0,171.0,557
You have an oven?,115.0,31.0,25.0,171.0,557
"You had to make it even more tempting, didn't you?",110.0,37.0,21.0,168.0,557
I guess it would also be a sin to let it get cold.,104.0,49.0,15.0,168.0,557
I'm confused. How can this be your mother's recipe?,107.0,43.0,18.0,168.0,557
Let's hope we've got him on a technicality.,108.0,40.0,19.0,167.0,557
I'm tempted.,109.0,38.0,20.0,167.0,557
No -- I mean you REALLY shouldn't have.,106.0,43.0,17.0,166.0,557
"When you said 'something in oven,' I thought you meant . . . .",114.0,27.0,25.0,166.0,557
I didn't even know that we had an oven.,112.0,31.0,23.0,166.0,557
It's to die for!,106.0,42.0,17.0,165.0,557
We're in big trouble--any way you slice it.,110.0,34.0,21.0,165.0,557
Now we need clothes AND oven mitts.,109.0,36.0,20.0,165.0,557
"I don't know, it sorta sounds like a recipe for disaster.",107.0,39.0,18.0,164.0,557
"So the deal is I can either eat this, or I can continue to have you walk around naked?",110.0,33.0,21.0,164.0,557
It's just like who's? What's a 'mom'?,117.0,19.0,28.0,164.0,557
It would be a sin not to try it.,108.0,37.0,19.0,164.0,557
"On the day after this, God created oven mitts.",113.0,27.0,24.0,164.0,557
Why do women make things so complicated?,112.0,29.0,23.0,164.0,557
"Wait, has fire been discovered yet?",111.0,31.0,22.0,164.0,557
It's mom's apple pie? What's a mom?,108.0,34.0,20.0,162.0,557
Sure. What could go wrong?,107.0,36.0,19.0,162.0,557
You found a loophole?,110.0,30.0,22.0,162.0,557
Yikes ... When you said you had one in the oven ...,106.0,38.0,18.0,162.0,557
"Wow, that's to die for!",108.0,34.0,20.0,162.0,557
Where did you find an oven?,112.0,28.0,23.0,163.0,557
Mom's apple pie? You don't have a Mom.,110.0,29.0,22.0,161.0,557
"Well, he didn't say I couldn't have pie.....",104.0,41.0,16.0,161.0,557
"Sure, what's the worst that could happen?",103.0,41.0,15.0,159.0,557
I think you've found a recipe for disaster!,105.0,37.0,17.0,159.0,557
"No thanks, I want to look good naked.",106.0,35.0,18.0,159.0,557
Apple? Well I'll be damned!,104.0,36.0,17.0,157.0,557
"You don't give up, do you?",107.0,30.0,20.0,157.0,557
We've invented fire?,104.0,36.0,17.0,157.0,557
I suspect we'll need it to-go.,110.0,24.0,23.0,157.0,557
"Oh, so that's what you meant by 'loophole.'",107.0,30.0,20.0,157.0,557
"Let me get this straight - if I eat this pie, I get to see that you're naked?",107.0,30.0,20.0,157.0,557
Ah - what the hell.,108.0,28.0,21.0,157.0,557
I'm thinking we can get by on a technicality.,102.0,42.0,14.0,158.0,557
What do you mean 'just like mom used to make?',107.0,32.0,19.0,158.0,557
God forbid!,105.0,36.0,17.0,158.0,557
"Your mom's recipe? Wait, what's a mom?",107.0,29.0,20.0,156.0,557
What's a loophole?,105.0,33.0,18.0,156.0,557
When were you going to tell me about the oven?,106.0,31.0,19.0,156.0,557
"OK, now I'm tempted",106.0,31.0,19.0,156.0,557
Pretty sure this is still going to count.,102.0,39.0,15.0,156.0,557
"When you said ""I have one in the oven"" I was thinking of something else.",106.0,31.0,19.0,156.0,557
"Sinfully delicious, I suppose.",105.0,33.0,18.0,156.0,557
"No, really, you shouldn't have.",107.0,30.0,19.0,156.0,557
"What do you mean "" sinfully delicious""?",101.0,39.0,14.0,154.0,557
"Pie, why not! What could go possibly go wrong?",104.0,33.0,17.0,154.0,557
I think I found a loophole.,107.0,27.0,20.0,154.0,557
When did you get an oven?,107.0,27.0,20.0,154.0,557
May contain traces of nuts and forbidden fruit,100.0,41.0,13.0,154.0,557
That looks tempting.,103.0,35.0,16.0,154.0,557
"What do you mean ""mom's apple pie""",108.0,25.0,21.0,154.0,557
I think it's a recipe for disaster.,102.0,37.0,15.0,154.0,557
Are the apples local?,102.0,34.0,16.0,152.0,557
"If we're going to commit original sin, we might as well add vanilla ice cream.",103.0,32.0,17.0,152.0,557
The Origin of the Legal Loophole,105.0,28.0,19.0,152.0,557
We may have to eat this on the road.,105.0,28.0,19.0,152.0,557
Don't tempt me.,100.0,38.0,14.0,152.0,557
What part of forbidden didn't you understand?,99.0,40.0,13.0,152.0,557
Is this to make up for the rib?,103.0,32.0,17.0,152.0,557
Oh God ... I'm going to pay for this later!,102.0,34.0,16.0,152.0,557
That looks sinful.,100.0,38.0,14.0,152.0,557
"Eh... a moment on your lips, eternity on your hips.",105.0,28.0,19.0,152.0,557
"Well, that looks positively sinful!",102.0,36.0,15.0,153.0,557
"Eve, I hope you baked the hell out of it.",101.0,38.0,14.0,153.0,557
This could be a recipe for disaster!,104.0,32.0,17.0,153.0,557
I hope you baked the hell out of it,104.0,29.0,18.0,151.0,557
I'm not sure 'getting God on a technicality' is such a good idea.,103.0,31.0,17.0,151.0,557
It'd be a sin NOT to eat it.,103.0,31.0,17.0,151.0,557
You're right. He never mentioned pie.,99.0,39.0,13.0,151.0,557
"I'm going to go out on a limb here and guess ""apple.""",98.0,41.0,12.0,151.0,557
Wait! You have an oven ?,106.0,25.0,20.0,151.0,557
"Oh my, that looks sinful.",102.0,33.0,16.0,151.0,557
Skip fruitful. Let's multiply.,106.0,25.0,20.0,151.0,557
That voice you heard? Fake news.,104.0,29.0,18.0,151.0,557
Just like who used to make?,103.0,31.0,17.0,151.0,557
So the fruit is from the tree of alternative knowledge?,105.0,27.0,19.0,151.0,557
... and you're sure the forbidden fruit thing was fake news?,104.0,29.0,18.0,151.0,557
Is this another half-baked idea from that serpent?,98.0,41.0,12.0,151.0,557
"Oy, now a whole pie?! You saw how He got over one flippin' apple.",102.0,35.0,15.0,152.0,557
Now THAT'S tempting,102.0,32.0,16.0,150.0,557
"I can't keep up with all these Apple updates, Eve.",104.0,28.0,18.0,150.0,557
"Wait, how can it be an ""old family recipe?""",102.0,32.0,16.0,150.0,557
I'm guessing apple.,102.0,32.0,16.0,150.0,557
I hate these letter of the law-spirit of the law conundrums.,100.0,36.0,14.0,150.0,557
What family recipe?,104.0,27.0,18.0,149.0,557
Were those apples locally sourced?,101.0,33.0,15.0,149.0,557
I don't eat gluten.,103.0,29.0,17.0,149.0,557
"Good looks, a hot body and you can cook, this must be paradise.",103.0,31.0,16.0,150.0,557
"""Who is ""Mom""?",101.0,32.0,15.0,148.0,557
I know I'll regret this.,99.0,36.0,13.0,148.0,557
"You're always one step ahead, aren't you",108.0,18.0,22.0,148.0,557
Well I suppose one cheat day can't hurt. What's the worst that could happen?,100.0,34.0,14.0,148.0,557
Wait—where did you find an oven?,105.0,24.0,19.0,148.0,557
Maybe we can get off on a technicality.,101.0,32.0,15.0,148.0,557
That looks sinful.,98.0,38.0,12.0,148.0,557
"""Pie""? Sure, I'll try some, but is it to die for?",100.0,34.0,14.0,148.0,557
Your mother's recipe? What's a 'mother'?,106.0,22.0,20.0,148.0,557
No -- I mean you REALLY shouldn't have.,96.0,39.0,11.0,146.0,557
"Well, if we are going to be bad, let's be VERY bad.",100.0,31.0,15.0,146.0,557
Just like who used to make?,101.0,29.0,16.0,146.0,557
Mom's apple pie?,110.0,11.0,25.0,146.0,557
Where did you find a fork for the holes?,98.0,35.0,13.0,146.0,557
"I asked you to be more pious, not to make a pie for us.",104.0,23.0,19.0,146.0,557
"So, technically we're ok.",97.0,37.0,12.0,146.0,557
Have we always had an oven?,103.0,25.0,18.0,146.0,557
You had me at 'apple'.,104.0,23.0,19.0,146.0,557
