caption,unfunny,somewhat_funny,funny,count,contest
Let's stay in tonight. It's a zoo out there.,564.0,295.0,862.0,1721.0,531
Sorry I'm late. I hit every traffic light coming home.,1285.0,1769.0,2192.0,5246.0,531
"If he's elected, we're going to have a tough time proving we weren't born in Africa.",461.0,307.0,309.0,1077.0,531
What happened to us? We used to be so wild.,383.0,422.0,236.0,1041.0,531
"Yes, it's hot. But a ceiling fan will only make things worse.",429.0,348.0,277.0,1054.0,531
"I wasn't impressed with the ark on the outside, but this is nice.",430.0,342.0,278.0,1050.0,531
I'm going out. I left you some dinner on top of the fridge.,335.0,333.0,180.0,848.0,531
The Lions called. They want us over for dinner.,347.0,260.0,192.0,799.0,531
We need to talk about the elephant in the other room.,271.0,167.0,122.0,560.0,531
"Young man, the lawn isn't going to eat itself.",252.0,197.0,104.0,553.0,531
What's happened to us Marge.. we used to be so wild?,230.0,195.0,84.0,509.0,531
"No, I mean literally, I shattered the glass ceiling.",228.0,182.0,83.0,493.0,531
It's much better without the ceiling fan.,240.0,162.0,94.0,496.0,531
"You know it won't actually be an elephant and a donkey debating, right?",241.0,137.0,97.0,475.0,531
You look fine. Hyenas laugh at everybody. That's just what they do.,226.0,151.0,85.0,462.0,531
Glad we got rid of the ceiling fan.,222.0,152.0,80.0,454.0,531
Did you hide the cookies on the bottom shelf again?,227.0,142.0,84.0,453.0,531
The zoo escape is all over the news. We're gonna need disguises.,226.0,138.0,84.0,448.0,531
How was I supposed to know -- I though Deep Throat was going to be a movie about giraffes.,227.0,136.0,85.0,448.0,531
"My vote is no, on the ceiling fan.",228.0,125.0,87.0,440.0,531
I hate how they go on about his tiny hands but totally ignore his short neck.,226.0,122.0,85.0,433.0,531
Sorry I am late; I got stuck in the tunnel.,213.0,138.0,73.0,424.0,531
"No, I mean I shattered an actual glass ceiling.",212.0,133.0,73.0,418.0,531
"The Viagra isnâ€™t working, all I have is a stiff neck.â€",216.0,118.0,77.0,411.0,531
I would have been home earlier --I got stuck in the tunnel.,198.0,131.0,61.0,390.0,531
"If he wins, we're moving to Kenya.",216.0,88.0,80.0,384.0,531
"Sooner or later, we have to talk about the elephant in the other room.",212.0,95.0,76.0,383.0,531
"You know if he's elected, we're getting deported, right?",202.0,101.0,67.0,370.0,531
We're portrait animals in a landscape world.,194.0,114.0,59.0,367.0,531
"If he wins, we're moving back to Africa.",191.0,110.0,57.0,358.0,531
Noah really undersold the amenities.,189.0,109.0,56.0,354.0,531
It's only funny because we're high.,201.0,84.0,68.0,353.0,531
"I got a weird text from a ""Noah"".",201.0,83.0,68.0,352.0,531
Who'd ever want to lease a Jaguar?,189.0,106.0,56.0,351.0,531
"You know her spots are surgically enhanced, right?",189.0,106.0,56.0,351.0,531
Ceiling fan? Not a good idea!,195.0,94.0,62.0,351.0,531
The trees aren't going to trim themselves.,178.0,122.0,46.0,346.0,531
Do you think the Republicans know that elephants are African American?,210.0,72.0,73.0,355.0,531
We never roam anymore.,179.0,112.0,47.0,338.0,531
"If he wins, we're going back to Africa, honey.",191.0,84.0,60.0,335.0,531
Relax! It's just the MGM logo.,181.0,103.0,50.0,334.0,531
Neckflix?,179.0,102.0,49.0,330.0,531
It was so nice of Noah to upgrade us,183.0,94.0,53.0,330.0,531
They say the camera adds ten inches.,175.0,105.0,45.0,325.0,531
I don't think we should get the ceiling fan.,178.0,81.0,50.0,309.0,531
500 channels and all we watch is Animal Planet.,176.0,85.0,48.0,309.0,531
If Trump wins we're moving back to Africa.,187.0,63.0,59.0,309.0,531
"The only other Republican I felt this way about was Teddy Roosevelt, and that was because he shot my grandma.",172.0,90.0,44.0,306.0,531
What's on Neckflix?,177.0,75.0,50.0,302.0,531
"Sure, roaming the plains of Africa sounds amazing, but you're not seriously thinking about giving up a rent controlled apartment in Manhattan, are you?",172.0,81.0,46.0,299.0,531
No I'm pretty sure you CAN reach the remote.,178.0,68.0,52.0,298.0,531
That YouTube clip of you trying to get out of a recliner has gone viral.,170.0,83.0,44.0,297.0,531
You need to write Noah and thank him for the upgrade.,178.0,67.0,52.0,297.0,531
Another name for couch potato is lion steak.,178.0,67.0,52.0,297.0,531
"You could tell her a thing or two about glass ceilings, couldn't you, hon?",165.0,91.0,39.0,295.0,531
I see what you mean about the shower head.,164.0,89.0,39.0,292.0,531
It's over your head.,166.0,84.0,41.0,291.0,531
If Trump wins we're moving back to Kenya!,171.0,67.0,47.0,285.0,531
I'm glad you're sitting down. The bill from the chiropractor arrived today.,163.0,83.0,39.0,285.0,531
I broke another glass ceiling.,167.0,71.0,43.0,281.0,531
I find it ironic that I've been asked to join the Lions Club.,163.0,79.0,39.0,281.0,531
"So, Trump says he wants to send us all back to Africa... but I was born at the Bronx Zoo!",165.0,74.0,41.0,280.0,531
The mall was a zoo today,164.0,76.0,40.0,280.0,531
I can't find my turtleneck.,164.0,76.0,40.0,280.0,531
The Lyons invited us over for dinner tomorrow night.,162.0,75.0,39.0,276.0,531
We have reservations on The Ark in case Trump wins.,169.0,60.0,46.0,275.0,531
"She broke the glass ceiling? So what, I did that last week.",158.0,81.0,35.0,274.0,531
If that one is elected we are moving back to Africa!,160.0,77.0,37.0,274.0,531
"I know it's not as nice as the Cineplex, but it beats hearing ""Down in front!"" over and over again!",157.0,77.0,35.0,269.0,531
Are you going to eat the leaves out of the gutter like I asked.,156.0,79.0,34.0,269.0,531
This may be our chance. They don't like either the elephant or the donkey.,160.0,69.0,38.0,267.0,531
How could we have let David Attenborough talk us into mating on camera?,168.0,52.0,46.0,266.0,531
Gladys! I'm a giraffe. I look down on everyone.,155.0,74.0,34.0,263.0,531
There's no way her neck is real.,153.0,78.0,32.0,263.0,531
It's called Deep Throat.,157.0,69.0,36.0,262.0,531
Noah says we sail tomorrow.,159.0,65.0,38.0,262.0,531
"The doctor said get rest, drink lots of tea, and that sore throat will be gone in a year.",154.0,71.0,34.0,259.0,531
Can we talk about the elephant in the other room?,158.0,63.0,38.0,259.0,531
Yes â€” but if he wins we'll probably be deported.,154.0,71.0,34.0,259.0,531
"You know the cheetah always wins, right?",153.0,76.0,32.0,261.0,531
"If they say the Presidential race is neck and neck one more time, I'm going to scream!",158.0,66.0,37.0,261.0,531
Spoiler alert -- the gazelle gets it.,153.0,72.0,33.0,258.0,531
Enough TV. Let's stand up and go to sleep.,158.0,61.0,38.0,257.0,531
Noah invited us over tomorrow but it looks like rain.,151.0,75.0,31.0,257.0,531
We're above that.,153.0,71.0,33.0,257.0,531
Housewives of the Serengeti?,146.0,79.0,27.0,252.0,531
We're out of straws.,158.0,55.0,39.0,252.0,531
"Yes, I miss Africa, but not enough to give up air conditioning.",143.0,85.0,24.0,252.0,531
"No, 'Deep Throat' is not a movie about giraffes.",153.0,64.0,34.0,251.0,531
I wonder who'll get voted off the ark next.,151.0,68.0,32.0,251.0,531
DEEP THROAT's on tonight.,159.0,52.0,40.0,251.0,531
"If you wanna see some ""Wild Kingdom"" come to bed.",155.0,59.0,36.0,250.0,531
I've seen this one..It was the lion.,149.0,67.0,31.0,247.0,531
"It's not a midlife crisis, honey. The convertible is the sensible choice.",151.0,63.0,33.0,247.0,531
You always think the Lion's the killer,153.0,59.0,35.0,247.0,531
Be realistic. You wouldn't really move to Africa if Trump wins.,149.0,67.0,31.0,247.0,531
Hooves off the couch missy.,154.0,60.0,35.0,249.0,531
Nobody's spots really look like that.,140.0,84.0,22.0,246.0,531
Work was a zoo today!,147.0,70.0,29.0,246.0,531
Can we talk about the elephant in the room?,155.0,55.0,36.0,246.0,531
"The baby is down for the night...most of him, anyway.",143.0,72.0,26.0,241.0,531
Stop watching that trash on Animal Planet - it's all gratuitous violence and sex,155.0,48.0,38.0,241.0,531
Big deal. I broke the glass ceiling years ago.,141.0,76.0,24.0,241.0,531
After millions of years of natural selection this is what you want to do all day?,156.0,49.0,38.0,243.0,531
Be patient. It's going to take me a while to swallow my pride.,150.0,61.0,32.0,243.0,531
"""Out of Africa?"" Again?",148.0,61.0,31.0,240.0,531
He now says the wall is going to be twenty feet high and the lions are going to pay for it.,153.0,51.0,36.0,240.0,531
Haven't you finished swallowing that Viagra yet?!,151.0,55.0,34.0,240.0,531
I hope you're not ordering more turtlenecks from QVC,152.0,52.0,35.0,239.0,531
We can't keep ignoring the elephant in the other room.,149.0,57.0,32.0,238.0,531
You were right. I should have gotten the car with the sunroof.,146.0,59.0,30.0,235.0,531
"When you ignore me, you make me feel like I'm eight feet tall.",140.0,71.0,24.0,235.0,531
Can't you find anything else to do all day besides sitting and watching the gnus?,145.0,61.0,29.0,235.0,531
I don't get it. Why did the Elephants nominate an orangutan?,153.0,48.0,36.0,237.0,531
I can't believe we fit that couch through the door.,151.0,52.0,34.0,237.0,531
"Let's stay in today, Doris. It's a zoo out there.",146.0,58.0,30.0,234.0,531
Maybe we should have gone with the wall mount.,144.0,61.0,28.0,233.0,531
Don't shoot the messenger but I think Rihanna's wearing your missing cousin.,140.0,69.0,24.0,233.0,531
The top of the fridge is dusty.,144.0,57.0,29.0,230.0,531
Big dealâ€”we break ceilings all the time.,137.0,71.0,22.0,230.0,531
Aren't you glad we're not the logo for either party?,138.0,69.0,23.0,230.0,531
You know the camera adds 10 inches.,142.0,64.0,26.0,232.0,531
"And remember, no lion documentaries before bedtime.",144.0,60.0,28.0,232.0,531
"Looking down on everyone, yes. Condescending, no.",138.0,72.0,22.0,232.0,531
"Oh come on, it's only a sore throat.",139.0,67.0,24.0,230.0,531
"So this time I asked him ""how's the weather DOWN there?"" and that seemed to shut him up.",141.0,66.0,25.0,232.0,531
Is this the episode where the humans mate?,142.0,64.0,26.0,232.0,531
Bad news. The remote fell under the couch again.,142.0,61.0,27.0,230.0,531
Apparently it is illegal to drive with your head through the sunroof.,137.0,71.0,22.0,230.0,531
"Now, can we talk about the elephant in the room?",141.0,62.0,26.0,229.0,531
I had no idea staterooms on this ark would be so plush.,144.0,54.0,29.0,227.0,531
Turn the TV off and let's talk about the elephant in the other room.,151.0,40.0,36.0,227.0,531
Keeper says it's your turn in the outdoor enclosure.,149.0,44.0,34.0,227.0,531
