caption,unfunny,somewhat_funny,funny,count,contest
I really just thought they would send me a lapel pin when I registered.,157.0,123.0,90.0,370.0,543
If he farts I'm out of here.,189.0,28.0,120.0,337.0,543
"Well, at least the 800-lb gorilla finally left.",151.0,99.0,81.0,331.0,543
I see it. Don't change the subject.,109.0,73.0,36.0,218.0,543
We're seeing the end of the Republican party.,120.0,47.0,47.0,214.0,543
The zoo won't pay the ransom. Now what?,122.0,41.0,49.0,212.0,543
Face it: 'Ms. Bigly' refuses to go with you to the Trump rally today!,126.0,32.0,53.0,211.0,543
It looked smaller online.,114.0,53.0,41.0,208.0,543
"Why can't you just wear a button, like most people?",108.0,64.0,35.0,207.0,543
Well SOMEONE clogged the toilet.,110.0,58.0,37.0,205.0,543
...and we also have to do something about the bull in the china closet.,110.0,56.0,37.0,203.0,543
"When you said ""a large memory device"" I thought you meant a hard drive.",109.0,58.0,36.0,203.0,543
It's your metaphor. You feed it!,106.0,45.0,34.0,185.0,543
I think we're gonna need a bigger pee pad.,107.0,40.0,35.0,182.0,543
"Well he's ignoring us too, Sylvia!",98.0,57.0,26.0,181.0,543
It's hiding from the Republican Party.,104.0,41.0,32.0,177.0,543
"If his memory is so good, why can't he remember that he lives in 12B and not 12C?",97.0,52.0,25.0,174.0,543
"A homing elephant? A ""HOMING"" elephant? Well, genius, now we're gonna have TWO elephants in the room !!!!",103.0,38.0,31.0,172.0,543
"Well, at least HE remembers our anniversary.",98.0,44.0,27.0,169.0,543
I can't wait until those Petersons downstairs crank their stereo again.,92.0,44.0,24.0,160.0,543
"No, Steve, this isn't just about who empties her litter box.",100.0,38.0,29.0,167.0,543
"You voted for him, you clean up after him",93.0,41.0,25.0,159.0,543
Are we speaking metaphorically?,95.0,50.0,23.0,168.0,543
"Great, now I’m living with two Dumbos.",102.0,36.0,30.0,168.0,543
I would have preferred a bumper sticker.,98.0,39.0,27.0,164.0,543
"That reminds me, your mother called.",96.0,39.0,26.0,161.0,543
"At least, for once, you're using the word ""literally"" correctly!",95.0,43.0,24.0,162.0,543
Isn't it enough to just tell our friends we're Republicans?,93.0,47.0,22.0,162.0,543
We had a hellava lot more room when he was just a metaphor.,92.0,49.0,21.0,162.0,543
"No darling, I said I wanted something elegant for my birthday...",93.0,45.0,22.0,160.0,543
You're right. With Trump we really are seeing a different side of the Republican Party.,98.0,35.0,27.0,160.0,543
We're gonna need a bigger newspaper.,89.0,46.0,20.0,155.0,543
Large Mammal - 8 letters,99.0,31.0,28.0,158.0,543
"No, there's nothing I'd like to discuss.",99.0,31.0,28.0,158.0,543
Let's hope he doesn't move any further to the right.,100.0,29.0,29.0,158.0,543
I liked him better as a rhetorical device.,89.0,44.0,20.0,153.0,543
He just needs a place to hide until after the election.,99.0,30.0,28.0,157.0,543
"Just list it as 'Low mileage, exotic leather seating, ivory handles, huge trunk space…oh, and costs peanuts.'",91.0,42.0,21.0,154.0,543
What elephant?,105.0,17.0,34.0,156.0,543
You gave how much to the campaign?,91.0,41.0,21.0,153.0,543
"""Come and visit,"" you said. Did you think he wouldn't remember?",92.0,39.0,22.0,153.0,543
"Ironically, he's ignoring us.",93.0,36.0,23.0,152.0,543
Why couldn’t you wear a campaign button like everybody else!,88.0,45.0,18.0,151.0,543
"You know, we've been ignoring this for so long that I can't even remember what it represents.",90.0,39.0,20.0,149.0,543
It sure doesn’t smell like a metaphor.,92.0,35.0,22.0,149.0,543
A bumper sticker wasn't good enough for you??,84.0,38.0,18.0,140.0,543
Don't tell me what I can and can't ignore!,90.0,38.0,20.0,148.0,543
We don't have to talk about it. I just want to know how it got through the door.,96.0,26.0,26.0,148.0,543
I think I preferred the 800-pound gorilla.,92.0,30.0,23.0,145.0,543
What elephant?,92.0,33.0,22.0,147.0,543
What elephant?,98.0,21.0,28.0,147.0,543
It could be worse - the Petersons just joined Save the Whales.,87.0,37.0,18.0,142.0,543
"Last chance, Frank. Does this make my butt look smaller?",90.0,31.0,21.0,142.0,543
"The real problem is, that's not the biggest ass in the living room.",91.0,32.0,21.0,144.0,543
"Whatever you do, keep that mouse in your pocket.",88.0,34.0,19.0,141.0,543
He’s awfully smelly for a metaphor.,88.0,34.0,19.0,141.0,543
"He's cute, you said! How big can he get, you said!",87.0,36.0,18.0,141.0,543
"Honey, be careful what you say. He'll remember everything.",87.0,36.0,18.0,141.0,543
"Actually, it's all we ever talk about.",86.0,38.0,17.0,141.0,543
It's not his daily intake I'm worried about!,91.0,34.0,20.0,145.0,543
"No, I said I wanted something ""elegant"" for my birthday.",88.0,33.0,19.0,140.0,543
Free shipping.,94.0,20.0,25.0,139.0,543
"Not to alarm you, but today I saw an M - O - U - S - E.",89.0,30.0,20.0,139.0,543
"Okay, but can you at least acknowledge that it's there?",85.0,38.0,16.0,139.0,543
We would have so much more room if we voted Democrat.,84.0,30.0,18.0,132.0,543
We need a bigger apartment or a smaller metaphor.,89.0,29.0,20.0,138.0,543
Then what do you suggest we do talk about?,85.0,33.0,17.0,135.0,543
What elephant?,88.0,27.0,20.0,135.0,543
What elephant?,90.0,23.0,22.0,135.0,543
What elephant?,90.0,17.0,24.0,131.0,543
What elephant?,92.0,21.0,23.0,136.0,543
What elephant?,91.0,23.0,22.0,136.0,543
