caption,unfunny,somewhat_funny,funny,count,contest
"Well, five acres of popcorn back there says you were.",360.0,284.0,319.0,963.0,548
So Major Tom... Do you know how fast you were going?,427.0,112.0,359.0,898.0,548
"Sir, I don't make the laws of physics I just enforce them.",291.0,242.0,221.0,754.0,548
I'm going to need you to take one small step out of the vehicle,205.0,155.0,155.0,515.0,548
"I don't make the laws of physics, sir. I just enforce them.",197.0,147.0,98.0,442.0,548
"Sir, please take one small step out of the vehicle.",171.0,104.0,72.0,347.0,548
"Take one small step out of the vehicle, sir.",174.0,93.0,75.0,342.0,548
You call it a glitch in the space-time continuum. I call it a stop sign.,169.0,88.0,71.0,328.0,548
I got you doing light in a sound zone.,159.0,98.0,60.0,317.0,548
If you stay below the speed of sound you'll hear the sirens next time.,154.0,101.0,56.0,311.0,548
"First of all, thank you for stopping.",152.0,100.0,53.0,305.0,548
You're the first one to actually stop.,152.0,91.0,55.0,298.0,548
And I suppose they don't have stop signs in the future either.,157.0,81.0,60.0,298.0,548
"Sir, I just need you to take one small step out of the vehicle.",149.0,101.0,51.0,301.0,548
I clocked you doing light in a sound zone.,156.0,82.0,59.0,297.0,548
I clocked you at tomorrow.,161.0,80.0,62.0,303.0,548
"First, thanks for stopping.",156.0,80.0,59.0,295.0,548
"...and I can't stress this enough, do not restart your engine until I've pulled away.",158.0,68.0,61.0,287.0,548
"Sir, I usually ask this rhetorically, but do you know how fast you were going?",150.0,84.0,53.0,287.0,548
the farmer with the field of popcorn would like a word with you...,156.0,71.0,59.0,286.0,548
I'm going to have to ask you to take one small step out of your vehicle.,147.0,79.0,51.0,277.0,548
Says here you're a flight risk.,149.0,73.0,53.0,275.0,548
"I see that, but you still need a plate on the front.",143.0,84.0,47.0,274.0,548
It's not for speeding. It's for incinerating the guy behind you at the stop sign back there.,144.0,82.0,48.0,274.0,548
"I'll be honest, the fine will be astronomical.",141.0,73.0,48.0,262.0,548
Your re-entry light is out.,138.0,89.0,42.0,269.0,548
"I know, buddy. Everyone's in a big hurry to get to Canada.",143.0,76.0,47.0,266.0,548
Generally mach anything is grounds for a ticket.,140.0,76.0,44.0,260.0,548
I'm going to have to take you in. You're a flight risk.,143.0,66.0,48.0,257.0,548
"A warning this time, but only because you have to live with the fact that I caught you.",104.0,51.0,32.0,187.0,548
I see you're from out of town.,133.0,72.0,39.0,244.0,548
I don't care if it's Mission Control. Texting is texting.,125.0,54.0,40.0,219.0,548
You rolled through a stop sign three states back.,136.0,62.0,42.0,240.0,548
"Cool your jets, ace.",141.0,52.0,47.0,240.0,548
You were speeding; you get a ticket. This is not rocket science.,137.0,58.0,43.0,238.0,548
"I know WHY you pulled me over, but I'm not sure HOW.",122.0,86.0,28.0,236.0,548
So this is the new Honda Viagra...,132.0,61.0,39.0,232.0,548
"Sir, I'm going to need you to eject from the vehicle.",134.0,55.0,41.0,230.0,548
Just leave a little earlier next time..,134.0,55.0,41.0,230.0,548
"We respect the sound barrier in this county, son.",121.0,77.0,28.0,226.0,548
Trying to get back to November 8?,137.0,48.0,43.0,228.0,548
"Cool your jets, ace.",128.0,58.0,36.0,222.0,548
"Sir, your registration is 80 years in the future.",128.0,57.0,36.0,221.0,548
Then how do you explain the sonic boom?,131.0,51.0,39.0,221.0,548
"Nice car, sorry about your penis.",138.0,36.0,46.0,220.0,548
Of course I caught up with you. It's a Crown Victoria.,129.0,54.0,37.0,220.0,548
Stop calling me Houston.,129.0,51.0,37.0,217.0,548
"Sir, 495 is the highway number, not the speed limit.",128.0,52.0,36.0,216.0,548
I don't care who in Houston you're talking to; you can't be on your phone,127.0,52.0,35.0,214.0,548
Your fine is going to be astronomical.,125.0,52.0,34.0,211.0,548
"Round here we obey the sound barrier, son.",119.0,64.0,28.0,211.0,548
"I'm going to need you to take one small step for man out of the vehicle, sir.",126.0,53.0,34.0,213.0,548
Don't even think about pressing the eject button.,113.0,82.0,20.0,215.0,548
Trying to fly under the radar?,126.0,52.0,34.0,212.0,548
"Sir, do you realize you were going 6,500 in a 50-mile zone?",117.0,64.0,26.0,207.0,548
"Zero to sixty in a second was impressive, but it was the next ten seconds where we have a problem, Sir.",122.0,57.0,30.0,209.0,548
You're not from around here are you?,116.0,65.0,25.0,206.0,548
Failure to signal left turn and incinerating my partner.,124.0,49.0,33.0,206.0,548
"Look around you, son. This here's a fly-over state.",117.0,57.0,27.0,201.0,548
"As you approach the speed of light, time may slow, but ticket fines go up.",115.0,61.0,25.0,201.0,548
"I'll overlook the burned out taillights, but I am going to have to cite you for the sonic boom.",118.0,55.0,28.0,201.0,548
Your left blinker is out.,122.0,47.0,32.0,201.0,548
It's a hybrid.,117.0,57.0,27.0,201.0,548
Up there you talk to NASA. Down here you talk to me.,119.0,53.0,29.0,201.0,548
Aren't you kind of embarrassed that I caught you?,116.0,65.0,24.0,205.0,548
"OK, fella, cool your jets.",118.0,52.0,28.0,198.0,548
I think you know why I pulled you over. The question is how.,120.0,48.0,30.0,198.0,548
"Are you wondering why I pulled you over?' ""No, I'm wondering how",116.0,55.0,26.0,197.0,548
Sorry about your penis.,128.0,29.0,38.0,195.0,548
Eject yourself from the vehicle please.,116.0,53.0,26.0,195.0,548
Any idea how I pulled you over?,116.0,53.0,26.0,195.0,548
"Since your vehicle will be impounded over the holidays, I'll call Missile-Tow.",120.0,41.0,31.0,192.0,548
"Houston, we have a ticket.",117.0,46.0,28.0,191.0,548
"First of all, thank you for pulling over.",118.0,43.0,29.0,190.0,548
That's one giant leap for mankind and this small ticket for you.,115.0,48.0,26.0,189.0,548
Why I stopped you? For holding up the flow of traffic.,123.0,32.0,34.0,189.0,548
"First off, I appreciate you pulling over.",112.0,57.0,22.0,191.0,548
It's not smoke - this is a vapemobile.,122.0,37.0,32.0,191.0,548
I'm afraid The Force is with me on this one.,115.0,47.0,26.0,188.0,548
"Let me guess, your other car is a Prius.",112.0,49.0,24.0,185.0,548
"Well, just the one glass of Tang before I left the office.",114.0,45.0,26.0,185.0,548
Please eject from the vehicle sir!,110.0,53.0,22.0,185.0,548
"Do you know why I pulled you over, or how?",117.0,42.0,28.0,187.0,548
"First, I want to thank you for stopping.",108.0,56.0,20.0,184.0,548
"That's not the speed limit sign, that's Highway 218.",109.0,53.0,21.0,183.0,548
