caption,unfunny,somewhat_funny,funny,count,contest
Who's endangered now?,348.0,208.0,130.0,686.0,532
They were never going to find you anyway,272.0,123.0,82.0,477.0,532
Sorry...I was texting.,268.0,107.0,81.0,456.0,532
"Yeah, well your profile wasn't exactly honest either.",250.0,129.0,65.0,444.0,532
I'd like to settle this without involving my insurance company.,203.0,96.0,39.0,338.0,532
"Sorry mate, I was swimming and texting.",197.0,90.0,38.0,325.0,532
"Sorry, totally thought I could jump it.",209.0,72.0,47.0,328.0,532
"Ironically, I'm not even a killer whale.",192.0,91.0,33.0,316.0,532
"I ain't heavy, I'm your blubber.",208.0,58.0,49.0,315.0,532
We should probably exchange insurance information.,198.0,78.0,39.0,315.0,532
"You were right, white whales can't jump.",198.0,72.0,40.0,310.0,532
Online you said you were a dolphin.,196.0,70.0,39.0,305.0,532
"Hold still, dammit, I'm trying to get the hook out.",197.0,57.0,42.0,296.0,532
Did I land on a palm tree or are you just happy to see me?,183.0,82.0,29.0,294.0,532
Those aren't coconuts.,200.0,48.0,46.0,294.0,532
"So, any chance you could push me back into the water?",187.0,72.0,33.0,292.0,532
Who's the endangered species now?,191.0,60.0,38.0,289.0,532
"He ain't heavy, he's my blubber.",193.0,56.0,40.0,289.0,532
"I thought your sign said, ""Kelp""",186.0,65.0,34.0,285.0,532
You have to hide me. I'm being stalked by some crazy guy with a wooden leg.,191.0,51.0,40.0,282.0,532
My therapist was right. I do put too much pressure on people.,177.0,79.0,26.0,282.0,532
"I was wrong, being ALONE on a deserted island isn't the worst thing that can happen!",183.0,66.0,32.0,281.0,532
"I guess now, I'm a killer whale.",184.0,63.0,33.0,280.0,532
... Polo!,177.0,52.0,34.0,263.0,532
"Moby, stop being such a dick!",189.0,49.0,38.0,276.0,532
I vote you off the island.,172.0,78.0,22.0,272.0,532
I just had lunch and can't go back in the water for at least an hour.,173.0,69.0,25.0,267.0,532
Does this island make me look fat?,173.0,66.0,26.0,265.0,532
Looks like my sonar worked about as well as your GPS.,179.0,54.0,32.0,265.0,532
NOW it's a deserted island,184.0,44.0,37.0,265.0,532
"Look, I'm not thrilled about it either.",172.0,69.0,24.0,265.0,532
"Jeff survived for 209 days on the island, but in the end, it was a fluke accident that did him in.",175.0,56.0,29.0,260.0,532
It looked bigger underwater.,172.0,62.0,26.0,260.0,532
"The good news is, you're not alone anymore!",174.0,55.0,29.0,258.0,532
"Sorry. I thought it said ""Kelp.""",178.0,46.0,33.0,257.0,532
I'm sorry. I was texting.,172.0,57.0,27.0,256.0,532
I know I know - don't text and swim.,172.0,57.0,27.0,256.0,532
It's mostly water weight.,165.0,71.0,20.0,256.0,532
"What part of ""catch and release"" didn't you understand?",174.0,50.0,30.0,254.0,532
You sure I'm not imposing?,167.0,63.0,23.0,253.0,532
He thought nothing could compare to the crushing weight of isolation.,174.0,49.0,30.0,253.0,532
Your photo on Airbnb made it look so much larger.,169.0,59.0,25.0,253.0,532
It looked a lot bigger on AirBnB.,171.0,54.0,27.0,252.0,532
Me! What are YOU doing here?,162.0,72.0,18.0,252.0,532
"Frankly, I'll be happy to see rising sea levels.",153.0,45.0,25.0,223.0,532
"Well, it's not like they call me Moby Nice Guy.",177.0,38.0,34.0,249.0,532
"Stop whining, I can't breathe either.",172.0,48.0,29.0,249.0,532
I've just voted you off the island.,165.0,51.0,26.0,242.0,532
"I know, I know. I shouldn't have been texting.",171.0,49.0,28.0,248.0,532
Yeah? It's not exactly a day at the beach for me either buddy.,167.0,57.0,24.0,248.0,532
"Okay, we'll try it with you on top.",168.0,55.0,25.0,248.0,532
Call him Squishmael.,168.0,52.0,26.0,246.0,532
That's right. My last name is Dick and I'm a sperm whale. Still think its funny?,169.0,50.0,27.0,246.0,532
"After years of practice, Harold finally perfected the whale call.",170.0,48.0,28.0,246.0,532
I think last night was a mistake.,165.0,57.0,23.0,245.0,532
Relax. This could make a great novel.,162.0,59.0,21.0,242.0,532
You're it.,160.0,63.0,19.0,242.0,532
"When you asked me the one thing I'd bring to a desert island and I said ""Moby Dick,"" I meant the book.",167.0,48.0,26.0,241.0,532
I guess now I'll call you Squishmael.,167.0,45.0,27.0,239.0,532
"On the bright side, you still have two wishes left",166.0,47.0,26.0,239.0,532
And you thought things couldn't get worse.,160.0,58.0,20.0,238.0,532
"Give a man a fish, you feed him for a day. Teach a man to fish -- and this can happen.",162.0,54.0,22.0,238.0,532
You can't breathe? I can't breathe!,154.0,66.0,15.0,235.0,532
"Well frankly, it’s not that comfortable for me either.",160.0,53.0,21.0,234.0,532
Everything changed when the relationship became physical.,163.0,47.0,24.0,234.0,532
Think we can settle this without insurance?,154.0,65.0,15.0,234.0,532
"Lube, Oil, Filter. You're good for another 10,000 miles.",165.0,43.0,26.0,234.0,532
Marco...,161.0,48.0,23.0,232.0,532
"And in an instant, the fine art of whale calling was lost forever.",166.0,38.0,28.0,232.0,532
Sorry. You're right...I shouldn't text and swim.,160.0,50.0,22.0,232.0,532
"Sorry, I was texting while swimming.",161.0,48.0,23.0,232.0,532
Try lifting with your legs.,160.0,49.0,22.0,231.0,532
"If a guy named Ahab shows up, you haven't seen me.",161.0,47.0,23.0,231.0,532
Don't make me tell you again: 'humpback' is derogatory.,160.0,49.0,22.0,231.0,532
I told you the hammock wouldn't hold us both.,155.0,58.0,17.0,230.0,532
"Listen, if a guy with a peg leg comes by looking for me, remember - I was never here.",156.0,56.0,18.0,230.0,532
"I'm like the elephant in the room. Only I'm a whale, and this is an island.",163.0,41.0,25.0,229.0,532
Recalculating . . .,164.0,39.0,26.0,229.0,532
I decided I'd rather be a big fish on a small island.,155.0,54.0,18.0,227.0,532
This timeshare isn’t working out.,153.0,50.0,19.0,222.0,532
Now I can call you Squishmael.,159.0,43.0,23.0,225.0,532
"1 down, 7.4 billion to go.",160.0,41.0,24.0,225.0,532
"It gets worse. Why do you think they call us ""sperm whales?""",161.0,37.0,25.0,223.0,532
"Crowded beach, no nightlife, lumpy bed--one star.",155.0,49.0,19.0,223.0,532
That's the last time I try to text and migrate at the same time!,165.0,34.0,27.0,226.0,532
"It looked bigger on Airbnb, right?",159.0,38.0,24.0,221.0,532
"I thought you said, ""Kelp!""",154.0,48.0,19.0,221.0,532
"Having fallen overboard from a Greenpeace anti-whaling ship, Tom was eventually recovered from what would later be known as Irony Island.",163.0,35.0,26.0,224.0,532
I got your message. How can I help?,161.0,41.0,23.0,225.0,532
Stop your blubbering.,157.0,41.0,22.0,220.0,532
This just in: Beached whale annihilates entire population of South Pacific island.,156.0,43.0,21.0,220.0,532
"Okay Bill, you can reach the coconuts now. Bill?",158.0,39.0,23.0,220.0,532
"Lucas orders Moby Dick from Amazon but neglects to check the ""book"" box.",160.0,35.0,25.0,220.0,532
I am NOT a fish out of water.,150.0,52.0,16.0,218.0,532
It looked bigger on airbnb.,153.0,46.0,19.0,218.0,532
It's not deserted anymore!,154.0,44.0,20.0,218.0,532
"Ooh, that tickles, is your phone on vibrate?",151.0,50.0,17.0,218.0,532
Worst. Beach. Ever.,155.0,42.0,21.0,218.0,532
I guess I just discovered the Isle of Man.,150.0,52.0,16.0,218.0,532
Maybe Twister isn't the best choice for game night...,153.0,46.0,19.0,218.0,532
You're the one who wanted to go whale watching. CAN YOU SEE ME NOW?,153.0,46.0,19.0,218.0,532
"Sit tight, high tide is only a few hours away.",149.0,56.0,14.0,219.0,532
That's not my blowhole.,154.0,46.0,19.0,219.0,532
You are getting way too big to be a lap whale.,153.0,48.0,18.0,219.0,532
Peter thought he had cheated death after the plane crash. Death doesn't like cheaters.,159.0,36.0,24.0,219.0,532
"Lord, not to seem ungrateful, but a flounder or a mackerel would have sufficed.",153.0,45.0,19.0,217.0,532
"Yeah, well, you're not my first choice either.",152.0,47.0,18.0,217.0,532
"You never call me, Ishmael.",153.0,45.0,19.0,217.0,532
The Orcas were right. White whales can't jump.,160.0,31.0,26.0,217.0,532
"Ok, on three.",157.0,37.0,23.0,217.0,532
"OK, you were right, I can't clear the palm tree.",149.0,53.0,15.0,217.0,532
Help is on the way. I'm wearing a tracking device.,146.0,58.0,12.0,216.0,532
Sorry. I thought I had the time share this week.,158.0,34.0,24.0,216.0,532
"Tell me honestly, does this island make me look fat?",150.0,47.0,17.0,214.0,532
We need to discuss boundaries.,152.0,43.0,19.0,214.0,532
Marine biologists don't understand why we do it and frankly neither do I.,148.0,56.0,13.0,217.0,532
"I don't know if anyone has ever told you this, but you're a really good listener.",149.0,48.0,16.0,213.0,532
Can I call you Squishmael?,152.0,42.0,19.0,213.0,532
"Sorry, I thought those stones spelled ""KELP"".",153.0,40.0,20.0,213.0,532
Don't complain. You have plenty of leg room.,148.0,50.0,15.0,213.0,532
I identify as a land mammal.,153.0,40.0,20.0,213.0,532
About 12 metric tons. Why do you ask?,156.0,44.0,19.0,219.0,532
Stuck the landing!,149.0,45.0,17.0,211.0,532
"Don't worry, high tide's in six hours.",144.0,55.0,12.0,211.0,532
