caption,unfunny,somewhat_funny,funny,count,contest
He's not brave. It's deer season.,5.0,8.0,7.0,20.0,519
We might be empty nesters sooner than we thought.,6.0,6.0,8.0,20.0,519
This may be his final tweet.,7.0,4.0,8.0,19.0,519
I didn't realize that 'riding shotgun' was an actual thing.,6.0,8.0,6.0,20.0,519
"Same decoy as last year. Honestly, I don't known why he bothers.",8.0,5.0,8.0,21.0,519
"If I were a protected species, I would show off too.",8.0,6.0,7.0,21.0,519
"Admit it, Honey--we lack parenting skills.",6.0,9.0,5.0,20.0,519
Endangered species are such show offs.,5.0,10.0,4.0,19.0,519
"I think we're safe, it's Dick Cheney.",10.0,5.0,8.0,23.0,519
She always insists on riding shotgun.,10.0,3.0,8.0,21.0,519
You have to love mocking birds,9.0,5.0,7.0,21.0,519
We'd get more members if we eased off on the hazing.,8.0,6.0,6.0,20.0,519
It's genius actually.,9.0,4.0,7.0,20.0,519
"Personally, I prefer not to ride shotgun if I can help it!",8.0,5.0,6.0,19.0,519
Now THAT'S a mocking-bird.,8.0,9.0,5.0,22.0,519
The kids call it ‘riding shotgun.’,6.0,12.0,3.0,21.0,519
I admire Steve for taking a stand on guns.,6.0,12.0,3.0,21.0,519
"That, my friend, is chutzpah.",7.0,10.0,4.0,21.0,519
Posttraumatic stress from a long career as coal mine canary.,9.0,6.0,6.0,21.0,519
Why must that boy ALWAYS go out on a limb?,9.0,5.0,6.0,20.0,519
Who's that chick riding shotgun?,8.0,6.0,5.0,19.0,519
You're right. Stockholm Syndrome.,8.0,5.0,5.0,18.0,519
That's what we get for homeschooling.,9.0,2.0,6.0,17.0,519
Is he loaded?,10.0,6.0,6.0,22.0,519
He did call shotgun.,10.0,6.0,6.0,22.0,519
I don't think he understood when you said he could ride shotgun.,10.0,6.0,6.0,22.0,519
Xtreme Perching.,8.0,9.0,4.0,21.0,519
Thinks he's gonna be a big shot some day.,9.0,7.0,5.0,21.0,519
He's better at truth or dare than I thought.,9.0,7.0,5.0,21.0,519
"Cuckoo maybe, but he's definitely not a chicken.",9.0,7.0,5.0,21.0,519
Brave? You bet... at night he works a second job in the coal mine!,10.0,5.0,6.0,21.0,519
'Time to push him out of the nest' you said. 'Time to push him out of the nest.',7.0,10.0,3.0,20.0,519
It must be nice to be on the endangered species list.,8.0,8.0,4.0,20.0,519
"Whadya think ... decoy, thrill-seeker or just plain stupid?",9.0,6.0,5.0,20.0,519
Not the best lookout we've ever had.,7.0,10.0,3.0,20.0,519
Looks like he's been taking birdseed from the gun lobby again.,10.0,3.0,6.0,19.0,519
"So, it's true. She's been cheeping with the enemy.",9.0,5.0,5.0,19.0,519
Why don't you fly over and introduce yourself to her? It's worth a shot.,10.0,3.0,6.0,19.0,519
Never imagined he'd be on the No Fly List.,11.0,5.0,6.0,22.0,519
He likes to ride shotgun.,10.0,7.0,5.0,22.0,519
Now dare him to take his hat.,11.0,5.0,6.0,22.0,519
"Well, that should end the speculating over how they achieved their endangered species status.",10.0,7.0,5.0,22.0,519
Dave hasn't been himself since flying into that window.,10.0,6.0,5.0,21.0,519
Those protected species are such smart-asses.,10.0,6.0,5.0,21.0,519
Teenagers. They think they're invincible.,10.0,6.0,5.0,21.0,519
Maybe we deserve to be endangered.,10.0,6.0,5.0,21.0,519
He only chirps when the guy backs up.,11.0,4.0,6.0,21.0,519
"If it's a battle of wits, let's call it a draw.",10.0,6.0,5.0,21.0,519
He keeps his friends close and his enemies closer.,7.0,11.0,2.0,20.0,519
I'm not surprised. His parents were stool pigeons.,11.0,3.0,6.0,20.0,519
There! THAT’s what you call chutzpah.,10.0,5.0,5.0,20.0,519
He's not brave. He's just not in season.,7.0,11.0,2.0,20.0,519
Oh I'm going to have to tweet this.,11.0,3.0,6.0,20.0,519
He's about to send his last tweet.,9.0,11.0,3.0,23.0,519
"When I was young, we sat on phone lines and waited for a freshly washed car.",7.0,10.0,2.0,19.0,519
